"address_x","latitude_x","longitude_x","age","community_council_neighborhood","cpd_neighborhood","sna_neighborhood","crashdate","crashlocation","crashseverity","crashseverityid","datecrashreported","dayofweek","gender","injuries","instanceid","lightconditionsprimary","localreportno","mannerofcrash","roadconditionsprimary","roadcontour","roadsurface","roadclass","roadclassdesc","unittype","typeofperson","weather","zip"
"XX WILLIAM HOWARD TAFT RD","39.127811","-84.511291","18","MOUNT AUBURN","CORRYVILLE","CORRYVILLE","2022-09-12T21:50:00.000",,"5 - PROPERTY DAMAGE ONLY","201905","2022-09-12T21:54:00.000","MON","F - FEMALE","5 - NO APPARENTY INJURY","056976D9-B154-493A-84B4-6D6869471862","3 - DARK - LIGHTED ROADWAY","225011365","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT",,,"03 - SPORT UTILITY VEHICLE","D - DRIVER","1 - CLEAR","45219"
"XX WILLIAM HOWARD TAFT RD","39.128611","-84.510171","18","MOUNT AUBURN","CORRYVILLE","CORRYVILLE","2022-09-12T21:50:00.000",,"5 - PROPERTY DAMAGE ONLY","201905","2022-09-12T21:54:00.000","MON","M - MALE","5 - NO APPARENTY INJURY","056976D9-B154-493A-84B4-6D6869471862","3 - DARK - LIGHTED ROADWAY","225011365","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT",,,"03 - SPORT UTILITY VEHICLE","O - OCCUPANT","1 - CLEAR","45219"
"XX WILLIAM HOWARD TAFT RD","39.127071","-84.510491","42","MOUNT AUBURN","CORRYVILLE","CORRYVILLE","2022-09-12T21:50:00.000",,"5 - PROPERTY DAMAGE ONLY","201905","2022-09-12T21:54:00.000","MON","M - MALE","5 - NO APPARENTY INJURY","056976D9-B154-493A-84B4-6D6869471862","3 - DARK - LIGHTED ROADWAY","225011365","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT",,,"01 - PASSENGER CAR","D - DRIVER","1 - CLEAR","45219"
"16XX BRUCE AV","39.16632","-84.54449",,"NORTHSIDE","NORTHSIDE","NORTHSIDE","2022-09-12T21:41:00.000",,"5 - PROPERTY DAMAGE ONLY","201905","2022-09-12T21:41:00.000","MON",,"5 - NO APPARENTY INJURY","815746C5-A084-4868-B435-EA4A049B9AB4","3 - DARK - LIGHTED ROADWAY","225011366","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","5","Local Streets/Roads","02 - PASSENGER VAN (MINIVAN)","D - DRIVER","2 - CLOUDY","45223"
"74XX VINE ST","39.196641","-84.476951","52","CARTHAGE","CARTHAGE","CARTHAGE","2022-09-12T20:30:00.000",,"5 - PROPERTY DAMAGE ONLY","201905","2022-09-12T21:00:00.000","MON","F - FEMALE","5 - NO APPARENTY INJURY","C77A2FE4-8689-4E07-9969-5CF25B346B57","3 - DARK - LIGHTED ROADWAY","225011363","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT",,,"01 - PASSENGER CAR","D - DRIVER","4 - RAIN","45216"
"74XX VINE ST","39.197091","-84.477091",,"CARTHAGE","CARTHAGE","CARTHAGE","2022-09-12T20:30:00.000",,"5 - PROPERTY DAMAGE ONLY","201905","2022-09-12T21:00:00.000","MON",,"5 - NO APPARENTY INJURY","C77A2FE4-8689-4E07-9969-5CF25B346B57","3 - DARK - LIGHTED ROADWAY","225011363","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT",,,"99 - UNKNOWN OR HIT/SKIP","D - DRIVER","4 - RAIN","45216"
"9XX PAVILION ST","39.107582","-84.497694","26","MOUNT ADAMS","MOUNT  ADAMS","MT. ADAMS","2022-09-12T20:50:00.000",,"4 - INJURY POSSIBLE","201904","2022-09-12T20:52:00.000","MON","F - FEMALE","5 - NO APPARENTY INJURY","52DE7A6A-3A80-42FD-ADBA-2B0CE98BDC6F","3 - DARK - LIGHTED ROADWAY","225010328","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","5","Local Streets/Roads","03 - SPORT UTILITY VEHICLE","D - DRIVER","1 - CLEAR","45202"
"9XX PAVILION ST","39.108092","-84.497144","27","MOUNT ADAMS","MOUNT  ADAMS","MT. ADAMS","2022-09-12T20:50:00.000",,"4 - INJURY POSSIBLE","201904","2022-09-12T20:52:00.000","MON","M - MALE","4 - POSSIBLE INJURY","52DE7A6A-3A80-42FD-ADBA-2B0CE98BDC6F","3 - DARK - LIGHTED ROADWAY","225010328","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","5","Local Streets/Roads","01 - PASSENGER CAR","D - DRIVER","1 - CLEAR","45202"
"16XX NORTHWOOD DR","39.199635","-84.459337","35","ROSELAWN","ROSELAWN","ROSELAWN","2022-09-12T20:45:00.000",,"5 - PROPERTY DAMAGE ONLY","201905","2022-09-12T20:45:00.000","MON","M - MALE","5 - NO APPARENTY INJURY","FBEE5B29-2210-4629-BF72-7C35948DAD69","2 - DUSK","225011364","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE",,,"01 - PASSENGER CAR","O - OCCUPANT","1 - CLEAR","45237"
"16XX NORTHWOOD DR","39.199995","-84.459227","2","ROSELAWN","ROSELAWN","ROSELAWN","2022-09-12T20:45:00.000",,"5 - PROPERTY DAMAGE ONLY","201905","2022-09-12T20:45:00.000","MON","F - FEMALE","5 - NO APPARENTY INJURY","FBEE5B29-2210-4629-BF72-7C35948DAD69","2 - DUSK","225011364","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE",,,"04 - PICK UP","O - OCCUPANT","1 - CLEAR","45237"
