"uniqueid","work_type","display_agency","number_key","comp_type","comp_type_desc","sub_type","sub_type_desc","entered_date","status_class","data_status","city_id","url","last_updated","yn_activity_report","latitude","longitude","neighborhood","full_address","city_county"
,"LICENSES","Cincinnati Fire Dept","FC20221835","CFDP05C","CFD CHARGABLE Program","105.6.16","FLAMMABLE/COMBUSTIBLE LIQUIDS","2022-07-25T00:00:00.000","OPEN","ISSUED","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FC20221835","2022-08-19T00:00:00.000","N","39.1353905770437","-84.534698339048","CAMP WASHINGTON","2910  SIDNEY AV","CITY"
,"LICENSES","Cincinnati Fire Dept","FC20221806","CFDP05C","CFD CHARGABLE Program","105.6.03","AVIATION FACILITIES","2022-07-22T00:00:00.000","OPEN","ISSUED","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FC20221806","2022-08-01T00:00:00.000","N","39.1055694361627","-84.4276287959975","LINWOOD","358  WILMER AV","CITY"
,"LICENSES","Cincinnati Fire Dept","FC20221804","CFDP05C","CFD CHARGABLE Program","105.6.34","PLACE OF ASSEMBLY","2022-07-14T00:00:00.000","OPEN","INVOICED","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FC20221804","2022-07-20T00:00:00.000","N","39.1521888292676","-84.5177918599122","CLIFTON","3766  CLIFTON AV","CITY"
,"LICENSES","Cincinnati Health Dept","CHSC220003","CHSCINFO","School Tracking Information","ELEMENT","Elementary","2022-07-14T00:00:00.000","OPEN","VOID","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHSC220003","2022-07-20T00:00:00.000","N","39.1523813319359","-84.3881459254651","MADISONVILLE","4324  HOMER AV","CITY"
,"LICENSES","Cincinnati Fire Dept","FC20221805","CFDP05C","CFD CHARGABLE Program","105.6.34","PLACE OF ASSEMBLY","2022-07-14T00:00:00.000","OPEN","INVOICED","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FC20221805","2022-07-20T00:00:00.000","N","39.1521888292676","-84.5177918599122","CLIFTON","3766  CLIFTON AV","CITY"
,"LICENSES","Cincinnati Fire Dept","FF20220103","CFDP05F","CFD OPEN FLAME Program","105.6.34","PLACES OF ASSEMBLY","2022-07-13T00:00:00.000","OPEN","ISSUED","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FF20220103","2022-08-18T00:00:00.000","N","39.0978177496532","-84.5050774115073","DOWNTOWN","100  BROADWAY","CITY"
,"LICENSES","Cincinnati Fire Dept","FF20220096","CFDP05F","CFD OPEN FLAME Program","105.6.36","PYRO/SPECL EFFECTS MTRL","2022-07-13T00:00:00.000","OPEN","ISSUED","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FF20220096","2022-08-10T00:00:00.000","N","39.0978177496532","-84.5050774115073","DOWNTOWN","100  BROADWAY","CITY"
,"LICENSES","Cincinnati Fire Dept","FF20220098","CFDP05F","CFD OPEN FLAME Program","105.6.34","PLACES OF ASSEMBLY","2022-07-13T00:00:00.000","OPEN","INVOICED","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FF20220098","2022-07-20T00:00:00.000","N","39.0955732302392","-84.5135142054316","DOWNTOWN","25  RACE ST","CITY"
,"LICENSES","Cincinnati Fire Dept","FF20220097","CFDP05F","CFD OPEN FLAME Program","105.6.34","PLACES OF ASSEMBLY","2022-07-13T00:00:00.000","OPEN","INVOICED","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FF20220097","2022-07-20T00:00:00.000","N","39.0955732302392","-84.5135142054316","DOWNTOWN","25  RACE ST","CITY"
,"LICENSES","Cincinnati Fire Dept","FF20220104","CFDP05F","CFD OPEN FLAME Program","105.6.34","PLACES OF ASSEMBLY","2022-07-13T00:00:00.000","OPEN","ISSUED","CINC","http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=FF20220104","2022-08-18T00:00:00.000","N","39.0978177496532","-84.5050774115073","DOWNTOWN","100  BROADWAY","CITY"
