"any_fuel_type","asset_type","funding","class_class_bench","class_class_maint","class_maint_desc","class_class_meter","class_meter_desc","class_class_pm","class_pm_desc","class_class_rental","class_rental_desc","class_class_shop_sch","class_shop_desc","class_class_stds","class_stds_desc","color","delivery_date","depreciation_method","deprec_months_life","depr_cur_decline_bal","depr_mths_remaining","dept_dept_code","department_name","description","eq_equip_no","est_meter_at_replace","est_replace_cost","est_replace_mo","est_replace_yr","has_tachograph","in_service_date","last_fuel_date","last_meter_1_date","last_meter_1_reading","last_meter_source","last_pm_meter_1","last_pm_sched_date","last_pm_start_date","last_pm_start_meter_1","loc_assign_pm_loc","loc_assign_pm_loc_name","loc_assign_repr_loc","loc_assign_repr_loc_name","loc_last_fuel_loc","loc_last_fuel_loc_name","manufacturer","meter_1_at_delivery","meter_1_type","model","next_pm_sched_date","off_road_use","original_cost","own_lease_customer","pri_shop_priority","qty_open_work_orders","retire_date","sale_date","sale_price","salvage_value","status_codes","year","cab_axle_len","capy_cooling_system","capy_cooling_unit","capy_differential","capy_diff_unit","capy_fuel","capy_fuel_unit","capy_oil","capy_oil_unit","capy_transfer_case","capy_transmission","capy_trans_unit","capy_trf_case_unit","qty_axles","weight_gross","wheelbase","bc_spec_datetime","emg_class_id","take_home_asset"
"N","ASSET",,"RENTAL/LEASE/FUEL CUSTOMER","490-0300",,"490-0300",,"490-0300",,"490-0300",,"490-0300",,"490-0300",,"WHITE",,"STRAIGHT LINE","0","0","0","0272","FIRE DEPARTMENT SUPPORT","2021 FORD VAN","1032380","0","0","0","0","N",,"2021-07-06T00:00:00.000","2021-05-11T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","9001","OUTSIDE AGENCY REPAIR","9001","OUTSIDE AGENCY REPAIR","0004","MSD GEST STREET","FORD","7504","MILES","VAN",,"N","0","OWNED","3","0",,,"0","0","A","2021",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"RENTAL/LEASE/FUEL CUSTOMER","490-0300",,"490-0300",,"490-0300",,"490-0300",,"490-0300",,"490-0300",,"WHITE",,"STRAIGHT LINE","0","0","0","0272","FIRE DEPARTMENT SUPPORT","2021 FORD VAN","1032374","0","0","0","0","N",,"2021-07-29T00:00:00.000","2021-05-11T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","9001","OUTSIDE AGENCY REPAIR","9001","OUTSIDE AGENCY REPAIR","0004","MSD GEST STREET","FORD","8432","MILES","VAN",,"N","0","OWNED","3","0",,,"0","0","A","2021",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"DUMP TRUCK MED/LARGE","035-0400",,"035-0400",,"035-0400",,"035-0400",,"035-0400",,"035-0400",,,,"STRAIGHT LINE","120","0","120","0300","WATER WORKS","2020 FREIGHTLINER M2-106","00911","100000","103821.57","6","2029","N",,,"2018-12-31T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","3001","WATER WORKS/PROPANE","3001","WATER WORKS/PROPANE",,,"FREIGHTLINER","0","MILES","M2-106","2019-06-30T00:00:00.000","N","77253","OWNED","3","0",,,"0","5000","OO","2020",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"DUMP TRUCK MED/LARGE","035-0400",,"035-0400",,"035-0400",,"035-0400",,"035-0400",,"035-0400",,,,"STRAIGHT LINE","120","0","120","0300","WATER WORKS","2020 FREIGHTLINER M2-106","00910","100000","103821.57","6","2029","N",,,"2018-12-31T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","3001","WATER WORKS/PROPANE","3001","WATER WORKS/PROPANE",,,"FREIGHTLINER","0","MILES","M2-106","2019-06-30T00:00:00.000","N","77253","OWNED","3","0",,,"0","5000","OO","2020",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"LOADERS","493-0300",,"493-0300",,"493-0300",,"493-0300",,"493-0300",,"493-0300",,,,"STRAIGHT LINE","0","0","0","0252","TRAFFIC AND ROAD DIV","CASE WHEEL LOADER","DE232821","0","0",,,"N",,,"2018-12-21T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","2302","NEW HIGHWAY","2302","NEW HIGHWAY",,,"CASE","0","HOURS","721F",,"N","0","OWNED","3","0",,"2019-02-27T00:00:00.000","0","0","DE","2015",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"VANS - PASSENGER","490-0300",,"490-0300",,"490-0300",,"490-0300",,"490-0300",,"490-0300",,"WHITE",,"STRAIGHT LINE","0","0","0","0253","NEIGHBORHOOD OPERATIONS","2018 FORD TRANSIT 15 PASSENGER VAN","DE1004172","0","0","0","0","N",,,"2018-10-18T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4101","LIGHT CAR SHOP","4101","LIGHT CAR SHOP",,,"FORD","0","MILES","TRANSIT","2018-12-13T00:00:00.000","N","0","OWNED","3","0",,"2021-05-18T00:00:00.000","0","0","DE","2018",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"VANS - PASSENGER","490-0300",,"490-0300",,"490-0300",,"490-0300",,"490-0300",,"490-0300",,"WHITE",,"STRAIGHT LINE","0","0","0","0253","NEIGHBORHOOD OPERATIONS","2018 FORD TRANSIT 15 PASSENGER VAN","DE1004189","0","0",,,"N",,,"2018-06-13T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4101","LIGHT CAR SHOP","4101","LIGHT CAR SHOP",,,"FORD","8993","MILES","TRANSIT","2018-12-13T00:00:00.000","N","0","OWNED","3","0",,"2021-05-18T00:00:00.000","0","0","DE","2018",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"SEDANS - GENERAL","488-0000",,"905-0000",,"488-0000",,"488-0000",,"488-0000",,"488-0000",,"RED",,"STRAIGHT LINE","0","0","0","0222","POLICE","LEXUS LS460","07175","0","0",,,"N",,"2022-08-24T00:00:00.000","2022-08-24T00:00:00.000","151313","FUEL TICKET","148523","2021-12-01T00:00:00.000","2022-01-14T00:00:00.000","148523","2203","POLICE DISTRICT 3","2203","POLICE DISTRICT 3","0017","DUNHAM RECREATION","LEXUS","136691","MILES","LS460","2022-07-14T00:00:00.000","N","0","OWNED","3","1",,,"0","0","A","2007",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"TRAILERS - OTHER","433-0000",,"433-0000",,"433-0000",,"433-0000",,"06KENTSFVCSC",,"433-0000",,,,"STRAIGHT LINE","120","0","120","0271","FIRE DEPARTMENT RESPONSE","2006 KENTUCKY SFVCSC TRAILER","67482","0","0","4","2025","N",,,"2015-04-29T00:00:00.000","1","WORK ORDER","0",,,"0","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"KENTUCKY","0","HUBOMETER","SFVCSC",,"N","0","OWNED","3","0",,,"0","4000","DO","2006",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"TRAILERS - OTHER","433-0000",,"433-0000",,"433-0000",,"433-0000",,"06KENTSFVCSC",,"433-0000",,,,"STRAIGHT LINE","120","0","120","0271","FIRE DEPARTMENT RESPONSE","2006 KENTUCKY SFVCSC TRAILER","67481","0","0","4","2025","N",,,"2015-04-29T00:00:00.000","1","WORK ORDER","0",,,"0","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"KENTUCKY","0","HUBOMETER","SFVCSC",,"N","0","OWNED","3","0",,,"0","4000","DO","2006",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"MISCELLANEOUS EQ/MACHINERY","263-0100",,"263-0100",,"263-0100",,"263-0100",,"16THER250",,"263-0100",,"ALUMINUM",,"STRAIGHT LINE","60","0","60","0252","TRAFFIC AND ROAD DIV","2016 THERMOMARK 250 STRIPING MACHINE","64590","0","10137.85","7","2021","N",,,"2016-06-29T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","2302","NEW HIGHWAY","2302","NEW HIGHWAY",,,"TITAN","0","NONE","THERMOMARK 250",,"N","8880","OWNED","3","0",,,"0","450","A","2016",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"SNOW BROOM/TRUCK AVIATION","108-0100",,"108-0100",,"108-0100",,"108-0100",,"97OSHKHB2518",,"108-0100",,"YELLOW",,"STRAIGHT LINE","120","0","120","0234","AVIATION","1997 OSHKOSH HB-2518 SNOW BROOM","71880","100000","53790.25","7","2027","N",,"2022-02-08T00:00:00.000","2022-02-08T00:00:00.000","888","FUEL TICKET","0",,,"0","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT","0003","FS AIRPORT ROAD","OSHKOSH","13040","MILES","HB-2518",,"N","40025","OWNED","3","1",,,"0","4000","A","1997",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"IMPOUND/VEHICLES",,,,,,,,,,,,,,,"STRAIGHT LINE","0","0","0","0222",,,"DE08933","0","0","0","0","N",,"2013-12-05T00:00:00.000","2012-11-28T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0",,,,,"0002","WATER WORKS",,"156900","MILES",,"2012-04-28T00:00:00.000","N","0","OWNED","3","0","2014-08-07T00:00:00.000","2014-08-07T00:00:00.000","0","0","DE","2000",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"MISCELLANEOUS EQ/MACHINERY","TEST",,"TEST",,"TEST",,"TEST",,"TEST",,"TEST",,,,"STRAIGHT LINE","0","0","0","2441","FLEET SERVICES","ADD","ADD","0","0",,,"N",,,"2012-11-20T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4101","LIGHT CAR SHOP","4101","LIGHT CAR SHOP",,,"ADD","0","MILES","ADD","2013-05-20T00:00:00.000","N","0","OWNED","1","0",,,"0","0","SO","2012",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"RENTAL/LEASE/FUEL CUSTOMER","888-0000",,"888-0000",,"888-0000",,"888-0000",,"888-0000",,"888-0000",,,,"STRAIGHT LINE","0","0","0","5000","UNIV OF CINCINNATI","2010 INTERNATIONAL FE COMM","80170","0","0",,,"N",,,"2012-10-10T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","9001","OUTSIDE AGENCY REPAIR","9001","OUTSIDE AGENCY REPAIR",,,"INTERNATIONAL","0","MILES","FE COMM","2013-04-10T00:00:00.000","N","0","OWNED","3","0",,,"0","0","A","2010",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"VANS/VARIOUS TYPE","005-0600",,"005-0600",,"005-0600",,"005-0600",,"14DODGCARAVAN",,"005-0600",,"WHITE",,"STRAIGHT LINE","84","0","84","0260","HEALTH","2014 DODGE CARAVAN","DE60648","100000","25510.04","9","2020","N",,,"2013-09-05T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4101","LIGHT CAR SHOP","4101","LIGHT CAR SHOP",,,"DODGE","0","MILES","CARAVAN",,"N","20742","OWNED","3","0",,"2013-09-05T00:00:00.000","0","2000","DE","2014",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"IMPOUND/VEHICLES",,,,,,,,,,,,,,,"STRAIGHT LINE","72","0","72","0222",,,"68932","100000","0","7","2019","N",,"2022-08-30T00:00:00.000","2022-08-30T00:00:00.000","97110","FUEL TICKET","94944","2022-04-29T00:00:00.000","2022-05-31T00:00:00.000","94944",,,,,"0017","DUNHAM RECREATION",,"32468","MILES",,"2022-11-30T00:00:00.000","N","0","OWNED","3","0",,,"0","0","A","2006",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"999-0200",,"999-0200",,"999-0200",,"999-0200",,"999-0200",,"999-0200",,,,"STRAIGHT LINE","0","0","0","0222","POLICE","2012 SEGWAY PT12","27216","0","0","0","0","N",,,"2015-09-22T00:00:00.000","580","WORK ORDER","0",,,"0","2206","DISTRICT RELIEF","2206","DISTRICT RELIEF",,,"SEGWAY","0","MILES","PT12","2013-04-27T00:00:00.000","N","0","OWNED","3","0",,,"0","0","A","2012",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"999-0200",,"999-0200",,"999-0200",,"999-0200",,"999-0200",,"999-0200",,,,"STRAIGHT LINE","0","0","0","0222","POLICE","2012 SEGWAY PT12","27215","0","0",,,"N",,,"2012-04-27T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","2206","DISTRICT RELIEF","2206","DISTRICT RELIEF",,,"SEGWAY","0","MILES","PT12","2013-04-27T00:00:00.000","N","0","OWNED","3","0",,,"0","0","A","2012",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"IMPOUND/VEHICLES",,,,,,,,,,,,,,,"STRAIGHT LINE","72","0","72","0222",,,"S48928","100000","0","4","2019","N",,"2013-12-21T00:00:00.000","2014-01-09T00:00:00.000","101037","WORK ORDER","89000",,,"89000",,,,,"0004","MSD GEST STREET",,"89000","MILES",,,"N","0","OWNED","3","0",,"2014-04-02T00:00:00.000","0","0","DE","2004",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"497-0000",,"497-0000",,"497-0000",,"497-0000",,"13STIHQSTHT131",,"497-0000",,,,"STRAIGHT LINE","84","0","84","0253","NEIGHBORHOOD OPERATIONS","2013 STIHL QSTHT131 PRO EXTEND POLE SAW","D36461","0","599.51","4","2020","N",,,"2013-04-02T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"STIHL","0","NONE","QSTHT131",,"N","487.46","OWNED","3","0",,,"0","50","DE","2013",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"497-0000",,"497-0000",,"497-0000",,"497-0000",,"13STIHQSTHT131",,"497-0000",,,,"STRAIGHT LINE","84","0","84","0253","NEIGHBORHOOD OPERATIONS","2013 STIHL QSTHT131 PRO EXTEND POLE SAW","D36460","0","599.51","4","2020","N",,,"2013-04-02T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"STIHL","0","NONE","QSTHT131",,"N","487.46","OWNED","3","0",,,"0","50","DE","2013",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"IMPOUND/VEHICLES",,,,,,,,,,,,,,,"STRAIGHT LINE","72","0","72","0222",,,"DE68931A","200000","0","12","2020","N",,"2018-12-02T00:00:00.000","2018-12-20T00:00:00.000","169442","WORK ORDER","166606","2018-09-22T00:00:00.000","2018-08-28T00:00:00.000","166606",,,,,"0004","MSD GEST STREET",,"139236","MILES",,"2019-02-28T00:00:00.000","N","0","OWNED","3","0","2019-02-14T00:00:00.000","2019-02-14T00:00:00.000","0","0","DE","2006",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"005-0600",,"005-0600",,"005-0600",,"005-0600",,"005-0600",,"005-0600",,,,"STRAIGHT LINE","84","0","84","0260","HEALTH","2010 DODGE CARAVAN 7 PASSENGER","D00648","0","0","10","2016","N",,,"2009-10-21T00:00:00.000","210","WORK ORDER","0",,,"0","4101","LIGHT CAR SHOP","4101","LIGHT CAR SHOP",,,"DODGE","0","MILES","CARAVAN","2009-10-21T00:00:00.000","N","20244","OWNED","3","0",,,"0","2000","DE","2010",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"005-0600",,"005-0600",,"005-0600",,"005-0600",,"005-0600",,"005-0600",,,,"STRAIGHT LINE","84","0","84","0260","HEALTH","2010 DODGE CARAVAN 7 PASSENGER","D00647","0","0","10","2016","N",,,"2009-10-21T00:00:00.000","210","WORK ORDER","0",,,"0","4101","LIGHT CAR SHOP","4101","LIGHT CAR SHOP",,,"DODGE","0","MILES","CARAVAN","2009-10-21T00:00:00.000","N","20244","OWNED","3","0",,,"0","2000","DE","2010",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"433-0400",,"433-0400",,"433-0400",,"433-0400",,"433-0400",,"433-0400",,,,"STRAIGHT LINE","120","0","120","0222","POLICE","2011 MIFRAM LTD MODULAR VEHICILE BARRIER","D17460","0","0","8","2021","N",,,"2011-08-05T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"MIFRAM LTD","0","HUBOMETER","MVB TRAILER",,"N","56750","OWNED","3","0",,,"0","4000","DE","2011",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"433-0400",,"433-0400",,"433-0400",,"433-0400",,"433-0400",,"433-0400",,,,"STRAIGHT LINE","120","0","120","0222","POLICE","2011 MIFRAM LTD MODULAR VEHICILE BARRIER","D17459","0","0","8","2021","N",,,"2011-08-05T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"MIFRAM LTD","0","HUBOMETER","MVB TRAILER",,"N","56750","OWNED","3","0",,,"0","4000","DE","2011",,,,,,,,,,,,,,,,,,,
