"type","name","description","visits","creation_date","downloads","publication_stage","provenance","uid","url","last_data_updated_date","owner","audience","approval_status","domain","derived_view","owner_uid"
"story","CincyInsights","Welcome to CincyInsights, the City of Cincinnati's official visual open data portal.","358993","2016-11-08T00:00:00.000","0","published","official","s59x-yqy3","https://insights.cincinnati-oh.gov/stories/s/s59x-yqy3","2022-08-24T00:00:00.000","Office of Performance & Data Analytics","public","approved","insights.cincinnati-oh.gov","No","wvxi-y5xi"
"story","Community Perceptions Survey",,"45","2022-08-16T00:00:00.000","0","published","official","2xxw-nxyc","https://insights.cincinnati-oh.gov/stories/s/2xxw-nxyc","2022-08-24T00:00:00.000","kait.bell","public","approved","insights.cincinnati-oh.gov","No","vp3i-hhsq"
"story","Customer Service: Citizen Service Requests (CSR)","Citizen Service Requests (CSRs) give Cincinnati residents the opportunity to submit service request for concerns like potholes, tall grass and missed trash pick-up. Using the Fix It Cincy! Mobile App, the customer service request online portal and the hotline (513-591-6000), citizen service requests are routed directly to City departments, including Transportation & Engineering, Buildings & Inspections, Health and Public Services. Once the department's work on the service request ticket is completed and the request is marked as ""closed,"" customers receive an email notification that the work has been completed, followed by a link to an optional customer service feedback survey. 

The data visualization shows how long customer service requests have been open (or when they've been closed), by location, service request type, and department work group. Satisfaction feedback on closed CSR tickets is available","15880","2016-11-08T00:00:00.000","0","published","official","ve9a-xare","https://insights.cincinnati-oh.gov/stories/s/ve9a-xare","2022-08-18T00:00:00.000","Office of Performance & Data Analytics","public","approved","insights.cincinnati-oh.gov","No","wvxi-y5xi"
"story","Community Councils","Community councils are a crucial link between the City and its many unique neighborhoods, and each council is as unique as the neighborhood it serves. These organizations ensure that neighborhood development responds to the needs and goals of its citizens.  The councils are also a vehicle for communication and engagement throughout neighborhoods. For more information, visit the Community Council Directory.","41134","2016-12-08T00:00:00.000","0","published","official","csw6-ps2a","https://insights.cincinnati-oh.gov/stories/s/csw6-ps2a","2022-05-31T00:00:00.000","Office of Performance & Data Analytics","public","approved","insights.cincinnati-oh.gov","No","wvxi-y5xi"
"story","Neighborhoods & Development",,"12484","2020-05-08T00:00:00.000","0","published","official","dcec-qxdc","https://insights.cincinnati-oh.gov/stories/s/dcec-qxdc","2022-04-11T00:00:00.000","kait.bell","public","approved","insights.cincinnati-oh.gov","No","vp3i-hhsq"
"story","Hack-a-thon Litter Data",,"23","2022-04-05T00:00:00.000","0","published","official","hdkb-85xv","https://insights.cincinnati-oh.gov/stories/s/hdkb-85xv","2022-04-05T00:00:00.000","kait.bell","public","approved","insights.cincinnati-oh.gov","No","vp3i-hhsq"
"story","Life Expectancy","The Cincinnati Health Department has analyzed data on the change in life expectancy at birth from 2001-2009 to 2007-2015 in City of Cincinnati neighborhoods. Life expectancy is calculated here through a combination of data from the Cincinnati Health Department, Ohio Department of Health Bureau of Vital Statistics, and the U.S. Census Bureau.","15304","2020-01-21T00:00:00.000","0","published","official","9xxh-r3qg","https://insights.cincinnati-oh.gov/stories/s/9xxh-r3qg","2022-04-05T00:00:00.000","Office of Performance & Data Analytics","public","approved","insights.cincinnati-oh.gov","No","wvxi-y5xi"
"story","Potholes","Citizen Service Request (CSR) gives Cincinnati residents the opportunity to submit service request for concerns like potholes, tall grass and missed trash pick-up. 

Using the Fix It Cincy! Mobile App, the CSR online portal and the hotline (513-591-6000), citizens can submit Citizen Service Requests (CSR) for pothole repairs. The Department of Public Services (DPS) is responsible for repairing potholes on Cincinnati streets.","26793","2016-11-08T00:00:00.000","0","published","official","gk68-vmvf","https://insights.cincinnati-oh.gov/stories/s/gk68-vmvf","2022-03-03T00:00:00.000","Office of Performance & Data Analytics","public","approved","insights.cincinnati-oh.gov","No","wvxi-y5xi"
"story","Private Lot Abatement Program (PLAP)","The Private Lot Abatement Program (PLAP) was formed through a proposal by Mayor Cranley to clean up overgrown lots and blight on private property in Cincinnati neighborhoods. PLAP has two critical components: civil citation issuance (via code enforcement), and lot cleaning/abatement. 

PURPOSE: To promote thriving, clean, safe, and healthy neighborhoods through cleaning and abatement of private lots, while increasing code enforcement and civil citation revenue (for reinvestment back into PLAP).

HOW IT WORKS: Overgrown and blighted properties are reported by phone, the FixIt Cincy App, or online: code enforcement inspectors go out to physically inspect these properties. Citations are issued for tall grass and weeds (when overgrowth exceeds 10"" height) and litter on the property: if the property is still in violation 10 days later, a second citation is issued, and the property is considered ""abandoned,"" and is included in PLAP for abatement and ongoing maintenance. 

Properties with multiple abatements are candidates for sale or legal lot re-purposing via the Land Bank.

Both code enforcement and property abatement work is managed by the Neighborhood Operations Division (NOD) of the Department of Public Services (DPS).","15052","2016-11-08T00:00:00.000","0","published","official","55ef-pfz7","https://insights.cincinnati-oh.gov/stories/s/55ef-pfz7","2022-02-23T00:00:00.000","Office of Performance & Data Analytics","public","approved","insights.cincinnati-oh.gov","No","wvxi-y5xi"
"story","Closed Citizen Complaints","This visual is all closed Citizen Complaint Authority (CCA) complaints that have been received in the past five years. This visual details complaints that are processed, investigated and closed by CCA. It includes data such as the type of event reported, date and time of incident, officer and citizen demographics, and allegation investigated.

The source of this data is the Citizen Complaint Authority (CCA).

This data is updated daily.

Disclaimers: 1. The attribute unique case identifier is the ID for one incident. One incident can contain multiple allegations and involve multiple officers and citizens. 2. Geo location information is not provided for incidents that are not CAGIS verified addresses or if the incident occurs at the residence of a complainant. This is done to protect the individual's","2983","2019-12-16T00:00:00.000","0","published","official","qurw-azge","https://insights.cincinnati-oh.gov/stories/s/qurw-azge","2022-02-15T00:00:00.000","Office of Performance & Data Analytics","public","approved","insights.cincinnati-oh.gov","No","wvxi-y5xi"
