"project_id","object","name","address","latitude","longitude"
"100247","Streets","Other Equipment - Utility Broom Sweeping Unit",,,
"100166","Building Maintenance","Construction - Parking Lot Maintenance",,,
"0","Administration","Server Equipment",,,
"100190","Construction","Wastewater Utility Plan Update",,,
"0","Administration","Printer Equipment",,,
"100250","Building Maintenance","Refresh of ECC Exterior","450 Powers Street","40.03867167","-105.0508036"
"0","Fleet","Vehicles - Passenger",,,
"100209","Parks Maintenance","Portable Restroom Enclosures",,,
"100202","Administration","Property Structural/Safety Review and Clean Up",,,
"100193","Construction","Coal Creek Park/Linear Area",,"40.048544","-105.051377"
"100155","Construction","Construction - Erie Community Park Phase II",,"40.039931","-105.050339"
"100005","Administration","Construction - Windy Gap Firming Project",,,
,"Construction","Coal Creek from Levee to RR Tracks",,,
"0","Fleet","Vehicles - Pick-up",,,
"0","Administration","Public Safety Equipment","1000 Telleen Avenue","40.045287","-105.055602"
"100138","Construction","Demo Strieby House",,,
"100135","Construction","Construction - Xeriscape Landscaping at WTF",,,
"100249","Building Maintenance","Town Hall Window Replacement","645 Holbrook Street","40.05111106","-105.0501652"
"100196","Administration","Open Space Management Plan",,,
"0","Administration","Audio/Visual Equipment",,,
"100240","Administration","Computer Software",,,
"100252","Streets","Signal Communication Project",,,
"100254","Building Maintenance","Service Center Yard Paving","150 Bonnell Avenue","40.02931321","-105.0503407"
"100178","Administration","Sidewalk Connections",,,
"100013","Construction","Prince Lake #2 Improvements",,,
"100245","Recreation","ECC Waterslide Refurbishment","450 Powers Street","40.03867167","-105.0508036"
"100028","Administration","Land - Option",,,
"100258","Administration","WTF Phase 2 Expansion",,"40.028703","-105.078006"
"100145","Heavy Equipment","Heavy Equipment",,,
"100174","Streets","Entry Signage",,,
"100228","Administration","Zone 3 Waterline Extension - Phase 2",,,
"100236","Administration","Raw Water Acquisitions",,,
"100248","Building Maintenance","Ball Park Electric Meters Install",,"40.039931","-105.050339"
"100013","Administration","Computer Software - GIS",,,
"100013","Administration","Computer Software - GIS",,,
"100016","Administration","Open Space Acquisition - Bryant Easement",,"40.105302","-105.040182"
"100029","Administration","Construction - Water Master Plan Update",,,
"100259","Administration","Erie Village 12-inch waterline",,"40.062191","-105.059458"
"100168","Administration","Construction - Pavement Maintenance",,,
"100246","Recreation","ECC Pool/Sprayground Equipment","450 Powers Street","40.03867167","-105.0508036"
"100235","Streets","Vista Parkway Repair",,,
"100109","Administration","Construction - Trail Signage Program",,,
"100140","Construction","Zone 4A Water Transmission Pipeline",,,
"100275","Administration","287 & Erie Parkway Intersection Improvements",,"40.036672","-105.102824"
"100194","Construction","Colliers Hill Neighborhood Park #1",,"40.046757","-105.03655"
"100266","Administration","Unit 141 Meter Computer System",,,
"100234","Administration","LED Lighting Upgrade at Town Facilities",,,
"100022","Construction","PD Dog Run","1000 Telleen Avenue","40.045287","-105.055602"
"100002","Administration","Water Meters & Yokes - New Construction",,,
"100251","Streets","Traffic Signal Cabinet Upgrades",,,
"100085","Streets","Construction - Bridge Maintenance",,,
"100261","Administration","Airport Dr Waterline Replacement",,"40.003589","-105.053406"
"100255","Administration","LAWSC Office Expansion","150 Bonnell Avenue","40.02931321","-105.0503407"
"100013","Construction","ECC Improvements","450 Powers Street","40.03867167","-105.0508036"
"100270","Administration","Old Town Reach 1",,,
"100239","Construction","Construction - SWRF Lagoon Upgrade to Reuse",,"40.055198","-105.049102"
"100265","Administration","Non-Potable Line to Star Meadows Park",,"40.034324","-105.081259"
"100256","Administration","High Density Evidence Storage @ PD","1000 Telleen Avenue","40.045287","-105.055602"
"100013","Engineering","Computer Software - GIS","645 Holbrook Street","40.05111106","-105.0501652"
"100171","Construction","Construction - Parking Lot Maintenance",,,
"200276","Administration","Computer Software - Timekeeping Module",,,
"100037","Administration","Construction - Park Signage",,,
"110500","Construction","Construction - Biosolids Improvements",,"40.098539","-105.043759"
"200013","Administration","Computer Software - GIS",,,
"200234","Administration","LED Lighting Upgrade at Town Facilities",,,
"100262","Administration","Broomfield Water Interconnect",,,
"100260","Administration","WCR 5 to 7 Zone 2 Transmission Main",,"40.067459","-105.017946"
"100254","Administration","Service Center Yard Paving","150 Bonnell Avenue","40.02931321","-105.0503407"
"100267","Administration","NWRF Expansion",,"40.098539","-105.043759"
"100129","Construction","Construction - Transportation Safety Plan",,,
"100170","Engineering","Traffic Calming",,,
"100001","Administration","Water Meters & Yokes - Replacements",,,
"100276","Administration","Computer Software - Timekeeping Module",,,
"100276","Administration","Computer Software - Timekeeping Module",,,
