"dataset_link","u_id","public","derived_view","parent_uid","domain","type","name","description","visits","creation_date","last_update_date_data","category","keywords","downloads","owner","contactemail","license","publication_stage","published_version_name","published_version_uid","data_provided_by","capabilities","definitionexpression","maxscale","htmlpopuptype","copyrighttext","geometrytype","hasattachments","publishing_department","routing_approval","api_endpoint","defaultvisibility","id","spatial_reference_wkid","source","displayfield","minscale","currentversion","source_link","owner_uid","moderation_status","provenance","color"
"https://data.cityofgainesville.org/d/6g9e-ra6t","6g9e-ra6t","true","false",,"data.cityofgainesville.org","dataset","General Budget FY2021 - Adopted Expenses","Adopted expenses for the FY2021","9","2020-11-03T20:57:00.000Z","2020-11-03T21:14:00.000Z","Public Administration & Finance","expenses,budget","0","Jeremy Griffith",,,"published",,,,,,,,,,,,,"https://data.cityofgainesville.org/resource/6g9e-ra6t.json",,,,,,,,,"u832-bgea",,"official",
"https://data.cityofgainesville.org/d/bhut-5u32","bhut-5u32","false","true","gvua-xt9q","data.cityofgainesville.org","map","CRs by District","Crime Responses is provided by the Gainesville Police Department (GPD) to document initial details surrounding an incident to which GPD officers respond. This dataset contains crime incidents from 2011 to present and includes a reduced set of fields focused on capturing the type of incident as well when and where an incident occurred.
The Incident location addresses have been rounded off and are not the exact location due to the constitutional amendment known as ""Marsy's Law""","5","2020-11-05T14:37:00.000Z","2020-11-12T17:37:00.000Z","Public Safety",,"0","esmedley",,"Public Domain","published",,,"Gainesville Police Department",,,,,,,,,,"https://data.cityofgainesville.org/resource/bhut-5u32.json",,,,,,,,,"4un2-shm8",,"community",
"https://data.cityofgainesville.org/d/a4q4-zc3x","a4q4-zc3x","true","false",,"data.cityofgainesville.org","file","City of Gainesville 2020 Neighbor Survey - Survey Booklet","This file includes a copy of the City of Gainesville 2020 Neighbor Survey. The survey was designed by the City of Gainesville and administered by the vendor, ETC Institute.","20","2020-09-01T16:32:00.000Z","2020-09-01T16:32:00.000Z","Neighbor Feedback",,"5","Jeremy Griffith",,,"published",,,,,,,,,,,,,"https://data.cityofgainesville.org/resource/a4q4-zc3x.json",,,,,,,,,"u832-bgea",,"official",
"https://data.cityofgainesville.org/d/9t5v-fqbh","9t5v-fqbh","true","false",,"data.cityofgainesville.org","file","City of Gainesville 2020 Neighbor Survey – City Commission Presentation","This presentation details the methodology, results, and findings of the City of Gainesville 2020 Neighborhood Survey. It was presented to the City Commission on August 20, 2020 by ETC Institute, the vendor who administered the survey.","36","2020-08-28T20:31:00.000Z","2020-08-28T20:31:00.000Z","Neighbor Feedback",,"7","Jeremy Griffith",,,"published",,,,,,,,,,,,,"https://data.cityofgainesville.org/resource/9t5v-fqbh.json",,,,,,,,,"u832-bgea",,"official",
"https://data.cityofgainesville.org/d/5xgd-hbid","5xgd-hbid","true","false",,"data.cityofgainesville.org","file","City of Gainesville 2020 Neighbor Survey - Cross-Tabular Data by Demographic","This PDF includes the results of the City of Gainesville 2020 Neighborhood Survey responses segmented by demographics. The file preview on this page will not display due to file size restrictions, please download the file to view.","29","2020-08-28T20:19:00.000Z","2020-08-28T20:19:00.000Z","Neighbor Feedback",,"3","Jeremy Griffith",,,"published",,,,,,,,,,,,,"https://data.cityofgainesville.org/resource/5xgd-hbid.json",,,,,,,,,"u832-bgea",,"official",
"https://data.cityofgainesville.org/d/eq74-adf7","eq74-adf7","true","false",,"data.cityofgainesville.org","file","City of Gainesville 2020 Neighbor Survey - GIS Maps","This PDF includes the GIS Maps for the City of Gainesville 2020 Neighborhood Survey. It segments survey results by geography and commission district. The file preview window will not display due to file size restrictions, please download the file to view.","42","2020-08-28T20:12:00.000Z","2020-08-28T20:12:00.000Z","Neighbor Feedback",,"9","Jeremy Griffith",,,"published",,,,,,,,,,,,,"https://data.cityofgainesville.org/resource/eq74-adf7.json",,,,,,,,,"u832-bgea",,"official",
"https://data.cityofgainesville.org/d/rgc9-7w7n","rgc9-7w7n","true","false",,"data.cityofgainesville.org","file","City of Gainesville 2020 Neighbor Survey - Findings Report","This PDF includes the findings report for the City of Gainesville 2020 Neighborhood Survey. The report was created by ETC Institute, the vendor who administered the survey.","39","2020-08-28T20:08:00.000Z","2020-08-28T20:08:00.000Z","Neighbor Feedback",,"6","Jeremy Griffith",,,"published",,,,,,,,,,,,,"https://data.cityofgainesville.org/resource/rgc9-7w7n.json",,,,,,,,,"u832-bgea",,"official",
"https://data.cityofgainesville.org/d/h8t5-zhc6","h8t5-zhc6","true","false",,"data.cityofgainesville.org","dataset","City of Gainesville 2020 Neighbor Survey - Raw Data","This dataset includes the raw results from the City of Gainesville 2020 Neighborhood Survey. Please view the survey, given here: https://tinyurl.com/CoGNeighborSurvey for reference to columns within this dataset. Responses of ""9"" for questions on a 1-5 scale indicate a non-response or a response of ""Don't know"".","93","2020-08-28T19:38:00.000Z","2020-08-28T21:03:00.000Z","Neighbor Feedback",,"9","Jeremy Griffith",,,"published",,,,,,,,,,,,,"https://data.cityofgainesville.org/resource/h8t5-zhc6.json",,,,,,,,,"u832-bgea",,"official",
"https://data.cityofgainesville.org/d/gadq-pmgv","gadq-pmgv","true","false",,"data.cityofgainesville.org","href","Fire Hydrant Locator","This dataset provides a link to Alachua County's fire hydrant locator tool. The tool can be used to determine the location of the fire hydrant or fire station closest to an input address.","10","2020-08-19T20:00:00.000Z","2020-08-19T20:00:00.000Z",,,"0","Jeremy Griffith",,,"published",,,,,,,,,,,,,"https://data.cityofgainesville.org/resource/gadq-pmgv.json",,,,,,,,,"u832-bgea",,"official",
"https://data.cityofgainesville.org/d/nc9f-iqkc","nc9f-iqkc","false","false",,"data.cityofgainesville.org","dataset","Asset Inventory","This dataset is a complete inventory of all assets on this site and any assets sourced from other sites, if applicable. Use this dataset to track the performance of data publishing, conduct metadata maintenance, or present an overview of what kinds of data exists on the site.","5","2020-03-26T23:04:00.000Z","2020-11-13T00:05:00.000Z",,,"0","Socrata",,,"published",,,,,,,,,,,,,"https://data.cityofgainesville.org/resource/nc9f-iqkc.json",,,,,,,,,"nkpd-cvga",,"official",
