"id","status","request_type","description","created","last_updated","acknowledged","reopened","closed","minutes_to_acknowledge","minutes_to_close","days_to_close","reported_using_mobile","assigned_to","reporter_display","location_detail","latitude","longitude","location","police_sector","commission_district"
"1809986","Archived","Road Repair",,"2015-07-28T10:40:00.000","2018-09-26T02:38:00.000",,,"2015-07-28T12:38:00.000",,"117","0.08125",,"Public Works Department (Primary)","Lauren Poe","1690-1698 NW 16TH TERR","29.6705874769797","-82.3432317387997","POINT (-82.3432317387997 29.6705874769797)","1","2"
"1830255","Archived","Grass (Overgrown)",,"2015-08-05T20:57:00.000","2018-09-26T02:54:00.000",,,"2015-08-06T11:02:00.000",,"845","0.5868055555555555555555555556",,"Code Enforcement Department (Primary)","Tom Hawkins","2106 NW 4TH PL","29.6556251106463","-82.3517730992147","POINT (-82.3517730992147 29.6556251106463)","1","4"
"1980750","Archived","Streetlight/Lamp","Two streetlights are burnt out or flickering still. On NW 10th Street, at two corners: NW 8th Ave and NW 9th Ave.","2015-10-18T21:10:00.000","2018-09-26T05:08:00.000",,,"2015-10-19T09:14:00.000",,"723","0.5020833333333333333333333333",,"Public Works Department (Primary)","Jeffknee","851-877 NW 10TH ST","29.6599939471165","-82.3351017498043","POINT (-82.3351017498043 29.6599939471165)","3","4"
"2004154","Archived","Other","Is this your dog?","2015-10-31T08:33:00.000","2020-08-11T17:34:00.000",,,"2015-10-31T09:08:00.000",,"34","0.02361111111111111111111111111",,"Office of the City Manager (Primary)","AAponte","610 NW 34TH AVE","29.6841144561768","-82.3311157226562","POINT (-82.3311157226562 29.6841144561768)","3","2"
"2021042","Archived","Grass (Overgrown)","4348 Nw 28th terr","2015-11-09T16:04:00.000","2018-09-26T05:44:00.000",,,"2015-11-10T10:10:00.000",,"1085","0.7534722222222222222222222222",,"Code Enforcement Department (Primary)","An anonymous SeeClickFix user","4341 NW 28TH TERR","29.694611","-82.3643189","POINT (-82.3643189 29.694611)","1","2"
"2031592","Archived","Street Sign",,"2015-11-16T13:51:00.000","2020-08-11T17:34:00.000",,,"2015-11-16T14:35:00.000",,"44","0.03055555555555555555555555556",,"Public Works Department (Primary)","cefuroxime","WALDO RD GREENWAY-DEPOT AVE RAIL-TRAIL","29.6847924364011","-82.2891445750173","POINT (-82.2891445750173 29.6847924364011)","3","1"
"2096086","Archived","Trash/Debris (Private Property)","Bins are in the street all the time.","2015-12-09T10:44:00.000","2018-09-26T06:52:00.000",,,,,,,,"Traffic Management System Supervisor","Neighbor","1653 NW 17TH ST","29.6665552","-82.3443902","POINT (-82.3443902 29.6665552)","1","4"
"9263401","Closed","Water Pipe Leaks/Spills","apparent water leak","2021-01-28T08:22:00.000","2021-06-15T14:10:00.000",,,"2021-06-15T14:10:00.000",,"199007","138.1993055555555555555555556",,"WATER/WASTEWATER TROUBLE DISPATCH","PST 6067","2715 NW 50 PL","29.7004344","-82.3626222","POINT (-82.3626222 29.7004344)","1","2"
"2107706","Archived","Building (Abandoned/Damaged)","Abandoned building. Gate not secured. Trash left lying all over compound.","2015-12-16T14:47:00.000","2020-08-11T17:38:00.000","2015-12-16T16:46:00.000",,"2016-01-05T13:14:00.000","119","28706","19.93472222222222222222222222",,"Code Enforcement Department (Primary)","Rob","35 SE 5TH AVE","29.6469492","-82.323987","POINT (-82.323987 29.6469492)","4","1"
"2123183","Archived","Trash/Debris (Private Property)","have reported this location multiple times. no improvement","2015-12-29T08:13:00.000","2018-09-26T07:48:00.000","2015-12-29T08:42:00.000",,"2016-01-21T08:42:00.000","29","33149","23.02013888888888888888888889",,"Code Enforcement Department (Primary)","trash","2301 SW 39TH DR","29.631391","-82.383703","POINT (-82.383703 29.631391)","2","3"
"2122220","Archived","Trash/Debris (Private Property)","The landlord of this apartment complex is not taking steps to remove recycling or household trash from the bins on the property. This has been going on for over a month.","2015-12-28T14:16:00.000","2018-09-26T07:48:00.000","2015-12-29T17:15:00.000",,"2016-01-21T08:38:00.000","1618","34221","23.76458333333333333333333333",,"Code Enforcement Department (Primary)","GainesvilleDad","636 NW 26TH AVE","29.6765699","-82.3319351","POINT (-82.3319351 29.6765699)","3","2"
"2123187","Archived","Trash/Debris (Private Property)",,"2015-12-29T08:15:00.000","2018-09-26T08:59:00.000","2015-12-29T08:32:00.000",,"2016-02-15T12:27:00.000","16","69371","48.17430555555555555555555556",,"Code Enforcement Department (Primary)","trash","2209 SW 39TH WAY","29.632181","-82.384073","POINT (-82.384073 29.632181)","2","3"
"2130994","Archived","Street Sign","Both stop signs at the corner of NW 11th Street and 32nd Avenue are covered with mold and illegible.","2016-01-04T08:39:00.000","2018-09-26T07:16:00.000",,,"2016-01-04T10:42:00.000",,"123","0.08541666666666666666666666667",,"Public Works Department (Primary)","cseemann","3200 NW 11TH ST","29.6821053","-82.3358543","POINT (-82.3358543 29.6821053)","3","2"
"2138681","Archived","Road Repair","A big pothole in the 42nd ST, 1 by 2.5 feet, 1 feet deep. On the way to 1505 SW 42nd ST. fl 32607","2016-01-07T09:42:00.000","2018-09-26T07:23:00.000",,,"2016-01-07T10:37:00.000",,"55","0.03819444444444444444444444444",,"Public Works Department (Primary)","Jiaxiang Wu","SW 42ND ST","29.6358019","-82.3871997","POINT (-82.3871997 29.6358019)","2","3"
"2216546","Archived","Parking in Yard (Other Than Driveway)","Several cars (5+) and tow trucks parked in the yard and on the street.","2016-02-07T10:01:00.000","2018-09-26T10:32:00.000","2016-02-08T12:04:00.000",,"2016-03-21T11:38:00.000","1563","61957","43.02569444444444444444444444",,"Code Enforcement Department (Primary)","Resident","207 NW 35TH TERR","29.653564","-82.375395","POINT (-82.375395 29.653564)","1","3"
"2233120","Archived","Other","Abandoned shopping cart. 4200 NW 19th Street - west side","2016-02-14T11:53:00.000","2020-08-11T17:55:00.000",,,"2016-02-15T09:30:00.000",,"1296","0.9",,"Public Works Department (Primary)","Phil Mann","4204 NW 19TH ST","29.6925430297852","-82.347297668457","POINT (-82.347297668457 29.6925430297852)","1","2"
"2300918","Archived","Trash/Debris (Private Property)","An old mattress is on the ground at this location.  Maybe someone is sleeping there?  Anyway, it should be picked up by waste management.","2016-03-10T17:16:00.000","2018-09-26T15:04:00.000","2016-03-14T10:29:00.000",,"2016-06-21T12:51:00.000","5292","147994","102.7736111111111111111111111",,"Code Enforcement Department (Primary)","soodohnim","208 NW 12TH AVE","29.6630204994715","-82.3269478518372","POINT (-82.3269478518372 29.6630204994715)","3","4"
"2352347","Archived","Trash/Debris (Private Property)","Trash all over yard and in drainage","2016-03-29T17:47:00.000","2018-09-26T15:04:00.000","2016-04-12T09:45:00.000",,"2016-06-21T11:51:00.000","19677","120603","83.75208333333333333333333333",,"Code Enforcement Department (Primary)","protobiont","527 NE 12TH ST","29.656521","-82.310298","POINT (-82.310298 29.656521)","3","4"
"2355415","Archived","Vehicle (Abandoned/Non-Operational)","No tag Flat tire","2016-03-30T13:37:00.000","2020-08-11T18:15:00.000",,,"2016-04-12T10:12:00.000",,"18515","12.85763888888888888888888889",,"Code Enforcement Department (Primary)","GPD6100","434 NW 37TH PL","29.6871803","-82.3288755","POINT (-82.3288755 29.6871803)","3","2"
"2370873","Archived","Grass (Overgrown)","Lot has not been mowed in months and vegetation is getting high","2016-04-05T08:42:00.000","2018-09-26T15:04:00.000","2016-04-05T13:56:00.000",,"2016-06-21T11:47:00.000","314","111065","77.12847222222222222222222222",,"Code Enforcement Department (Primary)","guest","713 NW 4TH ST","29.6582328484396","-82.3285911589961","POINT (-82.3285911589961 29.6582328484396)","3","1"
"2524562","Archived","Street Sign",,"2016-05-24T16:21:00.000","2018-09-26T13:46:00.000",,,"2016-05-24T18:16:00.000",,"114","0.07916666666666666666666666667",,"Public Works Department (Primary)","Dd","SW 23RD TERR AND ARCHER RD","29.632381","-82.3616729","POINT (-82.3616729 29.632381)","2","4"
"2556678","Archived","Other",,"2016-06-03T15:07:00.000","2019-12-18T15:57:00.000","2016-06-06T09:20:00.000",,"2016-06-16T08:02:00.000","3973","18294","12.70416666666666666666666667",,"Public Works Department 2","Feuhr","GUERRY-HAWTHORNE CONNECTION TRAIL","29.6405638474971","-82.3251562938094","POINT (-82.3251562938094 29.6405638474971)","4","1"
"2668326","Archived","Vehicle (Abandoned/Non-Operational)","black scooter  8853NQ  expired 10/15","2016-07-07T09:54:00.000","2020-08-11T18:47:00.000",,,"2016-07-07T10:16:00.000",,"22","0.01527777777777777777777777778",,"Code Enforcement Department (Primary)","PST 6067","1850 SW 16TH ST","29.6345","-82.3433414","POINT (-82.3433414 29.6345)","4","4"
"2744208","Archived","Vehicle (Abandoned/Non-Operational)","Vehicle is located on blocks in GRU property.","2016-07-29T08:03:00.000","2018-09-26T17:29:00.000",,,"2016-08-01T15:59:00.000",,"4795","3.329861111111111111111111111",,"Code Enforcement Department (Primary)","Suzanne Wynn","400-408 SE 6TH TERR","29.6480769351218","-82.3189265567841","POINT (-82.3189265567841 29.6480769351218)","4","1"
