"incident_id","station","detector_status","home_newer_than_ten_years","working_alarm","non_working_alarm","missing_alarm","disconnected_alarm","dead_battery","replace_battery","installed_new_alarms","quantity","installeddate","familycount","age","own","rent","notes","location"
"3533593","9","01 - Present                                      ","NO","YES","NO","NO","NO","NO","NO","YES","2","2015-11-23T14:00:00.000",,"NULL","NO","NO","NULL",
"3839304","8","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-12-13T09:30:00.000","1","4 - 65+","YES","NO","Found an extremely o",
"3817001","1","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-05-20T16:50:00.000",,"NULL","NO","NO","NULL",
"3809150","9","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-03-05T07:00:00.000","2","2 - 35>50","YES","NO","NULL",
"3812061","11","01 - Present","NO","NO","YES","YES","YES","NO","NO","YES","1","2018-04-02T16:15:00.000","3","4 - 65+","NO","NO","NULL",
"3818397","1","01 - Present","NO","YES","YES","YES","NO","NO","NO","YES","1","2018-06-01T18:10:00.000",,"NULL","YES","NO","NULL",
"3805345","10","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-01-30T11:00:00.000","1","4 - 65+","NO","NO","Only 1 in basement,",
"3827964","6","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-08-30T10:30:00.000","2","4 - 65+","YES","NO","NULL",
"3828559","1","01 - Present","NO","NO","YES","NO","YES","NO","NO","YES","1","2018-09-05T11:30:00.000",,"NULL","NO","YES","NULL",
"3836693","2","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-11-19T11:20:00.000","1","4 - 65+","YES","NO","Replaced an almost n",
"3821458","6","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-06-29T11:45:00.000","2","1 - 18>34","NO","YES","NULL",
"3831642","3","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","2","2018-10-03T11:30:00.000","4","4 - 65+","YES","NO","Hoarding conditions",
"3810291","8","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-03-16T16:00:00.000","2","4 - 65+","YES","NO","Installed a smoke al",
"3820865","2","01 - Present","NO","NO","YES","NO","YES","NO","NO","YES","1","2018-06-23T09:20:00.000","2","4 - 65+","YES","NO","NULL",
"3802353","7","01 - Present","YES","YES","NO","NO","NO","NO","YES","YES","1","2018-01-04T13:35:10.000","2","4 - 65+","YES","NO","NULL",
"3803127","8","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-01-09T09:40:00.000","2","4 - 65+","NO","NO","Install on 1st floor",
"3804363","10","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","2","2018-01-20T18:45:00.000","3","2 - 35>50","NO","NO","NULL",
"3807972","8","02 - NOT Present","NO","NO","NO","YES","YES","NO","NO","YES","1","2018-02-23T08:30:00.000","3","2 - 35>50","YES","NO","Installed a single a",
"3812727","9","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-04-09T20:00:00.000",,"NULL","YES","NO","2nd floor hallway",
"3808598","11","01 - Present","YES","NO","YES","NO","NO","YES","NO","YES","1","2018-03-01T19:12:00.000",,"NULL","NO","NO","NULL",
"3820599","8","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-06-20T17:15:00.000","5","NULL","NO","NO","unable to confirm st",
"3809728","9","01 - Present","NO","YES","NO","NO","NO","NO","YES","YES","1","2018-03-10T18:55:00.000",,"4 - 65+","NO","YES","NULL",
"3835230","2","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-11-05T13:18:00.000","3","1 - 18>34","YES","NO","2nd floor",
"3810849","7","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-03-21T21:30:00.000","2","4 - 65+","YES","NO","installed 1 in hallw",
"3812125","9","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-04-03T10:35:00.000","1","3 - 51>64","YES","NO","hung in hallway near",
"3818616","7","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-06-03T16:10:00.000","1","4 - 65+","YES","NO","Smoke alarm installe",
"3821540","5","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","2","2018-06-29T23:49:00.000","2","4 - 65+","YES","NO","NULL",
"3828931","10","01 - Present","NO","NO","NO","NO","NO","YES","NO","YES","1","2018-09-08T13:20:00.000",,"NULL","NO","NO","NULL",
"3830731","6","01 - Present","NO","NO","NO","NO","NO","NO","YES","YES","1","2018-09-25T13:40:00.000",,"NULL","NO","NO","NULL",
"3805413","7","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-01-31T03:00:00.000","2","4 - 65+","YES","NO","NULL",
"3828052","2","01 - Present","YES","YES","NO","NO","NO","NO","NO","YES","1","2018-08-31T03:30:00.000","5","3 - 51>64","YES","NO","installed FD detecto",
"3831989","7","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-10-06T13:24:00.000","2","4 - 65+","YES","NO","NULL",
"3820903","7","01 - Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2019-06-23T17:50:00.000","2","2 - 35>50","YES","NO","NULL",
"3802662","9","02 - NOT Present","NO","NO","NO","NO","YES","NO","NO","YES","1","2018-01-06T11:05:00.000",,"NULL","NO","NO","2nd floor hallway ne",
"3824758","2","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-07-29T19:15:00.000","2","NULL","YES","NO","NULL",
"3812919","2","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-04-11T21:15:00.000","2","4 - 65+","YES","NO","1 of the 2 homeowner",
"3816717","2","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-05-18T00:15:00.000","1","2 - 35>50","YES","NO","NULL",
"3822755","10","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-07-11T04:00:00.000","4","2 - 35>50","NO","NO","1 outside bedrooms",
"3822212","8","01 - Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-07-05T20:45:00.000","2","2 - 35>50","YES","NO","NULL",
"3833992","5","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-10-24T20:11:00.000","4","2 - 35>50","YES","NO","NULL",
"3803148","11","01 - Present","NO","NO","YES","YES","NO","NO","YES","YES","1","2018-01-09T11:35:00.000","1","4 - 65+","YES","NO","E111 called the scen",
"3802586","2","02 - NOT Present","NO","NO","NO","YES","YES","NO","NO","YES","1","2018-01-05T22:35:00.000","4","2 - 35>50","NO","YES","Landlord information",
"3810298","8","01 - Present","NO","NO","NO","NO","NO","NO","NO","YES","3","2018-03-16T18:00:00.000",,"NULL","NO","YES","See report",
"3806157","7","01 - Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-02-06T11:15:00.000","1","4 - 65+","YES","NO","Installed 1 smoke al",
"3804232","5","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","2","2018-01-19T10:30:00.000","1","4 - 65+","YES","NO","2 Smoke alarms old/",
"3803141","6","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","2","2018-01-09T10:45:00.000","5","1 - 18>34","YES","NO","Resident also advise",
"3812695","8","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-04-09T14:15:00.000","4","2 - 35>50","NO","NO","NULL",
"3820282","9","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-06-17T20:45:00.000",,"NULL","NO","NO","basment apartment",
"3807698","8","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","2","2018-02-20T17:00:00.000","3","3 - 51>64","YES","NO","Alarms 10 plus-Multi",
"3808550","11","01 - Present","NO","NO","NO","NO","NO","NO","YES","YES","1","2018-03-01T11:30:00.000","0","1 - 18>34","YES","NO","NULL",
"3835829","2","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-11-11T13:20:00.000",,"NULL","NO","NO","by T7",
"3824381","2","01 - Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-07-26T13:10:00.000","4","2 - 35>50","YES","NO","NULL",
"3811172","10","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-03-25T01:00:00.000","2","2 - 35>50","YES","NO","NULL",
"3838692","6","02 - NOT Present","NO","NO","NO","NO","NO","NO","YES","YES","1","2018-12-07T16:02:00.000","2","3 - 51>64","YES","NO","instull",
"3826603","6","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-08-16T22:00:00.000","2","3 - 51>64","YES","NO","Expired detectors. R",
"3819167","8","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","2","2018-06-08T08:25:00.000","2","4 - 65+","YES","NO","NULL",
"3830870","7","01 - Present","NO","NO","YES","YES","NO","NO","NO","YES","2","2018-09-26T16:50:00.000","4","2 - 35>50","YES","NO","see narrative",
"3832629","5","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-10-22T04:22:00.000","3","3 - 51>64","YES","NO","NULL",
"3838294","7","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-12-04T08:35:00.000","1","4 - 65+","YES","NO","smoke detector in th",
"3840814","9","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-12-28T23:28:00.000","6","1 - 18>34","YES","NO","battery placed in ba",
"3810271","1","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-03-16T13:40:00.000","2","4 - 65+","YES","NO","had one detector but",
"3806144","1","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","2","2018-02-06T08:25:00.000","6","1 - 18>34","YES","NO","NULL",
"3802340","8","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-01-03T22:40:00.000","2","4 - 65+","YES","NO","Alarm 10 + years old",
"3830121","9","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-09-19T15:25:00.000","2","4 - 65+","YES","NO","Sleeping area",
"3803994","9","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-01-16T22:37:00.000","1","3 - 51>64","YES","NO","Current smoke alarm",
"3807145","1","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-02-15T10:25:00.000","2","3 - 51>64","NO","NO","NULL",
"3807267","6","01 - Present","NO","NO","YES","YES","NO","NO","YES","YES","1","2018-02-16T10:40:00.000","0","NULL","NO","NO","NULL",
"3803023","9","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-01-08T19:55:00.000","2","4 - 65+","YES","NO","installed near bedro",
"3809777","13","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-03-11T11:00:00.000",,"NULL","NO","NO",,
"3811000","7","01 - Present","NO","YES","YES","NO","NO","NO","NO","YES","1","2018-03-23T09:39:00.000","1","4 - 65+","YES","NO","NULL",
"3835459","9","01 - Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-11-07T15:40:00.000","3","4 - 65+","YES","NO","NULL",
"3839690","3","01 - Present","NO","NO","YES","NO","NO","NO","YES","YES","1","2018-12-16T12:30:00.000","2","4 - 65+","YES","NO","NULL",
"3818711","7","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-06-04T10:20:00.000","3","4 - 65+","YES","NO","see narrative",
"3819052","6","01 - Present","NO","NO","YES","NO","NO","YES","YES","YES","1","2018-06-07T10:45:00.000","4","4 - 65+","YES","NO","NULL",
"3828128","9","01 - Present","NO","NO","YES","NO","NO","NO","YES","YES","1","2018-08-31T20:00:00.000","1","4 - 65+","YES","NO","Patient lives alone",
"3826581","9","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-08-16T17:30:00.000","4","NULL","YES","NO","hallway , 2nd  floor",
"3828966","7","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-09-08T19:30:00.000","6","4 - 65+","YES","NO","see narrative",
"3830726","9","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-09-25T13:06:00.000",,"NULL","NO","NO","1 Smoke Alarm Instal",
"3837499","7","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-11-27T08:50:00.000","1","4 - 65+","YES","NO","Smoke detector in li",
"3814927","6","01 - Present","NO","YES","NO","NO","NO","NO","YES","YES","1","2018-05-01T10:40:00.000",,"NULL","NO","NO","Installed 1 smoke de",
"3805595","9","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-02-01T22:40:00.000","3","2 - 35>50","NO","NO","see narrative",
"3825813","6","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-08-09T12:10:00.000","1","4 - 65+","YES","NO","NULL",
"3840316","7","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-12-21T17:00:00.000","3","3 - 51>64","YES","NO","installed on the low",
"3827089","8","01 - Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-08-22T08:30:00.000","1","4 - 65+","YES","NO","Current detector was",
"3833264","9","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-10-17T20:10:00.000","3","4 - 65+","NO","NO","1 installed 4th leve",
"3835854","9","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-11-11T16:30:00.000",,"NULL","NO","NO","2nd floor near bedro",
"3824673","2","01 - Present","NO","YES","YES","NO","NO","NO","NO","YES","1","2018-07-28T20:00:00.000","1","2 - 35>50","YES","NO","NULL",
"3814205","6","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-04-24T11:24:00.000","1","4 - 65+","NO","YES","NULL",
"3805570","7","01 - Present","NO","NO","NO","NO","NO","NO","YES","YES","1","2018-02-01T16:37:00.000","1","3 - 51>64","YES","NO","NULL",
"3840061","2","01 - Present","NO","NO","YES","YES","YES","NO","NO","YES","1","2018-12-19T18:09:00.000","1","4 - 65+","YES","NO","no working detectors",
"3811185","6","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-03-25T07:30:00.000","3","2 - 35>50","YES","NO","nn",
"3832707","5","01 - Present","NO","NO","NO","NO","YES","NO","NO","YES","1","2018-10-12T20:45:00.000","1","4 - 65+","YES","NO","NULL",
"3819246","2","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-06-08T18:10:00.000","2","4 - 65+","YES","NO","NULL",
"3827069","11","01 - Present","NO","NO","YES","NO","YES","NO","NO","YES","1","2018-08-22T00:15:00.000","3","4 - 65+","YES","NO","Disconnect malfuncti",
"3816288","11","01 - Present","NO","YES","NO","NO","NO","NO","NO","YES","1","2018-05-14T04:38:10.000","2","1 - 18>34","NO","YES","replaced a combo det",
"3811664","7","01 - Present","NO","NO","YES","NO","NO","NO","NO","YES","1","2018-03-29T17:15:00.000",,"1 - 18>34","NO","YES","NULL",
"3824960","3","01 - Present","NO","NO","YES","NO","NO","YES","NO","YES","1","2018-07-31T20:00:00.000",,"NULL","NO","NO","smoke detector insta",
"3821055","7","01 - Present","NO","NO","YES","YES","NO","NO","NO","YES","1","2018-06-25T10:00:00.000","1","NULL","NO","NO","See narrative",
"3803145","8","01 - Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-01-09T10:55:00.000","3","2 - 35>50","NO","NO","NULL",
"3812957","2","02 - NOT Present","NO","NO","NO","NO","NO","YES","NO","YES","1","2018-04-12T00:00:00.000","2","4 - 65+","YES","NO",,
"3817469","6","01 - Present","NO","YES","NO","NO","NO","YES","YES","YES","1",,"8","4 - 65+","NO","NO","installed 1X owners",
"3836808","13","02 - NOT Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-11-20T14:00:00.000","2","4 - 65+","YES","NO","installed new alarm",
"3823238","9","01 - Present","NO","NO","NO","NO","NO","NO","NO","YES","1","2018-07-15T17:10:00.000","1","2 - 35>50","NO","YES","NULL",
