"data_as_of","date_of_death_year","date_of_death_month","region","agegroup","raceethnicity","covid_19_u071_multiple_cause","sex","place_of_death","note1","note2"
"2020-09-11T00:00:00.000","2020","2","Midwest","1-4 Years","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","1-4 Years","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","1-4 Years","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","1-4 Years","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","1-4 Years","Non-Hispanic White","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","1-4 Years","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","18-29 years","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","18-29 years","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","18-29 years","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","18-29 years","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","18-29 years","Non-Hispanic White","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","18-29 years","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","30-39 years","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","30-39 years","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","30-39 years","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","30-39 years","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","30-39 years","Non-Hispanic White","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","30-39 years","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","40-49 years","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","40-49 years","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","40-49 years","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","40-49 years","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","40-49 years","Non-Hispanic White","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","40-49 years","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","5-17 years","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","5-17 years","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","5-17 years","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","5-17 years","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","5-17 years","Non-Hispanic White","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","5-17 years","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","50-64 years","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","50-64 years","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","50-64 years","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","50-64 years","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","50-64 years","Non-Hispanic White",,"All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.","Suppressed (counts 1-9)"
"2020-09-11T00:00:00.000","2020","2","Midwest","50-64 years","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","65-74 years","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","65-74 years","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","65-74 years","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","65-74 years","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","65-74 years","Non-Hispanic White","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","65-74 years","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","75-84 years","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","75-84 years","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","75-84 years","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","75-84 years","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","75-84 years","Non-Hispanic White","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","75-84 years","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","85+ years","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","85+ years","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","85+ years","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","85+ years","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","85+ years","Non-Hispanic White","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","85+ years","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","Under 1 year","Hispanic","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","Under 1 year","Non-Hispanic American Indian or Alaska Native","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","Under 1 year","Non-Hispanic Asian","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","Under 1 year","Non-Hispanic Black","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","Under 1 year","Non-Hispanic White","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
"2020-09-11T00:00:00.000","2020","2","Midwest","Under 1 year","Other","0","All Sexes","All Places of Death","Data are provisional, and values in the most recent months are incomplete.",
