"st","state","st_abbr","county","fips","location","area_sqmi","e_totpop","m_totpop","e_hu","m_hu","e_hh","m_hh","e_pov","m_pov","e_unemp","m_unemp","e_pci","m_pci","e_nohsdp","m_nohsdp","e_age65","m_age65","e_age17","m_age17","e_disabl","m_disabl","e_sngpnt","m_sngpnt","e_minrty","m_minrty","e_limeng","m_limeng","e_munit","m_munit","e_mobile","m_mobile","e_crowd","m_crowd","e_noveh","m_noveh","e_groupq","m_groupq","ep_pov","mp_pov","ep_unemp","mp_unemp","ep_pci","mp_pci","ep_nohsdp","mp_nohsdp","ep_age65","mp_age65","ep_age17","mp_age17","ep_disabl","mp_disabl","ep_sngpnt","mp_sngpnt","ep_minrty","mp_minrty","ep_limeng","mp_limeng","ep_munit","mp_munit","ep_mobile","mp_mobile","ep_crowd","mp_crowd","ep_noveh","mp_noveh","ep_groupq","mp_groupq","epl_pov","epl_unemp","epl_pci","epl_nohsdp","spl_theme1","rpl_theme1","epl_age65","epl_age17","epl_disabl","epl_sngpnt","spl_theme2","rpl_theme2","epl_minrty","epl_limeng","spl_theme3","rpl_theme3","epl_munit","epl_mobile","epl_crowd","epl_noveh","epl_groupq","spl_theme4","rpl_theme4","spl_themes","rpl_themes","f_pov","f_unemp","f_pci","f_nohsdp","f_theme1","f_age65","f_age17","f_disabl","f_sngpnt","f_theme2","f_minrty","f_limeng","f_theme3","f_munit","f_mobile","f_crowd","f_noveh","f_groupq","f_theme4","f_total","e_uninsur","m_uninsur","ep_uninsur","mp_uninsur","e_daypop","shape"
"01","ALABAMA","AL","Calhoun","01015981901","Census Tract 9819.01, Calhoun County, Alabama","24.2438650455","0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0","17.0","0","17.0","0","48.0","0","17.0","0","12","0","17.0","0","12","0","12","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12","-999.0","-999.0","656","MULTIPOLYGON (((-86.01323399999995 33.68425800000006, -86.01223799999997 33.687005000000056, -86.01146699999998 33.687513000000024, -86.00910699999997 33.68744800000008, -86.00865499999998 33.68838400000004, -86.00782299999997 33.68865400000004, -85.94808999999998 33.68765600000006, -85.94090699999998 33.68787000000003, -85.93803199999996 33.68764300000004, -85.93752399999994 33.68788200000006, -85.92634399999997 33.68780000000004, -85.92634899999996 33.68103400000007, -85.92665199999999 33.64445400000005, -85.92652599999997 33.643804000000046, -85.91235799999998 33.64392600000008, -85.91092599999996 33.64392000000004, -85.91772299999997 33.637639000000036, -85.92275799999999 33.63204600000007, -85.92384099999998 33.63062200000007, -85.92765299999996 33.626276000000075, -85.93010999999996 33.62514600000003, -85.93509299999994 33.62490900000006, -85.93502399999994 33.62235800000008, -85.94051199999996 33.62027400000005, -85.94050099999998 33.62017100000003, -85.94062399999996 33.62013700000006, -85.94392899999997 33.61926500000004, -85.94659499999995 33.618427000000054, -85.95634799999993 33.61851200000007, -85.95640499999996 33.61668000000003, -85.97005199999995 33.616941000000054, -85.97238599999997 33.61698500000006, -85.97538299999997 33.61436500000008, -85.98343899999998 33.61157300000008, -85.99110399999996 33.610086000000024, -85.99080099999998 33.61917600000004, -85.99117499999994 33.620420000000024, -85.99132099999997 33.622588000000064, -85.99880099999996 33.62293100000005, -86.00715699999995 33.62295500000005, -86.01281199999994 33.623057000000074, -86.01308099999994 33.62369600000005, -86.01323399999995 33.68425800000006)))"
"01","ALABAMA","AL","Calhoun","01015981902","Census Tract 9819.02, Calhoun County, Alabama","34.6467143207","0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0","17.0","0","17.0","0","48.0","0","17.0","0","12","0","17.0","0","12","0","12","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12","-999.0","-999.0","146","MULTIPOLYGON (((-86.01729599999999 33.69662100000005, -86.01704399999994 33.69880000000006, -86.01718699999998 33.73050400000005, -86.01592199999999 33.73202700000007, -86.01501799999994 33.732319000000075, -86.01487099999997 33.735479000000055, -86.01308299999994 33.73560100000003, -86.01264499999996 33.73912700000005, -86.01289799999995 33.74191300000007, -86.01269399999995 33.74695600000007, -86.00867399999998 33.74689500000005, -86.00876799999998 33.750099000000034, -86.00855899999993 33.75597900000003, -86.00455699999998 33.756091000000026, -86.00438299999996 33.75777800000003, -85.99295099999995 33.757663000000036, -85.99169199999994 33.75741100000005, -85.99147899999998 33.753990000000044, -85.99071799999996 33.75397600000008, -85.97863899999999 33.75390300000004, -85.96511199999998 33.75368300000003, -85.96167799999995 33.75382100000008, -85.92560799999995 33.75366200000008, -85.92290699999995 33.753746000000035, -85.92230999999998 33.750662000000034, -85.92134799999997 33.750109000000066, -85.89984099999998 33.75000600000004, -85.89962799999995 33.746394000000066, -85.89792999999997 33.74628100000007, -85.89800099999997 33.74143800000007, -85.89610599999997 33.741157000000044, -85.89603699999998 33.73261000000008, -85.88875599999994 33.73284700000005, -85.88583899999998 33.73424700000004, -85.88540699999999 33.732046000000025, -85.88538399999999 33.720984000000044, -85.88458699999995 33.720931000000064, -85.88433499999996 33.717260000000074, -85.88239499999997 33.71728000000007, -85.88240499999996 33.70005000000003, -85.88258299999995 33.69901500000003, -85.88245699999999 33.69481600000006, -85.88173699999999 33.69435100000004, -85.88516899999998 33.68949200000003, -85.89029299999999 33.68479400000007, -85.89360299999998 33.681148000000064, -85.89926499999996 33.67405700000006, -85.90037999999998 33.67136000000005, -85.90387499999997 33.67316000000005, -85.90938899999998 33.67309300000005, -85.91103399999997 33.67453900000004, -85.91484599999995 33.67545400000006, -85.91697799999997 33.677527000000055, -85.92398399999996 33.67950300000007, -85.92634899999996 33.68103400000007, -85.92634399999997 33.68780000000004, -85.93752399999994 33.68788200000006, -85.93803199999996 33.68764300000004, -85.94090699999998 33.68787000000003, -85.94808999999998 33.68765600000006, -86.00782299999997 33.68865400000004, -86.01142999999996 33.68892200000005, -86.01194599999997 33.68868200000003, -86.01329899999996 33.68869100000006, -86.01712899999995 33.688987000000054, -86.01729599999999 33.69662100000005)))"
"01","ALABAMA","AL","Calhoun","01015981903","Census Tract 9819.03, Calhoun County, Alabama","13.9262755861","0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0","17.0","0","17.0","0","48.0","0","17.0","0","12","0","17.0","0","12","0","12","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12","-999.0","-999.0","0","MULTIPOLYGON (((-85.78500899999995 33.665535000000034, -85.78317999999996 33.66681100000005, -85.78118999999998 33.66609100000005, -85.77978299999995 33.66732300000007, -85.77849799999996 33.66730300000006, -85.78034399999996 33.66902500000003, -85.78023799999994 33.67118000000005, -85.77893899999998 33.671800000000076, -85.77614599999998 33.674315000000036, -85.77552399999996 33.67601700000006, -85.77374099999997 33.67640400000005, -85.77116899999999 33.67815100000007, -85.76656499999996 33.67839300000003, -85.76459999999997 33.67981600000007, -85.76338099999998 33.683283000000074, -85.76208399999996 33.68491700000004, -85.76140599999997 33.686338000000035, -85.76467499999995 33.688788000000045, -85.76702899999998 33.68932300000006, -85.77072899999996 33.691793000000075, -85.76956499999994 33.69395300000008, -85.76374699999997 33.692728000000045, -85.76080199999996 33.695538000000056, -85.76077399999997 33.70488000000006, -85.76513699999998 33.707358000000056, -85.76409099999995 33.708470000000034, -85.76251899999994 33.70879700000006, -85.76210399999997 33.71383300000008, -85.76147499999996 33.71470700000003, -85.76371299999994 33.714634000000046, -85.76436799999999 33.71594200000004, -85.76445599999994 33.72125900000003, -85.76508699999994 33.72414700000007, -85.76456299999997 33.725032000000056, -85.76419699999997 33.72882000000004, -85.76327699999996 33.72999800000008, -85.76339599999996 33.73274800000007, -85.76599899999997 33.73790800000006, -85.76394799999997 33.73827400000005, -85.76047199999994 33.73994700000003, -85.75881499999997 33.740447000000074, -85.75772499999995 33.74100400000003, -85.75603599999995 33.742106000000035, -85.75919899999997 33.744908000000066, -85.76046999999994 33.745686000000035, -85.76394699999997 33.74835800000005, -85.76433099999997 33.748916000000065, -85.76050499999997 33.74888600000003, -85.75677199999996 33.74883100000005, -85.75239999999997 33.748763000000054, -85.75111299999999 33.749047000000076, -85.72530999999998 33.748755000000074, -85.72531099999998 33.74803200000002, -85.72531799999996 33.74626400000005, -85.72532099999995 33.74495500000006, -85.72537599999998 33.70501900000005, -85.72582099999994 33.683395000000075, -85.72567899999996 33.679813000000024, -85.72624999999994 33.67532600000004, -85.72622399999996 33.672408000000075, -85.74300799999997 33.67272800000006, -85.74314599999997 33.672240000000045, -85.74331099999995 33.65836100000007, -85.74672899999996 33.658353000000034, -85.75907199999995 33.65825600000005, -85.76044799999994 33.658281000000045, -85.76518799999997 33.65514100000007, -85.76726999999994 33.65719400000006, -85.76896299999999 33.658404000000075, -85.78314699999999 33.65848100000005, -85.78389099999998 33.65956900000003, -85.78514099999995 33.66393300000004, -85.78500899999995 33.665535000000034)))"
"01","ALABAMA","AL","Mobile","01097003605","Census Tract 36.05, Mobile County, Alabama","0.732299586096","899","316","0","12","0","12","0","12","40","39","2651","404","0","12","0","12","22","30","42","40","0","17.0","330","392.6","0","48.0","0","17.0","0","12","0","17.0","0","12","899","316","-999.0","-999.0","9.9","10.1","2651.0","404.0","-999.0","-999.0","0.0","3.5","2.4","3.2","4.7","4.3","0.0","-999.0","36.7","41.7","0.0","5.3","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","100.0","0.0","-999.0","0.8412","0.9992","-999.0","-999.0","-999.0","0.0","0.0104","0.0279","0.0","0.0383","0.0021","0.573","0.0","0.573","0.2701","0.0","-999.0","0.0","-999.0","0.9975","-999.0","-999.0","-999.0","-999.0","-999","0","1","-999","-999","0","0","0","0","0","0","0","0","0","-999","0","-999","1","-999","-999","33","36","3.7","4.1","5135","MULTIPOLYGON (((-88.19230199999998 30.695235000000025, -88.19096599999995 30.695337000000052, -88.19077499999997 30.702071000000046, -88.18763699999994 30.70015200000006, -88.18401499999999 30.700124000000077, -88.17950899999994 30.69903000000005, -88.17725099999996 30.701663000000053, -88.17417499999999 30.701165000000064, -88.17379899999997 30.689358000000023, -88.17475299999995 30.68933000000004, -88.18005499999998 30.690010000000033, -88.18903499999999 30.690063000000062, -88.19067499999994 30.690218000000073, -88.19109899999995 30.69327500000003, -88.19230199999998 30.695235000000025)))"
"01","ALABAMA","AL","Mobile","01097990000","Census Tract 9900, Mobile County, Alabama","0.0","0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0","17.0","0","17.0","0","48.0","0","17.0","0","12","0","17.0","0","12","0","12","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12","-999.0","-999.0","0","MULTIPOLYGON (((-88.05337499999997 30.506987000000038, -88.05108799999994 30.508857000000035, -88.04564699999997 30.513306000000053, -88.04196599999995 30.517376000000073, -88.03866999999997 30.52040500000004, -88.03509899999996 30.52196700000008, -88.03240699999998 30.521447000000027, -88.02916499999998 30.519648000000075, -88.02622199999996 30.516609000000074, -88.02350599999994 30.492573000000053, -88.02432999999996 30.490774000000044, -88.02674799999994 30.49110500000006, -88.04504299999996 30.501189000000068, -88.05234899999994 30.505591000000038, -88.05337499999997 30.506987000000038)), ((-88.12691225399999 30.244962376000046, -88.12499899999995 30.24504300000007, -88.12499899999995 30.24061483700007, -88.12530599999997 30.241191000000075, -88.12691225399999 30.244962376000046)))"
"06","CALIFORNIA","CA","Kern","06029004302","Census Tract 43.02, Kern County, California","1.50417964652","5498","289","0","17","0","17","0","17","0","17","3988","762","1992","196","28","25","0","17","0","17","0","24.0","4568","312.9","199","84.0","0","24.0","0","17","0","24.0","0","17","5498","289","-999.0","-999.0","-999.0","-999.0","3988.0","762.0","44.4","3.5","0.5","0.5","0.0","0.3","-999.0","-999.0","0.0","-999.0","83.1","3.6","3.6","1.5","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","100.0","0.0","-999.0","-999.0","0.9982","0.9815","-999.0","-999.0","0.0056","0.0","-999.0","0.0","-999.0","-999.0","0.8681","0.6979","1.566","0.8205","0.0","-999.0","0.0","-999.0","0.9975","-999.0","-999.0","-999.0","-999.0","-999","-999","1","1","-999","0","0","-999","0","-999","0","0","0","0","-999","0","-999","1","-999","-999","0","17","-999.0","-999.0","5916","MULTIPOLYGON (((-119.42025299999996 35.601465000000076, -119.40246799999994 35.60148600000008, -119.402673 35.579601000000025, -119.420528 35.579687000000035, -119.42025299999996 35.601465000000076)))"
"01","ALABAMA","AL","Shelby","01117980000","Census Tract 9800, Shelby County, Alabama","13.6364786219","0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0","17.0","0","17.0","0","48.0","0","17.0","0","12","0","17.0","0","12","0","12","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","0.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999.0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12","-999.0","-999.0","53","MULTIPOLYGON (((-86.78295099999997 33.32512600000007, -86.78142199999996 33.32677400000006, -86.78122199999996 33.327034000000026, -86.77855799999998 33.32698700000003, -86.77889999999998 33.33055100000007, -86.77867199999997 33.33191300000004, -86.77572699999996 33.33179500000006, -86.77534999999995 33.33043900000007, -86.77001299999995 33.33026700000005, -86.76990999999998 33.33389600000004, -86.76558999999997 33.33377500000006, -86.76550999999995 33.337447000000054, -86.75251799999995 33.33702400000004, -86.75247999999993 33.342535000000055, -86.75248499999998 33.34796300000005, -86.74817899999994 33.34777800000006, -86.74813199999994 33.35143100000005, -86.74386299999998 33.351240000000075, -86.74385099999995 33.34397000000007, -86.73943199999997 33.34387400000003, -86.73939599999994 33.34744000000006, -86.73736799999995 33.347390000000075, -86.73735899999997 33.351045000000056, -86.73507899999998 33.35103900000007, -86.73251899999997 33.35102200000006, -86.72902799999997 33.35464500000006, -86.72649999999999 33.35458500000004, -86.72647799999999 33.35820600000005, -86.72214599999995 33.35808100000003, -86.72214399999996 33.35884600000003, -86.71800899999994 33.36146300000007, -86.71376099999998 33.361234000000024, -86.71338699999995 33.36498700000004, -86.71097299999997 33.366817000000026, -86.70906799999995 33.36835200000007, -86.70905899999997 33.37009000000006, -86.70702099999994 33.37146000000007, -86.70719999999994 33.373057000000074, -86.70521799999995 33.37510600000007, -86.70278799999994 33.37511000000006, -86.70098699999994 33.37512600000008, -86.70051999999998 33.37545200000005, -86.70034699999997 33.37549900000005, -86.70034999999996 33.37850700000007, -86.70002099999994 33.37912200000005, -86.69805099999996 33.37905800000004, -86.69598999999994 33.38152800000006, -86.69593399999997 33.38273000000004, -86.69454499999995 33.382667000000026, -86.69262299999997 33.38438200000007, -86.69161399999996 33.38436000000007, -86.69155099999995 33.38617700000003, -86.68732699999998 33.38627400000007, -86.68734199999994 33.38989300000003, -86.68295199999994 33.389954000000046, -86.68295799999999 33.38844900000004, -86.68296499999997 33.386366000000066, -86.67420399999997 33.38655300000005, -86.67422899999997 33.382877000000065, -86.67873099999997 33.38277000000005, -86.67866999999995 33.37537200000003, -86.68300899999997 33.375286000000074, -86.68294199999997 33.36798900000008, -86.68729899999994 33.36792800000006, -86.68730199999999 33.364329000000055, -86.69030399999997 33.364298000000076, -86.69138299999997 33.36428700000005, -86.69162599999999 33.364284000000055, -86.69160699999998 33.342625000000055, -86.70028399999995 33.34278200000006, -86.70038999999997 33.339203000000055, -86.70475299999998 33.33928600000007, -86.70477299999999 33.331972000000064, -86.71019499999994 33.33204100000006, -86.71015399999999 33.32839100000007, -86.71108499999997 33.32838200000003, -86.71347499999996 33.32847700000008, -86.71790599999997 33.32865300000003, -86.71793999999994 33.326085000000035, -86.71794999999997 33.32528800000006, -86.72015299999998 33.32505200000003, -86.72232899999995 33.325135000000046, -86.72238599999997 33.32154300000008, -86.72666899999996 33.321593000000064, -86.72667799999994 33.31802200000004, -86.73125299999998 33.318029000000024, -86.73138199999994 33.31435700000003, -86.73695699999996 33.314703000000065, -86.73839799999996 33.31473100000005, -86.73956899999996 33.314501000000064, -86.73994499999999 33.311304000000064, -86.74437499999999 33.311447000000044, -86.74410699999999 33.30767300000008, -86.74836999999997 33.30739700000004, -86.74835999999999 33.304256000000066, -86.75247299999995 33.304410000000075, -86.75252899999998 33.300785000000076, -86.75291399999998 33.29679100000004, -86.77149999999995 33.29739900000004, -86.77436799999998 33.29748600000005, -86.77440799999994 33.30105400000008, -86.77016299999997 33.30107700000008, -86.77003699999996 33.30467600000003, -86.77872399999995 33.30492600000008, -86.77854799999994 33.31563100000005, -86.78183999999999 33.315780000000075, -86.78196099999997 33.31420000000003, -86.78096599999998 33.313413000000025, -86.78288799999996 33.31379100000004, -86.78288499999996 33.31471400000004, -86.78291699999994 33.32139100000006, -86.78295099999997 33.32512600000007)))"
