"state","year","sex","age","race","deaths","popul","rate","se","slcl","sucl","ageadjrate","sea","alcl","aucl","strankn","usrate","usageadjrate","unit"
"United States","2003","Both Sexes","15–24","Hispanic","226","7255772","3.1148","0.20719","2.7087","3.5209",,,,,,"8.8881","8.8765","per 100,000 population"
"Alabama","1999","Both Sexes","All Ages","All Races-All Origins","169","4430143","3.8148","0.29344","3.2396","4.3899","3.8521","0.29657","3.2708","4.4334","1.8–7.5","6.0382","6.057","per 100,000 population"
"Alabama","2000","Both Sexes","All Ages","All Races-All Origins","197","4447100","4.4299","0.31561","3.8112","5.0485","4.4857","0.31985","3.8588","5.1126","1.8–7.5","6.1882","6.1749","per 100,000 population"
"Alabama","2001","Both Sexes","All Ages","All Races-All Origins","216","4467634","4.8348","0.32896","4.19","5.4795","4.8915","0.33329","4.2382","5.5447","1.8–7.5","6.8057","6.7922","per 100,000 population"
"Alabama","2002","Both Sexes","All Ages","All Races-All Origins","211","4480089","4.7097","0.32423","4.0742","5.3452","4.7619","0.32868","4.1177","5.4062","1.8–7.5","8.1766","8.1957","per 100,000 population"
"Alabama","2003","Both Sexes","All Ages","All Races-All Origins","197","4503491","4.3744","0.31166","3.7635","4.9852","4.4333","0.31701","3.812","5.0547","1.8–7.5","8.8881","8.8765","per 100,000 population"
"Alabama","2004","Both Sexes","All Ages","All Races-All Origins","283","4530729","6.2462","0.3713","5.5185","6.974","6.3542","0.37944","5.6105","7.0979","1.8–7.5","9.366","9.3831","per 100,000 population"
"Alabama","2005","Both Sexes","All Ages","All Races-All Origins","283","4569805","6.1928","0.36813","5.4713","6.9143","6.333","0.37832","5.5915","7.0745","1.8–7.5","10.0884","10.0699","per 100,000 population"
"Alabama","2006","Both Sexes","All Ages","All Races-All Origins","398","4628981","8.598","0.43098","7.7533","9.4427","8.7498","0.44162","7.8842","9.6154","7.5–10.6","11.5373","11.4883","per 100,000 population"
"Alabama","2007","Both Sexes","All Ages","All Races-All Origins","511","4672840","10.9355","0.48376","9.9874","11.8837","11.0885","0.49516","10.118","12.059","10.7–13","11.9543","11.8775","per 100,000 population"
"Alabama","2008","Both Sexes","All Ages","All Races-All Origins","607","4718206","12.8651","0.52218","11.8416","13.8885","12.9811","0.53292","11.9366","14.0256","10.7–13","11.9864","11.8947","per 100,000 population"
"Alabama","2009","Both Sexes","All Ages","All Races-All Origins","630","4757938","13.241","0.52754","12.2071","14.275","13.6077","0.54855","12.5325","14.6828","13.1–17.5","12.0624","11.9388","per 100,000 population"
"Alabama","2010","Both Sexes","All Ages","All Races-All Origins","547","4779736","11.4441","0.48932","10.4851","12.4032","11.7688","0.50959","10.77","12.7676","10.7–13","12.4144","12.2966","per 100,000 population"
"Alabama","2011","Both Sexes","All Ages","All Races-All Origins","552","4802740","11.4934","0.48919","10.5346","12.4523","11.7632","0.50803","10.7674","12.7589","10.7–13","13.2674","13.1852","per 100,000 population"
"Alabama","2012","Both Sexes","All Ages","All Races-All Origins","562","4822023","11.6549","0.49163","10.6913","12.6185","12.0706","0.51722","11.0569","13.0844","10.7–13","13.2208","13.1422","per 100,000 population"
"Alabama","2013","Both Sexes","All Ages","All Races-All Origins","598","4833722","12.3714","0.5059","11.3798","13.363","12.7176","0.52933","11.6801","13.7551","10.7–13","13.9127","13.8005","per 100,000 population"
"Alabama","2014","Both Sexes","All Ages","All Races-All Origins","723","4849377","14.9091","0.55448","13.8224","15.9959","15.1532","0.57484","14.0265","16.2799","13.1–17.5","14.7574","14.6831","per 100,000 population"
"Alabama","2015","Both Sexes","All Ages","All Races-All Origins","736","4858979","15.1472","0.55833","14.0529","16.2415","15.6639","0.58859","14.5103","16.8176","13.1–17.5","16.304","16.2923","per 100,000 population"
"Alabama","2016","Both Sexes","All Ages","All Races-All Origins","756","4863300","15.545","0.56537","14.4369","16.6531","16.2075","0.60241","15.0268","17.3883","13.1–17.5","19.6925","19.7851","per 100,000 population"
"Alabama","2017","Both Sexes","All Ages","All Races-All Origins","835","4874747","17.1291","0.59278","15.9673","18.2909","17.9803","0.63576","16.7343","19.2264","17.5–57.8","21.5637","21.7048","per 100,000 population"
"Alabama","2018","Both Sexes","All Ages","All Races-All Origins","775","4887871","15.8556","0.56955","14.7393","16.9719","16.6092","0.61154","15.4106","17.8079","13.1–17.5","20.591","20.7112","per 100,000 population"
"Alaska","1999","Both Sexes","All Ages","All Races-All Origins","46","624781","7.3626","1.08555","5.3903","9.8206","7.4638","1.2117","5.2819","10.2447","1.8–7.5","6.0382","6.057","per 100,000 population"
"Alaska","2000","Both Sexes","All Ages","All Races-All Origins","48","626932","7.6563","1.1051","5.6452","10.1512","7.1077","1.02971","5.2407","9.4238","1.8–7.5","6.1882","6.1749","per 100,000 population"
"Alaska","2001","Both Sexes","All Ages","All Races-All Origins","62","633714","9.7836","1.24252","7.501","12.5421","9.3983","1.20475","7.1889","12.0725","7.5–10.6","6.8057","6.7922","per 100,000 population"
"Alaska","2002","Both Sexes","All Ages","All Races-All Origins","84","642337","13.0772","1.42684","10.4309","16.1905","12.1995","1.33512","9.7168","15.1231","10.7–13","8.1766","8.1957","per 100,000 population"
"Alaska","2003","Both Sexes","All Ages","All Races-All Origins","83","648414","12.8005","1.40503","10.1955","15.8681","12.7245","1.45104","10.042","15.9034","10.7–13","8.8881","8.8765","per 100,000 population"
"Alaska","2004","Both Sexes","All Ages","All Races-All Origins","86","659286","13.0444","1.40662","10.4338","16.1097","12.7164","1.39682","10.1286","15.7639","10.7–13","9.366","9.3831","per 100,000 population"
"Alaska","2005","Both Sexes","All Ages","All Races-All Origins","79","666946","11.845","1.33267","9.3778","14.7625","11.3744","1.29691","8.9765","14.216","10.7–13","10.0884","10.0699","per 100,000 population"
"Alaska","2006","Both Sexes","All Ages","All Races-All Origins","76","675302","11.2542","1.29095","8.867","14.0863","11.0604","1.29844","8.6696","13.9068","10.7–13","11.5373","11.4883","per 100,000 population"
"Alaska","2007","Both Sexes","All Ages","All Races-All Origins","72","680300","10.5836","1.24729","8.281","13.3282","10.0941","1.20552","7.8688","12.7533","7.5–10.6","11.9543","11.8775","per 100,000 population"
"Alaska","2008","Both Sexes","All Ages","All Races-All Origins","127","687455","18.4739","1.6393","15.2609","21.687","18.1345","1.64954","14.9014","21.3676","17.5–57.8","11.9864","11.8947","per 100,000 population"
"Alaska","2009","Both Sexes","All Ages","All Races-All Origins","131","698895","18.7439","1.63766","15.5341","21.9537","17.8528","1.59631","14.724","20.9816","17.5–57.8","12.0624","11.9388","per 100,000 population"
"Alaska","2010","Both Sexes","All Ages","All Races-All Origins","83","710231","11.6863","1.28274","9.3081","14.487","11.5962","1.30471","9.1809","14.4524","10.7–13","12.4144","12.2966","per 100,000 population"
"Alaska","2011","Both Sexes","All Ages","All Races-All Origins","107","722718","14.8052","1.43127","11.9999","17.6105","14.2364","1.40475","11.483","16.9897","13.1–17.5","13.2674","13.1852","per 100,000 population"
"Alaska","2012","Both Sexes","All Ages","All Races-All Origins","129","731449","17.6362","1.55278","14.5928","20.6797","17.4251","1.58234","14.3237","20.5264","13.1–17.5","13.2208","13.1422","per 100,000 population"
"Alaska","2013","Both Sexes","All Ages","All Races-All Origins","105","735132","14.2831","1.39389","11.5511","17.0152","14.3519","1.44448","11.5207","17.1831","13.1–17.5","13.9127","13.8005","per 100,000 population"
"Alaska","2014","Both Sexes","All Ages","All Races-All Origins","124","736732","16.8311","1.51148","13.8686","19.7936","16.7585","1.54982","13.7209","19.7961","13.1–17.5","14.7574","14.6831","per 100,000 population"
"Alaska","2015","Both Sexes","All Ages","All Races-All Origins","122","738432","16.5215","1.49579","13.5898","19.4532","15.9606","1.48152","13.0568","18.8644","13.1–17.5","16.304","16.2923","per 100,000 population"
"Alaska","2016","Both Sexes","All Ages","All Races-All Origins","128","741894","17.2531","1.52498","14.2642","20.2421","16.8331","1.52167","13.8507","19.8156","13.1–17.5","19.6925","19.7851","per 100,000 population"
"Alaska","2017","Both Sexes","All Ages","All Races-All Origins","147","739795","19.8704","1.63888","16.6582","23.0826","20.1602","1.70373","16.8209","23.4995","17.5–57.8","21.5637","21.7048","per 100,000 population"
"Alaska","2018","Both Sexes","All Ages","All Races-All Origins","110","737438","14.9165","1.42223","12.1289","17.7041","14.6113","1.42677","11.8148","17.4078","13.1–17.5","20.591","20.7112","per 100,000 population"
"Arizona","1999","Both Sexes","All Ages","All Races-All Origins","511","5023824","10.1715","0.44996","9.2896","11.0535","10.5549","0.46904","9.6356","11.4742","7.5–10.6","6.0382","6.057","per 100,000 population"
"Arizona","2000","Both Sexes","All Ages","All Races-All Origins","522","5130632","10.1742","0.44531","9.3014","11.047","10.5896","0.46502","9.6782","11.5011","7.5–10.6","6.1882","6.1749","per 100,000 population"
"Arizona","2001","Both Sexes","All Ages","All Races-All Origins","552","5273477","10.4675","0.44553","9.5942","11.3407","10.9008","0.46567","9.9881","11.8135","10.7–13","6.8057","6.7922","per 100,000 population"
"Arizona","2002","Both Sexes","All Ages","All Races-All Origins","624","5396255","11.5636","0.46291","10.6563","12.4709","12.005","0.48403","11.0563","12.9537","10.7–13","8.1766","8.1957","per 100,000 population"
"Arizona","2003","Both Sexes","All Ages","All Races-All Origins","674","5510364","12.2315","0.47114","11.3081","13.1549","12.7405","0.49339","11.7735","13.7075","10.7–13","8.8881","8.8765","per 100,000 population"
"Arizona","2004","Both Sexes","All Ages","All Races-All Origins","744","5652404","13.1625","0.48256","12.2167","14.1084","13.6816","0.50488","12.692","14.6711","13.1–17.5","9.366","9.3831","per 100,000 population"
"Arizona","2005","Both Sexes","All Ages","All Races-All Origins","794","5839077","13.598","0.48258","12.6522","14.5439","14.135","0.5042","13.1467","15.1232","13.1–17.5","10.0884","10.0699","per 100,000 population"
"Arizona","2006","Both Sexes","All Ages","All Races-All Origins","876","6029141","14.5294","0.4909","13.5673","15.4916","14.9163","0.5092","13.9183","15.9144","13.1–17.5","11.5373","11.4883","per 100,000 population"
