"state_tribe_territory","county_name","fips_state","fips_county","date","order_code","stay_at_home_order","express_preemption","source_of_action","url","citation"
"AL","Autauga County","1","1","3/15/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/16/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/17/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/18/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/19/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/20/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/21/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/22/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/23/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/24/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/25/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/26/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/27/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/28/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/29/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/30/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","3/31/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","4/1/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","4/2/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","4/3/2020","7","NA","NA","NA","NA","NA"
"AL","Autauga County","1","1","4/4/2020","1","Mandatory for all individuals","Local orders moot due to statewide mandate","Official","https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf","Ala. Health Order (Apr. 3, 2020)"
"AL","Autauga County","1","1","4/5/2020","1","Mandatory for all individuals","Local orders moot due to statewide mandate","Official","https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf","Ala. Health Order (Apr. 3, 2020)"
"AL","Autauga County","1","1","4/6/2020","1","Mandatory for all individuals","Local orders moot due to statewide mandate","Official","https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf","Ala. Health Order (Apr. 3, 2020)"
"AL","Autauga County","1","1","4/7/2020","1","Mandatory for all individuals","Local orders moot due to statewide mandate","Official","https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf","Ala. Health Order (Apr. 3, 2020)"
"AL","Autauga County","1","1","4/8/2020","1","Mandatory for all individuals","Local orders moot due to statewide mandate","Official","https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf","Ala. Health Order (Apr. 3, 2020)"
"AL","Autauga County","1","1","4/9/2020","1","Mandatory for all individuals","Local orders moot due to statewide mandate","Official","https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf","Ala. Health Order (Apr. 3, 2020)"
"AL","Autauga County","1","1","4/10/2020","1","Mandatory for all individuals","Local orders moot due to statewide mandate","Official","https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf","Ala. Health Order (Apr. 3, 2020)"
"AL","Autauga County","1","1","4/11/2020","1","Mandatory for all individuals","Local orders moot due to statewide mandate","Official","https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf","Ala. Health Order (Apr. 3, 2020)"
