"data_as_of","start_week","end_week","hhs_region","state","place_of_death","age_group","all_deaths_involving_covid","deaths_from_all_causes","deaths_involving_pneumonia","deaths_involving_covid_19"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Hospice facility","0-14 years","0","30","1","0"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Hospice facility","15-44 years","10","1603","54","3"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Hospice facility","45-64 years","208","13928","643","99"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Hospice facility","65-74 years","480","19412","1179","215"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Hospice facility","75-84 years","1039","25210","1964","506"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Hospice facility","85 years and over","1536","30178","2591","703"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, dead on arrival","0-14 years","1","96","3","1"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, dead on arrival","15-44 years","7","862","4","1"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, dead on arrival","45-64 years","41","1266","30","10"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, dead on arrival","65-74 years","33","770","26","9"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, dead on arrival","75-84 years","32","591","30","11"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, dead on arrival","85 years and over","22","460","17","4"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, inpatient","0-14 years","26","7380","126","6"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, inpatient","15-44 years","2680","21746","3001","1325"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, inpatient","45-64 years","17820","94238","19284","9140"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, inpatient","65-74 years","20534","99929","23327","10820"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, inpatient","75-84 years","22344","106099","26888","12098"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, inpatient","85 years and over","19173","87777","23583","10560"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, outpatient or emergency room","0-14 years","7","2042","41","2"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, outpatient or emergency room","15-44 years","294","12485","257","78"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, outpatient or emergency room","45-64 years","1226","23489","1033","364"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, outpatient or emergency room","65-74 years","1080","17760","1055","365"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, outpatient or emergency room","75-84 years","1130","16041","1167","394"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Healthcare setting, outpatient or emergency room","85 years and over","967","12058","1116","350"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Nursing home/longterm care facility","0-14 years","0","9","2","0"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Nursing home/longterm care facility","15-44 years","43","832","58","13"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Nursing home/longterm care facility","45-64 years","1085","14208","845","286"
"2020-07-23T00:00:00.000","2020-02-01T00:00:00.000","2020-07-18T00:00:00.000","0","United States","Nursing home/longterm care facility","65-74 years","3397","32079","2046","804"
