"data_as_of","start_week","end_week","mmwr_week_number","week_ending_date","jurisdiction_of_occurrence","place_of_death","age_group","covid_19_deaths"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, inpatient","0-17 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, inpatient","18-29 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, inpatient","30-39 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, inpatient","40-49 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, inpatient","50-64 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, inpatient","65-74 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, inpatient","75-84 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, inpatient","85 years and over","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, outpatient or emergency room","0-17 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, outpatient or emergency room","18-29 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, outpatient or emergency room","30-39 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, outpatient or emergency room","40-49 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, outpatient or emergency room","50-64 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, outpatient or emergency room","65-74 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, outpatient or emergency room","75-84 years","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, outpatient or emergency room","85 years and over","0"
"2021-06-08T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","1","2020-01-04T00:00:00.000","United States","Healthcare setting, dead on arrival","0-17 years","0"
