"state_tribe_territory","date","order_code","face_masks_required_in_public","specific_counties","source_of_action","url","citation"
"AK","4/8/2020","1","NA","NA","NA","NA","NA"
"AK","4/9/2020","1","NA","NA","NA","NA","NA"
"AK","4/10/2020","1","NA","NA","NA","NA","NA"
"AK","4/11/2020","1","NA","NA","NA","NA","NA"
"AK","4/12/2020","1","NA","NA","NA","NA","NA"
"AK","4/13/2020","1","NA","NA","NA","NA","NA"
"AK","4/14/2020","1","NA","NA","NA","NA","NA"
"AK","4/15/2020","1","NA","NA","NA","NA","NA"
"AK","4/16/2020","1","NA","NA","NA","NA","NA"
"AK","4/17/2020","1","NA","NA","NA","NA","NA"
"AK","4/18/2020","1","NA","NA","NA","NA","NA"
"AK","4/19/2020","1","NA","NA","NA","NA","NA"
"AK","4/20/2020","1","NA","NA","NA","NA","NA"
"AK","4/21/2020","1","NA","NA","NA","NA","NA"
"AK","4/22/2020","1","NA","NA","NA","NA","NA"
"AK","4/23/2020","1","NA","NA","NA","NA","NA"
"AK","4/24/2020","1","NA","NA","NA","NA","NA"
"AK","4/25/2020","1","NA","NA","NA","NA","NA"
"AK","4/26/2020","1","NA","NA","NA","NA","NA"
"AK","4/27/2020","1","NA","NA","NA","NA","NA"
"AK","4/28/2020","1","NA","NA","NA","NA","NA"
"AK","4/29/2020","1","NA","NA","NA","NA","NA"
"AK","4/30/2020","1","NA","NA","NA","NA","NA"
"AK","5/1/2020","1","NA","NA","NA","NA","NA"
"AK","5/2/2020","1","NA","NA","NA","NA","NA"
"AK","5/3/2020","1","NA","NA","NA","NA","NA"
"AK","5/4/2020","1","NA","NA","NA","NA","NA"
"AK","5/5/2020","1","NA","NA","NA","NA","NA"
"AK","5/6/2020","1","NA","NA","NA","NA","NA"
"AK","5/7/2020","1","NA","NA","NA","NA","NA"
"AK","5/8/2020","1","NA","NA","NA","NA","NA"
"AK","5/9/2020","1","NA","NA","NA","NA","NA"
"AK","5/10/2020","1","NA","NA","NA","NA","NA"
