"facility_id","facility_name","site_address","city","phone_number","from_date","to_date","license_plate","make","vin","vehicle_type"
"FA0282509","CLEAN SITE SERVICES","6910 28TH ST","NORTH HIGHLANDS","9162533900","2022-04-01T00:00:00.000","2023-03-31T00:00:00.000","92743H2","FORD","A07787","CT"
"FA0298407","ROCKET RESTROOMS & FENCING, INC.","702 CALIFORNIA AV","SAN FRANCISCO","9168793550","2022-02-01T00:00:00.000","2023-01-31T00:00:00.000","73849F3","DODGE","586403","CT"
"FA0253866","UNITED SITE SERVICES OF CA","3408 HILLCAP AV","SAN JOSE","4082952263","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","N/A",,,
"FA0253866","UNITED SITE SERVICES OF CA","3408 HILLCAP AV","SAN JOSE","4082952263","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","N/A",,,
"FA0253866","UNITED SITE SERVICES OF CA","3408 HILLCAP AV","SAN JOSE","4082952263","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","N/A",,,
"FA0255894","NEWBY ISLAND LANDFILL","1601 DIXON LANDING RD","MILPITAS","4082621401","2021-08-01T00:00:00.000","2022-07-31T00:00:00.000","9F47213","PTRB","341031","SP"
"FA0300830","M. SERVIN PORTABLE POTTIES","8525 LOVERS LN","HOLLISTER","8312651362","2021-08-01T00:00:00.000","2022-07-31T00:00:00.000","57780D3","CHEV","616196","VA"
"FA0253866","UNITED SITE SERVICES OF CA","3408 HILLCAP AV","SAN JOSE","4082952263","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","N/A",,,
"FA0253866","UNITED SITE SERVICES OF CA","3408 HILLCAP AV","SAN JOSE","4082952263","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","N/A",,,
"FA0300630","UNITED SITE SERVICES OF CA","8211 SWANSTON LN","GILROY","80008645387","2021-04-01T00:00:00.000","2022-03-31T00:00:00.000","38879K2","HINO 338","S50466","PUMPER"
"FA0252978","AL'S SEPTIC TANK INC","1619  SAN JUAN-HOLLISTER RD","HOLLISTER","4086832362","2021-04-01T00:00:00.000","2022-03-31T00:00:00.000","61690U1","KW","280837","PUMPER"
"FA0263413","MHC TT, INC (MORGAN HILL RV RESORT)","12895 UVAS RD","MORGAN HILL","4087796396","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","N/A","CUSTOM",,"CT"
"FA0253866","UNITED SITE SERVICES OF CA","3408 HILLCAP AV","SAN JOSE","4082952263","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","N/A",,,
"FA0253866","UNITED SITE SERVICES OF CA","3408 HILLCAP AV","SAN JOSE","4082952263","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","N/A",,,
"FA0253866","UNITED SITE SERVICES OF CA","3408 HILLCAP AV","SAN JOSE","4082952263","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","N/A",,,
