"lt_cd","filenumber","filing_date","lapse_date","secured_party","addr1","addr2","city","state","postalcode","country","image_link"
"UCC","89803252","2013-08-06T00:00:00.000","2023-08-06T00:00:00.000","WELS FARGO BANK, N.A.","300 TRI-STATE INTERNATIONAL STE 400",,"LINCOLNSHIRE","IL","60069","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89803252"
"UCC","7821647","2007-12-13T00:00:00.000","2027-12-13T00:00:00.000","WELLS FARGO BUSINESS CREDIT, A DIVISION OF WELLS FARGO BANK, N.A.","14800 QUORUM #320",,"DALLAS","TX","75254","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A7821647"
"UCC","20181-4","1997-09-11T00:00:00.000","2027-09-24T00:00:00.000","WELLS FARGO BANK- WESTSIDE CBC","9900 SW GREENBURG RD STE 110","PO BOX 6045","PORTLAND","OR","97228","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A20181-4"
"UCC","560280","2001-07-31T00:00:00.000","2026-07-31T00:00:00.000","WELLS FARGO BANK WEST, NATIONAL ASSOCIATION","12601 W 32ND AVE",,"WHEAT RIDGE","CO","80033","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A560280"
"UCC","89934005","2014-01-13T00:00:00.000","2024-01-13T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, NOT IN ITS INDIVIDUAL CAPACITY BUT SOLELY AS OWNER TRUSTEE","260 N. CHARLES LINDBERGH DRIVE",,"SALT LAKE CITY","UT","84116","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89934005"
"UCC","89933980","2014-01-13T00:00:00.000","2024-01-13T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, NOT IN ITS INDIVIDUAL CAPACITY BUT SOLELY AS OWNER TRUSTEE","260 N. CHARLES LINDBERGH DRIVE",,"SALT LAKE CITY","UT","84116","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89933980"
"UCC","89933966","2014-01-13T00:00:00.000","2024-01-13T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, NOT IN ITS INDIVIDUAL CAPACITY BUT SOLELY AS OWNER TRUSTEE","260 N. CHARLES LINDBERGH DRIVE",,"SALT LAKE CITY","UT","84116","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89933966"
"UCC","89933997","2014-01-13T00:00:00.000","2024-01-13T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, NOT IN ITS INDIVIDUAL CAPACITY BUT SOLELY AS OWNER TRUSTEE","260 N. CHARLES LINDBERGH DRIVE",,"SALT LAKE CITY","UT","84116","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89933997"
"UCC","89933973","2014-01-13T00:00:00.000","2024-01-13T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, NOT IN ITS INDIVIDUAL CAPACITY BUT SOLELY AS OWNER TRUSTEE","260 N. CHARLES LINDBERGH DRIVE",,"SALT LAKE CITY","UT","84116","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89933973"
"UCC","89934012","2014-01-13T00:00:00.000","2024-01-13T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, NOT IN ITS INDIVIDUAL CAPACITY BUT SOLELY AS OWNER TRUSTEE","260 N. CHARLES LINDBERGH DRIVE",,"SALT LAKE CITY","UT","84116","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89934012"
"PF","559302","2001-07-23T00:00:00.000","2031-07-23T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION(CORPORATE TRUST DEPARTMENT)","1300 SW FIFTH AVE 11TH FLOOR",,"PORTLAND","OR","97201","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A559302"
"UCC","8392265","2009-11-03T00:00:00.000","2024-11-03T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, AS TRUSTEE","299 SOUTH MAIN STREET, 12TH FLOOR",,"SALT LAKE CITY","UT","84111","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A8392265"
"UCC","623686","2003-06-10T00:00:00.000","2023-06-10T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, AS TRUSTEE","C/O GMAC COMMERCIAL MORTGAGE CORPORATION","200 WITMER ROAD","HORSHAM","PA","19044","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A623686"
"UCC","89086382","2012-01-04T00:00:00.000","2027-01-04T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, AS TRUSTEE","299 SOUTH MAIN STREET, 12F  **",,"SALT LAKE CITY","UT","84111","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89086382"
"UCC","89702901","2013-04-19T00:00:00.000","2023-04-19T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, AS COLLATERAL AGENT","260 N CHARLES LINDBERGH DR","MAC: U1240-026","SALT LAKE CITY","UT","84116","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89702901"
"UCC","89702881","2013-04-19T00:00:00.000","2023-04-19T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION, AS COLLATERAL AGENT","260 N CHARLES LINDBERGH DR","MAC: U1240-026","SALT LAKE CITY","UT","84116","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89702881"
"UCC","6350396","2003-09-29T00:00:00.000","2023-09-29T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","MAC#U1851-015","PO BOX  8203","BOISE","ID","83707","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A6350396"
"UCC","609696","2003-01-16T00:00:00.000","2023-01-16T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","9900 SW GREENBURG RD",,"TIGARD","OR","97223","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A609696"
"UCC","620663","2003-05-09T00:00:00.000","2023-05-09T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","1320 E. MCANDREWS ROAD",,"MEDFORD","OR","97504","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A620663"
"UCC","614717","2003-03-14T00:00:00.000","2023-03-14T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","9900 SW GREENBURG ROAD",,"TIGARD","OR","97223","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A614717"
"UCC","618293","2003-04-16T00:00:00.000","2023-04-16T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","4233 N.E. SANDY BLVD.",,"PORTLAND","OR","97213","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A618293"
"UCC","6346381","2003-09-24T00:00:00.000","2023-09-24T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","PO BOX 8203",,"BOISE","ID","83707","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A6346381"
"UCC","590225","2002-06-12T00:00:00.000","2027-06-12T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","4233 NE SANDY BLVD",,"PORTLAND","OR","97213","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A590225"
"UCC","616110","2003-03-28T00:00:00.000","2023-03-28T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","9900 SW GREENBURG ROAD",,"TIGARD","OR","97223","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A616110"
"UCC","6350435","2003-09-29T00:00:00.000","2023-09-29T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","PO BOX 8203","MAC 31851-015","BOISE","ID","83707-2203","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A6350435"
"UCC","622377","2003-05-28T00:00:00.000","2023-05-28T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","9900 SW GREENBURG RD",,"TIGARD","OR","97223","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A622377"
"UCC","593802","2002-07-18T00:00:00.000","2027-07-18T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","4233 N.E. SANDY BLVD.",,"PORTLAND","OR","97213","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A593802"
"PF","572360","2001-12-07T00:00:00.000","2031-12-07T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","1300 SW 5TH AVE. - 11TH FLOOR",,"PORTLAND","OR","97201","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A572360"
"UCC","602946","2002-10-29T00:00:00.000","2027-10-29T00:00:00.000","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","4233 NE SANDY BLVD",,"PORTLAND","OR","97213","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A602946"
"UCC","91177494","2017-05-03T00:00:00.000","2027-05-03T00:00:00.000","WELLS FARGO BANK NORTHWEST, N.A., AS TRUSTEE","299 SOUTH MAIN STREET, 5TH FLOOR",,"SALT LAKE CITY","UT","84111","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A91177494"
"UCC","8685915","2010-12-28T00:00:00.000","2025-12-28T00:00:00.000","WELLS FARGO BANK NORTHWEST, N.A., AS TRUSTEE","299 SOUTH MAIN STREET, 12TH FLOOR",,"SALT LAKE CITY","UT","84111","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A8685915"
"UCC","89914867","2013-12-23T00:00:00.000","2023-12-23T00:00:00.000","WELLS FARGO BANK NORTHWEST, N.A., AS TRUSTEE","260 NORTH CHARLES LINDBERGH DRIVE",,"SALT LAKE CITY","UT","84116","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A89914867"
