"division","classification","position","title","_7_31_2019","_8_31_2019","_9_30_2019","_10_31_2019","_11_30_2019","_12_31_2019","_1_31_20","_2_29_2020","_03_31_20","_04_30_2020","_5_31_2020","_6_30_2020","_7_31_2020","_8_31_2020","_9_30_2020","_10_31_2020","_11_30_2020","_12_31_2020","_1_31_2021","_2_28_2021","_3_31_2021","_4_30_2021","_5_31_2021","_06_30_21","_06_30_2021"
"Administration","Accountant 2","4694","BASIC LIFE INSURANCE - $5.000","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58"
"Administration","Accountant 2","4694","DENTAL INSURANCE","137.13","137.13","137.13","137.13","137.13","144.02","144.02","144.02","144.02","144.02","144.02","144.02","144.02","144.02","144.02","144.02","144.02","149.83","149.83","149.83","149.83","149.83","149.83","149.83","149.83"
"Administration","Accountant 2","4694","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34"
"Administration","Accountant 2","4694","HEALTH INSURANCE","1890.58","1890.58","1890.58","1890.58","1890.58","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86","2052.65","2052.65","2052.65","2052.65","2052.65","2052.65","2052.65","2052.65"
"Administration","Accountant 2","4694","PERS PENSION OBLIGATION BOND PAYMENT","337.47","357.68","347.57","347.57","386.38","313.94","313.94","313.94","313.94","313.94","313.94","313.94","329.39","329.39","329.39","342.55","348.26","359.68","359.68","359.68","401.19","359.68","359.68","359.68","359.68"
"Administration","Accountant 2","4694","PERS RETIREMENT","1154.46","1223.60","1189.03","1189.03","1463.41","1189.03","1189.03","1189.03","1189.03","1189.03","1189.03","1189.03","1247.57","1247.57","1247.57","1297.42","1319.04","1362.29","1362.29","1362.29","1519.50","1362.29","1362.29","1371.92","1371.92"
"Administration","Accountant 2","4694","REGULAR EMPLOYEES SALARY","5443.00","5769.00","5606.00","5606.00","6899.60","5606.00","5606.00","5606.00","5606.00","5606.00","5606.00","5606.00","5882.00","5882.00","5882.00","6117.00","6117.00","6117.00","6117.00","6117.00","6822.91","6117.00","6117.00","6117.00","6117.00"
"Administration","Accountant 2","4694","SOCIAL SECURITY & MEDICARE","411.41","436.36","423.88","423.89","522.84","423.00","423.00","423.00","423.00","423.00","423.00","423.00","444.11","449.08","449.10","467.06","474.86","489.64","489.63","489.64","546.35","489.63","489.64","489.64","489.64"
"Administration","Accountant 2","4694","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,,,,,"101.95","305.85","305.85","305.85","341.14","305.85","305.85","305.85","305.85"
"Administration","Accountant 2","4694","WORKERS' BENEFIT FUND ASSESSMENT","2.04","1.92","1.80","1.63","1.54","1.22","1.90","1.80","1.90","0.22","1.41","1.85","1.44","1.56","1.63","1.32","1.50","1.58","1.41","1.29","2.02","1.53","1.67","1.63","1.63"
"Administration","Accountant 3","9007","BASIC LIFE INSURANCE - $5.000","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","1.52","1.52","1.52","1.52","1.52","1.52","1.52","1.52"
"Administration","Accountant 3","9007","DENTAL INSURANCE","131.59","131.59","131.59","131.59","131.59","138.20","138.20","138.20","138.20","138.20","138.20","138.20","138.20","138.20","138.20","138.20","138.20","143.77","143.77","143.77","143.77","143.77","143.77","143.77","143.77"
"Administration","Accountant 3","9007","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34"
"Administration","Accountant 3","9007","HEALTH INSURANCE","2040.34","2040.34","2040.34","2040.34","2040.34","2216.44","2216.44","2216.44","2216.44","2216.44","2216.44","2216.44","2216.44","2216.44","2216.44","2216.44","2216.44","2243.54","2243.54","2243.54","2243.54","2243.54","2243.54","2243.54","2243.54"
"Administration","Accountant 3","9007","PERS PENSION OBLIGATION BOND PAYMENT","389.48","412.80","401.14","401.14","445.94","362.32","362.32","362.32","362.32","362.32","362.32","380.24","380.24","380.24","380.24","395.47","395.47","395.47","395.47","395.47","441.10","395.47","418.29","414.46","414.46"
"Administration","Accountant 3","9007","PERS RETIREMENT","1332.41","1412.16","1372.29","1372.29","1688.99","1372.29","1372.29","1372.29","1372.29","1372.29","1372.29","1440.16","1440.16","1440.16","1440.16","1497.85","1497.85","1497.85","1497.85","1497.85","1670.67","1497.85","1584.26","1580.85","1580.85"
"Administration","Accountant 3","9007","REGULAR EMPLOYEES SALARY","6282.00","6658.00","6470.00","6470.00","7963.20","6470.00","6470.00","6470.00","6470.00","6470.00","6470.00","6790.00","6790.00","6790.00","6790.00","7062.00","7062.00","7062.00","7062.00","7062.00","7876.80","7062.00","7469.40","7401.00","7401.00"
"Administration","Accountant 3","9007","SOCIAL SECURITY & MEDICARE","462.24","491.02","476.65","476.63","590.86","475.11","475.12","475.12","475.12","475.11","475.12","499.60","499.60","499.59","499.60","520.41","520.40","519.92","519.90","519.92","582.24","519.91","551.07","545.84","545.84"
"Administration","Accountant 3","9007","WORKERS' BENEFIT FUND ASSESSMENT","1.99","1.88","1.86","1.66","1.55","1.75","2.00","1.80","1.91","1.86","1.68","1.54","1.56","1.56","1.24","1.79","1.45","1.64","1.53","1.19","1.93","1.73","1.34","1.86","1.86"
"Administration","Accountant 4","13515","BASIC LIFE INSURANCE - $5.000","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58"
"Administration","Accountant 4","13515","DENTAL INSURANCE","54.96","54.96","54.96","54.96","54.96","57.73","57.73","57.73","57.73","57.73","57.73","57.73","57.73","57.73","57.73","57.73","57.73","60.05","60.05","60.05","60.05","60.05","60.05","60.05","60.05"
"Administration","Accountant 4","13515","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34"
"Administration","Accountant 4","13515","HEALTH INSURANCE","684.07","684.07","684.07","684.07","684.07","717.94","717.94","717.94","717.94","717.94","717.94","717.94","717.94","717.94","717.94","717.94","717.94","722.10","722.10","722.10","722.10","722.10","722.10","722.10","722.10"
"Administration","Accountant 4","13515","PERS PENSION OBLIGATION BOND PAYMENT","495.22","549.19","534.35","534.35","482.64","482.64","482.64","482.64","482.64","482.64","482.64","482.64","506.48","506.48","506.48","526.74","526.74","526.74","526.74","526.74","526.74","526.74","526.74","526.74","526.74"
"Administration","Accountant 4","13515","PERS RETIREMENT","1694.12","1878.76","1827.98","1827.98","1827.98","1827.98","1827.98","1827.98","1827.98","1827.98","1827.98","1827.98","1918.27","1918.27","1918.27","1995.03","1995.03","1995.03","1995.03","1995.03","1995.03","1995.03","1995.03","2009.14","2009.14"
"Administration","Accountant 4","13515","REGULAR EMPLOYEES SALARY","7607.00","8063.00","7835.00","7835.00","7835.00","7835.00","7835.00","7835.00","7835.00","7835.00","7835.00","7835.00","8222.00","8222.00","8222.00","8551.00","8551.00","8551.00","8551.00","8551.00","8551.00","8551.00","8551.00","8551.00","8551.00"
"Administration","Accountant 4","13515","SOCIAL SECURITY & MEDICARE","606.43","673.05","654.73","654.73","654.73","654.70","654.71","654.69","654.71","654.70","654.70","654.70","687.27","687.27","687.27","714.95","714.95","714.94","714.96","714.94","714.95","714.94","714.95","714.95","714.95"
"Administration","Accountant 4","13515","WORK OUT OF CLASS & LEADWORK","380.35","794.90","783.50","783.50","783.50","783.50","783.50","783.50","783.50","783.50","783.50","783.50","822.20","822.20","822.20","855.10","855.10","855.10","855.10","855.10","855.10","855.10","855.10","855.10","855.10"
"Administration","Accountant 4","13515","WORKERS' BENEFIT FUND ASSESSMENT","2.12","1.67","0.94","2.05","1.51","1.37","1.82","1.61","1.83","1.76","1.43","1.87","1.44","1.60","0.60","1.75","1.35","1.87","1.54","1.72","1.54","1.60","1.64","1.42","1.42"
"Administration","Accounting Technician 2","3524","BASIC LIFE INSURANCE - $5.000","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58"
"Administration","Accounting Technician 2","3524","DENTAL INSURANCE","109.94","109.94","109.94","109.94","109.94","115.45","115.45","115.45","115.45","115.45","115.45","115.45","115.45","115.45","115.45","115.45","115.45","120.11","120.11","120.11","120.11","120.11","120.11","120.11","120.11"
"Administration","Accounting Technician 2","3524","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34"
"Administration","Accounting Technician 2","3524","HEALTH INSURANCE","1368.12","1368.12","1368.12","1368.12","1368.12","1435.94","1435.94","1435.94","1435.94","1435.94","1435.94","1435.94","1435.94","1435.94","1435.94","1435.94","1435.94","1444.22","1444.22","1444.22","1444.22","1444.22","1444.22","1444.22","1444.22"
"Administration","Accounting Technician 2","3524","PERS PENSION OBLIGATION BOND PAYMENT","254.14","269.39","261.76","261.76","236.43","236.43","236.43","236.43","236.43","236.43","236.43","235.76","248.41","247.74","247.74","257.66","257.66","257.66","257.66","257.66","257.66","257.66","257.66","257.66","257.66"
"Administration","Accounting Technician 2","3524","PERS RETIREMENT","869.40","921.58","895.49","895.49","895.49","895.49","895.49","895.49","895.49","895.49","895.49","892.95","940.87","938.33","938.33","975.87","975.87","975.87","975.87","975.87","975.87","975.87","975.87","982.77","982.77"
"Administration","Accounting Technician 2","3524","REGULAR EMPLOYEES SALARY","4099.00","4345.00","4222.00","4222.00","4222.00","4222.00","4222.00","4222.00","4222.00","4222.00","4222.00","4210.04","4435.96","4424.00","4424.00","4601.00","4601.00","4601.00","4601.00","4601.00","4601.00","4601.00","4601.00","4601.00","4601.00"
"Administration","Accounting Technician 2","3524","SOCIAL SECURITY & MEDICARE","313.76","332.59","323.17","323.19","323.18","323.13","323.11","323.13","323.12","323.12","323.12","322.21","339.49","338.58","338.57","352.12","352.11","352.11","352.10","352.11","352.11","352.10","352.10","352.11","352.11"
"Administration","Accounting Technician 2","3524","WORKERS' BENEFIT FUND ASSESSMENT","1.58","1.54","1.71","2.18","1.69","1.80","1.76","1.82","1.75","0.94","1.56","1.82","1.16","1.26","1.18","1.81","1.58","1.82","1.05","1.32","1.95","1.44","1.23","1.82","1.82"
"Administration","Accounting Technician 2","64950","BASIC LIFE INSURANCE - $5.000","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89",,,,,,,,"1.58","1.58","1.58","1.58","1.58"
"Administration","Accounting Technician 2","64950","DENTAL INSURANCE","137.13","137.13","137.13","137.13","137.13","144.02","144.02","144.02","144.02","144.02","144.02","144.02","144.02",,,,,,,,"150.69","150.69","150.69","150.69","150.69"
"Administration","Accounting Technician 2","64950","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34","2.34",,,,,,,"2.34","2.34","2.34","2.34","2.34","2.34"
"Administration","Accounting Technician 2","64950","HEALTH INSURANCE","1890.58","1890.58","1890.58","1890.58","1890.58","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86","2013.86",,,,,,,,"2103.17","2103.17","2103.17","2103.17","2103.17"
"Administration","Accounting Technician 2","64950","PERS PENSION OBLIGATION BOND PAYMENT","221.09","234.36","241.67","250.77","226.50","226.50","226.50","226.50","226.50","226.50","226.50","226.50","226.50",,,,,,,"168.25","224.34","224.34","224.34","224.34","224.34"
"Administration","Accounting Technician 2","64950","PERS RETIREMENT","525.99","557.55","574.93","596.58","596.58","596.58","596.58","596.58","596.58","596.58","596.58","596.58","596.58",,,,,,,"443.16","590.89","590.89","590.89","692.64","692.64"
"Administration","Accounting Technician 2","64950","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95",,,,,,,,,,,,
"Administration","Accounting Technician 2","64950","REGULAR EMPLOYEES SALARY","3566.00","3780.00","3852.00","3852.00","4740.77","3852.00","3852.00","3852.00","3852.00","3852.00","3852.00","3852.00","3852.00","1467.43",,,,,,"3004.50","4006.00","4006.00","4006.00","4006.00","4006.00"
"Administration","Accounting Technician 2","64950","SOCIAL SECURITY & MEDICARE","268.25","284.64","293.65","304.88","376.26","304.38","304.39","304.38","304.38","304.39","304.38","304.38","304.38",,,,,,,"224.87","294.24","294.24","294.25","294.23","294.23"
"Administration","Accounting Technician 2","64950","WORK OUT OF CLASS & LEADWORK",,,"45.86","192.60","237.03","192.60","192.60","192.60","192.60","192.60","192.60","192.60","192.60","73.37",,,,,,,,,,,
