"date","beneficiary","foreclosures_previous_year","mailing_address","city","state","zip","contact","title"
"2018-01-15T00:00:00.000","2005 Residential Trust 3-1 Wilmington Savings Fund Society","72","1865 NW 169TH Place, Suite 208","Beaverton","OR","97006","Nick Flaherty","Managing Member"
"2018-07-09T00:00:00.000","21st Mortgage","4","620 Market Streeet, suite 100","Knoxville","TN","37901","Troy Suggs","Manager"
"2018-01-09T00:00:00.000","360 Mortgage Group, LLC","2","11305 Four Points Drive","Austin","TX","78726","Jack Carroll","Assistant Vice President"
"2018-08-03T00:00:00.000","Academy Mortgage Cooperation","0","4375 Jutland Drive","San Diego","CA","92117","Mike Huber","General Counsel"
"2018-03-16T00:00:00.000","Adam Rutledge","0","14 N. Central Ave. Suite 104","Medford","OR","97501","Joeseph E. Kellerman","Individual"
"2018-01-18T00:00:00.000","Advantis Credit Union","2","1865 NW 169th Place, Suite 208","Beaverton","OR","97006","Robert Corwin","President/CEO"
"2018-01-27T00:00:00.000","Alaska Air Group Credit Union","0","19530 International Blvd S. Suite 108","Seatac","WA","98188","Daniel Hein","President/CEO"
"2018-01-05T00:00:00.000","Alaska USA Federal Credit Union","0","PO Box 196200","Anchorage","AK","99519-6200","Wayne Bailey","Chief Lending Officer"
"2018-01-24T00:00:00.000","Albina Community Bank","0","P.O. Box 470","Salem","OR","97308-0470","Susan L. Campo","President"
"2018-01-19T00:00:00.000","Allen L. Winters and Patricia R. Winters","0","P.O. Box 359","Coos Bay","OR","97420","Patricia R. Winters","individual"
"2018-01-19T00:00:00.000","Allen L. Winters and Patricia R. Winters","0","P.O. Box 359","Coos Bay","OR","97420","Allen L. Winters","individual"
"2018-09-01T00:00:00.000","Ally Bank","1",,,,,"Matthew Ferragame","Heloc Manager"
"2018-11-06T00:00:00.000","Alyssa A. Alt","0","2941 NW Highway 101","Lincoln City","OR","97367","Brian D. Green","Attorney"
"2018-05-23T00:00:00.000","American Financial Network Inc.","1","4375 Jutland Drive","San Diego","CA","92117","Jonathan Gwin","CEO"
"2018-06-20T00:00:00.000","American Financial Resources, Inc.","21","3637 Sentara Way","Virginia Beach","VA","83452","Shirley Ortiz","Foreclosure Manager"
"2018-01-18T00:00:00.000","American Pacific Mortgage Inc.","100","3000 Lava Ridge Court, Suite 200","Roseville","CA","95661","Matthew Brinitzer","VP of Corporate Services"
"2018-05-03T00:00:00.000","AmeriHome Mortgage Company, LLC","3","920 SW 3rd, 1st Floor","Portland","OR","97204","Mark Kelbaugh","Vice President"
"2018-02-06T00:00:00.000","Amerisave Mortgage Corporation","0","3525 Piedmont Rd NE","Atlanta","GA","30305","Daniel Schoning","Vice President"
"2018-01-22T00:00:00.000","Ameris Bank","0","1800 Parkway Place, Suite 820","Marietta","GA","30067","Ameris Bank","Servicing Manager"
"2018-04-12T00:00:00.000","Andy Stricker","0","10260 SW Greenburg Rd, Ste 1180","Portland","OR","97223","Matthew Kress","Attorney"
"2018-06-11T00:00:00.000","Apex Bank","21","4375 Jutland Drive","San Diego","CA","92117","Jennifer Petersen","AVP"
"2018-06-01T00:00:00.000","Arthur L. Fry and Jeanette L. Fry","0","411 Pine Street","Klamath Falls","OR","97601","Arthur L. Fry and Jeanette L. Fry","Individual"
"2018-09-07T00:00:00.000","Arvest Central Mortgage Company","2","801 John Barrow Road, Suite 1","Little Rock","AR","72205","Slade Camp","Vice President"
"2018-02-27T00:00:00.000","Aspen Properties Group, LLC","0","2700A Philadelphia Road","Edgewood","MD","21040","Stephen C. Gryglewski","Senior Vice President"
"2018-10-29T00:00:00.000","Atlantica LLC","0","4375 Jutland Drive","San Diego","CA","92117","Danielle Raynard","Foreclosure Assistnat"
"2018-11-08T00:00:00.000","Aukland Pastures, LLC","0","PO Box 200","Salem","OR","97301","Erich M. Paetsch","Attorney"
"2018-01-31T00:00:00.000","Avista Corp. Credit Union","0","PO Box 3727 MSC-36","Spokane","WA","99220","Christopher R Jentges","Senior Financial Officer"
"2018-01-17T00:00:00.000","Baker Boyer National Bank","0","Po Box 1796","Walla Walla","WA","99362","Russell S. Colombo","Senior Vice President"
"2018-01-04T00:00:00.000","Bank2","1","909 S. Merdian Ave","Oklahoma City","OK","73108","Rebecca Tucker","Senior Vice President"
"2018-05-15T00:00:00.000","Bank of England, Arkansas","0","4375 Jutland Drive","San Diego","CA","92117","Karen Mills","Servicing Manager"
"2018-08-07T00:00:00.000","Bank of New York Mellon Trust Company","0","4375 Jutland Drive","San Diego","CA","92117","Juan Morales","Attorney-in-Fact"
"2018-01-26T00:00:00.000","Bank of the Pacific","1","1216 Skyview Drive","Aberdeen","WA","98520","Wayne Kepfer","Senior Vice President"
"2018-02-08T00:00:00.000","Bank of the West","7",,,,,"David Ellefson","Vice President"
"2018-01-30T00:00:00.000","Banner Bank","18","10 S. First Avenue","Walla Walla","WA","99362","Jenalynn Mahoney","Assistant Vice President"
"2018-01-23T00:00:00.000","Barbara J. Brenhaug, Trustee, Ashby Family Trust","0","P.O. Box 7530","Brookings","OR","97415","Barbara J. Brenhaug","Individual"
"2018-01-04T00:00:00.000","Beal Bank","1","7195 Dallas Parkway","Plano","TX","95024","Grant A. Hamilton","Authorized loan servicer"
"2018-01-11T00:00:00.000","Benjamin Charles Piper and Kimberly Piper and Bruce Nelson","1","850 NE 122nd Avenue","Portland","OR","97230","Sia Rezvani","Individual"
"2018-07-30T00:00:00.000","BMO Harris Bank National Association","0","5677 Oberlin Drive, Suite 210","San Diego","CA","92121","Sarah Hilado","Officer"
"2018-01-17T00:00:00.000","Boeing Employee's Credit Union","0","PO Box 97050","Seattle","WA","98124-9750","Jim Tiegen","Vice President of Portfolio Management"
"2018-01-18T00:00:00.000","BOKF, N.A","1","7060 South Yale Ave, Suite 200","Tulsa","OK","74136","John Harris","Senior Vice President"
"2018-01-23T00:00:00.000","Branch Banking and Trust Co.","3","7701 Airport Center Dr. 4th Floor","Greensboro","NC","27409","Patrick Carper","Vice President"
"2018-02-23T00:00:00.000","Breske Investments, LLC","0","PO Box 10886","Eugene","OR","97440","Patrick L. Stevens","Authorized Attorney and Agent"
"2018-10-04T00:00:00.000","Brian D. Green and Leslie R. Green","5","2941 NW Highway 101","Lincoln City","OR","97367","Brian D. Green","Individual"
"2018-10-04T00:00:00.000","Brian d. Green Charitable Remainder Unitrust","5","2941 NW Highway 101","Lincoln City","OR","97367","Brian D. Green","Trustee"
"2018-06-14T00:00:00.000","Brian Rahn","0","203 E. main Street, Suite 1","Enterprise","OR","97828","Brian Rahn","Individual"
"2018-08-10T00:00:00.000","Bruce Bergey","0","1300 SW 5th Ave, Suite 3400","Portland","OR","97201","Bruce Bergey","Individual"
"2018-11-08T00:00:00.000","Bruce LaRue and Sharon LaRue","0","133 NW D Street","Grants Pass","OR","97526","Willard Ransom","Attorney"
"2018-01-04T00:00:00.000","Budget Capital Corporation","0",,,,,"Noah Furie","Executive Vice President"
"2018-01-04T00:00:00.000","Budget Finance Company","1",,,,,"Noah Furie","Executive Vice President"
"2018-01-04T00:00:00.000","Budget Funding I, LLC","2",,,,,"Noah Furie","Executive Vice President"
"2018-10-18T00:00:00.000","Butte Falls Land Holdings, LLC","0","823 Alder Creek Drive","Medford","OR","97504","Darrel R. Jarvis","Attorney"
"2018-04-05T00:00:00.000","Capital Real Estate Solutions Trust","0","1271 Washington St, Suite 300","Weymouth","MA","02189","Kristen Perry","Trustee"
"2018-01-12T00:00:00.000","Carisbrook Asset Holding Trust","6",,,,,"Dana Powell","AVP Default Quality Assuance"
"2018-01-19T00:00:00.000","Carolyn J. Palmer","0","P.O Box 1153","Florence","OR","97439","Carolyn J. Palmer","Individual"
"2018-07-09T00:00:00.000","Cedar Coast Trust","0","111 SW Fifth Ave, Suite 3400","Portland","OR","97204","Brenda L. Aguilar","Trustee"
"2018-01-24T00:00:00.000","Central Willamette Community Credit Union","0","7101 Supra Dr","Albany","OR","97321","Rachel Wolfe","Chief Operations Officer"
"2018-03-07T00:00:00.000","Charles Fuchs","0","805 Broadway Street, Suite 1000","Vancouver","WA","98660","Charles Fuchs","Individual"
"2018-10-30T00:00:00.000","Charles Pinnell & Angelita Pinnell","0","142 West 8th Avenue","Eugene","OR","97401","Brian D. Cox","Attorney & Successor Trustee"
"2018-04-05T00:00:00.000","Charles V. Myrin, Steven Myrin","0","PO Box 457","Redmond","OR","97756","Lisa Klemp","Legal Representative"
"2018-01-31T00:00:00.000","Cherry Creek Mortgage Co., Inc","1","7600 E. Orchard Rd. #250-N","Greenwood Village","CO","80111","Jan M. Reid","AVP Compliance/Vender Management"
"2018-01-26T00:00:00.000","Chester and Sally Williams","0","2941 NW Hwy 101","Lincoln City","OR","97367","Brian D. Green","Individual"
"2018-08-08T00:00:00.000","Citadel Properties Profit Sharing Trust","0","1300 SW 5th Ave, Suite 3400","Portland","OR","97201","Bruce Bergey","Trustee"
"2018-01-02T00:00:00.000","CIT Bank, N.A.","88","2900 Esperanza Crossing","Austin","TX","78758","Jon Dickerson","Director"
"2018-01-17T00:00:00.000","Citizens Bank","0","PO Box 30","Corvallis","OR","97339","Steve Terjeson","E.V.P. Chief Lending Officer"
"2018-01-22T00:00:00.000","Citizens Bank, N.A.","0","10561 Telegraph Road","Glen Allen","VA","23059","Rhonda Wells","Senior Forclosure Manager"
"2018-01-16T00:00:00.000","Clackamas County Bank","0","PO Box 38","Sandy","OR","97055","Lisa Hanson","Chief Credit Officer"
"2018-01-08T00:00:00.000","Clackamas Federal Credit Union","0","SE McLoughlin Blvd","Milwaukie","OR","97267","Aaron Goff","Chief Executive Officer"
"2018-06-12T00:00:00.000","CMG Mortgage dba CMG Financial","20","3160 Crow Canyon Rd, Sut 400","San Ramon","CA","94583","Peter Gilbert","Chief Credit Officer"
"2018-03-07T00:00:00.000","Colette Fuchs","0","805 Broadway Street, Suite 1000","Vancouver","WA","98660","Colette Fuchs","Individual"
"2018-10-15T00:00:00.000","Columbia Gorge Habitat for Humanity, Inc.","0","593 Chemeketa St.","Salem","OR","97301","Ruby Mason","President"
"2018-01-19T00:00:00.000","Columbia State Bank","4","P.O. Box 470","Salem","OR","97308","Cecilia Kakela","Vice President, Regional Operations Manager"
"2018-04-19T00:00:00.000","Community Bank","5",,,,,"Bennett H. Goldstein","Attorney"
"2018-02-07T00:00:00.000","Compass Bank","0","8080 North Central Expressway-2nd Floor","Dallas","TX","75206","Dina Culberson","Vice President"
