"registry_number","business_name","entity_type","registry_date","nonprofit_type","associated_name_type","first_name","middle_name","last_name","suffix","not_of_record_entity","entity_of_record_reg_number","entity_of_record_name","address","address_continued","city","state","zip_code"
"2219616","THE AMERICAN LEGION, DEPARTMENT OF OREGON","DOMESTIC NONPROFIT CORPORATION","1919-05-24 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"30450 SW PARKWAY AVE",,"WILSONVILLE","OR","97070"
"2738219","OREGON-COLUMBIA CHAPTER OF THE ASSOCIATED GENERAL CONTRACTORS OF AMERICA","DOMESTIC NONPROFIT CORPORATION","1924-09-05 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"9450 SW COMMERCE CIRCLE STE 200",,"WILSONVILLE","OR","97070"
"3227113","OREGON STATE SOCIETY OF THE NATIONAL SOCIETY, DAUGHTERS OF THE AMERICAN REVOLUTION","DOMESTIC NONPROFIT CORPORATION","1928-12-20 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"7257 SW IRON HORSE ST",,"WILSONVILLE","OR","97070"
"3294212","OREGON BUILDING CONGRESS","DOMESTIC NONPROFIT CORPORATION","1929-06-20 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"9450 SW COMMERCE CIR STE 260",,"WILSONVILLE","OR","97070"
"3622115","OREGON RESTAURANT AND LODGING ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1932-11-04 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8565 SW SALISH LN STE 120",,"WILSONVILLE","OR","97070"
"4035317","ASSOCIATED WALL & CEILING CONTRACTORS OF OREGON AND SOUTHWEST WASHINGTON, INC.","DOMESTIC NONPROFIT CORPORATION","1938-08-01 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"9450 SW COMMERCE CIR STE 200",,"WILSONVILLE","OR","97070"
"4343612","NUT GROWERS' SOCIETY OF OREGON, WASHINGTON AND BRITISH COLUMBIA","DOMESTIC NONPROFIT CORPORATION","1945-11-24 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"29100 SW TOWN CENTER LOOP","SUITE 200","WILSONVILLE","OR","97070"
"4419610","FROGPOND GRANGE III","DOMESTIC NONPROFIT CORPORATION","1946-06-12 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"27350 SW STAFFORD RD",,"WILSONVILLE","OR","97070"
"4640918","OREGON SCHOOL ACTIVITIES ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1947-12-26 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"25200 SW PARKWAY AVENUE STE 1",,"WILSONVILLE","OR","97070"
"4653614","OREGON INDEPENDENT AUTOMOBILE DEALERS ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1948-01-26 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"30240 SW PARKWAY AVE STE 200",,"WILSONVILLE","OR","97070"
"4768313","OREGON DENTAL ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1949-01-19 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8699 SW SUN PL",,"WILSONVILLE","OR","97070"
"6460281","OREGON ASSOCIATION OF NURSERIES","DOMESTIC NONPROFIT CORPORATION","1959-02-17 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"29751 SW TOWN CENTER LP W",,"WILSONVILLE","OR","97070"
"7775810","OREGON DENTAL ASSOCIATION CHARITABLE ACTIVITIES FUND","DOMESTIC NONPROFIT CORPORATION","1966-03-07 00:00:00","PUBLIC BENEFIT","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8699 SW SUN PL",,"WILSONVILLE","OR","97070"
"8596819","OREGON SEED ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1969-04-02 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8600 SW ST HELENS DR","SUITE 100","WILSONVILLE","OR","97070"
"8968612","WILSONVILLE CELEBRATION DAYS, INC.","DOMESTIC NONPROFIT CORPORATION","1970-05-15 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"7700 SW CARRIAGE OAKS LN",,"WILSONVILLE","OR","97070"
"9317413","OREGON CHILD DEVELOPMENT COALITION, INC.","DOMESTIC NONPROFIT CORPORATION","1971-05-21 00:00:00","PUBLIC BENEFIT","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"9140 SW PIONEER CT STE E",,"WILSONVILLE","OR","97070"
"9515115","CHARBONNEAU HOMEOWNERS ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1971-12-01 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8700 SW LAFAYETTE WAY C-HALL",,"WILSONVILLE","OR","97070"
"10002111","WILSONVILLE CHAMBER OF COMMERCE","DOMESTIC NONPROFIT CORPORATION","1973-01-09 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8565 SW SALISH LANE STE 150",,"WILSONVILLE","OR","97070"
"11141512","WILSONVILLE LODGE NO. 1598 LOYAL ORDER OF MOOSE","DOMESTIC NONPROFIT CORPORATION","1975-08-14 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"9215 BARBER ST",,"WILSONVILLE","OR","97070"
"11637717","OREGON NURSERIES FOUNDATION","DOMESTIC NONPROFIT CORPORATION","1976-07-26 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"29751 SW TOWN CENTER LOOP W",,"WILSONVILLE","OR","97070"
"12074217","CHARBONNEAU COUNTRY CLUB","DOMESTIC NONPROFIT CORPORATION","1977-04-19 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"32000 SW CHARBONNEAU DR",,"WILSONVILLE","OR","97070"
"12540415","THE OREGON SOCIETY OF ORAL AND MAXILLOFACIAL SURGEONS","DOMESTIC NONPROFIT CORPORATION","1977-12-15 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8699 SW SUN PLACE",,"WILSONVILLE","OR","97070"
"13144217","GARDEN HOMES AT CHARBONNEAU GREEN TOWNHOME ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1978-09-26 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"6760 SW MOLALLA BEND",,"WILSONVILLE","OR","97070"
"14557516","BOECKMAN CREEK CONDOMINIUM OWNERS' ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1980-07-09 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"29750 SW COURTSIDE DR","BOX A","WILSONVILLE","OR","97070"
"15912819","THE DENTAL FOUNDATION OF OREGON","DOMESTIC NONPROFIT CORPORATION","1982-03-03 00:00:00","PUBLIC BENEFIT","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8699 SW SUN PLACE",,"WILSONVILLE","OR","97070"
"17473612","DAY DREAM RIVER ESTATES HOMEOWNERS ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","1984-02-23 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8655 SW MIAMI",,"WILSONVILLE","OR","97070"
"849083","OREGON CHORALE","DOMESTIC NONPROFIT CORPORATION","1985-10-30 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"29145 SW SAN MIGUEL LA",,"WILSONVILLE","OR","97070"
"3196987","ROBERT BIRD CEMETERY, INC.","DOMESTIC NONPROFIT CORPORATION","1986-05-05 00:00:00","PUBLIC BENEFIT","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"NEWLAND RD",,"WILSONVILLE","OR","97070"
"4237582","PACIFIC RIM GOLDEN RETRIEVER CLUB OF OREGON","DOMESTIC NONPROFIT CORPORATION","1986-08-20 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"10580 SW SUNNYSIDE DRIVE",,"WILSONVILLE","OR","97070"
"8163784","THE NATIONAL FOOTBALL FOUNDATION AND HALL OF FAME, INC. PORT","DOMESTIC NONPROFIT CORPORATION","1987-07-09 00:00:00","PUBLIC BENEFIT","PRINCIPAL PLACE OF BUSINESS",,,,,,,,"8565 SW SALISH LN STE 150",,"WILSONVILLE","OR","97070"
