"county","project_name","address","city","management","contact_phone","total_units","single_room_occupancy","studio","_1_bedroom","_2_bedrooms","_3_bedrooms","_4_bedrooms"
"Jackson","Ashley Gardens Apts","245 Tolman Creek Rd","Ashland","CBM Property Management","541-482-8214","40",,,"8","28","4",
"Jackson","Ashley Senior Center Apts","2301 Siskiyou Blvd","Ashland","CBM Property Management","541-488-2635","83",,"29","54",,,
"Jackson","Bridget Street","404 Bridge St","Ashland","ACCESS","541-779-6691","4",,,,"2","2",
"Jackson","Chestnut Apts","450 Chestnut St","Ashland","Housing Authority of Jackson County","541-779-5785","4",,,,"2","2",
"Jackson","Grant Street Apts","264 Grant St","Ashland","ACCESS","541-779-6691","2",,,,"2",,
"Jackson","Hyde Park","2272 Dollarhide Wy","Ashland","ACCESS","541-779-6691","6",,,"3","1","2",
"Jackson","Parkview Apts","43 Garfield St","Ashland","ACCESS","541-779-6691","6",,"2",,"3","1",
"Jackson","Snowberry Brook","2261 Villard St","Ashland","Housing Authority of Jackson County","541-779-5785","60",,,"12","38","10",
"Jackson","Star Thistle Apts","1971 Siskiyou Blvd","Ashland","Options for Southern Oregon","541-476-2373","11",,,"11",,,
"Jackson","Stratford Apts","553 Clay St","Ashland","Viridian Management","541-482-2366","51",,,"17","29","5",
"Jackson","Central Point Retirement Community","410 Richardson Dr","Central Point","Pacific Retirement Services","541-664-0345","62",,,"62",,,
"Jackson","Countryside Apts","501 Countryside Dr","Central Point","Housing Authority of Jackson County","541-779-5785","2",,,,"2",,
"Jackson","Eighth Street Apts","20 S 8th St","Central Point","Robert R. Smith","541-201-0010","10",,,"10",,,
"Jackson","Liberty Place Apts","405 N 2nd St","Central Point","Housing Authority of Jackson County","541-779-5785","16",,,"8","8",,
"Jackson","Penny Lane Apts","445 N 2nd St","Central Point","Housing Authority of Jackson County","541-779-5785","12",,,"6","6",,
"Jackson","Scenic Heights Apts","1847 Scenic Ave","Central Point","Housing Authority of Jackson County","541-779-5785","47",,,"10","30","7",
"Jackson","West Pine Terrace","345 W Pine St","Central Point","Housing Authority of Jackson County","541-779-5785","50",,,,"50",,
"Jackson","Willow Glen Apts","1200 Cherry St","Central Point","Housing Authority of Jackson County","541-779-5785","74",,,,"52","22",
"Jackson","Butte Creek Apts","113 Onyx St","Eagle Point","Cascade Management Inc.","541-826-3401","32",,,"8","20","4",
"Jackson","Lorraine Court","333 Lorraine Ave","Eagle Point","Cascade Management Inc.","541-476-1141","22",,,"10","12",,
"Jackson","Mill Creek Apts","101 Onyx St","Eagle Point","Housing Authority of Jackson County","541-779-5785","8",,,,"4","4",
"Jackson","Royal Loto Apts","110 Loto St","Eagle Point","Pacific Retirement Services","541-826-6930","16",,"8","7","1",,
"Jackson","Shasta Square","519 S Shasta Ave","Eagle Point","Cascade Management Inc.","541-476-1141","44",,,"4","32","8",
"Jackson","Triple J Apts","247 Lorraine Ave","Eagle Point","Cascade Management Inc.","541-826-3548","8",,,"8",,,
"Jackson","Rose Garden Apts","459 4th Ave","Gold Hill","Housing Authority of Jackson County","541-779-5785","8",,,,"8",,
"Jackson","Big Valley Apts","556 G St","Jacksonville","Chrisman Development","541-899-1929","24",,,"24",,,
"Jackson","11th St Retreat","711 W 11th St","Medford","Housing Authority of Jackson County","541-779-5785","11",,,,"11",,
"Jackson","ARC Apts","119 N Central Ave","Medford","Housing Authority of Jackson County","541-779-5785","6",,,"6",,,
"Jackson","Autumn Glen","2235 Table Rock Rd","Medford","Housing Authority of Jackson County","541-779-5785","14",,,"12","2",,
"Jackson","Barnett Townhomes","1852 E Barnett Rd","Medford","Housing Authority of Jackson County","541-779-5785","82",,,,"21","40","21"
"Jackson","Birch Corners","3 Summit Ave","Medford","ACCESS","541-779-6691","8",,,"6","2",,
"Jackson","Canterbury Hills","3693 Arrowhead Dr","Medford","Housing Authority of Jackson County","541-779-5785","48",,,"14","24","10",
"Jackson","Catalpa Shade Apts","2646 Merriman Rd","Medford","Cascade Management Inc.","541-476-1141","21",,,"16","5",,
