"business_name","entity_type","address","city","state","zip_code"
"UNITED METHODIST CHURCH, OREGON CITY, OREGON","DOMESTIC NONPROFIT CORPORATION","18955 S SOUTH END RD","OREGON CITY","OR","97045"
"UNITED METHODIST CHURCH, OREGON CITY, OREGON","DOMESTIC NONPROFIT CORPORATION","18955 S SOUTH END RD","OREGON CITY","OR","97045"
"UNITED METHODIST CHURCH, OREGON CITY, OREGON","DOMESTIC NONPROFIT CORPORATION","18955 S SOUTH END RD","OREGON CITY","OR","97045"
"UNITED METHODIST CHURCH, OREGON CITY, OREGON","DOMESTIC NONPROFIT CORPORATION","18955 S SOUTH END RD","OREGON CITY","OR","97045"
"UNITED METHODIST CHURCH, OREGON CITY, OREGON","DOMESTIC NONPROFIT CORPORATION","18955 S SOUTH END RD","OREGON CITY","OR","97045"
"WILLAMETTE UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","900 STATE ST","SALEM","OR","97301"
"WILLAMETTE UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","900 STATE ST","SALEM","OR","97301"
"WILLAMETTE UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","900 STATE ST","SALEM","OR","97301"
"WILLAMETTE UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","900 STATE ST","SALEM","OR","97301"
"WILLAMETTE UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","900 STATE ST","SALEM","OR","97301"
"PACIFIC UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","2043 COLLEGE WAY","FOREST GROVE","OR","97116"
"PACIFIC UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","2043 COLLEGE WAY","FOREST GROVE","OR","97116"
"PACIFIC UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","2043 COLLEGE WAY","FOREST GROVE","OR","97116"
"PACIFIC UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","2043 COLLEGE WAY","FOREST GROVE","OR","97116"
"PACIFIC UNIVERSITY","DOMESTIC NONPROFIT CORPORATION","2043 COLLEGE WAY","FOREST GROVE","OR","97116"
"GRAND LODGE OF ANCIENT FREE AND ACCEPTED MASONS OF OREGON","DOMESTIC NONPROFIT CORPORATION","2150 MASONIC WAY","FOREST GROVE","OR","97116"
"GRAND LODGE OF ANCIENT FREE AND ACCEPTED MASONS OF OREGON","DOMESTIC NONPROFIT CORPORATION","2150 MASONIC WAY","FOREST GROVE","OR","97116"
"GRAND LODGE OF ANCIENT FREE AND ACCEPTED MASONS OF OREGON","DOMESTIC NONPROFIT CORPORATION","2150 MASONIC WAY","FOREST GROVE","OR","97116"
"GRAND LODGE OF ANCIENT FREE AND ACCEPTED MASONS OF OREGON","DOMESTIC NONPROFIT CORPORATION","2150 MASONIC WAY","FOREST GROVE","OR","97116"
"GRAND LODGE OF ANCIENT FREE AND ACCEPTED MASONS OF OREGON","DOMESTIC NONPROFIT CORPORATION","2150 MASONIC WAY","FOREST GROVE","OR","97116"
"GRAND LODGE OF OREGON I.O.O.F.","DOMESTIC NONPROFIT CORPORATION","3202 SE HOLGATE BLVD","PORTLAND","OR","97202"
"GRAND LODGE OF OREGON I.O.O.F.","DOMESTIC NONPROFIT CORPORATION","3202 SE HOLGATE BLVD","PORTLAND","OR","97202"
"GRAND LODGE OF OREGON I.O.O.F.","DOMESTIC NONPROFIT CORPORATION","3202 SE HOLGATE BLVD","PORTLAND","OR","97202"
"GRAND LODGE OF OREGON I.O.O.F.","DOMESTIC NONPROFIT CORPORATION","3202 SE HOLGATE BLVD","PORTLAND","OR","97202"
"GRAND LODGE OF OREGON I.O.O.F.","DOMESTIC NONPROFIT CORPORATION","3202 SE HOLGATE BLVD","PORTLAND","OR","97202"
