"business_name","first_name","last_name","address_","zip_code"
"BIGSTOCK FUNDRAISER",,,"20139 GLEN VISTA RD","97703"
"BIGSTOCK FUNDRAISER","BRETT","GINGOLD","20139 GLEN VISTA RD","97703"
"BIGSTOCK FUNDRAISER","BRETT","GINGOLD","20139 GLEN VISTA RD","97703"
"BIGSTOCK FUNDRAISER","LEANN","SCHOALES","20139 GLEN VISTA RD","97703"
"G.G. NAILS",,,"18707 SW CENTURY DR","97702"
"BEND FAMILY FRIENDS","GUNNAR","PETERSON","61940 PETTIGREW ROAD","97702"
"BEND FAMILY FRIENDS",,,"61940 PETTIGREW ROAD","97702"
"BEND FAMILY FRIENDS","GUNNAR","PETERSON","61940 PETTIGREW ROAD","97702"
"BEND FAMILY FRIENDS","LISA","MCCORMICK","61030 SNOWBRUSH DR","97702"
"RANK DRYWALL LLC","ALBERT","LEBARON","1825 NE COBY WAY","97701"
"RANK DRYWALL LLC",,,"1825 NE COBY WAY","97701"
"RANK DRYWALL LLC","ALBERT","LEBARON","1825 NE COBY WAY","97701"
"RANK DRYWALL LLC",,,"1825 NE COBY WAY","97701"
"RANK DRYWALL LLC","ALBERT","LEBARON","1825 NE COBY WAY","97701"
"625 SE 9TH LLC","DESMOND","MOLLENDOR","1415 NE 3RD STREET","97701"
"625 SE 9TH LLC",,,"1415 NE 3RD STREET","97701"
"625 SE 9TH LLC",,,"1415 NE 3RD STREET","97701"
"GOCITYFLEE LLC","MICAH","BRITTON","725 NE REVERE AVE","97701"
"GOCITYFLEE LLC",,,"725 NE REVERE AVE","97701"
"GOCITYFLEE LLC","LINDSAY","WHITE","725 NE REVERE AVE","97701"
"GOCITYFLEE LLC","MICAH","BRITTON","725 NE REVERE AVE","97701"
"GOCITYFLEE LLC",,,"725 NE REVERE AVE","97701"
"GOCITYFLEE LLC","LINDSAY","WHITE","725 NE REVERE AVE","97701"
"WELLIOTTN LLC",,,"1000 SW DISK DR","97702"
"INTROSPECT COUNSELING AND WELLNESS, LLC","REBECCA","BROWN","PO BOX 6513","97708"
"INTROSPECT COUNSELING AND WELLNESS, LLC",,,"PO BOX 6513","97708"
"INTROSPECT COUNSELING AND WELLNESS, LLC","REBECCA","BROWN","PO BOX 6513","97708"
"INTROSPECT COUNSELING AND WELLNESS, LLC",,,"220 OREGON AVENUE","97703"
"INTROSPECT COUNSELING AND WELLNESS, LLC","REBECCA","BROWN","220 OREGON AVENUE","97703"
"ACKLEY LLC",,,"C/O LYNCH MURPHY MCLANE LLP","97702"
"SISTERS COUNTRY HISTORICAL SOCIETY",,,"20604 HUMMINGBIRD LN","97702"
"SISTERS COUNTRY HISTORICAL SOCIETY","JUDY","A TREGO","20604 SE HUMMINGBIRD LANE","97702"
"FLYIN' KYLE LLC","KYLE","SIMMS","1449 NE PURCELL BLVD","97701"
"FLYIN' KYLE LLC",,,"1449 NE PURCELL BLVD","97701"
"FLYIN' KYLE LLC","KYLE","SIMMS","1449 NE PURCELL BLVD","97701"
"FLYIN' KYLE LLC",,,"1449 NE PURCELL BLVD","97701"
"FLYIN' KYLE LLC","KYLE","SIMMS","1449 NE PURCELL BLVD","97701"
"JC AUSTIN LLC","HEESYUN","RUETTGERS","20749 NE SIERRA DR","97701"
"JC AUSTIN LLC",,,"20749 NE SIERRA DR","97701"
"JC AUSTIN LLC","HEESYUN","RUETTGERS","20749 NE SIERRA DR","97701"
"JC AUSTIN LLC","PAUL","RUETTGERS","20749 NE SIERRA DR","97701"
"JC AUSTIN LLC",,,"1215 NW AUSTIN CT","97703"
"JC AUSTIN LLC","PAUL","RUETTGERS","20749 NE SIERRA DR","97701"
"JC OCEANIA LLC","HEESYUN","RUETTGERS","20749 NE SIERRA DR","97701"
"JC OCEANIA LLC","PAUL","RUETTGERS","20749 NE SIERRA DR","97701"
"JC OCEANIA LLC",,,"20749 NE SIERRA DR","97701"
"JC OCEANIA LLC","HEESYUN","RUETTGERS","20749 NE SIERRA DR","97701"
"JC OCEANIA LLC","PAUL","RUETTGERS","20749 NE SIERRA DR","97701"
"JC OCEANIA LLC","PAUL","RUETTGERS","20749 NE SIERRA DR","97701"
"1424 NW 3RD ST, LLC","JORDAN","GRANDLUND","1424 NW 3RD ST","97703"
"1424 NW 3RD ST, LLC",,,"1424 NW 3RD ST","97703"
"1424 NW 3RD ST, LLC",,,"1424 NW 3RD ST","97703"
"1424 NW 3RD ST, LLC","JORDAN","GRANDLUND","1424 NW 3RD ST","97703"
"KECHAPORK LLC","JERRY","KROPACEK","60301 WOODSIDE LOOP","97702"
"KECHAPORK LLC",,,"60301 WOODSIDE LOOP","97702"
"KECHAPORK LLC","JERRY","KROPACEK","60301 WOODSIDE LOOP","97702"
"KECHAPORK LLC","JERRY","KROPACEK","60301 WOODSIDE LOOP","97702"
"CENTRAL TIRE, LLC","BRITTANIY","MEYERS","1750 NE NEFF RD","97701"
"CENTRAL TIRE, LLC","JERONIMO","MEYERS","1750 NE NEFF RD","97701"
"CENTRAL TIRE, LLC",,,"1750 NE NEFF RD","97701"
"CENTRAL TIRE, LLC","BRITTANIY","MEYERS","1750 NE NEFF RD","97701"
"CENTRAL TIRE, LLC","JERONIMO","MEYERS","1750 NE NEFF RD","97701"
"CENTRAL TIRE, LLC",,,"1750 NE NEFF RD","97701"
"CENTRAL TIRE, LLC","BRITTANIY","MEYERS","1750 NE NEFF RD","97701"
"SILVER RAIL ELEMENTARY PTO",,,"61530 STONE CREEK LANE","97702"
"SILVER RAIL ELEMENTARY PTO","LISA","PANZARELLA","61530 STONE CREEK LANE","97702"
"SILVER RAIL ELEMENTARY PTO","LISA","PANZARELLA","61530 STONE CREEK LANE","97702"
"SILVER RAIL ELEMENTARY PTO","KRISTINA","DOWNS","61530 STONE CREEK LANE","97702"
"SUPERSWELL LLC","JASON","SNIDER","1243 NE 12TH ST","97701"
"SUPERSWELL LLC",,,"1243 NE 12TH ST","97701"
"SUPERSWELL LLC","JASON","SNIDER","1243 NE 12TH ST","97701"
"SUPERSWELL LLC",,,"1243 NE 12TH ST","97701"
"SUPERSWELL LLC","JASON","SNIDER","1243 NE 12TH ST","97701"
"MERISTEMATIX CORPORATION","JOHN","GARREN","20777 MINI LANE","97702"
"MERISTEMATIX CORPORATION",,,"20777 MINI LANE","97702"
"MERISTEMATIX CORPORATION","ERIC","BOONE","20777 MINI LANE","97702"
"MERISTEMATIX CORPORATION",,,"20777 MINI LANE","97702"
"MERISTEMATIX CORPORATION","JOHN","GARREN","20777 MINI LANE","97702"
"MERISTEMATIX CORPORATION","JOHN","GARREN","20777 MINI LANE","97702"
"B&G AUTOMOTIVE, INC.","NICHOLAS","GREENLEE","65200 85TH ST","97703"
"B&G AUTOMOTIVE, INC.",,,"65200 85TH ST","97703"
"B&G AUTOMOTIVE, INC.","NICHOLAS","GREENLEE","65200 85TH ST","97703"
"B&G AUTOMOTIVE, INC.",,,"65200 85TH ST","97703"
"B&G AUTOMOTIVE, INC.","NICHOLAS","GREENLEE","65200 85TH ST","97703"
"B&G AUTOMOTIVE, INC.","NICHOLAS","GREENLEE","65200 85TH ST","97703"
"NATIVE ROOTS SALON & SPA LLC","BRIAN","WALLACE","61470 S HIGHWAY 97 STE 2","97702"
"NATIVE ROOTS SALON & SPA LLC","CASSY","WALLACE","61470 S HIGHWAY 97 STE 2","97702"
"NATIVE ROOTS SALON & SPA LLC","RUTH","ROGERS","61470 S HIGHWAY 97 STE 2","97702"
"NATIVE ROOTS SALON & SPA LLC",,,"61470 S HIGHWAY 97 STE 2","97702"
"NATIVE ROOTS SALON & SPA LLC","BRIAN","WALLACE","61470 S HIGHWAY 97 STE 2","97702"
"NATIVE ROOTS SALON & SPA LLC","CASSY","WALLACE","61470 S HIGHWAY 97 STE 2","97702"
"NATIVE ROOTS SALON & SPA LLC","RUTH","ROGERS","61470 S HIGHWAY 97 STE 2","97702"
"NATIVE ROOTS SALON & SPA LLC",,,"61470 S HIGHWAY 97 STE 2","97702"
"HJCLC LLC",,,"1000 SW DISK DR","97702"
"WHISKEY RIVER BAR LLC","MICHAEL","SUMPTER","55250 VELVET CT","97707"
"WHISKEY RIVER BAR LLC",,,"56880 VENTURE LN","97707"
