"date","beneficiary","foreclosures_2019_year","mailing_address","city","state","zip","contact","title"
"2022-01-14T00:00:00.000","1st State Bank","0","PO Box 1468","Saginaw","MI","48605","Jeffrey M. Southcott",
"2022-01-03T00:00:00.000","21st Mortgage Corporation","3","620 market Street","Knoxville","TN","37902","Matthew Webb","Secretary"
"2022-07-20T00:00:00.000","Aaron Schulz and Peggy Schulz Trustees","0","14 N Central Ave","Medford","OR","97501","Joseph Kellerman","Legal Representative"
"2022-01-05T00:00:00.000","Advantis Credit Union","0","1865 NW 169th Place, Suite 208","Beaverton","OR","97006","Jason Werts","President/CEO"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2018-D US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2018-E US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2018-F US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2018-G US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2019-A US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2019-B US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2019-C US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2019-D US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2019-E US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2019-F US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2019-G US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2019-H US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2020-A US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2020-B US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2020-C US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2020-D US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2021-A US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
"2022-01-31T00:00:00.000","Ajax Mortgage Loan 2021-B US Bank NA Indenture Trustee","0","PO Box 230579","Tigard","OR","97281","Debra Johnson","Litigation Specialist"
