"operator_id","operator_name","op_strcity","op_strzip","url","op_country","ticket_revenue","private_contract_revenue","advertising_revenue","public_contract_revenue","federal_funding_revenue","state_funding_revenue","local_funding_revenue","federal_state_local","pub_fund_type_1","pub_fund_source_1","pub_fund_prog_1","pub_fund_type_2","pub_fund_source_2","pub_fund_prog_2","pub_fund_type_3","pub_fund_source_3","pub_fund_prog_3","pub_fund_type_4","pub_fund_source_4","pub_fund_prog_4","pub_fund_type_5","pub_fund_source_5","pub_fund_prog_5","pub_fund_type_6","pub_fund_source_6","pub_fund_prog_6","pub_fund_type_7","pub_fund_source_7","pub_fund_prog_7","pub_fund_type_8","pub_fund_source_8","pub_fund_prog_8","surveyyear","segment_id","seg_length","average_trip_time","season_start_month","season_start_day","season_end_month","season_end_day","route_rates_regulated","route_rate_regulator","passengers","vehicles","avg_daily_brd_pax","avg_daily_brd_veh","vessel1_id","vessel1_name","vessel2_id","vessel2_name","vessel3_id","vessel3_name","segment_name","seg_terminal1_id","seg_terminal2_id","seg_type","serves_nps","terminal_name1","term_city1","term_state1","term_country1","location_1","parking1","local_bus1","intercity_bus1","local_rail1","intercity_rail1","terminal_ownership1","terminal_operation1","terminal_name2","term_city2","term_state2","term_country2","location_2","parking2","local_bus2","intercity_bus2","local_rail2","intercity_rail2","terminal_ownership2","terminal_operation2","mainhorsepowerahead","mainhorsepowerastern","hullmaterial","hullshape","propulsiontype","selfpropindicator","vessel_owned_by","vessel_operated_by","uscg_number1","in_service1","carries_passengers1","carries_vehicles1","carries_freight1","passenger_capacity1","vehicle_capacity1","fuel_type1","fuel_other1","typical_speed1","year_built1","registered_breadth1","registered_depth1","registered_length1","registered_gross_tons1","registered_net_tons1","vessel_ownership1","vessel_operation1","fuel_mileage1","ada_accessible1","engine_lifespan1","census_year_miles1","uscg_number2","in_service2","carries_passengers2","carries_vehicles2","carries_freight2","passenger_capacity2","vehicle_capacity2","fuel_type2","fuel_other2","typical_speed2","year_built2","registered_breadth2","registered_depth2","registered_length2","registered_gross_tons2","registered_net_tons2","vessel_ownership2","vessel_operation2","fuel_mileage2","ada_accessible2","engine_lifespan2","census_year_miles2","uscg_number3","in_service3","carries_passengers3","carries_vehicles3","carries_freight3","passenger_capacity3","vehicle_capacity3","fuel_type3","fuel_other3","typical_speed3","year_built3","registered_breadth3","registered_depth3","registered_length3","registered_gross_tons3","registered_net_tons3","vessel_ownership3","vessel_operation3","fuel_mileage3","ada_accessible3","engine_lifespan3","census_year_miles3"
"179","Sheplers Mackinac Island Ferry Service","Mackinaw City","49701","http://sheplersferry.com","United States","99","1",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","616","6.5","15","4","21","11","1","0",,,,,,,,,,,,"Mackinaw Island Dock - Mackinaw City","293","294","1","0","Mackinaw Island Dock","Mackinaw City","MI","United States","
Mackinaw City, MI 
(45.848471, -84.615148)","1","0","0","0","0","1","1","Mackinaw City","Mackinaw City","MI","United States","
Mackinaw City, MI 
(45.781347, -84.723647)","1","0","0","0","0","1","1",,,,,,"2",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34","Fire Island Ferries Inc.","Bay Shore","11706","http://www.fireislandferries.com","United States","97","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","1888","5","25","4","9","10","15","1","Suffolk County",,"0",,"0",,,,,,,"Dunewood - Fire Island Ferry Terminal","360","353","1","0","Dunewood Bay Shore","Dunewood, Ferry Island","NY","United States","
Dunewood, Ferry Island, NY 
(40.641933, -73.180192)","1","0","0","0","0","1","1","Fire Island Ferry Terminal Bay Shore","Fire Island","NY","United States","
Fire Island, NY 
(40.715584, -73.242442)","1","0","0","0","0","1","1",,,,,,"2",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34","Fire Island Ferries Inc.","Bay Shore","11706","http://www.fireislandferries.com","United States","97","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","1890","6","30","1","1","12","31","1","Suffolk County",,,,,,,,,,,"Ocean Beach - Fire Island Ferry Terminal","377","353","1","0","Ocean Beach Bay Shore","Ocean Beach, Fire Island","NY","United States","
Ocean Beach, Fire Island, NY 
(40.649287, -73.156323)","1","0","0","0","0","0","1","Fire Island Ferry Terminal Bay Shore","Fire Island","NY","United States","
Fire Island, NY 
(40.715584, -73.242442)","1","0","0","0","0","1","1",,,,,,"2",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"194","Tangier and Chesapeake Cruises","Reedville","22539","http://www.tangiercruise.com","United States","95","5",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","680","18","100","5","1","10","15","0",,"100",,"2",,"65","Chesapeake Breeze",,,,,"Buzzard Point - Tangier","510","513","1","0","Buzzard Point","Reedville","VA","United States","
Reedville, VA 
(37.842206, -76.287661)","1","0","0","0","0","1","1","Tangier","Tangier","VA","United States","
Tangier, VA 
(37.828215, -75.991341)","1","0","0","0","0","1","2","1700","1700","1","5","11","1",,,"636601","1","1","0","0","150",,"1",,"12","1983","22.8","6.5","95.7","97","66","1","1","15","1","50","2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"194","Tangier and Chesapeake Cruises","Reedville","22539","http://www.tangiercruise.com","United States","95","5",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","1274","18","100","5","1","10","15","0",,"100",,"2",,"65","Chesapeake Breeze",,,,,"Tangier - Buzzard Point","513","510","1","0","Tangier","Tangier","VA","United States","
Tangier, VA 
(37.828215, -75.991341)","1","0","0","0","0","1","2","Buzzard Point","Reedville","VA","United States","
Reedville, VA 
(37.842206, -76.287661)","1","0","0","0","0","1","1","1700","1700","1","5","11","1",,,"636601","1","1","0","0","150",,"1",,"12","1983","22.8","6.5","95.7","97","66","1","1","15","1","50","2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"279","Island Cruises Inc.","Rye","03870","http://www.uncleoscar.com","United States","95","5",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","909","6.5","45","5","25","9","26","0",,"5000","0","50","0","800","Uncle Oscar",,,,,"Rye Harbor - Star Island","649","650","1","0","Rye Harbor","Rye","NH","United States","
Rye, NH 
(43.001537, -70.751137)","1","0","0","0","0","0","0","Star Island","Rye","NH","United States","
Rye, NH 
(42.978634, -70.614026)","0","0","0","0","0","1","2","300",,"3","4","11","1",,,"666257","1","1","0","0","21",,"1",,"10","1984","12.5","6.7","38","22","18","1","2","8","0","31","5760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"279","Island Cruises Inc.","Rye","03870","http://www.uncleoscar.com","United States","95","5",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","1789","6.5","45","5","25","9","26","0",,"5000","0","50","0","800","Uncle Oscar",,,,,"Star Island - Rye Harbor","650","649","1","0","Star Island","Rye","NH","United States","
Rye, NH 
(42.978634, -70.614026)","0","0","0","0","0","1","2","Rye Harbor","Rye","NH","United States","
Rye, NH 
(43.001537, -70.751137)","1","0","0","0","0","0","0","300",,"3","4","11","1",,,"666257","1","1","0","0","21",,"1",,"10","1984","12.5","6.7","38","22","18","1","2","8","0","31","5760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"268","Island Packers Corp.","Ventura","93001","http://www.islandpackers.com","United States","99.98",,,"0.02",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","900",,"0",,,,,"1","National Park Service",,,,,,,,,,,"Ventura Harbor - San Miguel Island","634","639","1","1","Ventura Harbor","Ventura","CA","United States","
Ventura, CA 
(34.244502, -119.264948)","1","1","0","0","0","0","2","San Miguel Island","Channel Islands NP","CA","United States","
Channel Islands NP, CA 
(34.050436, -120.359083)","0","0","0","0","0","0","2",,,,,,"2",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"268","Island Packers Corp.","Ventura","93001","http://www.islandpackers.com","United States","99.98",,,"0.02",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","2009",,"0",,,,,"1","National Park Service",,,,,,,,,,,"Channel Islands Harbor - Beecher Bay Santa Rosa Island","835","637","1","1","Channel Islands Harbor","Oxnard","CA","United States","
Oxnard, CA 
(34.168395, -119.227818)","1","0","0","0","0","1","2","Beecher Bay Santa Rosa Island","Channel Islands NP","CA","United States","
Channel Islands NP, CA 
(34.008407, -120.046905)","0","0","0","0","0","0","2",,,,,,"2",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34","Fire Island Ferries Inc.","Bay Shore","11706","http://www.fireislandferries.com","United States","97","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,"2016","440","6","30","4","9","11","6","1","Suffolk County",,"0",,"0",,,,,,,"Fire Island Ferry Terminal - Fair Harbor","353","364","1","0","Fire Island Ferry Terminal Bay Shore","Fire Island","NY","United States","
Fire Island, NY 
(40.715584, -73.242442)","1","0","0","0","0","1","1","Fair Harbor Bay Shore","Fair Harbor","NY","United States","
Fair Harbor, NY 
(40.641147, -73.186282)","1","0","0","0","0","1","1",,,,,,"2",,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
