"trdtype","usastate","depe","disagmot","mexstate","canprov","country","value","shipwt","freight_charges","df","contcode","month","year"
"1","AK","20XX","3",,"XA","1220","117977","485","2181","1","X","1","2022"
"1","AK","20XX","3",,"XC","1220","105057","22924","8899","1","X","1","2022"
"1","AK","20XX","3",,"XO","1220","24751","32","871","1","X","1","2022"
"1","AK","20XX","3",,"XQ","1220","2773","1","130","1","X","1","2022"
"1","AK","2304","5","CH",,"2010","27480","0","0","1","0","1","2022"
"1","AK","2304","5","CM",,"2010","56056","0","0","1","0","1","2022"
"1","AK","2304","5","CM",,"2010","245793","0","0","2","0","1","2022"
"1","AK","2304","5","CO",,"2010","5368","0","0","2","0","1","2022"
"1","AK","2304","5","DG",,"2010","5595","0","0","1","0","1","2022"
"1","AK","2304","5","MX",,"2010","3516","0","0","2","0","1","2022"
"1","AK","2304","5","NL",,"2010","55564","0","0","1","0","1","2022"
"1","AK","2304","5","PU",,"2010","10305","0","0","1","0","1","2022"
"1","AK","2304","5","QT",,"2010","17735","0","0","2","0","1","2022"
"1","AK","2304","5","SL",,"2010","20876","0","0","1","0","1","2022"
"1","AK","2304","5","TL",,"2010","44983","0","0","2","0","1","2022"
"1","AK","2304","6","PU",,"2010","31323","0","0","1","0","1","2022"
"1","AK","2305","5","CO",,"2010","89254","0","0","1","0","1","2022"
"1","AK","2305","5","DF",,"2010","4697","0","0","1","0","1","2022"
"1","AK","2305","5","TB",,"2010","28982","0","0","1","0","1","2022"
"1","AK","2402","6","JA",,"2010","28793","0","0","1","0","1","2022"
"1","AK","2506","5","BC",,"2010","46575","0","0","1","0","1","2022"
"1","AK","2506","5","QT",,"2010","12664","0","0","1","0","1","2022"
"1","AK","2604","5","SO",,"2010","46140","0","0","1","1","1","2022"
"1","AK","29XX","3",,"XC","1220","3677","1","334","1","X","1","2022"
"1","AK","3004","5",,"XC","1220","426799","0","8667","1","X","1","2022"
"1","AK","3009","5",,"XC","1220","58643","0","396","1","X","1","2022"
"1","AK","30XX","3",,"XC","1220","7012","5795","374","1","X","1","2022"
"1","AK","30XX","3",,"XC","1220","2676","87","332","2","X","1","2022"
"1","AK","30XX","3",,"XQ","1220","31899","17700","237","1","X","1","2022"
"1","AK","3103","5",,"XC","1220","4865054","0","92988","1","X","1","2022"
"1","AK","3104","5",,"XY","1220","550793","0","7754","1","X","1","2022"
"1","AK","3104","5",,"XY","1220","8029","0","157","2","X","1","2022"
"1","AK","3106","5",,"XC","1220","1788492","0","35040","1","X","1","2022"
"1","AK","3126","5",,"XY","1220","24692","0","484","1","X","1","2022"
"1","AK","31XX","3",,"XC","1220","491301","348","44641","1","X","1","2022"
"1","AK","31XX","3",,"XY","1220","203562","81","20","1","X","1","2022"
"1","AK","3310","5",,"XA","1220","18182","0","475","1","X","1","2022"
"1","AK","3401","5",,"XM","1220","4098","0","38","1","X","1","2022"
"1","AK","3401","5",,"XO","1220","3226","0","198","1","X","1","2022"
"1","AK","3501","3",,"XA","1220","3839","24","75","1","X","1","2022"
"1","AK","35XX","3",,"XA","1220","3466","39","377","2","X","1","2022"
"1","AK","3801","5",,"XO","1220","23447","0","2461","1","X","1","2022"
"1","AK","3801","5",,"XO","1220","149587","0","1480","2","X","1","2022"
"1","AK","3802","5",,"XC","1220","232416","0","4557","1","X","1","2022"
"1","AK","3802","5",,"XO","1220","91681","0","1658","1","X","1","2022"
"1","AK","4101","3",,"XO","1220","16997","72","546","1","X","1","2022"
"1","AK","4101","3",,"XQ","1220","9962","4","195","1","X","1","2022"
"1","AK","70XX","5",,"XC","1220","10075","0","355","1","X","1","2022"
"1","AK","70XX","8",,"XA","1220","664","0","60","1","X","1","2022"
"1","AK","70XX","8",,"XC","1220","4185","0","320","1","X","1","2022"
"1","AK","70XX","8",,"XM","1220","273","0","5","1","X","1","2022"
"1","AL","0106","5",,"XB","1220","108027","0","2033","1","X","1","2022"
"1","AL","0106","5",,"XB","1220","57339","0","2867","2","X","1","2022"
"1","AL","0115","5",,"XB","1220","152497","0","10978","1","X","1","2022"
"1","AL","0115","5",,"XB","1220","51822","0","1510","2","X","1","2022"
"1","AL","0212","5",,"XQ","1220","8651","0","142","1","X","1","2022"
"1","AL","0701","5",,"XO","1220","22414","0","438","1","X","1","2022"
"1","AL","0701","5",,"XO","1220","31127","0","610","2","X","1","2022"
"1","AL","0708","5",,"XO","1220","11347634","0","131699","1","X","1","2022"
"1","AL","0708","5",,"XO","1220","336520","0","7688","2","X","1","2022"
"1","AL","0708","5",,"XQ","1220","104323","0","3563","1","X","1","2022"
"1","AL","0708","5",,"XQ","1220","23311","0","455","2","X","1","2022"
"1","AL","0712","5",,"XA","1220","20710","0","375","2","X","1","2022"
"1","AL","0712","5",,"XO","1220","80849","0","7587","1","X","1","2022"
"1","AL","0712","5",,"XO","1220","25565","0","885","2","X","1","2022"
"1","AL","0712","5",,"XQ","1220","2534685","0","55008","1","X","1","2022"
"1","AL","0712","5",,"XQ","1220","358768","0","6518","2","X","1","2022"
"1","AL","0712","6",,"XO","1220","528792","0","15577","1","X","1","2022"
"1","AL","0712","6",,"XQ","1220","122671","0","3565","1","X","1","2022"
"1","AL","07XX","3",,"XQ","1220","20920","24","79","1","X","1","2022"
"1","AL","07XX","3",,"XQ","1220","3063","218","348","2","X","1","2022"
"1","AL","0901","5",,"XM","1220","4611","0","90","1","X","1","2022"
"1","AL","0901","5",,"XO","1220","36676595","0","404984","1","X","1","2022"
"1","AL","0901","5",,"XO","1220","1947711","0","25158","2","X","1","2022"
"1","AL","0901","5",,"XQ","1220","3070","0","60","2","X","1","2022"
"1","AL","0901","6",,"XO","1220","467365","0","9162","1","X","1","2022"
"1","AL","0901","6",,"XO","1220","91604","0","512","2","X","1","2022"
"1","AL","09XX","3",,"XO","1220","9113","55","178","1","X","1","2022"
"1","AL","13XX","1","XX",,"2010","679646","34493","0","1","0","1","2022"
"1","AL","1704","3",,"XO","1220","77683","173","769","1","X","1","2022"
"1","AL","17XX","1","XX",,"2010","31447365","1835811","0","1","0","1","2022"
"1","AL","17XX","3","XX",,"2010","2570","20","0","2","0","1","2022"
"1","AL","18XX","1","XX",,"2010","341000","906967","0","1","0","1","2022"
"1","AL","18XX","1","XX",,"2010","214920","194023","0","1","1","1","2022"
"1","AL","19XX","1","XX",,"2010","43405863","63699632","0","1","0","1","2022"
"1","AL","19XX","1","XX",,"2010","6041819","12049932","0","1","1","1","2022"
"1","AL","19XX","1","XX",,"2010","3848130","3036064","0","2","0","1","2022"
"1","AL","19XX","1","XX",,"2010","580554","912000","0","2","1","1","2022"
"1","AL","19XX","8",,"XQ","1220","463688","0","15810","1","X","1","2022"
"1","AL","2006","3",,"XO","1220","13778","8","268","1","X","1","2022"
"1","AL","20XX","3",,"XA","1220","466046","5606","2371","1","X","1","2022"
"1","AL","20XX","3",,"XA","1220","27922","157","862","2","X","1","2022"
"1","AL","20XX","3",,"XC","1220","84426","319","423","1","X","1","2022"
"1","AL","20XX","3",,"XM","1220","20668","18","412","1","X","1","2022"
"1","AL","20XX","3",,"XO","1220","1282198","2151","7116","1","X","1","2022"
"1","AL","20XX","3",,"XO","1220","79997","934","1094","2","X","1","2022"
"1","AL","20XX","3",,"XQ","1220","2612415","6796","14771","1","X","1","2022"
"1","AL","20XX","3",,"XQ","1220","370677","455","2441","2","X","1","2022"
"1","AL","20XX","3","XX",,"2010","632765","1218","0","1","0","1","2022"
"1","AL","20XX","3","XX",,"2010","117712","135","0","2","0","1","2022"
"1","AL","2301","5","CO",,"2010","126312","0","0","1","0","1","2022"
"1","AL","2301","5","MX",,"2010","15840","0","0","1","0","1","2022"
"1","AL","2301","5","NL",,"2010","48317","0","0","1","0","1","2022"
"1","AL","2301","5","PU",,"2010","3470","0","0","1","0","1","2022"
"1","AL","2301","5","ZA",,"2010","275175","0","0","1","0","1","2022"
"1","AL","2301","5","ZA",,"2010","13756","0","0","2","0","1","2022"
"1","AL","2301","8","TM",,"2010","16289","0","0","1","X","1","2022"
"1","AL","2303","5","CO",,"2010","677006","0","0","1","0","1","2022"
"1","AL","2303","5","CO",,"2010","42065","0","0","2","0","1","2022"
"1","AL","2303","5","DG",,"2010","371353","0","0","1","0","1","2022"
"1","AL","2303","5","HG",,"2010","743382","0","0","1","0","1","2022"
