Year,LocationAbbr,LocationDesc,DataSource,Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Data_Value_Footnote_Symbol,Greater_Risk_Data_Value_Footnote,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_High_Confidence_Limit,Lesser_Risk_Low_Confidence_Limit,Sample_Size,Sex,Age,GeoLocation,TopicID,SubtopicID,QuestionCode,LocationId,StratID1,StratID2,StratID3,StratificationType,Counties,States
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,68.1941,,,65.0746,71.1585,Did not eat food from a fast food restaurant,31.8059,,,34.9254,28.8415,700,Total,Total,,C05,C44,G10,NULL,S1,A1,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,53.1529,,,41.0217,64.9225,Did not eat food from a fast food restaurant,46.8471,,,58.9783,35.0775,62,Total,13,,C05,C44,G10,NULL,S1,A2,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,64.4825,,,57.0617,71.2665,Did not eat food from a fast food restaurant,35.5175,,,42.9383,28.7335,153,Total,14,,C05,C44,G10,NULL,S1,A3,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,68.1989,,,60.7188,74.8447,Did not eat food from a fast food restaurant,31.8011,,,39.2812,25.1553,147,Total,15,,C05,C44,G10,NULL,S1,A4,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,70.4119,,,63.692,76.3499,Did not eat food from a fast food restaurant,29.5881,,,36.308,23.6501,166,Total,16,,C05,C44,G10,NULL,S1,A5,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,76.9398,,,69.5901,82.9484,Did not eat food from a fast food restaurant,23.0602,,,30.4099,17.0516,120,Total,17,,C05,C44,G10,NULL,S1,A6,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,63.9683,,,59.3166,68.3717,Did not eat food from a fast food restaurant,36.0317,,,40.6834,31.6283,362,Total,13-15,,C05,C44,G10,NULL,S1,A7,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,67.9534,,,64.6973,71.0435,Did not eat food from a fast food restaurant,32.0466,,,35.3027,28.9565,648,Total,13-17,,C05,C44,G10,NULL,S1,A8,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,68.9456,,,64.3835,73.1668,Did not eat food from a fast food restaurant,31.0544,,,35.6165,26.8332,354,Female,Total,,C05,C44,G10,NULL,S7,A1,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,,,,,,Did not eat food from a fast food restaurant,,,,,,34,Female,13,,C05,C44,G10,NULL,S7,A2,CS,Western Pacific,,
