"year","who_region","datasource","country","surveysite","topic","mpower","indicator","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","profession","geolocation","regionabbr","countryabbr","surveysiteabbr","locationid","topicid","mpowerid","indicatorid","stratificationid","datavaluetypeid"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage","18.2",,,,,"55","Administrators","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q59","P02","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Access to Materials and Training",,"Percentage of school personnel who reported ever receiving training to prevent tobacco use among youth","%","Percentage","21.2",,,,,"406","Teachers","(49.817492, 15.472962)","EUR","ez","ez100","364","T12","M99","Q69","P03","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","School Policies","Protect","Percentage of school personnel who agree that schools should have a policy prohibiting tobacco use among school personnel","%","Percentage","59.5",,,,,"469","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T11","M03","Q51","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Access to Materials and Training",,"Percentage of school personnel who reported that non-classroom programs or activities (such as an assembly) are used to teach tobacco use prevention to students in their school","%","Percentage","44.9",,,,,"336","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T12","M99","Q54","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Attitudes",,"Percentage of school personnel who think the price of tobacco products should be increased","%","Percentage","73.1",,,,,"475","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T13","M99","Q65","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who smoked on school property within the year preceding the survey","%","Percentage","38.2",,,,,"55","Administrators","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q60","P02","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage","17.3",,,,,"422","Teachers","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q59","P03","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","School Policies","Protect","Percentage of school personnel who reported that their school has a policy prohibiting tobacco use among students","%","Percentage","84",,,,,"476","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T11","M03","Q56","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Attitudes",,"Percentage of school personnel who think smoke from other people's cigarettes is harmful to them","%","Percentage","99",,,,,"477","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T13","M99","Q61","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Attitudes",,"Percentage of school personnel who think smoking should be banned in public places","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,,"Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T13","M99","Q62","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Attitudes",,"Percentage of school personnel who think teacher tobacco use influences youth tobacco use","%","Percentage","58.3",,,,,"475","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T13","M99","Q63","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","School Policies","Protect","Percentage of school personnel who agree that schools should have a policy prohibiting tobacco use among students","%","Percentage","86.9",,,,,"473","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T11","M03","Q52","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Access to Materials and Training",,"Percentage of school personnel who reported that tobacco use prevention is included in their school's curriculum","%","Percentage",,"—","No Data Available. Indicator was not included in survey.",,,,"Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T12","M99","Q58","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who smoked on school property within the year preceding the survey","%","Percentage","28.9",,,,,"478","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q60","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage","17.4",,,,,"477","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q59","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Access to Materials and Training",,"Percentage of school personnel who reported having access to teaching and learning materials about tobacco use and how to prevent its use among youth","%","Percentage","57.2",,,,,"404","Teachers","(49.817492, 15.472962)","EUR","ez","ez100","364","T12","M99","Q70","P03","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","School Policies","Protect","Percentage of school personnel who reported that their school has a policy prohibiting tobacco use among school personnel","%","Percentage","47.4",,,,,"473","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T11","M03","Q55","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Attitudes",,"Percentage of school personnel who think tobacco product advertising should be completely banned","%","Percentage","86.2",,,,,"477","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T13","M99","Q67","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","5.4",,,,,"423","Teachers","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q68","P03","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","6.1",,,,,"477","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q68","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who have ever smoked cigarettes, even one or two puffs","%","Percentage","61.3",,,,,"419","Teachers","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q53","P03","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Access to Materials and Training",,"Percentage of school personnel who think teachers need specific training to be able to teach students how to avoid or stop using tobacco","%","Percentage","52.6",,,,,"475","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T12","M99","Q64","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","School Policies","Protect","Percentage of school personnel who reported that their school's policy prohibiting tobacco use among students and school personnel is enforced","%","Percentage","60.4",,,,,"477","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T11","M03","Q57","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who smoked on school property within the year preceding the survey","%","Percentage","27.7",,,,,"423","Teachers","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q60","P03","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who have ever smoked cigarettes, even one or two puffs","%","Percentage","61.5",,,,,"52","Administrators","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q53","P02","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who have ever smoked cigarettes, even one or two puffs","%","Percentage","61.4",,,,,"471","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q53","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Attitudes",,"Percentage of school personnel who think the tobacco industry deliberately encourages youth to use tobacco","%","Percentage","73.5",,,,,"476","Total","(49.817492, 15.472962)","EUR","ez","ez100","364","T13","M99","Q66","P9901","Prctg"
"2011","European Region","GSPS","Czech Republic","Czech Republic - National","Prevalence","Monitor","Percentage of school personnel who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","11.1",,,,,"54","Administrators","(49.817492, 15.472962)","EUR","ez","ez100","364","T03","M01","Q68","P02","Prctg"
"2011","South-East Asia Region","GSPS","Maldives","Maldives - National","Access to Materials and Training",,"Percentage of school personnel who reported that tobacco use prevention is included in their school's curriculum","%","Percentage","44.2",,,,,"788","Total","(1.977247, 73.536103)","SEAR","mv","mv100","426","T12","M99","Q58","P9901","Prctg"
"2011","South-East Asia Region","GSPS","Maldives","Maldives - National","Attitudes",,"Percentage of school personnel who think teacher tobacco use influences youth tobacco use","%","Percentage","82.7",,,,,"810","Total","(1.977247, 73.536103)","SEAR","mv","mv100","426","T13","M99","Q63","P9901","Prctg"
"2011","South-East Asia Region","GSPS","Maldives","Maldives - National","Access to Materials and Training",,"Percentage of school personnel who reported that non-classroom programs or activities (such as an assembly) are used to teach tobacco use prevention to students in their school","%","Percentage","52",,,,,"573","Total","(1.977247, 73.536103)","SEAR","mv","mv100","426","T12","M99","Q54","P9901","Prctg"
"2011","South-East Asia Region","GSPS","Maldives","Maldives - National","Prevalence","Monitor","Percentage of school personnel who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage",,"~","Insufficient Sample Size.",,,,"Administrators","(1.977247, 73.536103)","SEAR","mv","mv100","426","T03","M01","Q59","P02","Prctg"
"2011","South-East Asia Region","GSPS","Maldives","Maldives - National","Prevalence","Monitor","Percentage of school personnel who have ever smoked cigarettes, even one or two puffs","%","Percentage","16.8",,,,,"809","Total","(1.977247, 73.536103)","SEAR","mv","mv100","426","T03","M01","Q53","P9901","Prctg"
"2011","South-East Asia Region","GSPS","Maldives","Maldives - National","Prevalence","Monitor","Percentage of school personnel who have ever smoked cigarettes, even one or two puffs","%","Percentage",,"~","Insufficient Sample Size.",,,,"Administrators","(1.977247, 73.536103)","SEAR","mv","mv100","426","T03","M01","Q53","P02","Prctg"
