"yearstart","yearend","locationabbr","locationdesc","datasource","topic","category","question","response","age","gender","raceethnicity","riskfactor","riskfactorresponse","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","numerator","sample_size","locationid","topicid","categoryid","questionid","responseid","datavaluetypeid","ageid","genderid","raceethnicityid","riskfactorid","riskfactorresponseid","geolocation","geographiclevel"
"2017","2017","US","National","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Vision Loss, by major age groups","Any vision loss","All ages","Male","All races","All persons","Total","%","Crude Prevalence","1.82",,,"1.58","2.08","2911182","160371244","59","TVFUNC","CVISAC","QVLM","RVANY","CRDPREV","AGEALL","GM","ALLRACE","RFPERS","RFTOT",,"National"
"2017","2017","US","National","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Blindness, by detailed age groups","US-defined blindness","30-34 years","All genders","All races","All persons","Total","%","Crude Prevalence","0.1",,,"0.07","0.14","22679","21843417","59","TVFUNC","CVISAC","QBD","RVUSB","CRDPREV","AGE3034","GALL","ALLRACE","RFPERS","RFTOT",,"National"
"2017","2017","US","National","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Blindness, by detailed age groups","US-defined blindness","50-54 years","Male","All races","All persons","Total","%","Crude Prevalence","0.11",,,"0.07","0.15","11511","10528652","59","TVFUNC","CVISAC","QBD","RVUSB","CRDPREV","AGE5054","GM","ALLRACE","RFPERS","RFTOT",,"National"
"2017","2017","US","National","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Blindness, by detailed age groups","US-defined blindness","50-54 years","All genders","Black, non-Hispanic","All persons","Total","%","Crude Prevalence","0.22",,,"0.14","0.3","5731","2615579","59","TVFUNC","CVISAC","QBD","RVUSB","CRDPREV","AGE5054","GALL","BLK","RFPERS","RFTOT",,"National"
"2017","2017","US","National","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Blindness, by major age groups","US-defined blindness","All ages","All genders","Black, non-Hispanic","All persons","Total","%","Crude Prevalence","0.42",,,"0.33","0.54","169540","40127928","59","TVFUNC","CVISAC","QBM","RVUSB","CRDPREV","AGEALL","GALL","BLK","RFPERS","RFTOT",,"National"
"2017","2017","IN","Indiana","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Vision Loss, by detailed age groups","Any vision loss","0-11 years","All genders","Other","All persons","Total","%","Crude Prevalence","0.43",,,"0.12","0.83","343","79464","18","TVFUNC","CVISAC","QVLD","RVANY","CRDPREV","AGE011","GALL","OTH","RFPERS","RFTOT","POINT (-86.14996019399 39.766910452)","State"
"2017","2017","NJ","New Jersey","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Vision Loss, by detailed age groups","Any vision loss","0-11 years","All genders","Other","All persons","Total","%","Crude Prevalence","0.32",,,"0.07","0.6","579","179991","34","TVFUNC","CVISAC","QVLD","RVANY","CRDPREV","AGE011","GALL","OTH","RFPERS","RFTOT","POINT (-74.27369128799 40.130570048)","State"
"2017","2017","ND","North Dakota","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Vision Loss, by major age groups","Any vision loss","0-17 years","All genders","Other","All persons","Total","%","Crude Prevalence","0.38",,,"0.16","0.64","84","22104","38","TVFUNC","CVISAC","QVLM","RVANY","CRDPREV","AGE017","GALL","OTH","RFPERS","RFTOT","POINT (-100.1184210489 47.475319779)","State"
"2017","2017","RI","Rhode Island","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Vision Loss, by major age groups","Any vision loss","0-17 years","All genders","Other","All persons","Total","%","Crude Prevalence","0.4",,,"0.15","0.72","79","19597","44","TVFUNC","CVISAC","QVLM","RVANY","CRDPREV","AGE017","GALL","OTH","RFPERS","RFTOT","POINT (-71.52247031399 41.708280193)","State"
"2017","2017","US","National","Prevalence Estimate","Visual Function","Measured Visual Acuity","Prevalence of Vision Loss, by major age groups","Any vision loss","All ages","Female","White, non-Hispanic","All persons","Total","%","Adjusted Prevalence","1.94",,,"1.6","2.29","1937466","99984884","59","TVFUNC","CVISAC","QVLM","RVANY","ADJPREV","AGEALL","GF","WHT","RFPERS","RFTOT",,"National"
