Year,LocationAbbr,LocationDesc,DataSource,Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Data_Value_Footnote_Symbol,Greater_Risk_Data_Value_Footnote,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_High_Confidence_Limit,Lesser_Risk_Low_Confidence_Limit,Sample_Size,Sex,Age,GeoLocation,TopicID,SubtopicID,QuestionCode,LocationId,StratID1,StratID2,StratID3,StratificationType,Counties,States
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,68.1941,,,65.0746,71.1585,Did not eat food from a fast food restaurant,31.8059,,,34.9254,28.8415,700,Total,Total,,C05,C44,G10,NULL,S1,A1,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,37.3041,,,34.0497,40.6777,N/A,62.6959,,,65.9503,59.3223,700,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,CS,Western Pacific,,
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,16.0883,,,13.7095,18.7899,N/A,83.9117,,,86.2905,81.2101,700,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,CS,Western Pacific,,
2015,CW,Curacao,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,69.0206,,,66.8361,71.1233,Did not eat food from a fast food restaurant,30.9794,,,33.1639,28.8767,2747,Total,Total,,C05,C44,G10,NULL,S1,A1,CW,Americas,,
2015,CW,Curacao,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,38.9302,,,36.9205,40.9783,N/A,61.0698,,,63.0795,59.0217,2747,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,CW,Americas,,
2015,CW,Curacao,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,21.2331,,,19.736,22.8116,N/A,78.7669,,,80.264,77.1884,2747,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,CW,Americas,,
2015,GT,Guatemala,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,56.9427,,,49.719,63.8824,Did not eat food from a fast food restaurant,43.0573,,,50.281,36.1176,4333,Total,Total,,C05,C44,G10,NULL,S1,A1,GT,Americas,,
2015,GT,Guatemala,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,26.1497,,,19.7318,33.7767,N/A,73.8503,,,80.2682,66.2233,4333,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,GT,Americas,,
2015,GT,Guatemala,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,14.1925,,,11.6268,17.2142,N/A,85.8075,,,88.3732,82.7858,4333,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,GT,Americas,,
2015,GTC,Guatemala (Capital City Oficial),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,65.7754,,,62.4742,68.9307,Did not eat food from a fast food restaurant,34.2246,,,37.5258,31.0693,1851,Total,Total,,C05,C44,G10,NULL,S1,A1,GTC,Americas,,
