Year,Quarter,LocationAbbrv,LocationDesc,TopicType,Topic,Measure,SubMeasure,Fee-For-Service Plans,Fee-For-Service_Plans_AltValue,Managed Care Plans,Managed Care Plans_AltValue,Summary,Summary_AltValue,GeoLocation,TopicTypeId,TopicId,MeasureId,States,Counties
2022,2,AL,Alabama,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Individual Counseling,Pregnant Women,4,Not Applicable,5,Pregnant Women,4,"(32.840571122, -86.631860762)",MED,910MED,1000MCT,29,94
2022,2,AL,Alabama,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Group Counseling,No,1,Not Applicable,5,No,1,"(32.840571122, -86.631860762)",MED,910MED,1000MCT,29,94
2022,2,AK,Alaska,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Group Counseling,No,1,Not Applicable,5,No,1,"(64.845079957001, -147.722059036)",MED,910MED,1000MCT,51,1673
2022,2,AK,Alaska,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Individual Counseling,Yes,2,Not Applicable,5,Yes,2,"(64.845079957001, -147.722059036)",MED,910MED,1000MCT,51,1673
2022,2,AZ,Arizona,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Individual Counseling,Yes,2,Varies by Plan,3,Varies,7,"(34.86597028, -111.763811277)",MED,910MED,1000MCT,7,986
2022,2,AZ,Arizona,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Group Counseling,No,1,Varies by Plan,3,Varies,7,"(34.86597028, -111.763811277)",MED,910MED,1000MCT,7,986
2022,2,AR,Arkansas,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Group Counseling,No,1,Not Applicable,5,No,1,"(34.748650124, -92.274490743)",MED,910MED,1000MCT,15,998
2022,2,AR,Arkansas,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Individual Counseling,Yes,2,Not Applicable,5,Yes,2,"(34.748650124, -92.274490743)",MED,910MED,1000MCT,15,998
2022,2,CA,California,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Group Counseling,Yes,2,Yes,2,Yes,2,"(37.638640123, -120.999999538)",MED,910MED,1000MCT,8,1340
2022,2,CA,California,Cessation Coverage,Medicaid Coverage of Cessation Treatments and Barriers to Treatments,Medicaid Coverage of Cessation Treatments,Individual Counseling,Yes,2,Yes,2,Yes,2,"(37.638640123, -120.999999538)",MED,910MED,1000MCT,8,1340
