"yearstart","yearend","locationabbr","locationdesc","datasource","topic","category","question","response","age","gender","raceethnicity","riskfactor","riskfactorresponse","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","numerator","sample_size","locationid","topicid","categoryid","questionid","responseid","datavaluetypeid","ageid","genderid","raceethnicityid","riskfactorid","riskfactorresponseid","geolocation"
"2013","2013","MS","Mississippi","MAX","Eye Health Conditions","Cancer and Neoplasms of the Eye","Annual prevalence of treated cancer and neoplasms of the eye","Malignant neoplasm","40-64 years","Female","All races","All patients","Total","%","Crude Prevalence","0.01",,,"0","0.02",,"63000","28","TCOND","CDXC15","QDXC15","R15_1","CRDPREV","AGE4064","GF","ALLRACE","RFALL","RFTOT","POINT(-89.5380308249996 32.7455100990004)"
"2014","2014","WV","West Virginia","MAX","Service Utilization","Cataract Surgery","Percentage of people with diagnosed cataract who had a treatment claim","Any cataract treatment","All ages","Female","All races","Hypertension and cataract","Yes","%","Crude Prevalence","21.28",,,"19.23","23.44","300","1500","54","TUTL","CCATS","QCATS","RCATANY","CRDPREV","AGEALL","GF","ALLRACE","RFHTCAT","RFYES","POINT(-80.7126401349996 38.6655102020004)"
"2013","2013","ID","Idaho","MAX","Eye Health Conditions","Strabismus and Amblyopia","Annual prevalence of treated strabismus and amblyopia","Strabismus","85 years and older","Male","All races","All patients","Total","%","Crude Prevalence","0.21",,,"0.03","0.77",,"900","16","TCOND","CDXC9","QDXC9","R9_1","CRDPREV","AGE85PLUS","GM","ALLRACE","RFALL","RFTOT","POINT(-114.363730041999 43.6826300050004)"
"2013","2013","IN","Indiana","MAX","Eye Health Conditions","Disorders of Refraction and Accommodation","Annual prevalence of treated disorders of refraction and accommodation","Myopia","85 years and older","Female","All races","All patients","Total","%","Crude Prevalence","2.58",,,"2.34","2.83",,"16400","18","TCOND","CDXC7","QDXC7","R7_1","CRDPREV","AGE85PLUS","GF","ALLRACE","RFALL","RFTOT","POINT(-86.1499601939996 39.7669104520004)"
"2013","2013","HI","Hawaii","MAX","Eye Health Conditions","Other Retinal Disorders","Annual prevalence of treated other retinal disorders","Occlusive retinal vascular disease","All ages","Male","All races","All patients","Total","%","Crude Prevalence","0.01",,,"0","0.02",,"104300","15","TCOND","CDXC4","QDXC4","R4_1","CRDPREV","AGEALL","GM","ALLRACE","RFALL","RFTOT","POINT(-157.857749402999 21.3048504350004)"
"2013","2013","WA","Washington","MAX","Eye Health Conditions","Orbital and External Disease","Annual prevalence of treated orbital and external disease","Dry eye syndrome","0-17 years","All genders","All races","All patients","Total","%","Crude Prevalence","0.07",,,"0.06","0.07",,"498900","53","TCOND","CDXC14","QDXC14","R14_5","CRDPREV","AGE017","GALL","ALLRACE","RFALL","RFTOT","POINT(-120.470010789999 47.5222786290004)"
"2014","2014","US","National","MAX","Service Utilization","Treatment for age related macular degeneration","Percentage of people with diagnosed AMD who had a treatment claim","Laser surgery","85 years and older","All genders","All races","Diabetes and AMD","Yes","%","Crude Prevalence","0",,,"0","2.6","0","100","59","TUTL","CAMDTX","QAMD","RLASER","CRDPREV","AGE85PLUS","GALL","ALLRACE","RFDMAMD","RFYES",
"2014","2014","GA","Georgia","MAX","Eye Health Conditions","Strabismus and Amblyopia","Annual prevalence of treated strabismus and amblyopia","Strabismus","All ages","All genders","All races","All patients","Total","%","Crude Prevalence","0.47",,,"0.46","0.48",,"1921100","13","TCOND","CDXC9","QDXC9","R9_1","CRDPREV","AGEALL","GALL","ALLRACE","RFALL","RFTOT","POINT(-83.6275803459996 32.8396810930004)"
"2014","2014","SD","South Dakota","MAX","Eye Health Conditions","Other Visual Disturbances","Annual prevalence of treated other visual disturbances","Night blindness","40-64 years","Male","All races","All patients","Total","%","Crude Prevalence","0.88",,,"0.67","1.14",,"6700","46","TCOND","CDXC12","QDXC12","R12_3","CRDPREV","AGE4064","GM","ALLRACE","RFALL","RFTOT","POINT(-100.373530636999 44.3531300530004)"
"2014","2014","GA","Georgia","MAX","Service Utilization","Imaging or diagnostic test","Percentage of people who had an eye or vision diagnostic test claim","Visual field testing","0-17 years","All genders","All races","Hypertension","Yes","%","Crude Prevalence","0",,,"0","0.33","0","1100","13","TUTL","CTEST","QTEST","RVISFLD","CRDPREV","AGE017","GALL","ALLRACE","RFHT","RFYES","POINT(-83.6275803459996 32.8396810930004)"
"2014","2014","WV","West Virginia","MAX","Service Utilization","Imaging or diagnostic test","Percentage of people who had an eye or vision diagnostic test claim","Flourescein angiography","65-84 years","Male","All races","Hypertension","Yes","%","Crude Prevalence","1.35",,,"0.37","3.42","0","300","54","TUTL","CTEST","QTEST","RANGIO","CRDPREV","AGE6584","GM","ALLRACE","RFHT","RFYES","POINT(-80.7126401349996 38.6655102020004)"
"2013","2013","OK","Oklahoma","MAX","Eye Health Conditions","Diagnosed Blindness and Low Vision","Annual prevalence of treated blindness and low vision","Unqualified impairment in one eye, or unspecified","18-39 years","Male","All races","All patients","Total","%","Crude Prevalence","0.07",,,"0.05","0.09",,"76000","40","TCOND","CDXC8","QDXC8","R8_2","CRDPREV","AGE1839","GM","ALLRACE","RFALL","RFTOT","POINT(-97.5210702139996 35.4720313560004)"
