YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,MeasureId
2019,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,20.2,0.7,18.9,21.5,6744,Overall,All Races,All Ages,All Grades,"(32.84057112200048, -86.63186076199969)",110CSA
2019,AK,Alaska,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.4,1.2,15.1,19.7,2849,Overall,All Races,All Ages,All Grades,"(64.84507995700051, -147.72205903599973)",110CSA
2019,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.9,0.7,13.5,16.3,8468,Overall,All Races,All Ages,All Grades,"(34.865970280000454, -111.76381127699972)",110CSA
2019,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,20.2,0.9,18.5,21.9,5116,Overall,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",110CSA
2019,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,10,0.4,9.3,10.7,10861,Overall,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",110CSA
2019,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.5,0.5,12.6,14.4,8664,Overall,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",110CSA
2019,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.1,0.5,11.1,13.1,8665,Overall,All Races,All Ages,All Grades,"(41.56266102000046, -72.64984095199964)",110CSA
2019,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.9,0.9,14.1,17.7,3705,Overall,All Races,All Ages,All Grades,"(39.008830667000495, -75.57774116799965)",110CSA
2019,DC,District of Columbia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.7,0.9,10.9,14.5,2420,Overall,All Races,All Ages,All Grades,"(38.89037138500049, -77.03196112699965)",110CSA
2019,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.8,0.6,13.7,15.9,15824,Overall,All Races,All Ages,All Grades,"(28.932040377000476, -81.92896053899966)",110CSA
2019,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.3,0.7,14.9,17.7,6847,Overall,All Races,All Ages,All Grades,"(32.83968109300048, -83.62758034599966)",110CSA
