"year","locationabbr","locationdesc","datasource","topic","subtopic","shortquestiontext","greater_risk_question","description","data_value_symbol","data_value_type","greater_risk_data_value","greater_risk_data_value_footnote_symbol","greater_risk_data_value_footnote","greater_risk_low_confidence_limit","greater_risk_high_confidence_limit","lesser_risk_question","lesser_risk_data_value","lesser_risk_data_value_footnote_symbol","lesser_risk_data_value_footnote","lesser_risk_high_confidence_limit","lesser_risk_low_confidence_limit","sample_size","sex","age","geolocation","topicid","subtopicid","questioncode","locationid","stratid1","stratid2","stratid4","stratificationtype"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","33.9472",,,"30.7195","37.3314","Were not physically attacked","66.0528",,,"69.2805","62.6686","693","Total","Total",,"C01","C10","G15","NULL","S1","A1","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","38.8752",,,"27.5107","51.5931","Were not physically attacked","61.1248",,,"72.4893","48.4069","61","Total","13",,"C01","C10","G15","NULL","S1","A2","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","40.8106",,,"33.4548","48.6025","Were not physically attacked","59.1894",,,"66.5452","51.3975","153","Total","14",,"C01","C10","G15","NULL","S1","A3","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","35.7711",,,"28.7322","43.4823","Were not physically attacked","64.2289",,,"71.2678","56.5177","145","Total","15",,"C01","C10","G15","NULL","S1","A4","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","32.4015",,,"26.1707","39.3256","Were not physically attacked","67.5985",,,"73.8293","60.6744","163","Total","16",,"C01","C10","G15","NULL","S1","A5","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","25.0649",,,"18.8746","32.4727","Were not physically attacked","74.9351",,,"81.1254","67.5273","120","Total","17",,"C01","C10","G15","NULL","S1","A6","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","38.4977",,,"33.7258","43.5015","Were not physically attacked","61.5023",,,"66.2742","56.4985","359","Total","13-15",,"C01","C10","G15","NULL","S1","A7","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","34.5023",,,"31.1238","38.045","Were not physically attacked","65.4977",,,"68.8762","61.955","642","Total","13-17",,"C01","C10","G15","NULL","S1","A8","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","31.6089",,,"27.1443","36.4405","Were not physically attacked","68.3911",,,"72.8557","63.5595","351","Female","Total",,"C01","C10","G15","NULL","S7","A1","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage",,,,,,"Were not physically attacked",,,,,,"33","Female","13",,"C01","C10","G15","NULL","S7","A2","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","39.4606",,,"29.1827","50.7635","Were not physically attacked","60.5394",,,"70.8173","49.2365","73","Female","14",,"C01","C10","G15","NULL","S7","A3","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","33.4164",,,"24.1389","44.1829","Were not physically attacked","66.5836",,,"75.8611","55.8171","76","Female","15",,"C01","C10","G15","NULL","S7","A4","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","35.0325",,,"25.9642","45.3289","Were not physically attacked","64.9675",,,"74.0358","54.6711","78","Female","16",,"C01","C10","G15","NULL","S7","A5","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","18.0226",,,"11.1002","27.9068","Were not physically attacked","81.9774",,,"88.8998","72.0932","63","Female","17",,"C01","C10","G15","NULL","S7","A6","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","36.9418",,,"30.2609","44.1636","Were not physically attacked","63.0582",,,"69.7391","55.8364","182","Female","13-15",,"C01","C10","G15","NULL","S7","A7","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","32.7415",,,"28.0276","37.8315","Were not physically attacked","67.2585",,,"71.9724","62.1685","323","Female","13-17",,"C01","C10","G15","NULL","S7","A8","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","36.3684",,,"31.6923","41.3171","Were not physically attacked","63.6316",,,"68.3077","58.6829","337","Male","Total",,"C01","C10","G15","NULL","S8","A1","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage",,,,,,"Were not physically attacked",,,,,,"26","Male","13",,"C01","C10","G15","NULL","S8","A2","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","42.4316",,,"32.2002","53.3555","Were not physically attacked","57.5684",,,"67.7998","46.6445","79","Male","14",,"C01","C10","G15","NULL","S8","A3","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","38.3506",,,"28.0213","49.8503","Were not physically attacked","61.6494",,,"71.9787","50.1497","69","Male","15",,"C01","C10","G15","NULL","S8","A4","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","29.6993",,,"21.6133","39.2939","Were not physically attacked","70.3007",,,"78.3867","60.7061","85","Male","16",,"C01","C10","G15","NULL","S8","A5","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","33.2332",,,"23.4453","44.7204","Were not physically attacked","66.7668",,,"76.5547","55.2796","57","Male","17",,"C01","C10","G15","NULL","S8","A6","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","40.1941",,,"33.4106","47.3749","Were not physically attacked","59.8059",,,"66.5894","52.6251","174","Male","13-15",,"C01","C10","G15","NULL","S8","A7","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physically attacked","Were physically attacked","one or more times during the 12 months before the survey","%","Percentage","36.3756",,,"31.5224","41.5228","Were not physically attacked","63.6244",,,"68.4776","58.4772","316","Male","13-17",,"C01","C10","G15","NULL","S8","A8","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fight","Were in a physical fight","one or more times during the 12 months before the survey","%","Percentage","27.3083",,,"24.3226","30.5128","Were not in a physical fight","72.6917",,,"75.6774","69.4872","700","Total","Total",,"C01","C10","G16","NULL","S1","A1","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fight","Were in a physical fight","one or more times during the 12 months before the survey","%","Percentage","34.7707",,,"24.4456","46.758","Were not in a physical fight","65.2293",,,"75.5544","53.242","62","Total","13",,"C01","C10","G16","NULL","S1","A2","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fight","Were in a physical fight","one or more times during the 12 months before the survey","%","Percentage","30.5607",,,"23.9367","38.0997","Were not in a physical fight","69.4393",,,"76.0633","61.9003","154","Total","14",,"C01","C10","G16","NULL","S1","A3","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fight","Were in a physical fight","one or more times during the 12 months before the survey","%","Percentage","28.4169",,,"21.8665","36.0249","Were not in a physical fight","71.5831",,,"78.1335","63.9751","147","Total","15",,"C01","C10","G16","NULL","S1","A4","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fight","Were in a physical fight","one or more times during the 12 months before the survey","%","Percentage","25.822",,,"20.065","32.5579","Were not in a physical fight","74.178",,,"79.935","67.4421","165","Total","16",,"C01","C10","G16","NULL","S1","A5","CS","Western Pacific"
"2015","CS","Cook Islands","GSHS","Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fight","Were in a physical fight","one or more times during the 12 months before the survey","%","Percentage","19.917",,,"14.3658","26.9383","Were not in a physical fight","80.083",,,"85.6342","73.0617","120","Total","17",,"C01","C10","G16","NULL","S1","A6","CS","Western Pacific"
