Year,LocationAbbr,LocationDesc,DataSource,Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Data_Value_Footnote_Symbol,Greater_Risk_Data_Value_Footnote,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_High_Confidence_Limit,Lesser_Risk_Low_Confidence_Limit,Sample_Size,Sex,Age,GeoLocation,TopicID,SubtopicID,QuestionCode,LocationId,StratID1,StratID2,StratID3,StratificationType,Counties,States
2015,CW,Curacao,GSHS,Sexual Behaviors,Sexual Behaviors,Ever sexual intercourse,Ever had sexual intercourse,NULL,%,Percentage,38.4601,,,34.3573,42.7338,Never had sexual intercourse,61.5399,,,65.6427,57.2662,2589,Total,Total,,C04,C16,G44,NULL,S1,A1,CW,Americas,,
2015,CW,Curacao,GSHS,Sexual Behaviors,Sexual Behaviors,Sex before 14 years,Had sexual intercourse before age 14 years,"for the first time, among students who ever had sexual intercourse",%,Percentage,27.255,,,23.1202,31.8231,Did not have sexual intercourse before age 14 years,72.745,,,76.8798,68.1769,846,Total,Total,,C04,C16,G45,NULL,S1,A1,CW,Americas,,
2015,CW,Curacao,GSHS,Sexual Behaviors,Sexual Behaviors,Multiple sex partners,Had sexual intercourse with two or more persons,during their life,%,Percentage,19.4592,,,16.7299,22.5135,Did not have sexual intercourse with two or more persons,80.5408,,,83.2701,77.4865,2647,Total,Total,,C04,C16,G46,NULL,S1,A1,CW,Americas,,
2015,GT,Guatemala,GSHS,Sexual Behaviors,Sexual Behaviors,Ever sexual intercourse,Ever had sexual intercourse,NULL,%,Percentage,19.7226,,,15.4291,24.8596,Never had sexual intercourse,80.2774,,,84.5709,75.1404,3902,Total,Total,,C04,C16,G44,NULL,S1,A1,GT,Americas,,
2015,GT,Guatemala,GSHS,Sexual Behaviors,Sexual Behaviors,Sex before 14 years,Had sexual intercourse before age 14 years,"for the first time, among students who ever had sexual intercourse",%,Percentage,48.3482,,,36.1857,60.7096,Did not have sexual intercourse before age 14 years,51.6518,,,63.8143,39.2904,561,Total,Total,,C04,C16,G45,NULL,S1,A1,GT,Americas,,
2015,GT,Guatemala,GSHS,Sexual Behaviors,Sexual Behaviors,Multiple sex partners,Had sexual intercourse with two or more persons,during their life,%,Percentage,8.4326,,,5.816,12.0755,Did not have sexual intercourse with two or more persons,91.5674,,,94.184,87.9245,4183,Total,Total,,C04,C16,G46,NULL,S1,A1,GT,Americas,,
2015,GTC,Guatemala (Capital City Oficial),GSHS,Sexual Behaviors,Sexual Behaviors,Ever sexual intercourse,Ever had sexual intercourse,NULL,%,Percentage,21.3031,,,18.4945,24.4104,Never had sexual intercourse,78.6969,,,81.5055,75.5896,1633,Total,Total,,C04,C16,G44,NULL,S1,A1,GTC,Americas,,
2015,GTC,Guatemala (Capital City Oficial),GSHS,Sexual Behaviors,Sexual Behaviors,Sex before 14 years,Had sexual intercourse before age 14 years,"for the first time, among students who ever had sexual intercourse",%,Percentage,57.6796,,,46.8563,67.8128,Did not have sexual intercourse before age 14 years,42.3204,,,53.1437,32.1872,250,Total,Total,,C04,C16,G45,NULL,S1,A1,GTC,Americas,,
2015,GTC,Guatemala (Capital City Oficial),GSHS,Sexual Behaviors,Sexual Behaviors,Multiple sex partners,Had sexual intercourse with two or more persons,during their life,%,Percentage,8.3534,,,7.1922,9.6825,Did not have sexual intercourse with two or more persons,91.6466,,,92.8078,90.3175,1765,Total,Total,,C04,C16,G46,NULL,S1,A1,GTC,Americas,,
2015,GTB,Guatemala (Capital City Private),GSHS,Sexual Behaviors,Sexual Behaviors,Ever sexual intercourse,Ever had sexual intercourse,NULL,%,Percentage,20.4519,,,15.7954,26.0564,Never had sexual intercourse,79.5481,,,84.2046,73.9436,1334,Total,Total,,C04,C16,G44,NULL,S1,A1,GTB,Americas,,
