"yearstart","yearend","locationabbr","locationdesc","datasource","topic","category","question","response","age","gender","raceethnicity","riskfactor","riskfactorresponse","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","numerator","sample_size","locationid","topicid","categoryid","questionid","responseid","datavaluetypeid","ageid","genderid","raceethnicityid","riskfactorid","riskfactorresponseid","geolocation","geographiclevel"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","0-17 years","Female","All races","Education","Advanced degree","%","Crude Prevalence",,"#","Value suppressed",,,,,"59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE017","GF","ALLRACE","RFEDUC","EDADV",,"National"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","0-17 years","Male","All races","Education","Advanced degree","%","Crude Prevalence",,"#","Value suppressed",,,,,"59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE017","GM","ALLRACE","RFEDUC","EDADV",,"National"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","18-39 years","All genders","All races","Education","Advanced degree","%","Crude Prevalence","0.58",,,"0.52","0.66","50596","83921","59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE1839","GALL","ALLRACE","RFEDUC","EDADV",,"National"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","18-39 years","Male","Black, non-Hispanic","All participants","Total","%","Crude Prevalence","1.65",,,"1.48","1.84","108174","43058","59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE1839","GM","BLK","RFAPAR","RFTOT",,"National"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","40-64 years","Female","All races","All participants","Total","%","Crude Prevalence","2.57",,,"2.52","2.63","1361193","548191","59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE4064","GF","ALLRACE","RFAPAR","RFTOT",,"National"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","40-64 years","All genders","Asian","Education","Less than high school","%","Crude Prevalence","2.67",,,"2.24","3.15","19837","7244","59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE4064","GALL","ASN","RFEDUC","EDLSHS",,"National"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","40-64 years","Female","Other","All participants","Total","%","Crude Prevalence","3.88",,,"3.47","4.32","37683","9225","59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE4064","GF","OTH","RFAPAR","RFTOT",,"National"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","65-84 years","All genders","All races","All participants","Total","%","Crude Prevalence","5.08",,,"4.97","5.18","2423582","598259","59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE6584","GALL","ALLRACE","RFAPAR","RFTOT",,"National"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","85 years and older","Male","Hispanic, any race","All participants","Total","%","Crude Prevalence","16.13",,,"14.01","18.43","28135","1737","59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE85PLUS","GM","HISP","RFAPAR","RFTOT",,"National"
"2019","2019","US","National","ACS","Visual Function","Blind or Difficulty Seeing","Percentage of people who are blind or have serious difficulty seeing even when wearing glasses","Yes","85 years and older","All genders","Other","Insurance","Uninsured","%","Crude Prevalence",,"#","Value suppressed",,,,,"59","TVFUNC","CBLIND","ACSBL","RYES","CRDPREV","AGE85PLUS","GALL","OTH","RFINS","INSNONE",,"National"
