"yearstart","yearend","locationabbr","locationdesc","datasource","topic","category","question","response","age","gender","raceethnicity","riskfactor","riskfactorresponse","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","numerator_count","sample_size","locationid","topicid","categoryid","questionid","responseid","datavaluetypeid","ageid","genderid","raceethnicityid","riskfactorid","riskfactorresponseid","geolocation"
"2016","2017","US","National","NSCH","Service Utilization","Need","Percentage of children who needed vision care in the past 12 months but did not receive it","Yes","0-17 years","Female","Other","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"59","TUTL","CNEED","CHNEED","RYES",,"AGE017","GF","OTH","RFAPAR","RFTOT",
"2016","2017","US","National","NSCH","Service Utilization","Need","Percentage of children who needed vision care in the past 12 months but did not receive it","Yes","0-17 years","All genders","All races","All participants","Total","%","Crude Prevalence","24.46",,,"19.40","30.10",,"1639","59","TUTL","CNEED","CHNEED","RYES",,"AGE017","GALL","ALLRACE","RFAPAR","RFTOT",
"2016","2017","OH","Ohio","NSCH","Service Utilization","Screening","Percentage of children who have ever had their vision tested with pictures, shapes, or letters","Yes","0-17 years","Male","Other","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"39","TUTL","CSCRN","CHSCRN","RYES",,"AGE017","GM","OTH","RFAPAR","RFTOT","POINT (-82.4042600559996 40.0602101410004)"
"2016","2017","TN","Tennessee","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Eye doctor or eye specialist","0-17 years","Male","Other","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"47","TUTL","CPTYP","CHPTYP","REYESP",,"AGE017","GM","OTH","RFAPAR","RFTOT","POINT (-85.7744909139996 35.6809405800004)"
"2016","2017","UT","Utah","NSCH","Service Utilization","Need","Percentage of children who needed vision care in the past 12 months but did not receive it","Yes","0-17 years","All genders","Black, non-Hispanic","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"49","TUTL","CNEED","CHNEED","RYES",,"AGE017","GALL","BLK","RFAPAR","RFTOT","POINT (-111.587130634999 39.3607001710004)"
"2016","2017","FL","Florida","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Clinic","0-17 years","Male","White, non-Hispanic","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,"251","12","TUTL","CPTYP","CHPTYP","RCLNC",,"AGE017","GM","WHT","RFAPAR","RFTOT","POINT (-81.9289605389996 28.9320403770004)"
"2016","2017","CA","California","NSCH","Service Utilization","Need","Percentage of children who needed vision care in the past 12 months but did not receive it","Yes","0-17 years","All genders","Black, non-Hispanic","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"6","TUTL","CNEED","CHNEED","RYES",,"AGE017","GALL","BLK","RFAPAR","RFTOT","POINT (-120.999999537999 37.6386401230004)"
"2016","2017","WI","Wisconsin","NSCH","Service Utilization","Screening","Percentage of children who have ever had their vision tested with pictures, shapes, or letters","Yes","0-17 years","Female","Hispanic, any race","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"55","TUTL","CSCRN","CHSCRN","RYES",,"AGE017","GF","HISP","RFAPAR","RFTOT","POINT (-89.8163707419996 44.3931911740004)"
"2016","2017","MO","Missouri","NSCH","Visual Function","Blind or Difficulty Seeing","Percentage of children who are blind or have problems with seeing even when wearing glasses","Yes","0-17 years","Male","Hispanic, any race","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,"44","29","TVFUNC","CBLIND","CHBLND","RYES",,"AGE017","GM","HISP","RFAPAR","RFTOT","POINT (-92.5663000529996 38.6357907760004)"
"2016","2017","IA","Iowa","NSCH","Visual Function","Blind or Difficulty Seeing","Percentage of children who are blind or have problems with seeing even when wearing glasses","Yes","0-17 years","Male","Black, non-Hispanic","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"19","TVFUNC","CBLIND","CHBLND","RYES",,"AGE017","GM","BLK","RFAPAR","RFTOT","POINT (-93.8164905559996 42.4694009130004)"
"2016","2017","US","National","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Eye doctor or eye specialist","0-17 years","All genders","Black, non-Hispanic","All participants","Total","%","Crude Prevalence","56.13",,,"52.93","59.30",,"3171","59","TUTL","CPTYP","CHPTYP","REYESP",,"AGE017","GALL","BLK","RFAPAR","RFTOT",
"2016","2017","VT","Vermont","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Other","0-17 years","Female","All races","All participants","Total","%","Crude Prevalence","0.06",,,"0.00","0.78",,"552","50","TUTL","CPTYP","CHPTYP","COTH",,"AGE017","GF","ALLRACE","RFAPAR","RFTOT","POINT (-72.5176407909996 43.6253812390004)"
"2016","2017","AL","Alabama","NSCH","Visual Function","Blind or Difficulty Seeing","Percentage of children who are blind or have problems with seeing even when wearing glasses","Yes","0-17 years","Male","White, non-Hispanic","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,"456","1","TVFUNC","CBLIND","CHBLND","RYES",,"AGE017","GM","WHT","RFAPAR","RFTOT","POINT (-86.6318607619996 32.8405711220004)"
"2016","2017","PA","Pennsylvania","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Clinic","0-17 years","Female","White, non-Hispanic","All participants","Total","%","Crude Prevalence","1.06",,,"0.13","3.79",,"461","42","TUTL","CPTYP","CHPTYP","RCLNC",,"AGE017","GF","WHT","RFAPAR","RFTOT","POINT (-77.8607002939996 40.7937301520004)"
"2016","2017","FL","Florida","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Eye doctor or eye specialist","0-17 years","All genders","Black, non-Hispanic","All participants","Total","%","Crude Prevalence","65.28",,,"50.35","78.30",,"91","12","TUTL","CPTYP","CHPTYP","REYESP",,"AGE017","GALL","BLK","RFAPAR","RFTOT","POINT (-81.9289605389996 28.9320403770004)"
"2016","2017","CO","Colorado","NSCH","Visual Function","Blind or Difficulty Seeing","Percentage of children who are blind or have problems with seeing even when wearing glasses","Yes","0-17 years","Male","Black, non-Hispanic","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"8","TVFUNC","CBLIND","CHBLND","RYES",,"AGE017","GM","BLK","RFAPAR","RFTOT","POINT (-106.133610920999 38.8438407570004)"
"2016","2017","KY","Kentucky","NSCH","Visual Function","Blind or Difficulty Seeing","Percentage of children who are blind or have problems with seeing even when wearing glasses","Yes","0-17 years","Female","Other","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,"47","21","TVFUNC","CBLIND","CHBLND","RYES",,"AGE017","GF","OTH","RFAPAR","RFTOT","POINT (-84.7749710479996 37.6459702710004)"
"2016","2017","ME","Maine","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Clinic","0-17 years","Female","Other","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,"41","23","TUTL","CPTYP","CHPTYP","RCLNC",,"AGE017","GF","OTH","RFAPAR","RFTOT","POINT (-68.9850313359996 45.2542288940005)"
"2016","2017","NY","New York","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Other","0-17 years","Female","Other","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,"72","36","TUTL","CPTYP","CHPTYP","COTH",,"AGE017","GF","OTH","RFAPAR","RFTOT","POINT (-75.5439704269996 42.8270010320004)"
"2016","2017","ME","Maine","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Other","0-17 years","Male","Black, non-Hispanic","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"23","TUTL","CPTYP","CHPTYP","COTH",,"AGE017","GM","BLK","RFAPAR","RFTOT","POINT (-68.9850313359996 45.2542288940005)"
"2016","2017","TX","Texas","NSCH","Visual Function","Blind or Difficulty Seeing","Percentage of children who are blind or have problems with seeing even when wearing glasses","Yes","0-17 years","All genders","Hispanic, any race","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,"399","48","TVFUNC","CBLIND","CHBLND","RYES",,"AGE017","GALL","HISP","RFAPAR","RFTOT","POINT (-99.4267702059996 31.8272404070004)"
"2016","2017","AL","Alabama","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","School","0-17 years","Male","All races","All participants","Total","%","Crude Prevalence","29.20",,,"23.52","35.41",,"448","1","TUTL","CPTYP","CHPTYP","RSCHL",,"AGE017","GM","ALLRACE","RFAPAR","RFTOT","POINT (-86.6318607619996 32.8405711220004)"
"2016","2017","MA","Massachusetts","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","School","0-17 years","Male","All races","All participants","Total","%","Crude Prevalence","25.01",,,"19.58","31.09",,"564","25","TUTL","CPTYP","CHPTYP","RSCHL",,"AGE017","GM","ALLRACE","RFAPAR","RFTOT","POINT (-72.0826906749996 42.2768704700004)"
"2016","2017","AZ","Arizona","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Eye doctor or eye specialist","0-17 years","Male","Black, non-Hispanic","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"4","TUTL","CPTYP","CHPTYP","REYESP",,"AGE017","GM","BLK","RFAPAR","RFTOT","POINT (-111.763811276999 34.8659702800004)"
"2016","2017","WY","Wyoming","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","Clinic","0-17 years","Female","Other","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,,"56","TUTL","CPTYP","CHPTYP","RCLNC",,"AGE017","GF","OTH","RFAPAR","RFTOT","POINT (-108.109830352999 43.2355413430004)"
"2016","2017","MI","Michigan","NSCH","Service Utilization","Provider Type","Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other","School","0-17 years","Female","Other","All participants","Total","%","Crude Prevalence",,"#","Value suppressed",,,,"70","26","TUTL","CPTYP","CHPTYP","RSCHL",,"AGE017","GF","OTH","RFAPAR","RFTOT","POINT (-84.7143902699996 44.6613195430005)"
