"yearstart","yearend","locationabbr","locationdesc","datasource","class","topic","question","data_value_unit","data_value_type","data_value","data_value_alt","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","total","age_months","gender","race_ethnicity","geolocation","classid","topicid","questionid","datavaluetypeid","locationid","stratificationcategory1","stratification1","stratificationcategoryid1","stratificationid1"
"2020","2020","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 3-23 months old who have a high weight-for-length",,"Value","8.4","8.4",,,"7.7","9.2","5092.0",,,"Female",,"
,  
(41.56266102000046, -72.64984095199964)","OWS","OWS1","Q060","VALUE","09","Gender","Female","GEN","FEMALE"
"2020","2020","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 3-23 months old who have a high weight-for-length",,"Value","10.7","10.7",,,"9.1","12.5","1270.0",,,"Male",,"
,  
(38.89037138500049, -77.03196112699965)","OWS","OWS1","Q060","VALUE","11","Gender","Male","GEN","MALE"
"2020","2020","ND","North Dakota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 3-23 months old who have a high weight-for-length",,"Value","13.8","13.8",,,"12.0","15.8","1305.0",,,"Female",,"
,  
(47.47531977900047, -100.11842104899966)","OWS","OWS1","Q060","VALUE","38","Gender","Female","GEN","FEMALE"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 3-23 months old who have a high weight-for-length",,"Value","8.4","8.4",,,"6.5","10.6","705.0",,,,"Asian/Pacific Islander","
,  
(34.865970280000454, -111.76381127699972)","OWS","OWS1","Q060","VALUE","04","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity",,"Value","14.8","14.8",,,"13.9","15.7","5903.0",,,"Male",,"
,  
(34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Gender","Male","GEN","MALE"
"2020","2020","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have an overweight classification",,"Value","15.4","15.4",,,"14.4","16.4","4755.0",,"36 - 47",,,"
,  
(41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2020","2020","LA","Louisiana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 3-23 months old who have a high weight-for-length",,"Value","9.0","9.0",,,"7.5","10.9","1117.0",,"3 - 5",,,"
,  
(31.31266064400046, -92.44568007099969)","OWS","OWS1","Q060","VALUE","22","Age (months)","3 - 5","AGEMO","AGEMO35"
"2020","2020","WI","Wisconsin","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 3-23 months old who have a high weight-for-length",,"Value","13.7","13.7",,,"12.9","14.5","6844.0",,,,"Non-Hispanic White","
,  
(44.39319117400049, -89.81637074199966)","OWS","OWS1","Q060","VALUE","55","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2020","2020","HI","Hawaii","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity",,"Value","7.9","7.9",,,"4.5","13.6","139.0",,,,"American Indian/Alaska Native","
,  
(21.304850435000446, -157.85774940299973)","OWS","OWS1","Q041","VALUE","15","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 3-23 months old who have a high weight-for-length",,"Value","12.3","12.3",,,"10.4","14.5","952.0",,"6 - 11",,,"
,  
(64.84507995700051, -147.72205903599973)","OWS","OWS1","Q060","VALUE","02","Age (months)","6 - 11","AGEMO","AGEMO611"
"2020","2020","LA","Louisiana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity",,"Value","11.6","11.6",,,"8.0","16.5","216.0",,,,"Asian/Pacific Islander","
,  
(31.31266064400046, -92.44568007099969)","OWS","OWS1","Q041","VALUE","22","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2020","2020","SC","South Carolina","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity",,"Value","11.1","11.1",,,"5.5","21.2","63.0",,,,"American Indian/Alaska Native","
,  
(33.998821303000454, -81.04537120699968)","OWS","OWS1","Q041","VALUE","45","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2020","2020","NV","Nevada","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 3-23 months old who have a high weight-for-length",,"Value","10.4","10.4",,,"9.7","11.1","7548.0",,,"Female",,"
,  
(39.493240390000494, -117.07184056399967)","OWS","OWS1","Q060","VALUE","32","Gender","Female","GEN","FEMALE"
"2020","2020","IA","Iowa","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity",,"Value","14.1","14.1",,,"13.2","15.0","5801.0",,"24 - 35",,,"
,  
(42.46940091300047, -93.81649055599968)","OWS","OWS1","Q041","VALUE","19","Age (months)","24 - 35","AGEMO","AGEMO2435"
