"yearstart","yearend","locationabbr","locationdesc","datasource","class","topic","question","data_value_unit","data_value_type","data_value","data_value_alt","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","total","age_years","education","gender","income","race_ethnicity","geolocation","classid","topicid","questionid","datavaluetypeid","locationid","stratificationcategory1","stratification1","stratificationcategoryid1","stratificationid1"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","27.1","27.1",,,"21.7","33.3","296.0",,"18 - 24",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Age (years)","18 - 24","AGEYR","AGEYR1824"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","30.2","30.2",,,"24.6","36.5","296.0",,"18 - 24",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Age (years)","18 - 24","AGEYR","AGEYR1824"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","22.3","22.3",,,"17.4","28.2","318.0",,"18 - 24",,,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Age (years)","18 - 24","AGEYR","AGEYR1824"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","22.5","22.5",,,"18.6","26.9","576.0",,"25 - 34",,,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Age (years)","25 - 34","AGEYR","AGEYR2534"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","33.6","33.6",,,"29.0","38.5","537.0",,"25 - 34",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Age (years)","25 - 34","AGEYR","AGEYR2534"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","37.5","37.5",,,"32.9","42.4","537.0",,"25 - 34",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Age (years)","25 - 34","AGEYR","AGEYR2534"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","24.6","24.6",,,"20.8","28.9","664.0",,"35 - 44",,,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Age (years)","35 - 44","AGEYR","AGEYR3544"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","31.3","31.3",,,"27.2","35.8","626.0",,"35 - 44",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Age (years)","35 - 44","AGEYR","AGEYR3544"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","43.6","43.6",,,"39.0","48.3","626.0",,"35 - 44",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Age (years)","35 - 44","AGEYR","AGEYR3544"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","28.6","28.6",,,"25.1","32.5","842.0",,"45 - 54",,,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Age (years)","45 - 54","AGEYR","AGEYR4554"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","48.0","48.0",,,"43.7","52.2","777.0",,"45 - 54",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Age (years)","45 - 54","AGEYR","AGEYR4554"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","31.1","31.1",,,"27.3","35.1","777.0",,"45 - 54",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Age (years)","45 - 54","AGEYR","AGEYR4554"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","30.9","30.9",,,"27.4","34.6","1023.0",,"55 - 64",,,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Age (years)","55 - 64","AGEYR","AGEYR5564"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","37.2","37.2",,,"33.2","41.3","946.0",,"55 - 64",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Age (years)","55 - 64","AGEYR","AGEYR5564"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","42.0","42.0",,,"38.0","46.1","946.0",,"55 - 64",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Age (years)","55 - 64","AGEYR","AGEYR5564"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","36.6","36.6",,,"33.7","39.7","1791.0",,"65 or older",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Age (years)","65 or older","AGEYR","AGEYR65PLUS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","38.2","38.2",,,"35.3","41.2","1913.0",,"65 or older",,,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Age (years)","65 or older","AGEYR","AGEYR65PLUS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","34.9","34.9",,,"31.9","38.1","1791.0",,"65 or older",,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Age (years)","65 or older","AGEYR","AGEYR65PLUS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","13.7","13.7",,,"12.0","15.5","1809.0",,,"College graduate",,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Education","College graduate","EDU","EDUCOGRAD"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","36.1","36.1",,,"33.3","38.9","1682.0",,,"College graduate",,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Education","College graduate","EDU","EDUCOGRAD"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","34.8","34.8",,,"32.0","37.7","1682.0",,,"College graduate",,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Education","College graduate","EDU","EDUCOGRAD"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","34.4","34.4",,,"31.3","37.6","1390.0",,,"Some college or technical school",,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Education","Some college or technical school","EDU","EDUCOTEC"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","40.1","40.1",,,"36.9","43.3","1390.0",,,"Some college or technical school",,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Education","Some college or technical school","EDU","EDUCOTEC"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","26.0","26.0",,,"23.4","28.7","1507.0",,,"Some college or technical school",,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Education","Some college or technical school","EDU","EDUCOTEC"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","33.4","33.4",,,"28.1","39.2","452.0",,,"Less than high school",,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Education","Less than high school","EDU","EDUHS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","46.9","46.9",,,"41.2","52.6","477.0",,,"Less than high school",,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Education","Less than high school","EDU","EDUHS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","40.4","40.4",,,"34.8","46.3","452.0",,,"Less than high school",,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Education","Less than high school","EDU","EDUHS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","39.6","39.6",,,"36.4","42.8","1442.0",,,"High school graduate",,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Education","High school graduate","EDU","EDUHSGRAD"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","32.3","32.3",,,"29.3","35.4","1442.0",,,"High school graduate",,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Education","High school graduate","EDU","EDUHSGRAD"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","34.7","34.7",,,"31.7","37.7","1528.0",,,"High school graduate",,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Education","High school graduate","EDU","EDUHSGRAD"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","40.3","40.3",,,"38.0","42.7","2884.0",,,,"Female",,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Gender","Female","GEN","FEMALE"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","29.8","29.8",,,"27.7","32.0","2884.0",,,,"Female",,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Gender","Female","GEN","FEMALE"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","32.1","32.1",,,"30.1","34.3","3165.0",,,,"Female",,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Gender","Female","GEN","FEMALE"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","25.2","25.2",,,"22.9","27.6","2171.0",,,,"Male",,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Gender","Male","GEN","MALE"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","37.8","37.8",,,"35.2","40.5","2089.0",,,,"Male",,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Gender","Male","GEN","MALE"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","37.7","37.7",,,"35.0","40.4","2089.0",,,,"Male",,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Gender","Male","GEN","MALE"
