YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,SubMeasure,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Age,Race,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder,Counties,States
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,YRBSS,Current,%,Percentage,7.4,,,1.3,5.2,10.5,562,Overall,All Ages,White,High School,"(64.845079957001, -147.722059036)",BEH,106BEH,169SSA,1GEN,8AGE,5RAC,2EDU,YRB01,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,YRBSS,Current,%,Percentage,9,,,1.7,6.1,12.9,1326,Overall,All Ages,All Races,High School,"(64.845079957001, -147.722059036)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB04,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,YRBSS,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(64.845079957001, -147.722059036)",BEH,151BEH,168SSP,1GEN,8AGE,8RAC,2EDU,YRB04,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,YRBSS,Current,%,Percentage,15.7,,,1.1,13.6,18.1,1233,Overall,All Ages,All Races,High School,"(64.845079957001, -147.722059036)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB06,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,YRBSS,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(64.845079957001, -147.722059036)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB06,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,Cigar Use (Youth),Smoking Status,Current Cigar Smoker,YRBSS,Current,%,Percentage,5.2,,,0.9,3.7,7.3,644,Female,All Ages,All Races,High School,"(64.845079957001, -147.722059036)",BEH,153BEH,181CIG,3GEN,8AGE,6RAC,2EDU,YRB09,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,YRBSS,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,African American,High School,"(64.845079957001, -147.722059036)",BEH,106BEH,169SSA,1GEN,8AGE,1RAC,2EDU,YRB01,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,YRBSS,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,African American,High School,"(64.845079957001, -147.722059036)",BEH,154BEH,182TUS,1GEN,8AGE,1RAC,2EDU,YRB12,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,Cigar Use (Youth),Smoking Status,Current Cigar Smoker,YRBSS,Current,%,Percentage,6.8,,,1.8,4,11.3,564,Overall,All Ages,White,High School,"(64.845079957001, -147.722059036)",BEH,153BEH,181CIG,1GEN,8AGE,5RAC,2EDU,YRB09,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,Cigar Use (Youth),Smoking Status,Current Cigar Smoker,YRBSS,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(64.845079957001, -147.722059036)",BEH,153BEH,181CIG,1GEN,8AGE,8RAC,2EDU,YRB09,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,Cigar Use (Youth),Smoking Status,Current Cigar Smoker,YRBSS,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,African American,High School,"(64.845079957001, -147.722059036)",BEH,153BEH,181CIG,1GEN,8AGE,1RAC,2EDU,YRB09,1,1673,51
2017,AK,Alaska,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,YRBSS,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(64.845079957001, -147.722059036)",BEH,154BEH,182TUS,1GEN,8AGE,9RAC,2EDU,YRB12,1,1673,51
