Year,Quarter,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,DataSource,ProvisionGroupDesc,ProvisionDesc,ProvisionValue,Citation,ProvisionAltValue,DataType,Comments,Enacted_Date,Effective_Date,GeoLocation,DisplayOrder,TopicTypeId,TopicId,MeasureId,ProvisionGroupID,ProvisionID,States,Counties
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Restaurants,OSH,Restriction Areas,Type of Restriction in Restaurant Bar Area,None,"ALA. CODE §§ 22-15A-3 (8) & 22-15A-6(a), (d)",1,Ranking,,06/19/2003,09/01/2003,"(32.84057112200048, -86.63186076199969)",20,LEG,600LEG,610RES,15GRP,231,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Private Worksites,OSH,Additional Requirements,Non-Retaliation Provision,No Provision,,0,Yes/No,,,,"(32.84057112200048, -86.63186076199969)",25,LEG,600LEG,605PWK,20GRP,24,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Private Worksites,OSH,Additional Requirements,Minimum Number of Employees Required (#),No Provision,,0,Number,,,,"(32.84057112200048, -86.63186076199969)",20,LEG,600LEG,605PWK,20GRP,23,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Restaurants,OSH,Penalties,Penalty to Business (Type),Civil Penalty,ALA. CODE § 22-15A-8(b),0,,,06/19/2003,09/01/2003,"(32.84057112200048, -86.63186076199969)",50,LEG,600LEG,610RES,60GRP,46,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Bars,OSH,Restriction Areas,Distance From Entrances/Exits (ft),No Provision,,0,,,,,"(32.84057112200048, -86.63186076199969)",5,LEG,600LEG,643BAR,15GRP,346,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Restaurants,OSH,Restriction Areas,Type of Restriction in Restaurant Patron Area,None,"ALA. CODE §§ 22-15A-3 (8) & 22-15A-6(a), (d)",1,Ranking,"The decision to not provide a designated smoking area in AL restaurants is at the discretion of the owner. The statute provides if the owner decides the restaurant is too small, DSA is not required.",06/19/2003,09/01/2003,"(32.84057112200048, -86.63186076199969)",15,LEG,600LEG,610RES,15GRP,233,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Private Worksites,OSH,Additional Requirements,Minimum Number of Employees Required,No Provision,,0,Yes/No,,,,"(32.84057112200048, -86.63186076199969)",15,LEG,600LEG,605PWK,20GRP,22,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Private Worksites,OSH,Penalties,Maximum Penalty ($),50,ALA. CODE § 22-15A-8(b),50,Money,,06/19/2003,09/01/2003,"(32.84057112200048, -86.63186076199969)",80,LEG,600LEG,605PWK,60GRP,32,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Private Worksites,OSH,Enforcement,Enforcement Authority,Yes,ALA. CODE § 22-15A-8(a),2,Yes/No,,06/19/2003,09/01/2003,"(32.84057112200048, -86.63186076199969)",50,LEG,600LEG,605PWK,50GRP,26,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Restaurants,OSH,Additional Requirements,Minimum Seating Capacity (#),No Provision,,0,Number,,,,"(32.84057112200048, -86.63186076199969)",32,LEG,600LEG,610RES,20GRP,40,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Restaurants,OSH,Enforcement,Enforcement Authority,Yes,ALA. CODE § 22-15A-8(a),2,Yes/No,,06/19/2003,09/01/2003,"(32.84057112200048, -86.63186076199969)",34,LEG,600LEG,610RES,50GRP,42,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Bars,OSH,Enforcement,Enforcement (Type),No Provision,,0,,,,,"(32.84057112200048, -86.63186076199969)",7,LEG,600LEG,643BAR,50GRP,237,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Restaurants,OSH,Restrictions,Type of Restriction in Restaurant (Summary),None,"ALA. CODE §§ 22-15A-3 (8) & 22-15A-6(a), (d)",1,Ranking,,06/19/2003,09/01/2003,"(32.84057112200048, -86.63186076199969)",5,LEG,600LEG,610RES,10GRP,37,29,94
2022,3,AL,Alabama,Legislation - Smokefree Indoor Air,Restaurants,OSH,Penalties,Minimum Penalty ($),No Minimum,ALA. CODE § 22-15A-8,0,Money,,06/19/2003,09/01/2003,"(32.84057112200048, -86.63186076199969)",55,LEG,600LEG,610RES,60GRP,47,29,94
