Citation Number,Police Agency Code,Police Agency Name,Citation Charge,Date Occurred,Time Entered,Street Number,Street Direction,Street Name,Apartment/Floor,city,geox,geoy,Case Number,Race Code,Sex Code,age,Ethnicity Code,Residence Code,Court Code,Court Name,Court Date/Time,Court Address,Employee Unit Code,Employee Division Code,Employee Section Code,Employee Shift Code,tract,Tract Description,Zone Code,Zone Description,District Code,District Description,Reporting Area Code,Reporting Area Desc.,Neighborhood Code,Neighborhood Description,Subdivision Code,Subdivision Description,accident,speed,speedzone,location,IsAccident,warnonly,Beats,Neighborhoods
E107599,JCPD,JOHNS CREEK POLICE DEPARTMENT,FAILURE TO MAINTAIN LANE,03/16/2020 07:31:35 AM,0731,10894,,JONES BRIDGE RD/STATE BRIDGE RD,,JOHNS CREEK,34.0464630126953,-84.2230682373047,,B,M,23,N,,MUNI,JOHNS CREEK MUNICIPAL CT,04/21/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,A,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0464630126953, -84.2230682373047)",True,False,4,
E107602,JCPD,JOHNS CREEK POLICE DEPARTMENT,CRUELTY TO CHILDREN,03/17/2020 03:39:16 AM,0339,4970,,N BRIDGES DR,,JOHNS CREEK,34.0541076660156,-84.2148971557617,2020001143,W,M,41,H,,MAG,FULTON COUNTY MAGISTRATE CT,,136 Pryor Street  SW 5th Floor Atlanta  GA 30303 404-612-9044,JCPD,SS,TRN,,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,NBRD,NORTH BRIDGES,,0,0,"(34.0541076660156, -84.2148971557617)",False,False,4,161
E107601,JCPD,JOHNS CREEK POLICE DEPARTMENT,BATTERY,03/17/2020 03:39:16 AM,0339,4970,,N BRIDGES DR,,JOHNS CREEK,34.0541076660156,-84.2148971557617,2020001143,W,M,41,H,,MAG,FULTON COUNTY MAGISTRATE CT,,136 Pryor Street  SW 5th Floor Atlanta  GA 30303 404-612-9044,JCPD,SS,TRN,,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,NBRD,NORTH BRIDGES,,0,0,"(34.0541076660156, -84.2148971557617)",False,False,4,161
E107603,JCPD,JOHNS CREEK POLICE DEPARTMENT,CRIMINAL DAMAGE TO PROPERTY 2ND DEGREE,03/17/2020 03:39:16 AM,0339,4970,,N BRIDGES DR,,JOHNS CREEK,34.0541076660156,-84.2148971557617,2020001143,W,M,41,H,,MAG,FULTON COUNTY MAGISTRATE CT,,136 Pryor Street  SW 5th Floor Atlanta  GA 30303 404-612-9044,JCPD,SS,TRN,,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,NBRD,NORTH BRIDGES,,0,0,"(34.0541076660156, -84.2148971557617)",False,False,4,161
E107604,JCPD,JOHNS CREEK POLICE DEPARTMENT,CRIMINAL TRESPASS,03/17/2020 03:39:16 AM,0339,4970,,N BRIDGES DR,,JOHNS CREEK,34.0541076660156,-84.2148971557617,2020001143,W,M,41,H,,MAG,FULTON COUNTY MAGISTRATE CT,,136 Pryor Street  SW 5th Floor Atlanta  GA 30303 404-612-9044,JCPD,SS,TRN,,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,NBRD,NORTH BRIDGES,,0,0,"(34.0541076660156, -84.2148971557617)",False,False,4,161
E107606,JCPD,JOHNS CREEK POLICE DEPARTMENT,FAILURE TO MAINTAIN LANE,03/17/2020 01:04:50 PM,1304,10720,,ABBOTTS BRIDGE RD,,JOHNS CREEK,34.0440292358398,-84.1761169433594,2020001144,W,M,29,,,MUNI,JOHNS CREEK MUNICIPAL CT,04/21/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,A,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0440292358398, -84.1761169433594)",True,False,3,
53166,JCPD,JOHNS CREEK POLICE DEPARTMENT,FAILURE TO APPEAR,10/13/2019 03:30:59 AM,0400,5791,,STATE BRIDGE RD/MEDLOCK BRIDGE RD,,JOHNS CREEK,34.0181350708008,-84.1900177001953,2019004499,B,M,26,N,N,,,,,JCPD,UN,PAT,D,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0181350708008, -84.1900177001953)",False,False,4,
E109509,JCPD,JOHNS CREEK POLICE DEPARTMENT,EXPIRED TAG,08/11/2020 12:20:13 AM,0020,,,OLD ALABAMA RD/JONES BRIDGE RD,,JOHNS CREEK,34.0244255065918,-84.2525177001953,,W,M,24,N,,MUNI,JOHNS CREEK MUNICIPAL CT,10/08/2020 10:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,D,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,0,0,"(34.0244255065918, -84.2525177001953)",False,False,7,
E107609,JCPD,JOHNS CREEK POLICE DEPARTMENT,FOLLOWING TOO CLOSELY,03/17/2020 08:31:44 PM,2031,10494,,JONES BRIDGE RD/BUICE RD,,JOHNS CREEK,34.0367660522461,-84.23486328125,2020001154,W,M,48,,,MUNI,JOHNS CREEK MUNICIPAL CT,04/23/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,C,,,5,JOHNS CREEK 5,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,0,0,"(34.0367660522461, -84.23486328125)",False,False,5,
E111426,JCPD,JOHNS CREEK POLICE DEPARTMENT,EXPIRED TAG,12/12/2020 12:04:17 AM,0004,,,ABBOTTS BRIDGE RD,,DULUTH,,,,B,F,48,,,MUNI,JOHNS CREEK MUNICIPAL CT,,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,C,,,,,,,,,,,,,,0,0,,False,True,,
E107611,JCPD,JOHNS CREEK POLICE DEPARTMENT,FAILURE TO MAINTAIN LANE,03/17/2020 09:29:18 PM,2129,11873,,JONES BRIDGE RD/DOUGLAS RD,,JOHNS CREEK,34.0700836181641,-84.2052917480469,2020001153,W,M,33,N,,MUNI,JOHNS CREEK MUNICIPAL CT,04/23/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,C,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0700836181641, -84.2052917480469)",True,False,1,
E107612,JCPD,JOHNS CREEK POLICE DEPARTMENT,DISORDERLY CONDUCT - CITY ORDINANCE,03/17/2020 09:29:18 PM,2129,11873,,JONES BRIDGE RD/DOUGLAS RD,,JOHNS CREEK,34.0700836181641,-84.2052917480469,2020001153,W,M,33,N,,MUNI,JOHNS CREEK MUNICIPAL CT,04/23/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,C,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0700836181641, -84.2052917480469)",True,False,1,
E107610,JCPD,JOHNS CREEK POLICE DEPARTMENT,DRIVING UNDER THE INFLUENCE,03/17/2020 09:29:18 PM,2129,11873,,JONES BRIDGE RD/DOUGLAS RD,,JOHNS CREEK,34.0700836181641,-84.2052917480469,2020001153,W,M,33,N,,MUNI,JOHNS CREEK MUNICIPAL CT,04/23/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,C,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0700836181641, -84.2052917480469)",True,False,1,
E107607,JCPD,JOHNS CREEK POLICE DEPARTMENT,FOLLOWING TOO CLOSELY,03/17/2020 03:01:43 PM,1501,9700,,MEDLOCK BRIDGE RD/STATE BRIDGE RD,,JOHNS CREEK,34.017894744873,-84.1900863647461,2020001149,W,M,51,,,MUNI,JOHNS CREEK MUNICIPAL CT,04/07/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,A,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.017894744873, -84.1900863647461)",True,False,4,
E107613,JCPD,JOHNS CREEK POLICE DEPARTMENT,DRIVING UNDER THE INFLUENCE,03/18/2020 02:21:56 AM,0221,9700,,MEDLOCK BRIDGE RD/STATE BRIDGE RD,,JOHNS CREEK,34.017894744873,-84.1900863647461,2020001156,W,F,31,N,,MUNI,JOHNS CREEK MUNICIPAL CT,04/23/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,C,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.017894744873, -84.1900863647461)",False,False,4,
E61734,JCPD,JOHNS CREEK POLICE DEPARTMENT,SPEEDING,01/16/2014 06:02:01 AM,0602,,,CHATTAHOOCHEE DR/MCGINNIS FERRY ROAD,,JOHNS CREEK,,,,W,M,33,,,MUNI,JOHNS CREEK MUNICIPAL CT,02/18/2014 08:30:00 AM,11445 Johns Creek Pkwy Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,B,,,,,,,,,,,,,,64,0,,False,False,,
E107615,JCPD,JOHNS CREEK POLICE DEPARTMENT,FAILURE TO MAINTAIN LANE,03/18/2020 02:21:56 AM,0221,9700,,MEDLOCK BRIDGE RD/STATE BRIDGE RD,,JOHNS CREEK,34.017894744873,-84.1900863647461,2020001156,W,F,31,N,,MUNI,JOHNS CREEK MUNICIPAL CT,04/23/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,C,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.017894744873, -84.1900863647461)",False,False,4,
E107614,JCPD,JOHNS CREEK POLICE DEPARTMENT,DRIVING UNDER THE INFLUENCE,03/18/2020 02:21:56 AM,0221,9700,,MEDLOCK BRIDGE RD/STATE BRIDGE RD,,JOHNS CREEK,34.017894744873,-84.1900863647461,2020001156,W,F,31,N,,MUNI,JOHNS CREEK MUNICIPAL CT,04/23/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,C,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.017894744873, -84.1900863647461)",False,False,4,
E107616,JCPD,JOHNS CREEK POLICE DEPARTMENT,FOLLOWING TOO CLOSELY,03/18/2020 09:09:40 AM,0909,,,JOHNS CREEK PKWY/MEDLOCK BRIDGE RD,,JOHNS CREEK,34.0549507141113,-84.1739959716797,2020001157,W,F,24,N,,MUNI,JOHNS CREEK MUNICIPAL CT,04/21/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,B,,,2,JOHNS CREEK 2,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0549507141113, -84.1739959716797)",True,False,2,
E109467,JCPD,JOHNS CREEK POLICE DEPARTMENT,SPEEDING,08/07/2020 01:52:08 PM,1352,7699,,MCGINNIS FERRY RD/BELL RD,,JOHNS CREEK,34.0565032958984,-84.1317596435547,,W,F,49,H,,MUNI,JOHNS CREEK MUNICIPAL CT,10/08/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,TRAF,TRA,,,2,JOHNS CREEK 2,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,59,0,"(34.0565032958984, -84.1317596435547)",False,False,,
E107618,JCPD,JOHNS CREEK POLICE DEPARTMENT,SIMPLE BATTERY,03/19/2020 01:47:04 PM,1347,8685,,8685 COLONY CLUB DRIVE  JOHNS CREEK  GA 30022,,JOHNS CREEK,33.9909248352051,-84.2721710205078,2020001173,W,F,14,N,,JUVY,JUVENILE COURT,,To Be Provided by Juvenile Ct. 404-612-4401,JCPD,UN,PAT,C,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,0,0,"(33.9909248352051, -84.2721710205078)",False,False,7,206
53208,JCPD,JOHNS CREEK POLICE DEPARTMENT,SPEEDING,10/12/2019 12:00:00 AM,1815,10298,,STATE BRIDGE RD/BROOKSHIRE LAKE DR,,JOHNS CREEK,34.0332260131836,-84.2119674682617,,W,M,32,,N,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 LAKEFIELD DR JOHNS CREEK  GA 30097 678-512-3444,JCPD,SS,TRN,,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,68,0,"(34.0332260131836, -84.2119674682617)",False,False,4,
E109496,JCPD,JOHNS CREEK POLICE DEPARTMENT,DRIVING W/ LIC. SUSP/REV.,08/10/2020 09:15:52 AM,0915,5420,,OLD ALABAMA RD/BUICE RD,,JOHNS CREEK,34.01123046875,-84.2002792358398,,W,F,27,N,,MUNI,JOHNS CREEK MUNICIPAL CT,10/08/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,B,,,6,JOHNS CREEK 6,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,0,0,"(34.01123046875, -84.2002792358398)",False,False,6,
E107620,JCPD,JOHNS CREEK POLICE DEPARTMENT,FOLLOWING TOO CLOSELY,03/19/2020 06:32:37 PM,1832,10665,,BUICE RD/JONES BRIDGE RD,,JOHNS CREEK,34.0367736816406,-84.2349166870117,2020001179,W,M,32,H,,MUNI,JOHNS CREEK MUNICIPAL CT,04/23/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,D,,,5,JOHNS CREEK 5,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,0,0,"(34.0367736816406, -84.2349166870117)",True,False,5,
E109484,JCPD,JOHNS CREEK POLICE DEPARTMENT,OBEDIENCE TO REQUIRED TRAFFIC-CONTROL DEVICES,08/08/2020 12:40:55 PM,1240,10898,,STATE BRIDGE RD/JONES BRIDGE RD,,JOHNS CREEK,34.0464935302734,-84.2230682373047,,B,M,57,,,MUNI,JOHNS CREEK MUNICIPAL CT,10/08/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,A,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0464935302734, -84.2230682373047)",False,False,4,
E103871,JCPD,JOHNS CREEK POLICE DEPARTMENT,WHEN OVERTAKING AND PASSING ON THE RIGHT PERMITTED,10/12/2019 11:32:35 PM,2332,10348,,MEDLOCK BRIDGE RD,,JOHNS CREEK,34.0333976745605,-84.1859588623047,,B,F,54,N,R,MUNI,JOHNS CREEK MUNICIPAL CT,11/07/2019 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,D,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0333976745605, -84.1859588623047)",False,False,4,
E103838,JCPD,JOHNS CREEK POLICE DEPARTMENT,SPEEDING,10/10/2019 01:30:03 PM,1330,8253,,MCGINNIS FERRY RD/KEMP RD,,JOHNS CREEK,34.0509338378906,-84.1155319213867,,A,F,63,,N,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,SOP,TRA,,,2,JOHNS CREEK 2,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,70,0,"(34.0509338378906, -84.1155319213867)",False,False,,
