Case Number,Police Agency Code,Offense,Date/Time Reported,Hour Reported,Date/Time Occurred,Hour Occurred,Date/Time Found,Hour Found,Street Number,Street Direction,Street Name,Apartment/Floor,city,state,zip,geox,geoy,Reported As,Tract Code,Tract Description,Zone Code,Zone Description,District Code,District Description,Reporting Area Code,Reporting Area Description,Neighborhood Code,Neighborhood Description,Subdivision Code,Subdivision Description,Weather Code,Weather Description,Location Code,Location Description,Forcible,Weapon Code,Weapon Description,Incident Disposition Code,Incident Disposition Descr.,location,Beats,Neighborhoods
2010001945,JCPD,CHILD MOLESTATION,06/03/2010 05:04:06 PM,1704,03/03/2010 09:00:00 AM,0900,05/29/2010 09:00:00 AM,0900,31XX,,PARK CHASE,,JOHNS CREEK,GA,30022,33.9986572265625,-84.2735137939453,MOLESTATION,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,20,RESIDENCE / HOME,N,N,NONE,5,,"(33.9986572265625, -84.2735137939453)",7,204
2010003505,JCPD,CHILD MOLESTATION,10/15/2010 02:40:00 PM,1440,10/15/2010 08:00:00 AM,0800,10/15/2010 08:00:00 AM,0800,123XX,,STEVENS CREEK DR,,JOHNS CREEK,GA,30005,34.0752334594727,-84.2014541625977,MOLESTATION,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,STCK,STEVENS CREEK,,,20,RESIDENCE / HOME,Y,40,HANDS/FEET/TEETH,N,,"(34.0752334594727, -84.2014541625977)",,
2013004977,JCPD,CHILD MOLESTATION,12/23/2013 01:26:56 PM,1326,07/01/2013 08:00:00 AM,0800,12/20/2013 09:00:00 PM,2100,XX,,CABANA DR,,JOHNS CREEK,GA,30097,29.8000431060791,-91.4007720947266,INFORMATION FOR,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,25,OTHER/UNKNOWN,N,N,NONE,,,"(29.8000431060791, -91.4007720947266)",,
2010004313,JCPD,CHILD MOLESTATION,12/22/2010 08:59:36 AM,0859,12/22/2010 08:59:35 AM,0859,12/22/2010 08:59:36 AM,0859,51XX,,COURTON ST,,JOHNS CREEK,GA,30022,34.0539855957031,-84.2111587524414,CHILD ABUSE OR,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,20,RESIDENCE / HOME,,N,NONE,N,,"(34.0539855957031, -84.2111587524414)",4,161
2013002405,JCPD,CHILD MOLESTATION,06/26/2013 11:43:26 PM,2343,06/26/2013 11:43:25 PM,2343,06/26/2013 11:43:26 PM,2343,1XX,,OVERLAKE CT,,JOHNS CREEK,GA,30022,34.0455284118652,-84.2128982543945,MOLESTATION,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,HUCL,HUNTER`S CLOSE,,,20,RESIDENCE / HOME,Y,N,NONE,,,"(34.0455284118652, -84.2128982543945)",4,156
2010001801,JCPD,CHILD MOLESTATION,05/23/2010 08:32:11 PM,2032,10/01/2009 12:00:00 AM,0000,05/23/2010 08:32:00 PM,2032,1XX,,COLONY RUN,,JOHNS CREEK,GA,30022,34.034610748291,-84.2458190917969,MOLESTATION,,,5,JOHNS CREEK 5,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,20,RESIDENCE / HOME,N,N,NONE,6,,"(34.034610748291, -84.2458190917969)",5,129
2012004685,JCPD,CHILD MOLESTATION,12/31/2012 11:47:12 AM,1147,10/01/2012 12:00:00 AM,0000,12/29/2012 12:00:00 AM,0000,111XX,,JONES BRIDGE RD,203,JOHNS CREEK,GA,30022,34.0517883300781,-84.2206039428711,MOLESTATION,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,22,SCHOOL/COLLEGE/UNIVERSITY,U,N,NONE,N,,"(34.0517883300781, -84.2206039428711)",4,
2010002160,JCPD,CHILD MOLESTATION,06/22/2010 04:11:32 PM,1611,10/31/2007 12:00:00 AM,0800,06/22/2010 12:00:00 AM,1200,1XX,,VICARAGE CT,,JOHNS CREEK,GA,30005,34.0834503173828,-84.1972961425781,MOLESTATION,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,20,RESIDENCE / HOME,N,N,NONE,,,"(34.0834503173828, -84.1972961425781)",1,112
2013004979,JCPD,CHILD MOLESTATION,12/23/2013 02:18:52 PM,1418,07/01/2013 08:00:00 AM,0800,12/20/2013 05:00:00 PM,1700,XX,,CABANA DR,,JOHNS CREEK,GA,30097,29.8000431060791,-91.4007720947266,INFORMATION FOR,,,,,,,,,,,,,,,25,OTHER/UNKNOWN,N,N,NONE,,,"(29.8000431060791, -91.4007720947266)",,
2010002980,JCPD,CHILD MOLESTATION,09/05/2010 11:06:16 AM,1106,09/04/2010 04:30:00 PM,1630,09/04/2010 05:00:00 PM,1700,9XX,,GROVEHURST DR,903,JOHNS CREEK,GA,30022,34.0273017883301,-84.2487030029297,CHILD ABUSE OR,,,5,JOHNS CREEK 5,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,26,APARTMENT,Y,40,HANDS/FEET/TEETH,N,,"(34.0273017883301, -84.2487030029297)",5,24
2011002497,JCPD,CHILD MOLESTATION,08/12/2011 12:09:35 PM,1209,08/07/2011 12:00:00 AM,0000,08/12/2011 12:09:35 PM,1209,30XX,,PILLEMENT PL,,JOHNS CREEK,GA,30022,34.006950378418,-84.2745971679688,INFORMATION FOR,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,MAYF,MAYFAIR,,,20,RESIDENCE / HOME,Y,40,HANDS/FEET/TEETH,N,,"(34.006950378418, -84.2745971679688)",7,150
