"incidentid","agencycode","offense","date_rept","hour_rept","date_occu","hour_occu","date_fnd","hour_fnd","streetnbr","streetdir","street","apt_flr","city","state","zip","geox","geoy","reportedas","tract","tractdesc","zone","zonedesc","district","districtdesc","reportarea","reportareadesc","neighborhd","neighborhddesc","subdivisn","subdivisndesc","weather","weatherdesc","premise","premisedesc","forcible","weapon","weapondesc","dispostn","dispostndesc","location"
"2013000776","JCPD","FRAUD - IMPERSONATION","2013-03-04T00:00:00.000","1757","2012-09-03T00:00:00.000","0515",,,"104XX",,"BENT TREE VIEW",,"JOHNS CREEK","GA",,"34.0357093811035","-84.1835708618164","FRAUD - IMPERSO",,,,,,,,,,,,,,,,,,,,,,"
,  
(34.0357093811035, -84.1835708618164)"
"2020003341","JCPD","HIT AND RUN","2020-10-08T21:07:00.000","2107","2020-10-08T21:04:00.000","2104","2020-10-08T21:05:00.000","2105",,,"OLD ALABAMA RD/MEDLOCK BRIDGE RD",,"JOHNS CREEK","GA","30097","34.0105094909668","-84.1940460205078",,,,"6","JOHNS CREEK 6","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,"1","CLEAR",,,,,,,,"
,  
(34.0105094909668, -84.1940460205078)"
"2022001722","JCPD","FRAUD - SWINDLE","2022-04-26T13:20:00.000","1320","2021-05-09T12:00:00.000","1200","2021-05-09T12:00:00.000","1200","52XX",,"BUICE RD",,"JOHNS CREEK","GA","30022","34.0144538879395","-84.2118148803711","FRAUD",,,"5","JOHNS CREEK 5","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,"2","CLOUDY",,,,,,,,"
,  
(34.0144538879395, -84.2118148803711)"
"2016001524","JCPD","HIT AND RUN","2016-04-09T00:00:00.000","1849","2016-03-30T00:00:00.000","1100",,,"109XX",,"STATE BRIDGE RD",,"JOHNS CREEK","GA","30022","34.0487365722656","-84.2250366210938","CRIMINAL DAMAGE",,,"3","JOHNS CREEK 3","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,"SDBK","SADDLE BROOK",,,,,,,,,,"
,  
(34.0487365722656, -84.2250366210938)"
"2020003854","JCPD","DAMAGED OR LOST CITY PROPERTY","2020-11-20T11:28:28.000","1128","2020-11-17T18:00:00.000","1800","2020-11-18T07:00:00.000","0700","113XX",,"LAKEFIELD DR",,"JOHNS CREEK","GA","30097","34.0592422485352","-84.1719589233398","DAMAGE TO PROPE",,,,,,,,,,,,,"1","CLEAR",,,,,,,,"
,  
(34.0592422485352, -84.1719589233398)"
"2010002828","JCPD","FRAUD - IMPERSONATION","2010-08-23T10:32:30.000","1032","2010-07-21T10:32:29.000","1032","2010-08-23T10:32:30.000","1032","60XX",,"CRAFTMAN ST",,"JOHNS CREEK","GA","30097","29.7985610961914","-91.3988265991211","LARCENY",,,,,,,,,,,,,,,"02","BANK/SAVING & LOAN","N","N","NONE",,,"
,  
(29.7985610961914, -91.3988265991211)"
"2018003804","JCPD","DAMAGED OR LOST CITY PROPERTY","2018-08-24T00:00:00.000","0000","2018-08-23T11:05:00.000","1105","2018-08-23T11:05:00.000","1105",,,"MEDLOCK BRIDGE RD",,,"GA","30022","29.7986640930176","-91.3989181518555",,,,,,,,,,,,,,,,"13","HIGHWAY /ROAD /ALLEY","N","N","NONE","N",,"
,  
(29.7986640930176, -91.3989181518555)"
"2021001959","JCPD","LARCENY - FROM BUILDING","2021-06-07T15:57:00.000","1557","2021-06-04T00:00:00.000","0000","2021-06-04T00:00:00.000","0000","84XX",,"HOLCOMB BRIDGE RD",,"JOHNS CREEK","GA","30022","33.9843521118164","-84.2737579345703","LARCENY",,,"7","JOHNS CREEK 7","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,"1","CLEAR",,,,,,,,"
,  
(33.9843521118164, -84.2737579345703)"
"2021002398","JCPD","HIT AND RUN","2021-07-09T22:03:00.000","2203","2021-07-09T21:48:00.000","2148","2021-07-09T21:48:00.000","2148","3XX",,"COTTON CT",,"JOHNS CREEK","GA","30022","34.0407676696777","-84.2147674560547","HIT AND RUN ACC",,,"3","JOHNS CREEK 3","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,"MPLA","MORTON PLANTATION","2","CLOUDY",,,,,,"D","VICTIM REFUSED TO COOPERATE","
,  
(34.0407676696777, -84.2147674560547)"
"2013004521","JCPD","FRAUD - ILLEGAL USE OF CREDIT / FTC","2013-11-11T00:00:00.000","1535","2013-10-04T00:00:00.000","1200",,,"2XX",,"MORTON MANOR CT",,"JOHNS CREEK","GA",,"34.034595489502","-84.2014083862305","FRAUD - ILLEGAL",,,,,,,,,,,,,,,,,,,,,,"
,  
(34.034595489502, -84.2014083862305)"
"2014001241","JCPD","HIT AND RUN","2014-04-07T08:53:06.000","0853","2014-04-07T08:53:05.000","0853","2014-04-07T08:53:06.000","0853","101XX",,"JONES BRIDGE RD/WATERS RD",,"JOHNS CREEK","GA","30022","34.0275688171387","-84.2520980834961","HIT AND RUN ACC",,,"7","JOHNS CREEK 7","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,,,"13","HIGHWAY /ROAD /ALLEY","N","N","NONE",,,"
,  
(34.0275688171387, -84.2520980834961)"
"2021001846","JCPD","TRAFFIC ARREST","2021-05-29T13:19:00.000","1319","2021-05-29T13:19:00.000","1319","2021-05-29T13:19:00.000","1319","65XX",,"BOLES RD",,"JOHNS CREEK","GA","30097","34.0321807861328","-84.1662063598633","ACCIDENT NEGATI",,,"2","JOHNS CREEK 2","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,,,"2","CLOUDY",,,,,,,,"
,  
(34.0321807861328, -84.1662063598633)"
"2013000612","JCPD","FRAUD - IMPERSONATION","2013-02-19T00:00:00.000","1237","2013-02-19T00:00:00.000","1000",,,"5XX",,"SHERINGHAM LN",,"JOHNS CREEK","GA","30005","34.058708190918","-84.2046966552734","FRAUD - IMPERSO",,,,,,,,,,,,,,,,,,,,,,"
,  
(34.058708190918, -84.2046966552734)"
"2020004234","JCPD","VEHICLE IMPOUND","2020-12-21T15:05:36.000","1505","2020-12-21T15:05:35.000","1505","2020-12-21T15:05:36.000","1505",,,"STATE BRIDGE RD/KIMBALL BRIDGE RD",,"JOHNS CREEK","GA","30022","34.053409576416","-84.2332916259766",,,,"3","JOHNS CREEK 3","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,,,"2","CLOUDY",,,,,,,,"
,  
(34.053409576416, -84.2332916259766)"
"2013001109","JCPD","FRAUD - ILLEGAL USE OF CREDIT / FTC","2013-03-18T00:00:00.000","1733","2013-03-14T00:00:00.000",,,,"109XX",,"EGMONT DR",,"JOHNS CREEK","GA",,"34.0486183166504","-84.2184371948242","FRAUD - ILLEGAL",,,,,,,,,,,,,,,,,,,,,,"
,  
(34.0486183166504, -84.2184371948242)"
"2022001872","JCPD","FRAUD BY WIRE","2022-05-06T09:35:00.000","0935","2022-05-02T00:00:00.000","0000","2022-05-03T00:00:00.000","0000","104XX",,"MEDLOCK BRIDGE RD","118","JOHNS CREEK","GA","30097","34.0347061157227","-84.1868515014648","FRAUD",,,"4","JOHNS CREEK 4","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,,,"3","RAIN",,,,,,,,"
,  
(34.0347061157227, -84.1868515014648)"
"2022003400","JCPD","TRAFFIC ARREST","2022-08-13T08:15:00.000","0815","2022-08-13T08:14:59.000","0814","2022-08-13T08:15:00.000","0815","59XX",,"STATE BRIDGE RD",,"JOHNS CREEK","GA","30097","34.0124397277832","-84.1874465942383","TRAFFIC STOP",,,"4","JOHNS CREEK 4","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,,,"1","CLEAR",,,,,,,,"
,  
(34.0124397277832, -84.1874465942383)"
"2012003631","JCPD","TRAFFIC ARREST","2012-10-15T16:39:47.000","1639","2012-10-15T16:39:46.000","1639","2012-10-15T16:39:47.000","1639","XX",,"BARNWELL RD/HOLCOMB BRIDGE RD",,"ROSW","GA","30022","33.9832649230957","-84.2711029052734","TRAFFIC STOP",,,,,,,,,,,,,,,"13","HIGHWAY /ROAD /ALLEY","N","N","NONE",,,"
,  
(33.9832649230957, -84.2711029052734)"
"2020001647","JCPD","POSSESSION OF STOLEN PROPERTY","2020-05-16T22:43:00.000","2243","2020-05-16T22:42:59.000","2242","2020-05-16T22:43:00.000","2243","84XX",,"HOLCOMB BRIDGE RD",,"JOHNS CREEK","GA","30022","33.9846992492676","-84.2731857299805","BUSINESS CHECK",,,"7","JOHNS CREEK 7","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,"1","CLEAR",,,,,,,,"
,  
(33.9846992492676, -84.2731857299805)"
"2012001910","JCPD","FRAUD - ILLEGAL USE OF CREDIT / FTC","2012-06-01T12:00:06.000","1200","2012-05-05T12:00:05.000","1200","2012-06-01T12:00:06.000","1200","1XX",,"MORTON WALK DRIVE",,"JOHNS CREEK","GA","30097","29.7989864349365","-91.4001083374023","FRAUD",,,,,,,,,,,,,,,"24","SPECIALITY STORE","N","N","NONE","2",,"
,  
(29.7989864349365, -91.4001083374023)"
"2014001343","JCPD","FRAUD - IMPERSONATION","2014-04-16T00:00:00.000","1310","2014-04-14T00:00:00.000","0800",,,"101XX",,"TWINGATE DR",,"JOHNS CREEK","GA",,"34.0215034484863","-84.2066040039063","FRAUD - IMPERSO",,,,,,,,,,,,,,,,,,,,,,"
,  
(34.0215034484863, -84.2066040039063)"
"2019003126","JCPD","DAMAGED OR LOST CITY PROPERTY","2019-07-16T15:43:00.000","1543","2019-07-16T15:43:00.000","1543","2019-07-16T15:43:00.000","1543","113XX",,"LAKEFIELD DR",,"JOHNS CREEK","GA","30097","29.7993278503418","-91.3997344970703","DAMAGE TO PROPE",,,,,,,,,,,,,,,,,,,,,,"
,  
(29.7993278503418, -91.3997344970703)"
"2021001573","JCPD","TRAFFIC ARREST","2021-05-11T17:50:00.000","1750","2021-05-11T17:49:59.000","1749","2021-05-11T17:50:00.000","1750","94XX",,"MEDLOCK BRIDGE RD/OLD ALABAMA RD",,"JOHNS CREEK","GA","30097","34.0680961608887","-84.1691741943359","TRAFFIC STOP",,,"5","JOHNS CREEK 5",,,,,,,,,"1","CLEAR",,,,,,,,"
,  
(34.0680961608887, -84.1691741943359)"
"2011002883","JCPD","LARCENY - FROM VEHICLE","2011-09-15T00:00:00.000","1558","2011-09-15T00:00:00.000","1000",,,"10XX",,"MORNINGSIDE PARK DR",,"JOHNS CREEK","GA",,"34.0393905639648","-84.2170944213867",,,,,,,,,,,,,,,,,,,,,,,"
,  
(34.0393905639648, -84.2170944213867)"
"2021003937","JCPD","TRAFFIC ARREST","2021-10-25T09:01:00.000","0901","2021-10-25T09:01:00.000","0901","2021-10-25T09:01:00.000","0901",,,"OLD ALABAMA RD/JONES BRIDGE RD",,"JOHNS CREEK","GA","30022","34.0227966308594","-84.2538299560547","TRAFFIC STOP",,,"7","JOHNS CREEK 7","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,"2","CLOUDY",,,,,,,,"
,  
(34.0227966308594, -84.2538299560547)"
"2018005181","JCPD","VEHICLE IMPOUND","2018-11-16T12:43:43.000","1243","2018-11-16T12:43:42.000","1243","2018-11-16T12:43:43.000","1243",,,"MEDLOCK BRIDGE RD/HOSPITAL PKWY",,"JOHNS CREEK","GA","30097","34.0622596740723","-84.173210144043","TRAFFIC STOP",,,,,,,,,,,,,,,"13","HIGHWAY /ROAD /ALLEY","N","N","NONE",,,"
,  
(34.0622596740723, -84.173210144043)"
"2022002513","JCPD","TRAFFIC ARREST","2022-06-17T10:46:00.000","1046","2022-06-17T10:45:59.000","1045","2022-06-17T10:46:00.000","1046","30XX",,"OLD ALABAMA RD",,"JOHNS CREEK","GA","30022","34.0205574035645","-84.2759246826172","TRAFFIC STOP",,,"7","JOHNS CREEK 7","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,,,,,,,,,,"
,  
(34.0205574035645, -84.2759246826172)"
"2021002484","JCPD","TRAFFIC ARREST","2021-07-17T15:48:44.000","1548","2021-07-17T13:54:00.000","1354","2021-07-17T14:27:00.000","1427","59XX",,"STATE BRIDGE RD",,"JOHNS CREEK","GA","30097","34.0128631591797","-84.1864166259766",,,,"4","JOHNS CREEK 4","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,,,"2","CLOUDY",,,,,,,,"
,  
(34.0128631591797, -84.1864166259766)"
"2013001590","JCPD","MISCELLANEOUS REPORT","2013-05-03T00:00:00.000","0000","2013-04-18T00:00:00.000","0000","2013-04-18T00:00:00.000","0000","1XX",,"SERENITY CT",,"ALPHARETTA","GA","30022","34.0347175598145","-84.2769165039063","ASSIST OTHER AG",,,,,,,,,,,,,,,"20","RESIDENCE / HOME","Y","03","HANDGUN","N",,"
,  
(34.0347175598145, -84.2769165039063)"
"2011001009","JCPD","TRAFFIC ARREST","2011-04-07T13:56:00.000","1356","2011-04-07T13:56:00.000","1356","2011-04-07T13:56:00.000","1356","109XX",,"BUICE ROAD",,"JOHNS CREEK",,"30022","29.7991752624512","-91.399772644043",,,,,,,,,,,,,,,,"13","HIGHWAY /ROAD /ALLEY","N","N","NONE",,,"
,  
(29.7991752624512, -91.399772644043)"
"2019003823","JCPD","LOST & MISLAID PROPERTY","2019-08-30T18:42:00.000","1842","2019-08-30T18:41:59.000","1841","2019-08-30T18:42:00.000","1842","3XX",,"SADDLE BRIDGE DR",,"JOHNS CREEK","GA","30022","34.0446891784668","-84.2212829589844","INFORMATION FOR",,,"3","JOHNS CREEK 3","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,"SADL","SADDLE BRIDGE","1","CLEAR",,,,,,,,"
,  
(34.0446891784668, -84.2212829589844)"
"2016003961","JCPD","TRAFFIC ARREST","2016-09-08T01:24:00.000","0124","2016-09-08T01:24:00.000","0124","2016-09-08T01:24:00.000","0124","60XX",,"STATE BRIDGE RD/SAINT GEORGEN COMMON",,"JOHNS CREEK","GA","30097","34.0044555664063","-84.1795654296875","TRAFFIC STOP",,,,,,,,,,,,,,,"13","HIGHWAY /ROAD /ALLEY","N","N","NONE",,,"
,  
(34.0044555664063, -84.1795654296875)"
"2020004015","JCPD","FRAUDULENT ACTIVITY - OTHER","2020-12-04T16:57:00.000","1657","2020-11-27T12:20:00.000","1220","2020-12-04T16:57:00.000","1657","89XX",,"MEDLOCK BRIDGE RD",,"JOHNS CREEK","GA","30097","33.9975090026855","-84.2022476196289","FRAUD",,,"4","JOHNS CREEK 4","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,"3","RAIN",,,,,,,,"
,  
(33.9975090026855, -84.2022476196289)"
"2011001043","JCPD","VEHICLE IMPOUND","2011-04-11T09:27:58.000","0927","2011-04-11T09:27:00.000","0927","2011-04-11T09:27:00.000","0927",,,"OLD ALABAMA RD/JONES BRIDGE RD",,"JOHNS CREEK",,"30022","29.7991752624512","-91.399772644043","TRAFFIC STOP",,,,,,,,,,,,,,,"13","HIGHWAY /ROAD /ALLEY","N","N","NONE",,,"
,  
(29.7991752624512, -91.399772644043)"
"2014000864","JCPD","VERBAL DISPUTE","2014-03-11T17:36:52.000","1736","2014-03-11T17:20:00.000","1720","2014-03-11T17:36:52.000","1736","107XX",,"WILLOW MEADOW CIR",,"JOHNS CREEK","GA",,"34.0368499755859","-84.2409057617188","FIRE OUTSIDE SM",,,"5","JOHNS CREEK 5","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,"WLRU","WILLOW RUN",,,"20","RESIDENCE / HOME","N","N","NONE",,,"
,  
(34.0368499755859, -84.2409057617188)"
"2011003679","JCPD","TRAFFIC ARREST","2011-11-19T01:08:09.000","0108","2011-11-19T01:08:00.000","0108","2011-11-19T01:08:00.000","0108","XX",,"JONES BRIDGE RD/RAY MOSS CONNECTOR",,"JOHNS CREEK",,"30022","29.7997055053711","-91.4011535644531","TRAFFIC STOP",,,"5","JOHNS CREEK 5","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,,,"13","HIGHWAY /ROAD /ALLEY","N","N","NONE",,,"
,  
(29.7997055053711, -91.4011535644531)"
"2019003058","JCPD","MARIJUANA POSS OF","2019-07-11T22:20:44.000","2220","2019-07-11T22:20:00.000","2220","2019-07-11T22:20:00.000","2220","86XX",,"NESBIT FERRY RD/HOLCOMB BRIDGE RD",,"ROSWELL","GA","30022","33.9880561828613","-84.2753067016602","STRANDED MOTORI",,,"7","JOHNS CREEK 7",,,,,,,,,"3","RAIN",,,,,,,,"
,  
(33.9880561828613, -84.2753067016602)"
"2022001181","JCPD","TRAFFIC ARREST","2022-03-17T22:07:00.000","2207","2022-03-17T22:06:59.000","2206","2022-03-17T22:07:00.000","2207",,,"MEDLOCK BRIDGE RD/WILSON RD",,"JOHNS CREEK","GA","30022","34.0320320129395","-84.1886367797852","TRAFFIC STOP",,,"4","JOHNS CREEK 4","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,,,"1","CLEAR",,,,,,,,"
,  
(34.0320320129395, -84.1886367797852)"
"2019001507","JCPD","FRAUD - IMPERSONATION","2019-04-08T00:00:00.000","1333","2019-03-13T00:00:00.000","0000",,,"1XX",,"BARTON PL",,"JOHNS CREEK","GA","30005","34.0690574645996","-84.195915222168","FRAUD - IMPERSO",,,"1","JOHNS CREEK 1","JCN","JOHNS CREEK PD NORTH DISTRICT",,,,,"CABR","CAMBRIDGE",,,,,,,,,,"
,  
(34.0690574645996, -84.195915222168)"
"2012000345","JCPD","HIT AND RUN","2012-01-27T22:29:03.000","2229","2012-01-27T22:29:00.000","2229","2012-01-27T22:29:00.000","2229","101XX",,"AUTRY MILL RD/BUICE RD",,"JOHNS CREEK","GA","30022","34.0294990539551","-84.2362289428711","HIT AND RUN ACC",,,"5","JOHNS CREEK 5","JCS","JOHNS CREEK PD SOUTH DISTRICT",,,,,,,,,"13","HIGHWAY /ROAD /ALLEY","N","N","NONE",,,"
,  
(34.0294990539551, -84.2362289428711)"
