Case Number,Police Agency Code,Offense,Date/Time Reported,Hour Reported,Date/Time Occurred,Hour Occurred,Date/Time Found,Hour Found,Street Number,Street Direction,Street Name,Apartment/Floor,city,state,zip,geox,geoy,Reported As,Tract Code,Tract Description,Zone Code,Zone Description,District Code,District Description,Reporting Area Code,Reporting Area Description,Neighborhood Code,Neighborhood Description,Subdivision Code,Subdivision Description,Weather Code,Weather Description,Location Code,Location Description,Forcible,Weapon Code,Weapon Description,Incident Disposition Code,Incident Disposition Descr.,location,Beats,Neighborhoods
2011002883,JCPD,LARCENY - FROM VEHICLE,09/15/2011 12:00:00 AM,1558,09/15/2011 12:00:00 AM,1000,,,10XX,,MORNINGSIDE PARK DR,,JOHNS CREEK,GA,,34.0393905639648,-84.2170944213867,,,,,,,,,,,,,,,,,,,,,,,"(34.0393905639648, -84.2170944213867)",4,271
2021001536,JCPD,LARCENY - FROM VEHICLE,05/09/2021 05:48:00 AM,0548,05/09/2021 01:45:59 AM,0145,05/09/2021 05:45:00 AM,0545,57XX,,STATE BRIDGE RD,,JOHNS CREEK,GA,30097,34.0189323425293,-84.1936340332031,ENTERING AUTO,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,1,CLEAR,,,,,,,,"(34.0189323425293, -84.1936340332031)",5,
2014002024,JCPD,LARCENY - FROM VEHICLE,06/05/2014 02:33:14 PM,1433,06/05/2014 01:00:00 PM,1300,06/05/2014 02:00:00 PM,1400,31XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.0193099975586,-84.2688903808594,ENTERING AUTO,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,N,NONE,,,"(34.0193099975586, -84.2688903808594)",7,
2018000865,JCPD,LARCENY - OTHER OFFENSES,02/25/2018 12:00:00 AM,1614,02/24/2018 12:00:00 AM,2015,,,97XX,,MEDLOCK BRIDGE PKWY,,JOHNS CREEK,GA,30097,34.0286445617676,-84.1904602050781,LARCENY - OTHER,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,,,,,,,,"(34.0286445617676, -84.1904602050781)",4,
2008000313,JCPD,BURGLARY - NONRESIDENCE - FORCED ENTRY,05/16/2008 12:00:00 AM,0435,05/16/2008 12:00:00 AM,0204,05/16/2008 12:00:00 AM,0418,109XX,,STATE BRIDGE RD,,JOHNS CREEK,GA,30005,29.8002815246582,-91.4002990722656,,,,,,,,,,,,,,,,24,SPECIALITY STORE,N,24,ROCK,5,,"(29.8002815246582, -91.4002990722656)",,
2014003435,JCPD,LARCENY - FROM YARDS,09/12/2014 12:00:00 AM,1212,09/01/2014 12:00:00 AM,0245,,,106XX,,WEIR WAY,,JOHNS CREEK,GA,,34.0415458679199,-84.221435546875,LARCENY - FROM,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,,,,,,,,"(34.0415458679199, -84.221435546875)",5,
2012001328,JCPD,LARCENY - FROM BUILDING,04/17/2012 07:22:36 AM,0722,04/17/2012 07:05:00 AM,0705,04/17/2012 07:22:36 AM,0722,58XX,,STATE BRIDGE RD,300,JOHNS CREEK,GA,30097,34.0153274536133,-84.1902389526367,BURGLARY,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,08,DEPARTMENT/DISCOUNT STORE,N,50,JIMMY/PRY TOOL OR DEVICE,2,,"(34.0153274536133, -84.1902389526367)",3,
2020003340,JCPD,LARCENY - SHOPLIFTING,10/08/2020 06:46:00 PM,1846,10/08/2020 02:18:00 PM,1418,10/08/2020 02:21:00 PM,1421,108XX,,ABBOTTS BRIDGE RD,,JOHNS CREEK,GA,30097,34.0448417663574,-84.1783142089844,SHOPLIFTING ALR,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,1,CLEAR,,,,,,,,"(34.0448417663574, -84.1783142089844)",3,
2021001546,JCPD,LARCENY - FROM VEHICLE,05/09/2021 11:05:00 AM,1105,05/08/2021 08:30:00 PM,2030,05/09/2021 11:00:00 AM,1100,49XX,,HUDSON SQ,,JOHNS CREEK,GA,30022,34.0416145324707,-84.2220306396484,ENTERING AUTO,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,ABTS,ABBERLY TOWNESHIP,1,CLEAR,,,,,,,,"(34.0416145324707, -84.2220306396484)",5,
2020001906,JCPD,LARCENY - SHOPLIFTING,06/11/2020 02:03:00 PM,1403,06/11/2020 01:58:00 PM,1358,06/11/2020 02:03:00 PM,1403,116XX,,JONES BRIDGE RD,,JOHNS CREEK,GA,30005,34.0622673034668,-84.2133560180664,SHOPLIFTING ALR,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,1,CLEAR,,,,,,,,"(34.0622673034668, -84.2133560180664)",4,
2012003857,JCPD,LARCENY - OTHER OFFENSES,10/25/2012 12:00:00 AM,0950,10/21/2012 12:00:00 AM,0745,,,19XX,,BOBBY JONES DR,,JOHNS CREEK,GA,,34.0031471252441,-84.1943969726563,LARCENY - OTHER,,,,,,,,,,,,,,,,,,,,,,"(34.0031471252441, -84.1943969726563)",3,
2012002343,JCPD,LARCENY - FROM BUILDING,07/02/2012 08:03:05 PM,2003,06/29/2012 11:23:00 PM,2323,06/29/2012 11:30:00 PM,2330,84XX,,HOLCOMB BRIDGE RD,,JOHNS CREEK,GA,30022,29.7989864349365,-91.4001083374023,LARCENY,,,,,,,,,,,,,,,19,RENTAL /STORAGE FACILITY,N,N,NONE,2,,"(29.7989864349365, -91.4001083374023)",,
2013004643,JCPD,LARCENY - FROM VEHICLE,11/29/2013 03:02:16 PM,1502,11/29/2013 11:00:00 AM,1100,11/29/2013 01:00:00 PM,1300,60XX,,STATE BRIDGE RD,613,JOHNS CREEK,GA,30097,34.0148963928223,-84.1864471435547,LOST PROPERTY,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,N,NONE,,,"(34.0148963928223, -84.1864471435547)",3,
2013004058,JCPD,LARCENY - FROM VEHICLE,10/19/2013 12:54:33 PM,1254,10/19/2013 12:15:32 PM,1215,10/19/2013 12:54:33 PM,1254,109XX,,BUICE RD,,JOHNS CREEK,GA,30097,34.0447731018066,-84.2406692504883,ENTERING AUTO,,,5,JOHNS CREEK 5,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,,18,PARKING LOT /GARAGE,N,N,NONE,,,"(34.0447731018066, -84.2406692504883)",5,
2012004647,JCPD,LARCENY - PARTS FROM VEHICLE,12/27/2012 10:35:33 AM,1035,12/26/2012 06:15:00 AM,0615,12/26/2012 07:40:00 PM,1940,63XX,,HOSPITAL PKWY,,JOHNS CREEK,GA,30097,34.0638694763184,-84.1774139404297,LARCENY,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,,05,COMMERCIAL/OFFICE BUILDING,N,14,SAW/CUTTING TOOL,,,"(34.0638694763184, -84.1774139404297)",1,
2013003266,JCPD,BURGLARY - RESIDENCE - NO FORCED ENTRY,08/24/2013 03:50:20 PM,1550,08/24/2013 02:00:00 PM,1400,08/24/2013 02:00:00 PM,1400,112XX,,BRUNSON DR,,JOHNS CREEK,GA,30097,34.047492980957,-84.181022644043,BURGLARY,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,ABBP,ABBOTTS BRIDGE PLACE,,,27,TOWNHOME/CONDO,N,N,NONE,,,"(34.047492980957, -84.181022644043)",4,2
2013002948,JCPD,LARCENY - FROM VEHICLE,08/03/2013 05:49:11 PM,1749,08/02/2013 07:00:00 PM,1900,08/03/2013 05:30:00 PM,1730,21XX,,NORTHWICK PASS WAY,,JOHNS CREEK,GA,30022,34.0054969787598,-84.2499542236328,ENTERING AUTO,,,6,JOHNS CREEK 6,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,TCCS,THE COUNTRY CLUB OF THE SOUTH,,,20,RESIDENCE / HOME,N,N,NONE,,,"(34.0054969787598, -84.2499542236328)",6,64
2017000598,JCPD,LARCENY - OTHER OFFENSES,02/11/2017 09:04:39 PM,2104,02/11/2017 08:17:38 PM,2017,02/11/2017 09:04:39 PM,2104,30XX,,OLD ALABAMA RD,,JOHNS CREEK,GA,30022,34.0178871154785,-84.2756576538086,LARCENY,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,OALS,OLD ALABAMA SQUARE,,,12,GROCERY/SUPERMARKET,N,N,NONE,N,,"(34.0178871154785, -84.2756576538086)",7,
