"permit_number","permit_type","company","location","cross_street","start_date","end_date"
"EXC20549","Excavation"," Nstar Gas",,,"2015-08-06T07:00:00.000","2015-09-04T16:00:00.000"
"EXC20512","Excavation"," R.F. Roach Company",,,"2015-07-27T07:00:00.000","2015-08-25T16:00:00.000"
"EXC20553","Excavation"," Cj Doherty",,,"2015-08-10T07:00:00.000","2015-08-20T16:00:00.000"
"EXC20362","Excavation"," Bond Brothers",,,"2015-06-08T07:00:00.000","2015-07-06T16:00:00.000"
"EXC20502","Excavation"," Nstar Gas",,,"2015-07-18T07:00:00.000","2015-08-16T16:00:00.000"
"EXC20527","Excavation"," K.B. Aruda Construction Inc",,,"2015-07-29T07:00:00.000","2015-07-29T16:00:00.000"
"EXC20545","Excavation"," Mirra Co., Inc",,,"2015-08-10T09:00:00.000","2015-08-14T15:00:00.000"
"EXC20368","Excavation"," Mattuchio Construction",,,"2015-06-04T07:00:00.000","2015-06-05T16:00:00.000"
"EXC20368","Excavation"," Mattuchio Construction",,,"2015-06-04T07:00:00.000","2015-06-05T16:00:00.000"
"EXC20547","Excavation"," W.L. French Excavating",,,"2015-08-12T07:00:00.000","2015-09-12T16:00:00.000"
"EXC20415","Excavation"," K.B. Aruda Construction Inc",,,"2015-06-22T07:00:00.000","2015-06-26T16:00:00.000"
"EXC20415","Excavation"," K.B. Aruda Construction Inc",,,"2015-06-22T07:00:00.000","2015-06-26T16:00:00.000"
"EXC20369","Excavation"," Nstar Gas",,,"2015-06-08T07:00:00.000","2015-07-07T16:00:00.000"
"EXC20369","Excavation"," Nstar Gas",,,"2015-06-08T07:00:00.000","2015-07-07T16:00:00.000"
"EXC20513","Excavation"," Nstar Gas",,,"2015-07-21T07:00:00.000","2015-08-19T16:00:00.000"
"EXC20417","Excavation"," Level 3 Communications",,"Potter St","2015-06-29T07:00:00.000","2015-07-27T16:00:00.000"
"EXC20526","Excavation"," Veolia/Dalkia Energy Services LLC",,,"2015-07-29T07:00:00.000","2015-08-21T16:00:00.000"
"EXC20472","Excavation"," D'allessandro Corp",,,"2015-07-10T07:00:00.000","2015-10-31T16:00:00.000"
"EXC20407","Excavation"," Nstar Gas",,,"2015-06-16T09:00:00.000","2015-07-15T16:00:00.000"
"EXC20407","Excavation"," Nstar Gas",,,"2015-06-16T09:00:00.000","2015-07-15T16:00:00.000"
"EXC20434","Excavation"," W.L. French Excavating",,,"2015-06-25T07:00:00.000","2015-06-30T16:00:00.000"
"EXC20434","Excavation"," W.L. French Excavating",,,"2015-06-25T07:00:00.000","2015-06-30T16:00:00.000"
"EXC20358","Excavation"," Callahan",,,"2015-06-08T07:00:00.000","2015-06-16T16:00:00.000"
"EXC20497","Excavation"," Nstar Gas",,,"2015-07-16T07:00:00.000","2015-08-14T16:00:00.000"
"EXC20431","Excavation"," W.L. French Excavating",,,"2015-06-23T07:00:00.000","2015-07-22T16:00:00.000"
"EXC20431","Excavation"," W.L. French Excavating",,,"2015-06-23T07:00:00.000","2015-07-22T16:00:00.000"
"EXC20458","Excavation"," Mattuchio Construction",,,"2015-06-30T07:00:00.000","2015-07-01T16:00:00.000"
"EXC20458","Excavation"," Mattuchio Construction",,,"2015-06-30T07:00:00.000","2015-07-01T16:00:00.000"
"EXC20438","Excavation"," Mirra Co., Inc",,,"2015-07-06T07:00:00.000","2015-07-16T16:00:00.000"
"EXC20438","Excavation"," Mirra Co., Inc",,,"2015-07-06T07:00:00.000","2015-07-16T16:00:00.000"
"EXC20542","Excavation"," James W Flett Company",,,"2015-08-05T07:00:00.000","2015-09-03T16:00:00.000"
