"id","address","latitude","longitude","status","applicant_submit_date","issue_date","company_name","contractor","number_of_inspections","other_utility","subcontractor_company_name","utilities","number_of_metered_parking","number_of_no_parking_signs","city_contract_name","department_responsible_for","dig_safe_number","approved_curb_cut","city_contract","permit_type","private_roadway","private_sewer","private_sidewalk","private_site_work","private_stormwater","private_utility_comm","private_water","public_roadway","public_sewer","public_sidewalk","public_site_work","public_stormwater","public_utility_comm","public_water","utility_permit_number","water_permit_number","work_performed_on_private","work_performed_on_the_public","cutting_the_street_and_or","length_of_sidewalk_cut_five","length_of_sidewalk_cut_four","length_of_sidewalk_cut_one","length_of_sidewalk_cut_three","length_of_sidewalk_cut_two","material_of_sidewalk_cut","material_of_sidewalk_cut_1","material_of_sidewalk_cut_2","material_of_sidewalk_cut_3","material_of_sidewalk_cut_4","number_of_sidewalk_cuts","width_of_sidewalk_cut_five","width_of_sidewalk_cut_four","width_of_sidewalk_cut_one","width_of_sidewalk_cut_three","width_of_sidewalk_cut_two","area_of_street_cut_1","area_of_street_cut_10","area_of_street_cut_2","area_of_street_cut_3","area_of_street_cut_4","area_of_street_cut_5","area_of_street_cut_6","area_of_street_cut_7","area_of_street_cut_8","area_of_street_cut_9","depth_of_street_cut_1","depth_of_street_cut_10","depth_of_street_cut_2","depth_of_street_cut_3","depth_of_street_cut_4","depth_of_street_cut_5","depth_of_street_cut_6","depth_of_street_cut_7","depth_of_street_cut_8","depth_of_street_cut_9","length_of_street_cut_1","length_of_street_cut_10","length_of_street_cut_2","length_of_street_cut_3","length_of_street_cut_4","length_of_street_cut_5","length_of_street_cut_6","length_of_street_cut_7","length_of_street_cut_8","length_of_street_cut_9","number_of_street_cuts","width_of_street_cut_1","width_of_street_cut_10","width_of_street_cut_2","width_of_street_cut_3","width_of_street_cut_4","width_of_street_cut_5","width_of_street_cut_6","width_of_street_cut_7","width_of_street_cut_8","width_of_street_cut_9","hoisting_license_expiration","license_grade","massachusetts_hoisting_license","work_between_standard_hours","end_date","start_date"
"188930","7 Chauncy St, Cambridge, MA 02138","42.38","-71.121","Active","2022-08-08T00:00:00.000","2022-09-06T00:00:00.000","D Gillespie Inc","C-732",,"","","Water Service",,"2","","","20223202673","false","false","Trench",,,,,,,,,,"true",,,,"false","","","false","true","Yes - Sidewalk",,,"0",,,"","","Brick","","","0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2023-07-06T00:00:00.000","2A","he-194766","true","2022-08-11T00:00:00.000","2022-08-11T00:00:00.000"
"185463","15 Lambert St, Cambridge, MA 02141","42.3727","-71.0869","Active","2022-07-18T00:00:00.000","2022-09-06T00:00:00.000","J. Derenzo Co.","C-19",,"","","Cambridge Water Department",,"4","","","20222711688",,"false","Trench",,,,,,,,"true",,,,,,"true","","","false","true","Yes - Street",,,,,,"","","","","",,,,,,,"240",,,,,,,,,,"6",,,,,,,,,,"40",,,,,,,,,,"1","6",,,,,,,,,,"2023-05-01T00:00:00.000","2A","HE-043345","true","2022-08-05T00:00:00.000","2022-08-01T00:00:00.000"
"193485","390 Washington St, Cambridge, MA 02139","42.3657","-71.1001","Active","2022-09-02T00:00:00.000","2022-09-06T00:00:00.000","Cambridge Water Department","C-87",,"","","Cambridge Water Department",,"0","","","20223513827",,"false","No Trench",,,,,,,,,,,,,"true",,"2022-196","","false","true","Yes - Street",,,,,,"","","","","",,,,,,,"96",,,,,,,,,,"4",,,,,,,,,,"12",,,,,,,,,,"1","8",,,,,,,,,,,"","","true","2022-09-02T00:00:00.000","2022-09-02T00:00:00.000"
"193237","49 Sargent St, Cambridge, MA 02140","42.3914","-71.132","Active","2022-08-31T00:00:00.000","2022-09-06T00:00:00.000","CJ Doherty, Inc","C-86","1","","","Stormwater",,"2","","","2022-351-0584",,"false","Trench",,,,,"true",,,,,,,,,,"na","na","true","false","FALSE",,,,,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2023-01-08T00:00:00.000","2A","100028","true","2022-09-16T00:00:00.000","2022-09-07T00:00:00.000"
"193314","300 Bent St, Cambridge, MA 02142","42.3676","-71.0864","Active","2022-09-01T00:00:00.000","2022-09-06T00:00:00.000","Cambridge Network Solutions","C-438",,"","","Cambridge Network Solutions",,"4","","","N/A",,"false","No Trench",,,,,,,,,,,,,"true",,"220831-01","N/A","false","true","FALSE",,,,,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","true","2022-09-09T00:00:00.000","2022-09-06T00:00:00.000"
"193315","255 Bent St, Cambridge, MA 02141","42.3676","-71.0855","Active","2022-09-01T00:00:00.000","2022-09-06T00:00:00.000","Cambridge Network Solutions","C-438",,"","","Cambridge Network Solutions",,"4","","","N/A",,"false","No Trench",,,,,,,,,,,,,"true",,"220831-03","N/A","false","true","FALSE",,,,,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","true","2022-09-16T00:00:00.000","2022-09-06T00:00:00.000"
"193322","245 Bent St, Cambridge, MA 02141","42.3676","-71.0852","Active","2022-09-01T00:00:00.000","2022-09-06T00:00:00.000","Cambridge Network Solutions","C-438",,"","","Cambridge Network Solutions",,"4","","","N/A",,"false","No Trench",,,,,,,,,,,,,"true",,"220831-02","N/A","false","true","FALSE",,,,,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","true","2022-09-09T00:00:00.000","2022-09-06T00:00:00.000"
"193494","55 Otis St, Cambridge, MA 02141","42.3704","-71.0802","Active","2022-09-02T00:00:00.000","2022-09-02T00:00:00.000","Cambridge Water Department","C-87",,"","","Cambridge Water Department",,"0","","","20223513697","false","false","No Trench",,,,,,,,,,"true",,,"true",,"2022-197","","false","true","Yes - Street & Sidewalk",,,"8",,,"","","Brick","","","1",,,"5",,,"175",,,,,,,,,,"4",,,,,,,,,,"35",,,,,,,,,,"1","5",,,,,,,,,,,"","","false","2022-09-02T00:00:00.000","2022-09-02T00:00:00.000"
"193390","300 Bent St, Cambridge, MA 02142","42.3676","-71.0864","Active","2022-09-01T00:00:00.000","2022-09-02T00:00:00.000","Phoenix Communications ","C-11",,"","","Crown Castle",,"0","","","n/a",,"false","No Trench",,,,,,,,,,,,,"true",,"pending","","false","true","FALSE",,,,,,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","false","2022-10-07T00:00:00.000","2022-09-09T00:00:00.000"
"192856","266 Massachusetts Ave, Cambridge, MA 02139","42.3617","-71.0981","Active","2022-08-30T00:00:00.000","2022-09-01T00:00:00.000","Crown Castle","C-74",,"","NEEC","",,"2","","","will provide closer to dig ","true","false","Trench",,,,,,,,"true",,"true",,,,,"PC-185843","","false","true","Yes - Street & Sidewalk",,,"15",,,"","","Concrete","","","1",,,"1",,,"15",,,,,,,,,,"2",,,,,,,,,,"15",,,,,,,,,,"1","1",,,,,,,,,,"2023-02-24T00:00:00.000","2A","John Fellers","true","2022-09-30T00:00:00.000","2022-09-15T00:00:00.000"
