"fiscal_year","file","id","location","location_address","quantity","description"
"2014-2015","CFS14","1","HEALTH & WELLNESS","EMO","3","Laptop"
"2014-2015","CFS14","1","HEALTH & WELLNESS","EMO","5","Computer CPU"
"2014-2015","CFS14","2","HEALTH & WELLNESS","RBC Building, Halifax, NS","2","Computer CPU"
"2014-2015","CFS14","2","HEALTH & WELLNESS","RBC Building, Halifax, NS","40","Laptop"
"2014-2015","CFS14","2","HEALTH & WELLNESS","RBC Building, Halifax, NS","12","Monitor"
"2014-2015","CFS14","3","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS/JUSTICE","Maritime Centre/Johnston Building, Halifax, NS","6","Laptop"
"2014-2015","CFS14","3","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS/JUSTICE","Maritime Centre/Johnston Building, Halifax, NS","1","Switch, Ethernet"
"2014-2015","CFS14","3","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS/JUSTICE","Maritime Centre/Johnston Building, Halifax, NS","8","Monitor"
"2014-2015","CFS14","3","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS/JUSTICE","Maritime Centre/Johnston Building, Halifax, NS","12","Computer CPU"
"2014-2015","CFS14","4","EDUCATION","Early Childhood Care & Development, Halifax, NS","1","Docking Station"
"2014-2015","CFS14","4","EDUCATION","Early Childhood Care & Development, Halifax, NS","7","Computer Accessory"
"2014-2015","CFS14","4","EDUCATION","Early Childhood Care & Development, Halifax, NS","20","Computer CPU"
"2014-2015","CFS14","4","EDUCATION","Early Childhood Care & Development, Halifax, NS","1","Laptop"
"2014-2015","CFS14","4","EDUCATION","Early Childhood Care & Development, Halifax, NS","15","Monitor"
"2014-2015","CFS14","5","COMMUNITIES, CULTURE & HERITAGE/AGRICULTURE","1741 Brunswick Street, Halifax, NS","2","Computer Accessory"
"2014-2015","CFS14","5","COMMUNITIES, CULTURE & HERITAGE/AGRICULTURE","1741 Brunswick Street, Halifax, NS","3","Docking Station"
"2014-2015","CFS14","5","COMMUNITIES, CULTURE & HERITAGE/AGRICULTURE","1741 Brunswick Street, Halifax, NS","3","(3) Laptop"
"2014-2015","CFS14","5","COMMUNITIES, CULTURE & HERITAGE/AGRICULTURE","1741 Brunswick Street, Halifax, NS","12","Computer CPU"
"2014-2015","CFS14","5","CHIEF INFORMATION OFFICE/TRANSPORTATION AND INFRASTURUCTURE RENEWAL","Johnston Building, Halifax, NS","3","Monitor"
"2014-2015","CFS14","6","CHIEF INFORMATION OFFICE/TRANSPORTATION AND INFRASTURUCTURE RENEWAL","Johnston Building, Halifax, NS","1","Laptop"
"2014-2015","CFS14","6","CHIEF INFORMATION OFFICE/TRANSPORTATION AND INFRASTURUCTURE RENEWAL","Johnston Building, Halifax, NS","1","Docking Station"
"2014-2015","CFS14","6","CHIEF INFORMATION OFFICE/TRANSPORTATION AND INFRASTURUCTURE RENEWAL","Johnston Building, Halifax, NS","1","Monitor"
"2014-2015","CFS14","6","CHIEF INFORMATION OFFICE/TRANSPORTATION AND INFRASTURUCTURE RENEWAL","Johnston Building, Halifax, NS","4","Computer CPU"
"2014-2015","CFS14","7","EDUCATION/LABOUR & ADVANCED EDUCATION","2021 Brunswick Street, Halifax, NS","5","Monitor"
"2014-2015","CFS14","7","EDUCATION/LABOUR & ADVANCED EDUCATION","2021 Brunswick Street, Halifax, NS","10","Case, Laptop"
"2014-2015","CFS14","7","EDUCATION/LABOUR & ADVANCED EDUCATION","2021 Brunswick Street, Halifax, NS","7","Laptop"
"2014-2015","CFS14","7","EDUCATION/LABOUR & ADVANCED EDUCATION","2021 Brunswick Street, Halifax, NS","52","Computer CPU"
"2014-2015","CFS14","7","EDUCATION/LABOUR & ADVANCED EDUCATION","2021 Brunswick Street, Halifax, NS","1","Switch, Ethernet"
"2014-2015","CFS14","8","CHIEF INFORMATION OFFICE","Young Street, Halifax, NS","41","Printer"
"2014-2015","CFS14","9","COMMUNITY SERVICES","Credit Union Building, Halifax, NS","9","Scanner"
"2014-2015","CFS14","9","COMMUNITY SERVICES","Credit Union Building, Halifax, NS","2","Computer Accessory"
"2014-2015","CFS14","9","COMMUNITY SERVICES","Credit Union Building, Halifax, NS","30","Keyboard"
"2014-2015","CFS14","10","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS/JUSTICE","Access NS, Sydney, NS","8","Computer CPU"
"2014-2015","CFS14","10","SERVICE NOVA SCOTIA & MUNICIPAL RELATIONS/JUSTICE","Access NS, Sydney, NS","14","Monitor"
