"date_yyyy_mm_dd","college","program","center_name","street_address","suite_floor_mailbox","city_town","province","postal_code","mailing_address","mailing_detail","city_mailing","province_mailing","mailing_postal_code","contact","alternate_contact","contact_title_dept","phone","phone_2","fax","toll_free","web","geocoded_column"
"2019-12-09T00:00:00.000","Academy of Cosmetology","Cosmetology-Hairdressing",,"33 Thornhill Drive","Unit 201","Dartmouth","NS","B3B 1R9",,,,,,"Ms. Angela Ponee",,,"902-469-7788",,"902-461-4625",,"http://www.academyofcosmetology.com","(44.680924, -63.595946)"
"2019-12-09T00:00:00.000","Academy of Cosmetology","Esthetics",,"33 Thornhill Drive","Unit 201","Dartmouth","NS","B3B 1R9",,,,,,"Ms. Angela Ponee",,,"902-469-7788",,"902-461-4625",,"http://www.academyofcosmetology.com","(44.680924, -63.595946)"
"2019-12-09T00:00:00.000","Academy of Cosmetology","Makeup Artistry & Special FX",,"33 Thornhill Drive","Unit 201","Dartmouth","NS","B3B 1R9",,,,,,"Ms. Angela Ponee",,,"902-469-7788",,"902-461-4625",,"http://www.academyofcosmetology.com","(44.680924, -63.595946)"
"2019-12-09T00:00:00.000","Academy of Learning Career College Halifax","Administrative Assistant Diploma","Mumford Professional Centre - West End Mall","6960 Mumford Road","Suite 155","Halifax","NS","B3L 4P1",,,,,,"Mr. Duane Yeomans",,,"902-455-3395",,"902-461-4331",,"http://www.academyoflearning.com","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Academy of Learning Career College Halifax","Business Accounting Diploma","Mumford Professional Centre - West End Mall","6960 Mumford Road","Suite 155","Halifax","NS","B3L 4P1",,,,,,"Mr. Duane Yeomans",,,"902-455-3395",,"902-461-4331",,"http://www.academyoflearning.com","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Academy of Learning Career College Halifax","Business Administration Diploma","Mumford Professional Centre - West End Mall","6960 Mumford Road","Suite 155","Halifax","NS","B3L 4P1",,,,,,"Mr. Duane Yeomans",,,"902-455-3395",,"902-461-4331",,"http://www.academyoflearning.com","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Academy of Learning Career College Halifax","Community Service Worker with Addictions Worker Specialty Diploma","Mumford Professional Centre - West End Mall","6960 Mumford Road","Suite 155","Halifax","NS","B3L 4P1",,,,,,"Mr. Duane Yeomans",,,"902-455-3395",,"902-461-4331",,"http://www.academyoflearning.com","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Academy of Learning Career College Halifax","Medical Office Assistant Diploma","Mumford Professional Centre - West End Mall","6960 Mumford Road","Suite 155","Halifax","NS","B3L 4P1",,,,,,"Mr. Duane Yeomans",,,"902-455-3395",,"902-461-4331",,"http://www.academyoflearning.com","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Academy of Learning Career College Halifax","Office Clerk Diploma","Mumford Professional Centre - West End Mall","6960 Mumford Road","Suite 155","Halifax","NS","B3L 4P1",,,,,,"Mr. Duane Yeomans",,,"902-455-3395",,"902-461-4331",,"http://www.academyoflearning.com","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Academy of Learning Career College Halifax","PC Support Specialist Diploma","Mumford Professional Centre - West End Mall","6960 Mumford Road","Suite 155","Halifax","NS","B3L 4P1",,,,,,"Mr. Duane Yeomans",,,"902-455-3395",,"902-461-4331",,"http://www.academyoflearning.com","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Academy of Learning Career College Halifax","Web Designer Diploma","Mumford Professional Centre - West End Mall","6960 Mumford Road","Suite 155","Halifax","NS","B3L 4P1",,,,,,"Mr. Duane Yeomans",,,"902-455-3395",,"902-461-4331",,"http://www.academyoflearning.com","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Atlantic Flight Attendant Academy Limited","Flight Attendant",,"6148 Quinpool Road","Suite 200","Halifax","NS","B3L 1A3",,,,,,"Ms. Cynthia Sullivan",,,"902-422-0339",,"902-444-5681",,"http://www.flightattend.com","(44.645966, -63.594386)"
"2020-11-17T00:00:00.000","Atlantic Flight Attendant Academy Limited","Flight Attendant",,"6148 Quinpool Road","Suite 200","Halifax","NS","B3L 1A3",,,,,,"Ms. Cynthia Sullivan",,,"902-422-0339",,"902-444-5681",,"http://www.flightattend.com","(44.645966, -63.594386)"
"2019-12-09T00:00:00.000","Atlantic Flight Attendant Academy Limited","Flight Attendant and French Immersion Program",,"6148 Quinpool Road","Suite 200","Halifax","NS","B3L 1A3",,,,,,"Ms. Cynthia Sullivan",,,"902-422-0339",,"902-444-5681",,"http://www.flightattend.com","(44.645966, -63.594386)"
"2019-12-09T00:00:00.000","Breton Commercial Truck Training","Miles to Go Class 1","Harbourside Commercial Park","270 Stable Drive",,"Sydney","NS","B1P 0B9","PO Box 336",,"Sydney","NS","B1P 6H2","Ms. Colleen Arbuckle",,,"902-562-2088",,"902-562-2988",,,"(46.150039, -60.187053)"
"2020-11-17T00:00:00.000","Breton Commercial Truck Training","Miles to Go Class 2B","Harbourside Commercial Park","270 Stable Drive",,"Sydney","NS","B1P 0B9","PO Box 336",,"Sydney","NS","B1P 6H2","Ms. Colleen Arbuckle",,,"902-562-2088",,"902-562-2988",,,"(46.150039, -60.187053)"
"2019-12-09T00:00:00.000","Breton Commercial Truck Training","Miles to Go Class 3","Harbourside Commercial Park","270 Stable Drive",,"Sydney","NS","B1P 0B9","PO Box 336",,"Sydney","NS","B1P 6H2","Ms. Colleen Arbuckle",,,"902-562-2088",,"902-562-2988",,,"(46.150039, -60.187053)"
"2019-12-09T00:00:00.000","Breton Commercial Truck Training","Miles to Go Earthmoving","Harbourside Commercial Park","270 Stable Drive",,"Sydney","NS","B1P 0B9","PO Box 336",,"Sydney","NS","B1P 6H2","Ms. Colleen Arbuckle",,,"902-562-2088",,"902-562-2988",,,"(46.150039, -60.187053)"
"2019-12-09T00:00:00.000","Building Trades Advancement College of Nova Scotia","Bricklaying",,"24 Lakeside Park Drive","Suite 101","Lakeside","NS","B3T 1L1",,,,,,"Mr. Brad Smith",,,"833-221-2822",,"902-450-1013",,,"(44.642497, -63.6897)"
"2019-07-30T00:00:00.000","Building Trades Advancement College of Nova Scotia","Electrical Construction and Industrial Pre-Employment",,"24 Lakeside Park Drive","Suite 101","Lakeside","NS","B3T 1L1",,,,,,"Mr. Brad Smith",,,"833-221-2822",,"902-450-1013",,,"(44.642497, -63.6897)"
"2020-11-17T00:00:00.000","Canadian College of Acupuncture and Traditional Chinese Medicine","3-Year Acupuncture",,"1306 Bedford Highway",,"Bedford","NS","B4A 1C8",,,,,,"Dr. Diana Tong Li",,,"902-832-6628",,"902-832-3500",,"http://www.acupuncturecollege.ca","(44.726408, -63.666732)"
"2020-11-17T00:00:00.000","Canadian College of Acupuncture and Traditional Chinese Medicine","Intensive 2-Year Acupuncture",,"1306 Bedford Highway",,"Bedford","NS","B4A 1C8",,,,,,"Dr. Diana Tong Li",,,"902-832-6628",,"902-832-3500",,"http://www.acupuncturecollege.ca","(44.726408, -63.666732)"
"2020-11-17T00:00:00.000","Canadian College of Acupuncture and Traditional Chinese Medicine","Blended Delivery Acupuncture Diploma Program",,"1306 Bedford Highway",,"Bedford","NS","B4A 1C8",,,,,,"Dr. Diana Tong Li",,,"902-832-6628",,"902-832-3500",,"http://www.acupuncturecollege.ca","(44.726408, -63.666732)"
"2020-11-17T00:00:00.000","Canadian College of Acupuncture and Traditional Chinese Medicine","Natural Nutrition Counsellor",,"1306 Bedford Highway",,"Bedford","NS","B4A 1C8",,,,,,"Dr. Diana Tong Li",,,"902-832-6628",,"902-832-3500",,"http://www.acupuncturecollege.ca","(44.726408, -63.666732)"
"2020-11-17T00:00:00.000","Canadian College of Massage and Hydrotherapy","Massage Therapy Diploma Program","Mumford Professional Centre","6960 Mumford Road","Suite 180","Halifax","NS","B3L 4P1",,,,,,"Ms. Jennifer Stuart",,,"902-832-3268",,"902-832-1077",,"http://www.collegeofmassage.com/halifax/","(44.64507, -63.619487)"
"2020-11-17T00:00:00.000","Canadian College of Massage and Hydrotherapy","Massage Therapy Diploma (Blended Delivery)","Mumford Professional Centre","6960 Mumford Road","Suite 180","Halifax","NS","B3L 4P1",,,,,,"Ms. Jennifer Stuart",,,"902-832-3268",,"902-832-1077",,"http://www.collegeofmassage.com/halifax/","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Canadian College of Massage and Hydrotherapy","Massage Therapy Diploma (Fast Track)","Mumford Professional Centre","6960 Mumford Road","Suite 180","Halifax","NS","B3L 4P1",,,,,,"Ms. Jennifer Stuart",,,"902-832-3268",,"902-832-1077",,"http://www.collegeofmassage.com/halifax/","(44.64507, -63.619487)"
"2019-12-09T00:00:00.000","Cape Breton Business College (CBBC)","Administrative Assistant",,"315 Jamieson Street",,"Sydney","NS","B1N 2P7","PO Box 33","Station Whitney Pier","Sydney","NS","B1N 3B1","Mr. Brian MacArthur",,,"902-564-2222",,"902-539-8606",,"http://www.cbbc.ns.ca","(46.160388, -60.180097)"
"2020-11-18T00:00:00.000","Cape Breton Business College (CBBC)","Administrative Assistant","Dartmouth Campus","45 Alderney Drive",,"Dartmouth","NS","B2Y 2N6","PO Box 33","Station Whitney Pier","Sydney","NS","B1N 3B1","Mr. Brian MacArthur",,,"902-564-2222",,"902-539-8609",,"http://www.cbbc.ns.ca",
"2020-11-18T00:00:00.000","Cape Breton Business College (CBBC)","Administrative Assistant",,"74 Townsend Street",,"Sydney","NS","B1P 5C8","PO Box 33","Station Whitney Pier","Sydney","NS","B1N 3B1","Mr. Brian MacArthur",,,"902-564-2222",,"902-539-8606",,"http://www.cbbc.ns.ca",
"2019-12-09T00:00:00.000","Cape Breton Business College (CBBC)","Aesthetics",,"315 Jamieson Street",,"Sydney","NS","B1N 2P7","PO Box 33","Station Whitney Pier","Sydney","NS","B1N 3B1","Mr. Brian MacArthur",,,"902-564-2222",,"902-539-8606",,"http://www.cbbc.ns.ca","(46.160388, -60.180097)"
