"id","property_project","pid","name","address","city","postal_code","number_of_floors","residential_units","housing_authority","county","elevator","oil_heat","electric_heat","public_water","well","sewer","onsite_septic","municipality","x_coordina","y_coordina","location"
"117","330101X","65032708","Riverton Heights I","19/27/29 Riverton Heights Drive","Pictou County","B0K 1S0","2","20","Eastern Mainland Housing Authority","Pictou","No","Y","N","N","Y","Y","N","Municipality of the County of Pictou","-62.66641691","45.54323763","(45.543238, -62.666417)"
"324","200214X","50067362","Bellevue","10 Grand Etang","Grand Etang","B0E 1L0","2","15","Cape Breton Island Housing Authority","Inverness","No","N","Y","N","Y","N","Y","Municipality of the County of Inverness","-61.0559937","46.53726894","(46.537269, -61.055994)"
"247","100215X","15113962","Sydney Senior Duplexes - 77 Ainsley St","77 Ainsley St","Sydney",,"1","2","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.17292816","46.13510892","(46.135109, -60.172928)"
"337","390201X","25227687","Elgin Street Villa","22 Elgin Street","Springhill","B0M 1X0","1","17","Cobequid Housing Authority","Cumberland","No","Y","N","Y","N","Y","N","Municipality of the County of Cumberland","-64.0605951","45.65052228","(45.650522, -64.060595)"
"224","100201X","15130651","William Street S/C","10 William St","Sydney","B1N 1R4","2","20","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.17893532","46.15249845","(46.152498, -60.178935)"
"289","150226X","15242738","198 Pitt Street",,"Florence","B0C 1J0","2","15","Cape Breton Island Housing Authority","Cape Breton","No","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-60.25496229","46.26161753","(46.261618, -60.254962)"
"214","612301","90212812","Trinity Place","3 Trinity Place","Yarmouth","B5A 1P3","2","16","Western Regional Housing Authority","Yarmouth","Yes","N","Y","Y","N","Y","N","Town of Yarmouth","-66.11930184","43.82709972","(43.8271, -66.119302)"
"143","350801","20178653","Young St. Lodge","130 Young Street","Truro","B2N 3X4","2","16","Cobequid Housing Authority","Colchester","Yes","N","Y","Y","N","Y","N","Town of Truro","-63.27857094","45.35948674","(45.359487, -63.278571)"
"104","740101","60187283","Ritcey's Cove Manor Lunen","3809 Hwy. 332","Riverport","B0J 2W0","2","15","Western Regional Housing Authority","Lunenburg","No","Y","N","N","Y","N","Y","Municipality of the District of Lunenburg","-64.32493207","44.29439116","(44.294391, -64.324932)"
"174","430901","40177982","Dr. Prince Manor (HN)","3792 Novalea Drive","Halifax","B3K 3G5","9","135","Metropolitan Regional Housing Authority","Halifax","Yes(2)","Y","N","Y","N","Y","N","Halifax Regional Municipality","-63.61262715","44.67123728","(44.671237, -63.612627)"
"101","710201","60056843","Blockhouse Hill Apts. Lun","37 Blockhouse Hill","Lunenburg","B0J 2C0","2","15","Western Regional Housing Authority","Lunenburg","No","N","Y","Y","N","Y","N","Town of Lunenburg","-64.301968","44.37645305","(44.376453, -64.301968)"
"198","444101","420927","Woodlyn Manor","2 Woodlyn Drive","Hammonds Plain","B4B 1J2","2","15","Metropolitan Regional Housing Authority","Halifax","No","N","Y","Y","N","Y","N","Halifax Regional Municipality","-63.73906184","44.72348027","(44.72348, -63.739062)"
"47","480101","45191640","Kendall Villa West Hants","123 Kendall Lane","Windsor","B0N 2T0","2","25","Western Regional Housing Authority","Hants","No","Y","N","Y","N","Y","N","West Hants","-64.12745445","44.97500598","(44.975006, -64.127454)"
"9","250401","35054303","Pines Manor","1112 Union Street","Canso","B0H 1H0","2","15","Eastern Mainland Housing Authority","Guysborough","Yes","Y","N","Y","N","Y","N","Municipality of the District of Guysborough","-61.00151397","45.33727407","(45.337274, -61.001514)"
"115","320201X","984815","Strathcona Place I","115 Haliburton Road (20)","Pictou","B0K 1H0","1","20","Eastern Mainland Housing Authority","Pictou","No","Y","N","Y","N","Y","N","Town of Pictou","-62.72343241","45.67565742","(45.675657, -62.723432)"
"256","110204X","15246390","86 Nolans Lane-Valleyview","86 Nolans Lane","Glace Bay","B1A 6E1","1","60","Cape Breton Island Housing Authority","Cape Breton","No","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-59.97098725","46.19590016","(46.1959, -59.970987)"
"193","442301","40013518","Glendale Manor","1 Smokey Drive","Lower Sackville","B4C 3H9","2","40","Metropolitan Regional Housing Authority","Halifax","Yes","Y","N","Y","N","Y","N","Halifax Regional Municipality","-63.68924463","44.78221605","(44.782216, -63.689245)"
"282","150213X","15292329","Mira Manor","3961 Highway 327","Marion Bridge","B1K 1A6","2","15","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","N","Y","N","Y","Cape Breton Regional Municipality","-60.21108203","45.98288632","(45.982886, -60.211082)"
"127","540101X","5116959","Anna Villa Seniors I","Fitch Road","Lawrencetown","B0S 1M0","2","40","Western Regional Housing Authority","Annapolis","No","Y","N","Y","N","Y","N","Municipality of the County of Annapolis","-65.14983708","44.89090664","(44.890907, -65.149837)"
"97","700201","60044575","Miller Manor Bridgewater","107 Miller Drive","Bridgewater","B4V 3J6","2","25","Western Regional Housing Authority","Lunenburg","Yes","Y","N","Y","N","Y","N","Town of Bridgewater","-64.50727874","44.38491723","(44.384917, -64.507279)"
"277","150205X","15278443","Donkin","10 Second St","Donkin","B0A 1A0","2","15","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-59.87144095","46.1858084","(46.185808, -59.871441)"
"261","120202X","15475155","Smith Street S/C",,"New Waterford",,"1","20","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.08794568","46.24805238","(46.248052, -60.087946)"
"26","310401","987396","Birch Hill II Phase 4","43 Acadia (101-208)","RR1 Stellarton","BOK 1SO","2","15","Eastern Mainland Housing Authority","Pictou","No","Y","N","Y","N","Y","N","Town of Stellarton","-62.66752109","45.55681243","(45.556812, -62.667521)"
"144","351001","20196325","H.A. Johnson Manor","9 Church Street","Truro","B2N 3Z5","3","23","Cobequid Housing Authority","Colchester","Yes","N","Y","Y","N","Y","N","Town of Truro","-63.27563137","45.36532006","(45.36532, -63.275631)"
"263","120204X","15465305","Nicholson Avenue S/C","3142 Nicholson Avenue","New Waterford","B1H 1N8","2","30","Cape Breton Island Housing Authority","Cape Breton","Yes","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.08048409","46.24199346","(46.241993, -60.080484)"
"227","100204X","15082159","Alexandra St","235 Alexandra St","Sydney","B1S 3A4","1","57","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.19631932","46.12272423","(46.122724, -60.196319)"
"207","490401","45199155","Cobequid Bay Manor","59 Maple Ave","Maitland N S","B0N 1T0","2","15","Cobequid Housing Authority","Hants","No","Y","N","Y","N","N","Y","East Hants","-63.50250332","45.31729935","(45.317299, -63.502503)"
"317","200207X","50128339","Church Street","119 Church Street","Inverness","B0E 1N0","1","10","Cape Breton Island Housing Authority","Inverness","No","Y","N","Y","N","Y","N","Municipality of the County of Inverness","-61.30242174","46.23168338","(46.231683, -61.302422)"
"93","680601","70021951","Waterloo Place II Queens","12 Hollands Drive","Liverpool","B0T 1K0","2","10","Western Regional Housing Authority","Queens","No","N","Y","Y","N","Y","N","Region of Queens Municipality","-64.70826641","44.03637485","(44.036375, -64.708266)"
"126","531101X","55141139","Fundy Villa","108 Commercial Street","South Berwick","B0P 1E0","1","40","Western Regional Housing Authority","Kings","No","Y","N","N","Y","N","Y","Municipality of the County of Kings","-64.7286658","45.03516542","(45.035165, -64.728666)"
"221","630301","90074485","Belle Vue Apts","30 Abbotts Harbour Road","Middle West Pubnico","B0W 2M0","2","15","Western Regional Housing Authority","Yarmouth","Yes","Y","N","N","Y","N","Y","Municipality of the District of Argyle","-65.8013841","43.66115371","(43.661154, -65.801384)"
"212","611001","90197385","Church Hill Manor","41 Main Street","Yarmouth","B5A 1A5","2","20","Western Regional Housing Authority","Yarmouth","No","Y","N","Y","N","Y","N","Town of Yarmouth","-66.12237598","43.8245879","(43.824588, -66.122376)"
"13","280501","1000017","Autumn Crest I","223 Abercrombie Rd.","New Glasgow","B2H 1K7","2","20","Eastern Mainland Housing Authority","Pictou","No","N","Y","Y","N","Y","N","Town of New Glasgow","-62.64877518","45.59517497","(45.595175, -62.648775)"
"211","610901","90200544","Hibernia Heights","51 Hibernia Street","Yarmouth","B5A 2M7","2","30","Western Regional Housing Authority","Yarmouth","No","Y","N","Y","N","Y","N","Town of Yarmouth","-66.10812631","43.85355916","(43.853559, -66.108126)"
"125","531001X","55202774","Edgewood Hall","Highland Avenue","New Minas","B4N 3J5","2","55","Western Regional Housing Authority","Kings","Yes","Y","N","Y","N","Y","N","Municipality of the County of Kings","-64.45484467","45.06544688","(45.065447, -64.454845)"
"314","200204X","50121177","Orangedale Road","1385 Orangedale Road","Orangedale","B0E 2K0","2","15","Cape Breton Island Housing Authority","Inverness","No","Y","N","Y","N","N","Y","Municipality of the County of Inverness","-61.09499824","45.90151583","(45.901516, -61.094998)"
"223","100106X","15092653","350 Terrace Street","350 Terrace Street","Sydney","B1P2M9","3","10","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.17124999","46.13223075","(46.132231, -60.17125)"
"283","150214X","15361090","2891 Louisbourg/Man-A-Die","2884 Main-A-Dieu Road","Main-A-Dieu","B0A 1N0","2","6","Cape Breton Island Housing Authority","Cape Breton","No","N","Y","N","Y","N","Y","Cape Breton Regional Municipality","-59.84751131","46.00452458","(46.004525, -59.847511)"
"204","450101","40302291","Bedford Manor","51 Bridge Street","Bedford","B4A 2B9","2","25","Metropolitan Regional Housing Authority","Halifax","Yes","Y","N","Y","N","Y","N","Halifax Regional Municipality","-63.65998622","44.73909208","(44.739092, -63.659986)"
"81","590401","30057442","Foyer Gabriel","77 Eustache Comeau Rd.","Saulnierville","B0W 2Z0","2","15","Western Regional Housing Authority","Digby","Yes","Y","N","N","Y","N","Y","Municipality of the District of Clare","-66.13012775","44.24246081","(44.242461, -66.130128)"
"150","380201","25032889","Marshview Manor","7 Summit Avenue","Amherst","B4H 2A6","1","20","Cobequid Housing Authority","Cumberland","No","Y","N","Y","N","Y","N","Town of Amherst","-64.20969836","45.83905998","(45.83906, -64.209698)"
"153","380601","25027434","Poplar Manor","6 Poplar Street","Amherst","B4H 1L5","2","20","Cobequid Housing Authority","Cumberland","No","Y","N","Y","N","Y","N","Town of Amherst","-64.2065344","45.82352276","(45.823523, -64.206534)"
"199","444201","40077208","Margaret Latter Manor","144 Hebridean Drive","Armdale","B3L 4J5","2","14","Metropolitan Regional Housing Authority","Halifax","No","N","Y","Y","N","Y","N","Halifax Regional Municipality","-63.56039754","44.5717622","(44.571762, -63.560398)"
"297","170202X","15179864","Hillside/Cooke",,"Sydney Mines","B1V 2Y6","1","20","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.22010704","46.24345478","(46.243455, -60.220107)"
"123","530302X","55085732","Garden View Manor I","365 Lincoln St.","Kingston","B0P 1R0","1","15","Western Regional Housing Authority","Kings","No","N","Y","N","Y","N","Y","Municipality of the County of Kings","-64.96041542","44.98781854","(44.987819, -64.960415)"
"19","282901","65053092","East River Manor","695 East River Road","New Glasgow","B2H 5W6","3","20","Eastern Mainland Housing Authority","Pictou","Yes","N","Y","Y","N","Y","N","Town of New Glasgow","-62.64277859","45.57515682","(45.575157, -62.642779)"
"92","680401","70021951","Waterloo Place Queens","10 Hollands Drive","Liverpool","B0T 1K0","2","15","Western Regional Housing Authority","Queens","No","Y","N","Y","N","Y","N","Region of Queens Municipality","-64.70867009","44.03661369","(44.036614, -64.70867)"
"332","341001X","5237513","Allison Place","40 Allison Avenue","Bible Hill","B2N 4L4","2","20","Cobequid Housing Authority","Colchester","No","Y","N","Y","N","Y","N","Municipality of the County of Colchester","-63.25720742","45.37852302","(45.378523, -63.257207)"
"196","443001","40135865","Forest Hills  Phase I","20 Circassion Drive","Dartmouth","B2W 5C2","2","15","Metropolitan Regional Housing Authority","Halifax","Yes","Y","N","Y","N","Y","N","Halifax Regional Municipality","-63.49333681","44.67662224","(44.676622, -63.493337)"
"145","360301","20121497","Riverview Villa","26 Dunrovin Avenue","Stewiacke","B0N 2J0","1","10","Cobequid Housing Authority","Colchester","No","N","Y","Y","N","Y","N","Town of Stewiacke","-63.35002059","45.1409127","(45.140913, -63.350021)"
"113","310101X","991414","Maple Crest I Phase 1","142 Maple Street (20)","Stellarton","B0K 1S0","1","20","Eastern Mainland Housing Authority","Pictou","No","Y","N","Y","N","Y","N","Town of Stellarton","-62.67191929","45.55443138","(45.554431, -62.671919)"
"65","532801","55224935","J.B. North Manor Kings","14043 Highway # 1","Hantsport","BOP 1PO","3","15","Western Regional Housing Authority","Kings","Yes","N","Y","Y","N","Y","N","Municipality of the County of Kings","-64.18499825","45.07270404","(45.072704, -64.184998)"
"10","260101","35100049","Scotia Heights Seniors Co","393 Murray Street","Mulgrave","B0E 2V0","1","10","Eastern Mainland Housing Authority","Guysborough","No","N","Y","Y","N","Y","N","Town of Mulgrave","-61.3949548","45.60807814","(45.608078, -61.394955)"
"67","533301","55055636","Centreville Place Kings","871 Murray Dr  Rr#2","Centreville","BOP 1J0","1","10","Western Regional Housing Authority","Kings","No","N","Y","N","Y","Y","N","Municipality of the County of Kings","-64.5290597","45.1325005","(45.132501, -64.52906)"
"329","210204X","85084259","408 Dingwall",,"Dingwall","B0C 1G0","1","10","Cape Breton Island Housing Authority","Victoria","No","N","Y","Y","N","N","Y","Municipality of the County of Victoria","-60.47192894","46.89479684","(46.894797, -60.471929)"
"22","300301","908517","Diamond Crest I","1714 Porters Lane","Westville","BOK 2AO","1","20","Eastern Mainland Housing Authority","Pictou","No","Y","N","Y","N","Y","N","Town of Westville","-62.71945314","45.56631965","(45.56632, -62.719453)"
"103","720201","60376282","Mahonne Manor Mahone Bay","35 Cherry Lane","Mahone Bay","B0J 2E0","2","15","Western Regional Housing Authority","Lunenburg","No","Y","N","Y","N","Y","N","Town of Mahone Bay","-64.38446006","44.45019785","(44.450198, -64.38446)"
"63","530901","55092407","Pine Grove Kings","1090 Sandy Court","Aylesford","BOP 1CO","1","15","Western Regional Housing Authority","Kings","No","Y","N","Y","N","N","Y","Municipality of the County of Kings","-64.83855732","45.02814509","(45.028145, -64.838557)"
"280","150211X","15285703","George St","1249 George St","Mira Road","1N7","2","22","Cape Breton Island Housing Authority","Cape Breton","Yes","N","Y","Y","N","Y","N","Cape Breton Regional Municipality","-60.17560204","46.12217065","(46.122171, -60.175602)"
"46","470301","45045481","Jubilee Court  Hantsport","I6 Jubilee Lane","Hantsport","B0N 1P0","1","15","Western Regional Housing Authority","Hants","No","N","Y","Y","N","Y","N","West Hants","-64.18233576","45.06778458","(45.067785, -64.182336)"
"222","100102X","15147895","250 James Street","250 James Street","Sydney","B1N 2T1","2","10","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.18197523","46.16369564","(46.163696, -60.181975)"
"342","611901","90211848","Fred Emin Manor","3 Grantham Street","Yarmouth","B5A 1Z7","2","25","Western Regional Housing Authority","Yarmouth","Yes","N","Y","Y","N","Y","N","Town of Yarmouth","-66.11366569","43.8276751","(43.827675, -66.113666)"
"21","290301","925396","Park View Manor","2 Porter St.","Trenton","B0K 1X0","2","20","Eastern Mainland Housing Authority","Pictou","Yes","Y","N","Y","N","Y","N","Town of Trenton","-62.63649212","45.61856455","(45.618565, -62.636492)"
"244","100215X","15077258","Sydney Senior Duplexes - 57 Windsor St","57 Windsor St","Sydney",,"1","2","Cape Breton Island Housing Authority","Cape Breton","No","Y","N","Y","N","Y","N","Cape Breton Regional Municipality","-60.19895495","46.11024986","(46.11025, -60.198955)"
"137","340901","20067963","Centennial House","46 Allison Avenue","Bible Hill","B2N 4L4","2","20","Cobequid Housing Authority","Colchester","No","Y","N","N","Y","Y","N","Municipality of the County of Colchester","-63.25776775","45.37833646","(45.378336, -63.257768)"
