"record_url","title","added_title","author","added_author","publication_info","publication_date_beginning","end_date_if_serial","content_url"
"https://legcat.gov.ns.ca/record=b1000001","[Notice of award of contract].",,"Nova Scotia. Dept. of Transportation and Public Works.",,"[Halifax] : The Department, 1999","1999",,
"https://legcat.gov.ns.ca/record=b1000004","Response of the Public Prosecution Service to the report of the service conducted by the review of the service conducted by the Honourable Fred Kaufman, C.M., Q.C.",,,"Nova Scotia. Public Prosecution Service","[Halifax] : Public Prosecution Service, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000005","Legal ethics and professional conduct: a handbook for lawyers in Nova Scotia","Nova Scotia legal ethics","Nova Scotia Barristers' Society",,"[Halifax]: Nova Scotia Barristers' Society, 1990.","1988",,
"https://legcat.gov.ns.ca/record=b1000010","[Overview: wood sustainability regulations (for registered buyers)].",,"Nova Scotia. Dept. of Natural Resources.",,"[Halifax] : The Department, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000012","Draft forest/wildlife guidelines and standards for Nova Scotia.",,"Nova Scotia. Dept. of Natural Resources.",,"[Halifax] : The Department, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000043","Before you construct a water well :  facts a homeowner should know before hiring a water well contractor.",,"Nova Scotia. Resource Management and Pollution Control Division.",,"Halifax : Department of the Environment, Resource Management and Pollution Control Division,  1990.","1990",,
"https://legcat.gov.ns.ca/record=b1000053","[Proposed revisions to the Motive Fuel and Fuel Oil Approval Regulations and proposed revisions to the Petroleum Storage Regulations].",,"Nova Scotia. Dept. of the Environment",,"Halifax : The Department, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000094","Strong leadership ... a clear course.","The blue book.","Progressive Conservative Party of Nova Scotia","Hamm, John Frederick, 1938-","[Halifax] : The Party, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000096","Parks are for people.",,"Nova Scotia. Dept. of Natural Resources.","Graham, Daniel;MacAskill, Kenneth","[Halifax] : The Department, [1999]-","1999",,
"https://legcat.gov.ns.ca/record=b1000098","Community supports for adults : policy manual.",,"Nova Scotia. Dept. of Community Services","Nova Scotia. Dept. of Health","[Halifax : The Department], 1998.","1998",,
"https://legcat.gov.ns.ca/record=b1000100","At the great harbour : 250 years on the Halifax waterfront / /Mora Dianne O'Neill, guest curator.",,"Art Gallery of Nova Scotia","O'Neill, Mora Dianne Guthrie, 1944-","Halifax : AGNS, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000116","Campaign '99 : platform.","It's time.","New Democratic Party of Nova Scotia","Chisholm, Robert","[Halifax :  The Party], 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000151","Response to the Kaufman report.","[Response of the Minister of Justice and Attorney General to the Kaufman report on the Nova Scotia Public Prosecution Service.]",,"Harrison, Robert, 1943-;Nova Scotia. Attorney General","Halifax : [Dept. of Justice], 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000155","[Campaign speeches of Nova Scotia Liberal leader Russell MacLellan, 1999.]",,"MacLellan, Russell Gregorie, 1940-","Liberal Party of Nova Scotia","[Halifax] : Liberal Party of Nova Scotia, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000157","[Campaign speeches of Nova Scotia New Democratic Party leader Robert Chisholm, 1999.]",,"Chisholm, Robert","New Democratic Party of Nova Scotia","[Halifax] : New Democratic Party, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000159","Annual report / Nova Scotia Harness Racing Inc.",,"Nova Scotia Harness Racing Inc.",,,,,
"https://legcat.gov.ns.ca/record=b1000191","Birth outcomes among residents of Cape Breton County, Nova Scotia.",,"Dodds, Linda","Nova Scotia. Dept. of Health. Reproductive Care Program of Nova Scotia","Halifax : Reproductive Care Program, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000193","A new step forward : improving mental health services for children and youth in Nova Scotia : provincial review report.",,"Nova Scotia. Dept. of Health.","Nova Scotia. Dept. of Community Services","Halifax : The Department, 1998.","1999",,
"https://legcat.gov.ns.ca/record=b1000216","The Nova Scotia Provincial Party.","Nova Scotia Provincial Party, section 7.54-platform notes as at July 2, 1999","Provincial Party of Nova Scotia",,"Lawrencetown, N.S. : The Party, 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000219","Fire safety in public housing seniors' residences.",,"Nova Scotia. Dept. of Housing and Municipal Affairs",,"[Halifax : The Department], 1999.","1999",,
"https://legcat.gov.ns.ca/record=b1000221","Nova Scotia environmental employment report.",,"Nova Scotia. Dept. of the Environment",,"[Halifax] : The Dept., 1998-","1998",,
"https://legcat.gov.ns.ca/record=b1000222","Georges Bank review panel report : June 1999.",,,"Canada. Natural Resources Canada;Nova Scotia. Petroleum Directorate","[Halifax : Petroleum Directorate], 1999.","1999",,"https://0-nsleg--edeposit-gov-ns-ca.legcat.gov.ns.ca/deposit/b10002224.pdf"
"https://legcat.gov.ns.ca/record=b1000224","Nova Scotia film and video catalogue, 1986 to 1989.",,"Nova Scotia. Dept. of Consumer Affairs.",,"[Halifax, N.S.] : The Department, [1990]","1989",,
"https://legcat.gov.ns.ca/record=b1000225","Quatre-vingts/vingt : le centenaire du Nova Scotia College of Art and Design / Robert Stacey, Liz Wylie.",,,"Stacey, Robert;Wylie, Elizabeth;Art Gallery of Nova Scotia","Halifax : Art Gallery Of Nova Scotia, c1988.","1988",,
"https://legcat.gov.ns.ca/record=b1000228","Woodlot management home study course / N.S. Department of Natural Resources.",,,"Nova Scotia. Dept. of Natural Resources. Education and Publication Services","Halifax : The Department, 1999.","1999",,
