Ticket ID,Date of Issue,Time of Issue,Form,Method,Issue,Caller ID Number,Type of Call or Messge,Advertiser Business Number,City,State,Zip,Location (Center point of the Zip Code),States
1374128,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,San Antonio,TX,78218,"TX 78218
(29.494575, -98.401898)",24
1374198,,,Phone,Wired,Availability (including rural call completion),None,,None,Fort Mohave,AZ,86426,"AZ 86426
(35.009572, -114.581531)",7
1374367,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Silver Spring,MD,20902,"MD 20902
(39.042613, -77.046758)",46
1374372,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Mobile,AL,36609,"AL 36609
(30.660838, -88.16322)",30
1374380,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Ozone Park,NY,11417,"NY 11417
(40.676341, -73.844504)",48
1374518,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Flower Mound,TX,75022,"TX 75022
(33.024276, -97.106458)",24
1374555,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Huntsville,AL,35810,"AL 35810
(34.783269, -86.604893)",30
1374583,,,Phone,Wired,Availability (including rural call completion),None,,None,Fort Plain,NY,13339,"NY 13339
(42.942451, -74.664768)",48
1374607,,,Phone,Wired,Availability (including rural call completion),None,,None,Westminster,MA,01473,"MA 01473
(42.549889, -71.903274)",26
1374637,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Garden City,KS,67846,"KS 67846
(38.011102, -100.808432)",17
1374689,,,Phone,Wired,Availability (including rural call completion),None,,None,San Diego,CA,92115,"CA 92115-1535
(32.772021, -117.057205)",8
1374767,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Robertsdale,AL,36567,"AL 36567
(30.606646, -87.602965)",30
1374781,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Taos,NM,87571,"NM 87571
(36.389722, -105.539305)",11
1374875,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Pojoaque,NM,87501,"NM 87501
(35.718472, -105.917396)",11
1374921,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Muncie,IN,47304,"IN 47304
(40.220157, -85.444557)",36
1375297,,,Phone,Wired,Availability (including rural call completion),None,,None,Waynesboro,PA,17268,"PA 17268
(39.770505, -77.567557)",49
1375334,,,Phone,Wired,Availability (including rural call completion),None,,None,Hilliard,FL,32046,"FL 32046
(30.694817, -81.929738)",31
1375412,,,Phone,Wired,Availability (including rural call completion),None,,None,Lawrence,KS,66049,"KS 66049
(38.975927, -95.319293)",17
1375444,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Orlando,FL,32822,"FL 32822
(28.496178, -81.290927)",31
1375523,,,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),None,,None,Lansdowne,PA,19050,"PA 19050
(39.938503, -75.265639)",49
