"domain","dataset_fields","frequency","published_version_name","category","name","u_id","owner_uid","api_endpoint","parent_uid","special_use_disclaimer","public","routing_approval","last_update_date_data","license","derived_view","creation_date","dataset_link","keywords","owner","data_provided_by","source_link","visits","contactemail","type","provenance","description","downloads","publishing_department","published_version_uid","publication_stage"
"data.oaklandca.gov",,,,,"Race Only Layer","pkqy-j3uw","avy3-be8f","https://data.oaklandca.gov/resource/pkqy-j3uw.json",,,"true",,"2020-11-11T22:55:00.000Z",,"false","2020-11-11T22:55:00.000Z","https://data.oaklandca.gov/d/pkqy-j3uw","geographic equity toolbox","Ankitha Doddanari",,"http://oakgis.maps.arcgis.com/apps/MapSeries/index.html?appid=fd47784582294d7b87cfb3ee1b047ea8","1",,"file","official","Displays racial breakdown of Oakland census tracts (downloadable only in .lyr format). 

Developed as part of the DOT's Geographic Equity Index.","0",,,"published"
"data.oaklandca.gov",,,,,"Low Income Housing Projects","k7yd-w9bi","6tru-24hn","https://data.oaklandca.gov/resource/k7yd-w9bi.json",,,"true",,"2020-10-22T18:23:00.000Z",,"false","2020-10-22T18:19:00.000Z","https://data.oaklandca.gov/d/k7yd-w9bi",,"City of Oakland",,,"8",,"dataset","official",,"2",,,"published"
"data.oaklandca.gov",,,,,"Planning Areas Layer","jjkx-wmbc","avy3-be8f","https://data.oaklandca.gov/resource/jjkx-wmbc.json",,,"true",,"2020-11-11T23:02:00.000Z",,"false","2020-11-11T23:00:00.000Z","https://data.oaklandca.gov/d/jjkx-wmbc","geographic equity toolbox","Ankitha Doddanari",,"http://oakgis.maps.arcgis.com/apps/MapSeries/index.html?appid=fd47784582294d7b87cfb3ee1b047ea8","2",,"dataset","official","Displays administrative boundaries of Oakland's Planning Areas. 

The Planning Areas Layer was developed as part of the DOT's Geographic Equity Toolbox","0",,,"published"
"data.oaklandca.gov",,,,"Property","Residential Impact Fees","cymv-8udk","6tru-24hn","https://data.oaklandca.gov/resource/cymv-8udk.json",,,"true",,"2020-10-22T16:29:00.000Z",,"false","2020-10-22T16:19:00.000Z","https://data.oaklandca.gov/d/cymv-8udk","housing,affordable housing","City of Oakland","Planning & Building",,"9",,"dataset","official","Dataset lists each project that was eligible for Impact Fees, the amounts assessed for each type of Impact Fees, the reason why Impact Fees were assessed or not assessed.","2",,,"published"
"data.oaklandca.gov",,,,,"Open Closed TEST","ggtk-3m4z","s7hv-n8xm","https://data.oaklandca.gov/resource/ggtk-3m4z.json",,,"false",,"2020-10-22T15:34:00.000Z",,"false","2020-10-22T15:14:00.000Z","https://data.oaklandca.gov/d/ggtk-3m4z",,"cmaurer",,,"3",,"dataset","official","Old Listing Updated 9/21/20","0",,,"published"
"data.oaklandca.gov",,,,,"Public Ethics Commission Logo","u4cj-v3pr","t6gj-rebw","https://data.oaklandca.gov/resource/u4cj-v3pr.json",,,"true",,"2020-10-14T17:15:00.000Z",,"false","2020-10-14T17:15:00.000Z","https://data.oaklandca.gov/d/u4cj-v3pr",,"Oakland Support Team",,,"18",,"file","official",,"1",,,"published"
"data.oaklandca.gov",,,,"City Government","Campaign Contributions (Show Me the Money)","5fhk-du3f","t6gj-rebw","https://data.oaklandca.gov/resource/5fhk-du3f.json",,,"true",,"2020-11-12T13:02:00.000Z","Creative Commons 1.0 Universal (Public Domain Dedication)","false","2020-10-14T16:23:00.000Z","https://data.oaklandca.gov/d/5fhk-du3f","ethics,public ethics commission,campaign finance,contributions,460","Oakland Support Team","Public Ethics Commission","http://nf4.netfile.com/pub2/","134","sdoran@oaklandca.gov","dataset","official","This dataset includes itemized contributions (contributions of $100 or more) to campaign committees filed on FPPC Form 460 and FPPC Form 497 Late Contributions Report. The transaction data includes both monetary and non-monetary (in-kind) contributions. The Election Year, Election Date, Candidate or Committee Name and Office have been added for each transaction based on the committee's Statement of Organization. The data is current as of the last modified date on this dataset.","5",,,"published"
"data.oaklandca.gov",,,,,"Tax Revenue Aggregates for Table v2","tv54-j285","rs95-4gpn","https://data.oaklandca.gov/resource/tv54-j285.json",,,"false",,"2020-09-24T16:57:00.000Z",,"false","2020-09-24T16:57:00.000Z","https://data.oaklandca.gov/d/tv54-j285",,"Mellisa Udhayananondh",,,"20",,"dataset","official",,"0",,,"published"
"data.oaklandca.gov",,,,,"Tax Rev Aggregaates for Table v3","tmjs-c99y","rs95-4gpn","https://data.oaklandca.gov/resource/tmjs-c99y.json","tv54-j285",,"false",,"2020-09-24T16:57:00.000Z",,"true","2020-09-24T19:20:00.000Z","https://data.oaklandca.gov/d/tmjs-c99y",,"Mellisa Udhayananondh",,,"4",,"filter","official",,"0",,,"published"
"data.oaklandca.gov",,,,,"Jan Taxes Received","i6dm-de9g","rs95-4gpn","https://data.oaklandca.gov/resource/i6dm-de9g.json",,,"false",,"2020-09-24T15:54:00.000Z",,"false","2020-09-24T15:54:00.000Z","https://data.oaklandca.gov/d/i6dm-de9g",,"Mellisa Udhayananondh",,,"0",,"measure","official",,"0",,,"unpublished"
