"domain","dataset_fields","frequency","published_version_name","category","name","u_id","owner_uid","api_endpoint","parent_uid","special_use_disclaimer","public","routing_approval","last_update_date_data","license","derived_view","creation_date","dataset_link","keywords","owner","data_provided_by","source_link","visits","contactemail","type","provenance","description","downloads","publishing_department","published_version_uid","publication_stage"
"data.oaklandca.gov",,,,,"Equity Indicator Stories","5ta6-9a6g","7krv-k7t3","https://data.oaklandca.gov/resource/5ta6-9a6g.json","awwb-3piw",,"true",,"2020-11-12T09:35:00.000Z",,"true","2018-08-07T17:02:00.000Z","https://data.oaklandca.gov/d/5ta6-9a6g",,"Alicia Brown",,,"52","","filter","official",,"38","Other",,"published"
"data.oaklandca.gov",,,,,"Equity Indicator Child Assets","fswv-z5yv","7krv-k7t3","https://data.oaklandca.gov/resource/fswv-z5yv.json","awwb-3piw",,"true",,"2020-11-12T09:35:00.000Z",,"true","2018-08-07T15:20:00.000Z","https://data.oaklandca.gov/d/fswv-z5yv",,"Alicia Brown",,,"33","","filter","official",,"38","Other",,"published"
"data.oaklandca.gov",,,,"Equity Indicators","Percent of Residential Parcels that are Soft Story by Majority Race/Ethnicity of Census Tracts","j42i-g5qk","5kuu-fdze","https://data.oaklandca.gov/resource/j42i-g5qk.json","q5mn-iahk",,"true",,"2018-07-14T01:32:00.000Z",,"true","2018-07-20T16:48:00.000Z","https://data.oaklandca.gov/d/j42i-g5qk",,"Richard J. Luna","Open Oakland, 2014; American Community Survey, 5-year estimates, 2012-2016","http://softstory.openoakland.org/","33",,"chart","official","","10",,,"published"
"data.oaklandca.gov",,,,"Equity Indicators","Characteristics of Surveyed Curb Ramps","bxep-iu9u","5kuu-fdze","https://data.oaklandca.gov/resource/bxep-iu9u.json","uq94-uqnq",,"true",,"2018-08-30T16:17:00.000Z",,"true","2018-07-20T17:11:00.000Z","https://data.oaklandca.gov/d/bxep-iu9u",,"Richard J. Luna","Oakland Curb Ramp Inventory Dashboard, 2017","http://s3.amazonaws.com/oakbec/Dev/CurbrampInventoryDashboard_testCopy.html","36",,"chart","official","","9",,,"published"
"data.oaklandca.gov",,,,"Equity Indicators","Average Number of Buses per Hour by Majority Race/Ethnicity of Census Tracts","fxmu-qwhk","5kuu-fdze","https://data.oaklandca.gov/resource/fxmu-qwhk.json","8f58-98vp",,"true",,"2018-07-14T02:11:00.000Z",,"true","2018-07-20T17:10:00.000Z","https://data.oaklandca.gov/d/fxmu-qwhk",,"Richard J. Luna","Oakland GIS Department by request, 2017; American Community Survey, 5-year estimates, 2012-2016",,"29",,"chart","official","","8",,,"published"
"data.oaklandca.gov",,,,"Equity Indicators","Percent of Individuals who do not have Access to a Car","24ru-epai","5kuu-fdze","https://data.oaklandca.gov/resource/24ru-epai.json","spbw-wnme",,"true",,"2018-07-14T02:08:00.000Z",,"true","2018-07-20T17:08:00.000Z","https://data.oaklandca.gov/d/24ru-epai",,"Richard J. Luna","American Community Survey, 1-year PUMS","https://www.census.gov/geo/maps-data/maps/2010puma/st06_ca.html","29",,"chart","official","","9",,,"published"
"data.oaklandca.gov",,,,"Equity Indicators","Average Pollution Burden by Majority Race/Ethnicity of Census Tracts","dw4g-kwex","5kuu-fdze","https://data.oaklandca.gov/resource/dw4g-kwex.json","6a8p-3zqg",,"true",,"2018-07-14T02:04:00.000Z",,"true","2018-07-20T17:06:00.000Z","https://data.oaklandca.gov/d/dw4g-kwex",,"Richard J. Luna","CalEnviroScreen 3.0 Maps, updated on January 9, 2017; American Community Survey, 5-year estimates, 2012-2016","https://oehha.ca.gov/calenviroscreen/maps-data","31",,"chart","official","","9",,,"published"
"data.oaklandca.gov",,,,"Equity Indicators","Overall Park Quality by Council District","va5f-bpih","5kuu-fdze","https://data.oaklandca.gov/resource/va5f-bpih.json","sbr3-iqtb",,"true",,"2018-07-14T01:57:00.000Z",,"true","2018-07-20T17:02:00.000Z","https://data.oaklandca.gov/d/va5f-bpih",,"Richard J. Luna","2016 Community Report Card on the State of Maintenance in Oakland Parks, Oakland Parks and Recreation Foundation","https://www.oaklandparks.org/sites/default/files/2016.Park%20Maintenance%20Report_0.pdf","38",,"chart","official","","11",,,"published"
"data.oaklandca.gov",,,,"Equity Indicators","Illegal Dumping Service Request Rates by Majority Race/Ethnicity of Census Tracts","2228-kp2v","5kuu-fdze","https://data.oaklandca.gov/resource/2228-kp2v.json","jzhi-aiz2",,"true",,"2018-07-14T02:00:00.000Z",,"true","2018-07-20T17:04:00.000Z","https://data.oaklandca.gov/d/2228-kp2v",,"Richard J. Luna","Service requests received by the Oakland Call Center, 2017; American Community Survey, 5-year estimates, 2012-2016","https://data.oaklandnet.com/Infrastructure/Service-requests-received-by-the-Oakland-Call-Cent/quthgb8e/data","23",,"chart","official","","10",,,"published"
"data.oaklandca.gov",,,,"Equity Indicators","Percent of Drains that have not been Adopted by Majority Race/Ethnicity of Census Tracts","x7gs-dgfc","5kuu-fdze","https://data.oaklandca.gov/resource/x7gs-dgfc.json","mpq7-9tfa",,"true",,"2018-07-14T01:44:00.000Z",,"true","2018-07-20T16:52:00.000Z","https://data.oaklandca.gov/d/x7gs-dgfc",,"Richard J. Luna","Oakland Environmental Services Division by request, as of February 2018; American Community Survey, 5-year estimates, 2012-2016",,"25",,"chart","official","","9",,,"published"
