"filing_date","report_period","year","quarter","lobbyist_name","lobbyist_employer","official_name","official_title","committee","fund_source","url"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Gibson McElhaney, Lynette","Council Member, District 3","Re-Elect Lynette Gibson-McElhaney for City Council 2020","Sandman, Will","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Gibson McElhaney, Lynette","Council Member, District 3","Re-Elect Lynette Gibson-McElhaney for City Council 2020","Hayward, Boe","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Gibson McElhaney, Lynette","Council Member, District 3","Re-Elect Lynette Gibson-McElhaney for City Council 2020","Hayward, Sophie","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Gibson McElhaney, Lynette","Council Member, District 3","Re-Elect Lynette Gibson-McElhaney for City Council 2020","Peterson, Rich","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Gibson McElhaney, Lynette","Council Member, District 3","Re-Elect Lynette Gibson-McElhaney for City Council 2020","Clemens, Alex","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Kaplan, Rebecca","Council Member, At-Large","Re-Elect Rebecca Kaplan for City Council 2020","Hayward, Boe","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Kaplan, Rebecca","Council Member, At-Large","Re-Elect Rebecca Kaplan for City Council 2020","Hayward, Sophie","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Kaplan, Rebecca","Council Member, At-Large","Re-Elect Rebecca Kaplan for City Council 2020","Peterson, Rich","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Kaplan, Rebecca","Council Member, At-Large","Re-Elect Rebecca Kaplan for City Council 2020","Clemens, Alex","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Kalb, Dan","Council Member, District 1","Re-Elect Dan Kalb Oakand City Council 2020","Hayward, Boe","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Kalb, Dan","Council Member, District 1","Re-Elect Dan Kalb Oakand City Council 2020","Hayward, Sophie","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Kalb, Dan","Council Member, District 1","Re-Elect Dan Kalb Oakand City Council 2020","Peterson, Rich","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Kalb, Dan","Council Member, District 1","Re-Elect Dan Kalb Oakand City Council 2020","Clemens, Alex","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Reid, Treva",,"Treva Reid for Oakland City Council 2020","Hayward, Boe","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Reid, Treva",,"Treva Reid for Oakland City Council 2020","Hayward, Sophie","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Reid, Treva",,"Treva Reid for Oakland City Council 2020","Peterson, Rich","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-10-30T16:37:04.000","Quarter 3 2020","2020","3","Overman, Jason","Lighthouse Public Affairs","Reid, Treva",,"Treva Reid for Oakland City Council 2020","Clemens, Alex","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=155"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Gibson McElhaney, Lynette","Council Member, District 3","Re-Elect Lynette Gibson-McElhaney for City Council 2020","Argent Materials","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Gibson McElhaney, Lynette","Council Member, District 3","Re-Elect Lynette Gibson-McElhaney for City Council 2020","Silverado Contractors","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Gibson McElhaney, Lynette","Council Member, District 3","Re-Elect Lynette Gibson-McElhaney for City Council 2020","Silverado Contractors","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Gallo, Noel","Council Member, District 5",,"Argent Materials","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Gallo, Noel","Council Member, District 5",,"Silverado Contractors","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Gallo, Noel","Council Member, District 5",,"Silverado Contractors","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Reid, Treva",,"Treva Reid for Oakland City Council 2020","Argent Materials","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Reid, Treva",,"Treva Reid for Oakland City Council 2020","Silverado Contractors","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Reid, Treva",,"Treva Reid for Oakland City Council 2020","Silverado Contractors","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Kaplan, Rebecca","Council Member, At-Large","Re-Elect Rebecca Kaplan for City Council 2020","Argent Materials","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Kaplan, Rebecca","Council Member, At-Large","Re-Elect Rebecca Kaplan for City Council 2020","Silverado Contractors","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
"2020-11-12T09:36:18.000","Quarter 3 2020","2020","3","Kos-Read, Isaac","Kos Read Group, Inc.","Kaplan, Rebecca","Council Member, At-Large","Re-Elect Rebecca Kaplan for City Council 2020","Silverado Contractors","https://apps.oaklandca.gov/pec/Lobbyist_Report.aspx?ReportId=184"
