"entity_name","fiscal_year","year","field_type","category","line_description","value","date","estimated_population","area_in_square_miles","entity_id","location"
"Alameda","2014","2014-01-01T00:00:00.000","Total","AIRPORT_ENTERPRISE","Total Operating Revenue",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","AIRPORT_ENTERPRISE","Total Operating Expenses",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","AIRPORT_ENTERPRISE","Total Non-Operating Revenue",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","AIRPORT_ENTERPRISE","Total Non-Operating Expenses",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","AIRPORT_ENTERPRISE","Airport Enterprise_Total Revenues","0",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","AIRPORT_ENTERPRISE","Airport Enterprise_Total Expenses","0",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","HOSPITAL_ENTERPRISE","Total Operating Revenues",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","HOSPITAL_ENTERPRISE","Total Operating Expenses",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","HOSPITAL_ENTERPRISE","Total Non-Operating Revenues",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","HOSPITAL_ENTERPRISE","Total Non-Operating Expenses",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","HOSPITAL_ENTERPRISE","Hospital Enterprise_Total Revenues","0",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","HOSPITAL_ENTERPRISE","Hospital Enterprise_Total Expenses","0",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REFUSAL_ENTERPRISE","Total Operating Revenues",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REFUSAL_ENTERPRISE","Total Operating Expenses",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REFUSAL_ENTERPRISE","Total Non-Operating Revenues",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REFUSAL_ENTERPRISE","Total Non-Operating Expenses",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REFUSAL_ENTERPRISE","Refuse Enterprise_Total Revenues","0",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REFUSAL_ENTERPRISE","Refuse Enterprise_Total Expenses","0",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","OTHR_ENTERPRISE","Total Operating Revenue",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","OTHR_ENTERPRISE","Total Operating Expense",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","OTHR_ENTERPRISE","Total Non-Operating Revenues",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","OTHR_ENTERPRISE","Total Non Operating Expenses",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","OTHR_ENTERPRISE","Other Enterprise_Total Revenues",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","OTHR_ENTERPRISE","Other Enterprise_Total Expenses",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","TOTAL_ENTERPRISE_REV","Total Enterprise Revenues","0",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","TOTAL_ENTERPRISE_EXP","Total Enterprise Expenditures","0",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_PROP_OTHR_TAXES","Total Property Taxes","496176226",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_PROP_OTHR_TAXES","Total Other Taxes","85518056",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_PROP_OTHR_TAXES","Sales and Use Taxes_Total","20250631",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_PROP_OTHR_TAXES","Other Taxes","53651178",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_PROP_OTHR_TAXES","All Tax Revenues","581694282",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_SPECIAL_BENEFIT","Total Special Benefit Assessments",,,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_LICENSES_PERMITS","Total Licenses, Permits, and Franchises","6409996",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_FINES_PENALTIES","Total Fines, Forfeitures, and Penalties","37326124",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_FROM_MONEY_PROPERTY","Total Revenue From the Use of Money and Property","12078553",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_AID_STATE_AGENCIES","Total State Aid","828235015",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_AID_FEDERAL_AGENCIES","Total Federal Aid","435211753",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_OTHR_INLIEU_TAX","Total Other In-Lieu Taxes and Other Governmental Agencies","209144066",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
"Alameda","2014","2014-01-01T00:00:00.000","Total","REV_CHARGES_CURR_SERV","Total Charges for Current Services","264088798",,"1573254","825","1","Oakland
,  94612
(37.806477004000044, -122.26912945299995)"
