Issue Date,Permit Number,Inspection,LRSN,Inspector,Type,Application Status Closed,Permit Status,Location,ZIP Code,Zip Codes
07/01/2016,E16-00683,INS-0027969-16,2000488,Steve Bailey,EL - Final,No,Issued,"27 MAPLEWOOD ST
HAMPTON, VA 23669
(37.0271, -76.357897)",23669,13925
07/01/2016,E16-00684,INS-0031604-16,12001123,Aaron Greene,EL - Final,Yes,Finaled,"48 WATER ST
HAMPTON, VA 23663
(37.014135, -76.318408)",23663,13190
07/01/2016,E16-00684,INS-0027979-16,12001123,Aaron Greene,EL - Final,Yes,Finaled,"48 WATER ST
HAMPTON, VA 23663
(37.014135, -76.318408)",23663,13190
07/01/2016,E16-00684,INS-0031718-16,12001123,Aaron Greene,EL - Final,Yes,Finaled,"48 WATER ST
HAMPTON, VA 23663
(37.014135, -76.318408)",23663,13190
07/01/2016,M16-00687,INS-0026738-16,3001283,Tom Jones,MECH - Final,Yes,Finaled,"2714 W MERCURY BLVD
HAMPTON, VA 23666
(37.03521, -76.412968)",23666,13595
07/01/2016,M16-00707,INS-0027885-16,11002875,Tom Jones,MECH - Final,Yes,Finaled,"4 BACCUS CT
HAMPTON, VA 23664
(37.058955, -76.291265)",23664,13578
07/01/2016,M16-00708,INS-0027928-16,9001038,Tom Jones,MECH - Final,Yes,Finaled,"111 HIDALGO DR
HAMPTON, VA 23669
(37.066535, -76.319236)",23669,13925
07/01/2016,M16-00709,INS-0027948-16,10000946,Tom Jones,MECH - Final,No,Finaled,"1 LIGHTHOUSE DR
HAMPTON, VA 23664
(37.076967, -76.276211)",23664,13578
07/01/2016,M16-00709,INS-0029247-16,10000946,Tom Jones,MECH - Final,Yes,Finaled,"1 LIGHTHOUSE DR
HAMPTON, VA 23664
(37.076967, -76.276211)",23664,13578
07/01/2016,P16-00482,INS-0027788-16,13002402,Ricky Hatcher,PL - Final,Yes,Finaled,"70 B BROGDEN LN
HAMPTON, VA 23666
(37.055523, -76.435163)",23666,13595
07/01/2016,P16-00482,INS-0027791-16,13002402,Ricky Hatcher,PL - Final,No,Finaled,"70 B BROGDEN LN
HAMPTON, VA 23666
(37.055523, -76.435163)",23666,13595
07/01/2016,P16-00483,INS-0027912-16,13000530,Tom Jones,PL - Final,No,Issued,"10 LEWIS LN
HAMPTON, VA 23664
(37.078146, -76.297643)",23664,13578
07/01/2016,P16-00484,INS-0027944-16,3002798,Ricky Hatcher,PL - Final,No,Finaled,"235 MARTHA LEE DR
HAMPTON, VA 23666
(37.025115, -76.423956)",23666,13595
07/01/2016,P16-00484,INS-0029248-16,3002798,Ricky Hatcher,MECH - Final,Yes,Finaled,"235 MARTHA LEE DR
HAMPTON, VA 23666
(37.025115, -76.423956)",23666,13595
07/05/2016,B16-00685,a14E000000XIu8p,3002114,Gary Willis,BLD - Final,Yes,Finaled,"337 NASSAU PL
HAMPTON, VA 23666
(37.029396, -76.434798)",23666,13595
07/05/2016,E16-00686,INS-0028170-16,1004037,Steve Bailey,EL - Final,Yes,Finaled,"629 GREENLAWN AVE APT. A
HAMPTON, VA 23661
(36.998918, -76.403182)",23661,13187
07/05/2016,M16-00710,INS-0030705-16,12005836,Tom Jones,MECH - Final,Yes,Finaled,"17 HARWOOD AVE
HAMPTON, VA 23664
(37.036418, -76.30334)",23664,13578
07/05/2016,M16-00710,INS-0028165-16,12005836,Tom Jones,MECH - Final,Yes,Finaled,"17 HARWOOD AVE
HAMPTON, VA 23664
(37.036418, -76.30334)",23664,13578
07/05/2016,P16-00486,INS-0028231-16,1005495,Ricky Hatcher,PL - Final,No,Finaled,"122 POCAHONTAS PL
HAMPTON, VA 23661
(37.001531, -76.376216)",23661,13187
07/05/2016,P16-00486,INS-0028234-16,1005495,Ricky Hatcher,PL - Final,Yes,Finaled,"122 POCAHONTAS PL
HAMPTON, VA 23661
(37.001531, -76.376216)",23661,13187
07/06/2016,B16-00724,INS-0028434-16,3005900,Robert Noble,BLD - Final,Yes,Finaled,"2 RIGSBY CT
HAMPTON, VA 23666
(37.040514, -76.445288)",23666,19168
07/06/2016,E16-00687,INS-0028203-16,3000235,James Howard,EL - Final,Yes,Finaled,"5109 GOLDSBORO DR APT. 16F
HAMPTON, VA 23605
(37.03167, -76.442041)",23605,19168
