"year","disposition","offense_type","gender","defendant_count"
"2016","Finding Guilty","Aggravated Assault Police Officer","Female","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","Female","3"
"2016","Death Suggested-Cause Abated","Aggravated Assault Police Officer","Male","1"
"2016","Finding Guilty","Aggravated Assault Police Officer","Male","1"
"2016","FNPC","Aggravated Assault Police Officer","Male","2"
"2016","Plea Of Guilty","Aggravated Assault Police Officer","Male","31"
"2016","Verdict-Not Guilty","Aggravated Assault Police Officer","Male","1"
"2016","Nolle Prosecution","Aggravated Assault Police Officer Firearm","Female","1"
"2016","Finding Guilty","Aggravated Assault Police Officer Firearm","Male","2"
"2016","FNG","Aggravated Assault Police Officer Firearm","Male","1"
"2016","Nolle Prosecution","Aggravated Assault Police Officer Firearm","Male","1"
"2016","Plea Of Guilty","Aggravated Assault Police Officer Firearm","Male","9"
"2016","Finding Guilty","Aggravated Battery","Female","9"
"2016","FNG","Aggravated Battery","Female","6"
"2016","Nolle Prosecution","Aggravated Battery","Female","5"
"2016","Plea Of Guilty","Aggravated Battery","Female","90"
"2016","Verdict Guilty","Aggravated Battery","Female","3"
"2016","BFW","Aggravated Battery","Male","1"
"2016","Case Dismissed","Aggravated Battery","Male","2"
"2016","Death Suggested-Cause Abated","Aggravated Battery","Male","2"
"2016","Finding Guilty","Aggravated Battery","Male","42"
"2016","Finding Not Not Guilty","Aggravated Battery","Male","2"
"2016","FNG","Aggravated Battery","Male","22"
"2016","FNG Reason Insanity","Aggravated Battery","Male","1"
"2016","FNPC","Aggravated Battery","Male","7"
"2016","Nolle Prosecution","Aggravated Battery","Male","25"
"2016","Plea Of Guilty","Aggravated Battery","Male","289"
"2016","Plea of Guilty - Amended Charge","Aggravated Battery","Male","1"
"2016","Verdict Guilty","Aggravated Battery","Male","1"
"2016","Verdict-Not Guilty","Aggravated Battery","Male","3"
"2016","Verdict-Not Guilty","Aggravated Battery",,"1"
"2016","BFW","Aggravated Battery Police Officer","Female","1"
"2016","Finding Guilty","Aggravated Battery Police Officer","Female","17"
"2016","Finding Not Not Guilty","Aggravated Battery Police Officer","Female","1"
"2016","FNG","Aggravated Battery Police Officer","Female","1"
"2016","FNPC","Aggravated Battery Police Officer","Female","4"
"2016","Nolle Prosecution","Aggravated Battery Police Officer","Female","6"
"2016","Plea Of Guilty","Aggravated Battery Police Officer","Female","124"
"2016","Verdict Guilty","Aggravated Battery Police Officer","Female","1"
"2016","Verdict-Not Guilty","Aggravated Battery Police Officer","Female","1"
"2016","Case Dismissed","Aggravated Battery Police Officer","Male","1"
"2016","Finding Guilty","Aggravated Battery Police Officer","Male","35"
"2016","FNG","Aggravated Battery Police Officer","Male","12"
"2016","FNPC","Aggravated Battery Police Officer","Male","6"
"2016","Nolle Prosecution","Aggravated Battery Police Officer","Male","25"
"2016","Plea Of Guilty","Aggravated Battery Police Officer","Male","369"
"2016","Verdict Guilty","Aggravated Battery Police Officer","Male","6"
"2016","Verdict-Not Guilty","Aggravated Battery Police Officer","Male","9"
"2016","Nolle Prosecution","Aggravated Battery Police Officer",,"2"
"2016","Plea Of Guilty","Aggravated Battery Police Officer",,"2"
"2016","Nolle Prosecution","Aggravated Battery Police Officer Firearm","Male","1"
"2016","Plea Of Guilty","Aggravated Battery Police Officer Firearm","Male","2"
"2016","FNG","Aggravated Battery With A Firearm","Female","2"
"2016","Nolle Prosecution","Aggravated Battery With A Firearm","Female","1"
"2016","Plea Of Guilty","Aggravated Battery With A Firearm","Female","4"
"2016","Death Suggested-Cause Abated","Aggravated Battery With A Firearm","Male","1"
"2016","Finding Guilty","Aggravated Battery With A Firearm","Male","26"
"2016","Finding Guilty - Lesser Included","Aggravated Battery With A Firearm","Male","2"
"2016","Finding Not Not Guilty","Aggravated Battery With A Firearm","Male","1"
"2016","FNG","Aggravated Battery With A Firearm","Male","21"
"2016","Nolle Prosecution","Aggravated Battery With A Firearm","Male","7"
"2016","Plea Of Guilty","Aggravated Battery With A Firearm","Male","74"
"2016","Plea of Guilty - Amended Charge","Aggravated Battery With A Firearm","Male","1"
"2016","Verdict Guilty","Aggravated Battery With A Firearm","Male","11"
"2016","Verdict-Not Guilty","Aggravated Battery With A Firearm","Male","4"
"2016","Finding Guilty","Aggravated Discharge Firearm","Female","2"
"2016","Plea Of Guilty","Aggravated Discharge Firearm","Female","1"
"2016","Finding Guilty","Aggravated Discharge Firearm","Male","18"
"2016","FNG","Aggravated Discharge Firearm","Male","16"
"2016","Nolle Prosecution","Aggravated Discharge Firearm","Male","3"
"2016","Plea Of Guilty","Aggravated Discharge Firearm","Male","46"
"2016","Verdict Guilty","Aggravated Discharge Firearm","Male","3"
"2016","Verdict-Not Guilty","Aggravated Discharge Firearm","Male","2"
"2016","Plea Of Guilty","Aggravated Discharge Firearm",,"1"
"2016","BFW","Aggravated DUI","Female","1"
"2016","Finding Guilty","Aggravated DUI","Female","15"
"2016","Finding Not Not Guilty","Aggravated DUI","Female","1"
"2016","FNG","Aggravated DUI","Female","4"
"2016","FNPC","Aggravated DUI","Female","7"
"2016","Nolle Prosecution","Aggravated DUI","Female","10"
"2016","Plea Of Guilty","Aggravated DUI","Female","152"
"2016","BFW","Aggravated DUI","Male","23"
"2016","Death Suggested-Cause Abated","Aggravated DUI","Male","5"
"2016","Finding Guilty","Aggravated DUI","Male","102"
"2016","FNG","Aggravated DUI","Male","50"
"2016","FNPC","Aggravated DUI","Male","55"
"2016","Nolle Prosecution","Aggravated DUI","Male","35"
"2016","Plea Of Guilty","Aggravated DUI","Male","1214"
"2016","Superseded by Indictment","Aggravated DUI","Male","3"
"2016","Transferred - Misd Crt","Aggravated DUI","Male","1"
"2016","Verdict Guilty","Aggravated DUI","Male","7"
"2016","Verdict-Not Guilty","Aggravated DUI","Male","1"
"2016",,"Aggravated DUI","Male","3"
"2016","Plea Of Guilty","Aggravated DUI","Unknown","1"
"2016","Finding Guilty","Aggravated DUI",,"1"
"2016","FNPC","Aggravated DUI",,"6"
"2016","Plea Of Guilty","Aggravated DUI",,"5"
"2016","Finding Guilty","Aggravated Fleeing and Eluding","Female","2"
