"case_id","case_participant_id","received_date","offense_category","diversion_program","referral_date","diversion_count","primary_charge_offense_title","statute","race","gender","diversion_result","diversion_closed_date"
"117861448721","674290699882","2011-01-01T00:00:00.000","Retail Theft","DS","2013-06-17T00:00:00.000","2","RETAIL THEFT","720 ILCS 5/16A-3(a)","Black","Male","Graduated","2013-06-17T00:00:00.000"
"117861448721","674290699882","2011-01-01T00:00:00.000","Retail Theft","VC","2011-08-11T00:00:00.000","1","RETAIL THEFT","720 ILCS 5/16A-3(a)","Black","Male",,
"117862443793","674299653306","2011-01-02T00:00:00.000","Retail Theft","MHC","2012-09-14T00:00:00.000","1","RETAIL THEFT","720 ILCS 5/16A-3(a)","Black","Male","Failed","2012-09-14T00:00:00.000"
"117863710247","674310576484","2011-01-03T00:00:00.000","Narcotics","MHC","2018-07-27T00:00:00.000","1","[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE]","720 ILCS 570/401(d)(i)","Black","Female",,
"117863710247","674310666018","2011-01-03T00:00:00.000","Narcotics","MHC","2018-07-27T00:00:00.000","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male",,
"117866288388","674331706565","2011-01-03T00:00:00.000","Narcotics","DS","2011-01-19T00:00:00.000","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Male","Graduated","2011-05-13T00:00:00.000"
"117868730836","674353552920","2011-01-03T00:00:00.000","Narcotics","DS","2011-01-18T00:00:00.000","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Male","Graduated","2011-05-13T00:00:00.000"
"117868776067","674354000591","2011-01-03T00:00:00.000","Narcotics","DS","2011-01-20T00:00:00.000","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2011-05-13T00:00:00.000"
"117868821298","674354090125","2011-01-01T00:00:00.000","Narcotics","DS","2011-03-03T00:00:00.000","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Black","Male","Graduated","2011-03-03T00:00:00.000"
"117868956989","674355075002","2011-01-02T00:00:00.000","Narcotics","DS","2011-07-26T00:00:00.000","1","[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS]","720 ILCS 550/5(c)","Black","Male",,
"117869680678","674361521467","2011-01-03T00:00:00.000","Narcotics","DS","2012-11-26T00:00:00.000","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","Latinx","Female","Graduated","2013-02-13T00:00:00.000"
"117871580360","674383099220","2011-01-04T00:00:00.000","Narcotics","DS","2011-01-19T00:00:00.000","1","POSSESSION OF A CONTROLLED SUBSTANCE","720 ILCS 570/402(c)","White","Female","Graduated","2011-05-13T00:00:00.000"
