ID,County,Company Name:,Location:,Phone:,Municipality:,Company State,Operator,Address,City,State,Zip,Phone, TotalWaste ,Zip Codes,Commissioner's Districts,Municipality
0990800040,LaSalle,States Land Improvement LSW Processing and Composting Facility (Active),,N/A,Ottawa,Illinois,States Land Improvement Corp.,P.O. Box 682,Ottawa,IL,61350,N/A,8500,,,
0316000034,Cook,Harbor View Compost Facility (Active),"2000 122nd St
Chicago, Illinois
(41.67372044054661, -87.57318436611803)",N/A,Chicago,Illinois,Land and Lakes Yard Waste Reclamation Inc.**,"123 N. Northwest Highway, P.O. Box 778",Park Ridge,IL,60068-0778,847-825-5000,384,22250,4,788
1630450001,St. Clair,Milam RDF Compost Facility #3 (Active),"601 Madison Road
East St Louis, Illinois
(38.658849792584924, -90.16616791405428)",618-271-6788,East St. Louis,Illinois,Waste Management of Illinois Inc.,601 Madison Road,East St. Louis,IL,62201,618-271-6788  Ext. 2122,98841,32427,,
0978145004,Lake,Midwest Organics Recycling LLC (Active),"29353 Darrell Road
McHenry, Illinois
(42.29238839924927, -88.1791699329747)",312-750-6605,McHenry,Illinois,Midwest Organics Recycling LLC,29353 N. Darrell Road,McHenry,IL,60051,847-493-9116,17610,9468,,
1630100022,St. Clair,BFI Modern Landfill Compost Facility (Active),"3521 Centerville Ave
Belleville, Illinois
(38.48709257541109, -90.02925519248984)",618-233-2007,Belleville,Illinois,St. Louis Composting Inc.,39 Old Elam Ave.,Valley Park,MO,63088,636-861-3344,52473,14817,,
0910655024,Kankakee,Van Drunen Farms (Active),"2584 8000 East Road
Momence, Illinois
(41.16356999955599, -87.66274999991242)",815-472-3540,Momence,Illinois,Van Drunen Farms,9771 E. River North Road,Momence,IL,60954,815-472-3540,1614,5199,,
2010300109,Winnebago,Rockford Composting Facility/Rockford (Inactive),"1800 Meridian Road
Rockford, Illinois
(42.285210832613224, -89.17366478861355)",563-322-1783,Rockford,Illinois,Woodcycle Inc. IL dba Rockford Composting Inc.,"111 E. 3rd St., Ste. 515, Union Arcade Bldg.",Davenport,IA,52801,563-322-1783,0,6509,,
1970905141,Will,Land & Lakes Quarry Compost Facility (Active),"1371 Joliet Road
Romeoville, Illinois
(41.67425702840021, -88.05784325900035)",630-739-0398,Romeoville,Illinois,Land and Lakes Yard Waste Reclamation Inc.**,"123 N. Northwest Highway, P.O. Box 778",Park Ridge,IL,60068-0778,847-825-5000,36732,9722,,
0910355001,Kankakee,Joyce Farms Recycling Inc. (Active),"13256 3000 N Road
Essex, Illinois
(41.16011536852097, -88.13282261607205)",815-426-2133,Essex,Illinois,Joyce Farms Recycling Inc.,P.O. Box 129,Essex,IL,60935,815-426-2133,181,4791,,
1114200001,McHenry,Thelen Sand & Gravel (Active),"28955 W Route
Antioch, Illinois
(42.47815999978434, -88.09610999967657)",847-395-3313,Antioch,Illinois,Thelen Sand and Gravel Inc.,28955 W. IL Rt. 173-B,Antioch,IL,60002-9116,847-395-3313,37841,4088,,
