"registration_account","company","tax_type","address_line_1","address_line_2","city","state","zip_code","location"
"11127158","ACIA CH AUTO LLC","NEW MOTOR VEHICLE AND TRAILERS TAX","6600 N. WESTERN AVE",,"CHICAGO","IL","60645","POINT (-87.690058 42.002032)"
"11127426","ACIA HN AUTO LLC","NEW MOTOR VEHICLE AND TRAILERS TAX","6747 N. LINCOLN AVE",,"LINCOLNWOOD","IL","60712","POINT (-87.728594 42.003502)"
"11127426","ACIA HN AUTO LLC","NEW MOTOR VEHICLE AND TRAILERS TAX","6747 N. LINCOLN AVE",,"LINCOLNWOOD","IL","60712","POINT (-87.728594 42.003502)"
"11127425","ACIA KL AUTO LLC","NEW MOTOR VEHICLE AND TRAILERS TAX","6750 N. LINCOLN AVE",,"LINOLNWOOD","IL","60712","POINT (-87.729183 42.003715)"
"11127160","ACIA PG AUTO LLC","NEW MOTOR VEHICLE AND TRAILERS TAX","151 E. LAKE COOK ROAD",,"PALATINE","IL","60074","POINT (-88.039645 42.153709)"
"11127159","ACIA PH AUTO LLC","NEW MOTOR VEHICLE AND TRAILERS TAX","221 E. LAKE COOK ROAD",,"PALATINE","IL","60067","POINT (-88.037115 42.153704)"
"11127165","ACIA TC AUTO LLC","NEW MOTOR VEHICLE AND TRAILERS TAX","1561 N. FREMONT STREET",,"CHICAGO","IL","60642","POINT (-87.651076 41.910104)"
"11127424","ACIA TN AUTO LLC","NEW MOTOR VEHICLE AND TRAILERS TAX","7226 N. CICERO AVE",,"LINOLNWOOD","IL","60712","POINT (-87.748007 42.012588)"
"11128267","ADVANTAGE CHEVROLET OF BRIDGEVIEW","NEW MOTOR VEHICLE AND TRAILERS TAX","8200 S HARLEM AVE",,"BRIDGEVIEW","IL","60455","POINT (-87.79952 41.743117)"
"11124249","ADVANTAGE TOYOTA OF RIVER OAKS","NEW MOTOR VEHICLE AND TRAILERS TAX","1970 RIVER OAKE",,"CALUMET CITY","IL","60409",
"10793281","AIRWAY TRAILER SALES","NEW MOTOR VEHICLE AND TRAILERS TAX","9001 S CICERO AVE TRLR 209",,"OAK LAWN","IL","60453 - 1831","POINT (-87.741014 41.728922)"
"10793233","AL PIEMONTE FORD SALES, INC.","NEW MOTOR VEHICLE AND TRAILERS TAX","2500 W NORTH AVE",,"MELROSE PARK","IL","60160 - 1192","POINT (-87.865748 41.907748)"
