"year","section","sub_section","place","age_group","race_ethnicity","gender","number","crude_mortality_rate","age_adjusted_mortality_rate"
"2000","All Cause","All Cause","Worth","a) All Ages","All Race/Ethn","All Genders","102","923.3",
"2000","All Cause","All Cause","Winnetka","a) All Ages","All Race/Ethn","All Genders","81","652.2",
"2000","All Cause","All Cause","Wilmette","a) All Ages","All Race/Ethn","All Genders","195","705.2",
"2000","All Cause","All Cause","Willow Springs","a) All Ages","All Race/Ethn","All Genders","27","537.1",
"2000","All Cause","All Cause","Wheeling","a) All Ages","All Race/Ethn","All Genders","227","658.0",
"2000","All Cause","All Cause","Western Springs","a) All Ages","All Race/Ethn","All Genders","96","768.4",
"2000","All Cause","All Cause","Westchester","a) All Ages","All Race/Ethn","All Genders","219","1301.7",
"2000","All Cause","All Cause","Tinley Park","a) All Ages","All Race/Ethn","All Genders","336","732.2",
"2000","All Cause","All Cause","Thornton","a) All Ages","All Race/Ethn","All Genders","25","968.2",
"2000","All Cause","All Cause","Summit","a) All Ages","All Race/Ethn","All Genders","80","752.1",
"2000","All Cause","All Cause","Streamwood","a) All Ages","All Race/Ethn","All Genders","180","494.4",
"2000","All Cause","All Cause","Stone Park","a) All Ages","All Race/Ethn","All Genders","20","390.1",
"2000","All Cause","All Cause","Stickney","a) All Ages","All Race/Ethn","All Genders","90","1463.9",
"2000","All Cause","All Cause","Steger","a) All Ages","All Race/Ethn","All Genders","45","1112.2",
"2000","All Cause","All Cause","South Holland","a) All Ages","All Race/Ethn","All Genders","289","1304.9",
"2000","All Cause","All Cause","South Barrington","a) All Ages","All Race/Ethn","All Genders","12",,
"2000","All Cause","All Cause","Skokie","a) All Ages","All Race/Ethn","All Genders","630","994.5",
"2000","All Cause","All Cause","Schiller Park","a) All Ages","All Race/Ethn","All Genders","85","717.3",
"2000","All Cause","All Cause","S Chicago Heights","a) All Ages","All Race/Ethn","All Genders","40","1007.6",
"2000","All Cause","All Cause","Schaumburg","a) All Ages","All Race/Ethn","All Genders","500","663.3",
"2000","All Cause","All Cause","Sauk Village","a) All Ages","All Race/Ethn","All Genders","68","653.2",
"2000","All Cause","All Cause","Rosemont","a) All Ages","All Race/Ethn","All Genders","30","710.2",
"2000","All Cause","All Cause","Roselle","a) All Ages","All Race/Ethn","All Genders","28","809.2",
"2000","All Cause","All Cause","Rolling Meadows","a) All Ages","All Race/Ethn","All Genders","132","536.5",
"2000","All Cause","All Cause","Robbins","a) All Ages","All Race/Ethn","All Genders","71","1070.1",
"2000","All Cause","All Cause","Riverside","a) All Ages","All Race/Ethn","All Genders","79","888.1",
"2000","All Cause","All Cause","River Grove","a) All Ages","All Race/Ethn","All Genders","108","1012.4",
"2000","All Cause","All Cause","River Forest","a) All Ages","All Race/Ethn","All Genders","100","859.5",
"2000","All Cause","All Cause","Riverdale","a) All Ages","All Race/Ethn","All Genders","93","617.7",
"2000","All Cause","All Cause","Richton Park","a) All Ages","All Race/Ethn","All Genders","126","1005.4",
"2000","All Cause","All Cause","Prospect Heights","a) All Ages","All Race/Ethn","All Genders","107","626.4",
"2000","All Cause","All Cause","Posen","a) All Ages","All Race/Ethn","All Genders","40","845.7",
"2000","All Cause","All Cause","Phoenix","a) All Ages","All Race/Ethn","All Genders","24","1112.7",
"2000","All Cause","All Cause","Park Ridge","a) All Ages","All Race/Ethn","All Genders","420","1111.8",
"2000","All Cause","All Cause","Park Ridge","a) All Ages","All Race/Ethn","All Genders","420","1111.9",
"2000","All Cause","All Cause","Park Forest","a) All Ages","All Race/Ethn","All Genders","156","770.4",
"2000","All Cause","All Cause","Palos Park","a) All Ages","All Race/Ethn","All Genders","105","2239.3",
"2000","All Cause","All Cause","Palos Hills","a) All Ages","All Race/Ethn","All Genders","192","1086.9",
"2000","All Cause","All Cause","Palos Heights","a) All Ages","All Race/Ethn","All Genders","198","1758.4",
"2000","All Cause","All Cause","Palatine","a) All Ages","All Race/Ethn","All Genders","373","569.6",
"2000","All Cause","All Cause","Orland Park","a) All Ages","All Race/Ethn","All Genders","0",,
"2000","All Cause","All Cause","Orland Hills","a) All Ages","All Race/Ethn","All Genders","473","6977.4",
"2000","All Cause","All Cause","Olympia Fields","a) All Ages","All Race/Ethn","All Genders","42","887.6",
"2000","All Cause","All Cause","Oak Park","a) All Ages","All Race/Ethn","All Genders","352","670.2",
"2000","All Cause","All Cause","Oak Lawn","a) All Ages","All Race/Ethn","All Genders","722","1306.9",
"2000","All Cause","All Cause","Oak Forest","a) All Ages","All Race/Ethn","All Genders","181","645.3",
"2000","All Cause","All Cause","North Riverside","a) All Ages","All Race/Ethn","All Genders","101","1510.2",
"2000","All Cause","All Cause","Northlake","a) All Ages","All Race/Ethn","All Genders","175","1473.3",
"2000","All Cause","All Cause","Northfield","a) All Ages","All Race/Ethn","All Genders","51","946.4",
"2000","All Cause","All Cause","Northbrook","a) All Ages","All Race/Ethn","All Genders","425","1271.1",
"2000","All Cause","All Cause","Norridge","a) All Ages","All Race/Ethn","All Genders","219","1501.8",
"2000","All Cause","All Cause","Norridge","a) All Ages","All Race/Ethn","All Genders","219","1501.9",
"2000","All Cause","All Cause","Niles","a) All Ages","All Race/Ethn","All Genders","536","1782.6",
"2000","All Cause","All Cause","Mt Prospect","a) All Ages","All Race/Ethn","All Genders","398","707.4",
"2000","All Cause","All Cause","Morton Grove","a) All Ages","All Race/Ethn","All Genders","222","988.8",
"2000","All Cause","All Cause","Midlothian","a) All Ages","All Race/Ethn","All Genders","115","803.4",
"2000","All Cause","All Cause","Merrionette Park","a) All Ages","All Race/Ethn","All Genders","32","1600.8",
"2000","All Cause","All Cause","Melrose Park","a) All Ages","All Race/Ethn","All Genders","215","927.9",
"2000","All Cause","All Cause","Mccook ~","a) All Ages","All Race/Ethn","All Genders",,,
"2000","All Cause","All Cause","Maywood","a) All Ages","All Race/Ethn","All Genders","257","952.3",
"2000","All Cause","All Cause","Matteson","a) All Ages","All Race/Ethn","All Genders","0",,
"2000","All Cause","All Cause","Matteson","a) All Ages","All Race/Ethn","All Genders","153","1183.5",
"2000","All Cause","All Cause","Markham","a) All Ages","All Race/Ethn","All Genders","111","879.6",
"2000","All Cause","All Cause","Lyons","a) All Ages","All Race/Ethn","All Genders","110","1072.6",
"2000","All Cause","All Cause","Lyons","a) All Ages","All Race/Ethn","All Genders","110","1072.7",
"2000","All Cause","All Cause","Lynwood","a) All Ages","All Race/Ethn","All Genders","52","704.9",
"2000","All Cause","All Cause","Lincolnwood","a) All Ages","All Race/Ethn","All Genders","184","1488.8",
"2000","All Cause","All Cause","Lemont","a) All Ages","All Race/Ethn","All Genders","154","1176.3",
"2000","All Cause","All Cause","Lansing","a) All Ages","All Race/Ethn","All Genders","252","889.5",
"2000","All Cause","All Cause","Lagrange Park","a) All Ages","All Race/Ethn","All Genders","193","1451.7",
"2000","All Cause","All Cause","Lagrange","a) All Ages","All Race/Ethn","All Genders","168","1076.4",
"2000","All Cause","All Cause","Kenilworth","a) All Ages","All Race/Ethn","All Genders","15",,
"2000","All Cause","All Cause","Justice","a) All Ages","All Race/Ethn","All Genders","106","869.4",
"2000","All Cause","All Cause","Inverness","a) All Ages","All Race/Ethn","All Genders","18",,
"2000","All Cause","All Cause","Indian Head Park","a) All Ages","All Race/Ethn","All Genders","65","1763.9",
"2000","All Cause","All Cause","Homewood","a) All Ages","All Race/Ethn","All Genders","215","1100.1",
"2000","All Cause","All Cause","Hometown","a) All Ages","All Race/Ethn","All Genders","68","1522.3",
"2000","All Cause","All Cause","Hoffman Estates","a) All Ages","All Race/Ethn","All Genders","217","438.4",
"2000","All Cause","All Cause","Hodgkins","a) All Ages","All Race/Ethn","All Genders","16",,
"2000","All Cause","All Cause","Hinsdale","a) All Ages","All Race/Ethn","All Genders","12",,
"2000","All Cause","All Cause","Hillside","a) All Ages","All Race/Ethn","All Genders","102","1250.8",
"2000","All Cause","All Cause","Hickory Hills","a) All Ages","All Race/Ethn","All Genders","137","983.8",
"2000","All Cause","All Cause","Hazel Crest","a) All Ages","All Race/Ethn","All Genders","139","938.2",
"2000","All Cause","All Cause","Harwood Heights","a) All Ages","All Race/Ethn","All Genders","95","1145.0",
"2000","All Cause","All Cause","Harvey","a) All Ages","All Race/Ethn","All Genders","262","873.3",
"2000","All Cause","All Cause","Hanover Park","a) All Ages","All Race/Ethn","All Genders","81","390.3",
"2000","All Cause","All Cause","Golf ~","a) All Ages","All Race/Ethn","All Genders","7",,
"2000","All Cause","All Cause","Glenwood","a) All Ages","All Race/Ethn","All Genders","99","1100.0",
"2000","All Cause","All Cause","Glenview","a) All Ages","All Race/Ethn","All Genders","419","1001.3",
"2000","All Cause","All Cause","Glencoe","a) All Ages","All Race/Ethn","All Genders","54","616.4",
"2000","All Cause","All Cause","Franklin Park","a) All Ages","All Race/Ethn","All Genders","188","967.4",
"2000","All Cause","All Cause","Forest View ~","a) All Ages","All Race/Ethn","All Genders","13",,
"2000","All Cause","All Cause","Forest Park","a) All Ages","All Race/Ethn","All Genders","145","924.3",
"2000","All Cause","All Cause","Ford Heights","a) All Ages","All Race/Ethn","All Genders","35","1012.7",
"2000","All Cause","All Cause","Flossmoor","a) All Ages","All Race/Ethn","All Genders","69","741.9",
"2000","All Cause","All Cause","Evergreen Park","a) All Ages","All Race/Ethn","All Genders","249","1195.9",
"2000","All Cause","All Cause","Evanston","a) All Ages","All Race/Ethn","All Genders","617","831.1",
"2000","All Cause","All Cause","Elmwood Park","a) All Ages","All Race/Ethn","All Genders","282","1110.0",
"2000","All Cause","All Cause","Elk Grove Village","a) All Ages","All Race/Ethn","All Genders","249","717.0",
"2000","All Cause","All Cause","Elgin","a) All Ages","All Race/Ethn","All Genders","98","478.7",
"2000","All Cause","All Cause","East Hazel Crest","a) All Ages","All Race/Ethn","All Genders","10",,
"2000","All Cause","All Cause","Dolton","a) All Ages","All Race/Ethn","All Genders","217","847.2",
"2000","All Cause","All Cause","Dixmoor","a) All Ages","All Race/Ethn","All Genders","31","788.0",
"2000","All Cause","All Cause","Dixmoor","a) All Ages","All Race/Ethn","All Genders","31","788.0",
"2000","All Cause","All Cause","Des Plaines","a) All Ages","All Race/Ethn","All Genders","723","1231.3",
"2000","All Cause","All Cause","Des Plaines","a) All Ages","All Race/Ethn","All Genders","723","1231.3",
"2000","All Cause","All Cause","Crestwood","a) All Ages","All Race/Ethn","All Genders","146","1297.7",
"2000","All Cause","All Cause","Crestwood","a) All Ages","All Race/Ethn","All Genders","146","1297.7",
"2000","All Cause","All Cause","Countryside","a) All Ages","All Race/Ethn","All Genders","74","1235.2",
"2000","All Cause","All Cause","Countryside","a) All Ages","All Race/Ethn","All Genders","74","1235.2",
"2000","All Cause","All Cause","Country Club Hills","a) All Ages","All Race/Ethn","All Genders","95","587.5",
"2000","All Cause","All Cause","Country Club Hills","a) All Ages","All Race/Ethn","All Genders","95","587.5",
"2000","All Cause","All Cause","Cicero","a) All Ages","All Race/Ethn","All Genders","513","599.2",
"2000","All Cause","All Cause","Cicero","a) All Ages","All Race/Ethn","All Genders","513","599.2",
"2000","All Cause","All Cause","Chicago Ridge","a) All Ages","All Race/Ethn","All Genders","125","884.8",
"2000","All Cause","All Cause","Chicago Ridge","a) All Ages","All Race/Ethn","All Genders","125","884.8",
"2000","All Cause","All Cause","Chicago Heights","a) All Ages","All Race/Ethn","All Genders","312","951.9",
"2000","All Cause","All Cause","Chicago Heights","a) All Ages","All Race/Ethn","All Genders","312","951.9",
"2000","All Cause","All Cause","Calumet Park","a) All Ages","All Race/Ethn","All Genders","71","833.7",
"2000","All Cause","All Cause","Calumet Park","a) All Ages","All Race/Ethn","All Genders","71","833.7",
"2000","All Cause","All Cause","Calumet City","a) All Ages","All Race/Ethn","All Genders","375","959.8",
"2000","All Cause","All Cause","Calumet City","a) All Ages","All Race/Ethn","All Genders","375","959.8",
"2000","All Cause","All Cause","Burr Ridge","a) All Ages","All Race/Ethn","All Genders","27","745.2",
"2000","All Cause","All Cause","Burr Ridge","a) All Ages","All Race/Ethn","All Genders","27","745.2",
"2000","All Cause","All Cause","Burnham","a) All Ages","All Race/Ethn","All Genders","61","1462.8",
"2000","All Cause","All Cause","Burnham","a) All Ages","All Race/Ethn","All Genders","61","1462.8",
"2000","All Cause","All Cause","Burbank","a) All Ages","All Race/Ethn","All Genders","277","992.8",
"2000","All Cause","All Cause","Burbank","a) All Ages","All Race/Ethn","All Genders","277","992.8",
"2000","All Cause","All Cause","Buffalo Grove","a) All Ages","All Race/Ethn","All Genders","109","756.0",
"2000","All Cause","All Cause","Buffalo Grove","a) All Ages","All Race/Ethn","All Genders","109","756.0",
"2000","All Cause","All Cause","Brookfield","a) All Ages","All Race/Ethn","All Genders","200","1047.9",
"2000","All Cause","All Cause","Brookfield","a) All Ages","All Race/Ethn","All Genders","200","1047.9",
"2000","All Cause","All Cause","Broadview","a) All Ages","All Race/Ethn","All Genders","81","980.2",
"2000","All Cause","All Cause","Broadview","a) All Ages","All Race/Ethn","All Genders","81","980.2",
"2000","All Cause","All Cause","Bridgeview","a) All Ages","All Race/Ethn","All Genders","185","1206.4",
"2000","All Cause","All Cause","Bridgeview","a) All Ages","All Race/Ethn","All Genders","185","1206.4",
"2000","All Cause","All Cause","Blue Island","a) All Ages","All Race/Ethn","All Genders","172","733.1",
"2000","All Cause","All Cause","Blue Island","a) All Ages","All Race/Ethn","All Genders","172","733.1",
"2000","All Cause","All Cause","Berwyn","a) All Ages","All Race/Ethn","All Genders","565","1046.0",
"2000","All Cause","All Cause","Berwyn","a) All Ages","All Race/Ethn","All Genders","565","1046.0",
"2000","All Cause","All Cause","Berkeley","a) All Ages","All Race/Ethn","All Genders","45","858.0",
"2000","All Cause","All Cause","Bellwood","a) All Ages","All Race/Ethn","All Genders","131","637.9",
"2000","All Cause","All Cause","Bedford Park ~","a) All Ages","All Race/Ethn","All Genders","9",,
"2000","All Cause","All Cause","Bartlett","a) All Ages","All Race/Ethn","All Genders","67","549.4",
"2000","All Cause","All Cause","Barrington Hills","a) All Ages","All Race/Ethn","All Genders","15",,
"2000","All Cause","All Cause","Barrington","a) All Ages","All Race/Ethn","All Genders","78","1366.7",
"2000","All Cause","All Cause","Arlington Heights","a) All Ages","All Race/Ethn","All Genders","716","941.7",
"2000","All Cause","All Cause","Alsip","a) All Ages","All Race/Ethn","All Genders","163","826.4",
"2000","All Cause","All Cause","6 South District","a) All Ages","All Race/Ethn","All Genders","4206","881.4","961.9"
"2000","All Cause","All Cause","6 South District","a) All Ages","All Race/Ethn","Female","2204","878.9","833.5"
"2000","All Cause","All Cause","6 South District","a) All Ages","All Race/Ethn","Male","2002","884.2","1147.6"
"2000","All Cause","All Cause","6 South District","a) All Ages","Hispanic","All Genders","112","324.1","882.4"
"2000","All Cause","All Cause","6 South District","a) All Ages","NH Asian/PI","All Genders","11",,
"2000","All Cause","All Cause","6 South District","a) All Ages","NH Black","All Genders","1325","650.5","1125.2"
"2000","All Cause","All Cause","6 South District","a) All Ages","NH White","All Genders","2699","1183.8","886.0"
"2000","All Cause","All Cause","6 South District","b) Under 1 yr","All Race/Ethn","All Genders","78","1119.0",
"2000","All Cause","All Cause","6 South District","b) Under 1 yr","All Race/Ethn","Female","40","1166.4",
"2000","All Cause","All Cause","6 South District","b) Under 1 yr","All Race/Ethn","Male","38","1073.1",
"2000","All Cause","All Cause","6 South District","b) Under 1 yr","Hispanic","All Genders","7",,
"2000","All Cause","All Cause","6 South District","b) Under 1 yr","NH Asian/PI","All Genders","0",,
"2000","All Cause","All Cause","6 South District","b) Under 1 yr","NH Black","All Genders","52","1454.7",
"2000","All Cause","All Cause","6 South District","b) Under 1 yr","NH White","All Genders","16",,
"2000","All Cause","All Cause","6 South District","c) 1-4 yrs","All Race/Ethn","All Genders","9",,
"2000","All Cause","All Cause","6 South District","c) 1-4 yrs","All Race/Ethn","Female","6",,
"2000","All Cause","All Cause","6 South District","c) 1-4 yrs","All Race/Ethn","Male",,,
"2000","All Cause","All Cause","6 South District","c) 1-4 yrs","Hispanic","All Genders",,,
"2000","All Cause","All Cause","6 South District","c) 1-4 yrs","NH Asian/PI","All Genders","0",,
"2000","All Cause","All Cause","6 South District","c) 1-4 yrs","NH Black","All Genders",,,
"2000","All Cause","All Cause","6 South District","c) 1-4 yrs","NH White","All Genders","5",,
"2000","All Cause","All Cause","6 South District","d) 5-14 yrs","All Race/Ethn","All Genders","15",,
"2000","All Cause","All Cause","6 South District","d) 5-14 yrs","All Race/Ethn","Female","10",,
"2000","All Cause","All Cause","6 South District","d) 5-14 yrs","All Race/Ethn","Male","5",,
"2000","All Cause","All Cause","6 South District","d) 5-14 yrs","Hispanic","All Genders",,,
"2000","All Cause","All Cause","6 South District","d) 5-14 yrs","NH Asian/PI","All Genders","0",,
"2000","All Cause","All Cause","6 South District","d) 5-14 yrs","NH Black","All Genders","9",,
"2000","All Cause","All Cause","6 South District","d) 5-14 yrs","NH White","All Genders",,,
"2000","All Cause","All Cause","6 South District","e) 15-24 yrs","All Race/Ethn","All Genders","62","98.1",
"2000","All Cause","All Cause","6 South District","e) 15-24 yrs","All Race/Ethn","Female","18",,
"2000","All Cause","All Cause","6 South District","e) 15-24 yrs","All Race/Ethn","Male","44","136.8",
"2000","All Cause","All Cause","6 South District","e) 15-24 yrs","Hispanic","All Genders",,,
"2000","All Cause","All Cause","6 South District","e) 15-24 yrs","NH Asian/PI","All Genders","0",,
"2000","All Cause","All Cause","6 South District","e) 15-24 yrs","NH Black","All Genders","41","137.0",
"2000","All Cause","All Cause","6 South District","e) 15-24 yrs","NH White","All Genders","18",,
"2000","All Cause","All Cause","6 South District","f) 25-34 yrs","All Race/Ethn","All Genders","78","128.0",
"2000","All Cause","All Cause","6 South District","f) 25-34 yrs","All Race/Ethn","Female","25","77.6",
"2000","All Cause","All Cause","6 South District","f) 25-34 yrs","All Race/Ethn","Male","53","184.8",
"2000","All Cause","All Cause","6 South District","f) 25-34 yrs","Hispanic","All Genders","8",,
"2000","All Cause","All Cause","6 South District","f) 25-34 yrs","NH Asian/PI","All Genders","0",,
"2000","All Cause","All Cause","6 South District","f) 25-34 yrs","NH Black","All Genders","46","166.8",
"2000","All Cause","All Cause","6 South District","f) 25-34 yrs","NH White","All Genders","20","77.7",
"2000","All Cause","All Cause","6 South District","g) 35-44 yrs","All Race/Ethn","All Genders","175","227.0",
"2000","All Cause","All Cause","6 South District","g) 35-44 yrs","All Race/Ethn","Female","71","171.5",
"2000","All Cause","All Cause","6 South District","g) 35-44 yrs","All Race/Ethn","Male","104","291.2",
"2000","All Cause","All Cause","6 South District","g) 35-44 yrs","Hispanic","All Genders","5",,
"2000","All Cause","All Cause","6 South District","g) 35-44 yrs","NH Asian/PI","All Genders","0",,
"2000","All Cause","All Cause","6 South District","g) 35-44 yrs","NH Black","All Genders","98","289.9",
"2000","All Cause","All Cause","6 South District","g) 35-44 yrs","NH White","All Genders","64","172.6",
"2000","All Cause","All Cause","6 South District","h) 45-54 yrs","All Race/Ethn","All Genders","339","525.1",
"2000","All Cause","All Cause","6 South District","h) 45-54 yrs","All Race/Ethn","Female","133","384.9",
"2000","All Cause","All Cause","6 South District","h) 45-54 yrs","All Race/Ethn","Male","206","686.5",
"2000","All Cause","All Cause","6 South District","h) 45-54 yrs","Hispanic","All Genders","10",,
"2000","All Cause","All Cause","6 South District","h) 45-54 yrs","NH Asian/PI","All Genders",,,
"2000","All Cause","All Cause","6 South District","h) 45-54 yrs","NH Black","All Genders","169","660.9",
"2000","All Cause","All Cause","6 South District","h) 45-54 yrs","NH White","All Genders","153","443.2",
"2000","All Cause","All Cause","6 South District","i) 55-64 yrs","All Race/Ethn","All Genders","494","1208.1",
"2000","All Cause","All Cause","6 South District","i) 55-64 yrs","All Race/Ethn","Female","211","964.3",
"2000","All Cause","All Cause","6 South District","i) 55-64 yrs","All Race/Ethn","Male","283","1488.9",
"2000","All Cause","All Cause","6 South District","i) 55-64 yrs","Hispanic","All Genders","12",,
"2000","All Cause","All Cause","6 South District","i) 55-64 yrs","NH Asian/PI","All Genders",,,
"2000","All Cause","All Cause","6 South District","i) 55-64 yrs","NH Black","All Genders","214","1492.1",
"2000","All Cause","All Cause","6 South District","i) 55-64 yrs","NH White","All Genders","259","1079.0",
"2000","All Cause","All Cause","6 South District","j) 65-74 yrs","All Race/Ethn","All Genders","822","2778.3",
"2000","All Cause","All Cause","6 South District","j) 65-74 yrs","All Race/Ethn","Female","395","2364.8",
