"tax_sale_year","pin","from_year","to_year","total_amount_paid","sold_at_sale","vol","township","buyer","buyer_name","location_1"
"2015","01-12-102-003-0000","2011","2013","440","true","1","Barrington","1500168","GT ALTERNATIVES","(42.13831648849, -88.134082107927)"
"2015","01-12-103-001-0000","2011","2013","440","true","1","Barrington","1500168","GT ALTERNATIVES","(42.138981739125, -88.13245953671)"
"2015","01-12-103-004-0000","2011","2013","440","true","1","Barrington","1500168","GT ALTERNATIVES","(42.138041370798, -88.132457493143)"
"2015","01-26-207-016-0000","2011","2013","2690","true","1","Barrington","1500003","GIAMBARBEREE","(42.09445900041, -88.149023182433)"
"2015","02-09-115-003-0000","2006","2013","490","true","148","Palatine","1500120","ROTUNNO","(42.133621432331, -88.077370114075)"
"2015","02-09-115-008-0000","2007","2013","440","true","148","Palatine","1500120","ROTUNNO","(42.133217110199, -88.077372962323)"
"2015","02-09-115-009-0000","2007","2013","440","true","148","Palatine","1500120","ROTUNNO","(42.13313501659, -88.077374256397)"
"2015","02-16-215-125-0000","2010","2012","16190","true","149","Palatine","1500034","PHOENIX BOND","(42.117983607864, -88.066377672154)"
"2015","02-23-218-006-0000","2009","2013","1390","true","149","Palatine","1500025","OHR","(42.103912809773, -88.026577770773)"
"2015","02-23-218-018-0000","2009","2012","15190","true","180","Palatine","1500180","AAA FUNDING","(42.104014650585, -88.026815514357)"
"2015","03-04-201-025-1105","2010","2012","4190","true","213","Wheeling","1500034","PHOENIX BOND","(42.147043167907, -87.949562094188)"
"2015","03-08-312-036-0000","2003","2011","34190","true","231","Wheeling","1500151","INTERSTATE","(42.130091969386, -87.975612798257)"
"2015","03-10-201-072-0000","2008","2013","440","true","231","Wheeling","1500180","AAA FUNDING","(42.135147235997, -87.927106766907)"
"2015","03-10-201-073-0000","1995","2013","440","true","231","Wheeling","1500180","AAA FUNDING","(42.135991225153, -87.927638192007)"
"2015","03-10-201-074-0000","2008","2013","440","true","231","Wheeling","1500180","AAA FUNDING","(42.134708748775, -87.926819863908)"
"2015","03-18-401-116-0000","2009","2013","51190","true","417","Wheeling","1500026","CORONA","(42.110501848177, -87.98833487136)"
"2015","03-32-103-019-0000","2008","2013","110190","true","234","Wheeling","1500180","AAA FUNDING","(42.080297369325, -87.98085652375)"
"2015","04-07-301-078-0000","2003","2013","440","true","131","Northfield","1500168","GT ALTERNATIVES","(42.127303229955, -87.88175351842)"
"2015","04-07-306-012-0000","1995","2013","440","true","131","Northfield","1500168","GT ALTERNATIVES","(42.124133896123, -87.884736061162)"
"2015","04-07-306-013-0000","1995","2013","440","true","131","Northfield","1500168","GT ALTERNATIVES","(42.127186506216, -87.88618262502)"
"2015","04-26-407-024-0000","2007","2013","3190","true","133","Northfield","1500264","SABRE","(42.084306151664, -87.795601100863)"
"2015","04-33-101-061-0000","1995","2013","440","true","134","Northfield","1500168","GT ALTERNATIVES","(42.079478581451, -87.839893614291)"
"2015","04-33-202-005-0000","2005","2013","20190","true","134","Northfield","1500264","SABRE","(42.075388378618, -87.838145408111)"
"2015","05-31-225-039-0000","1995","2013","440","true","106","New Trier","1500101","BOHRER","(42.072550315645, -87.757353873846)"
"2015","05-34-323-039-1017","2007","2013","7190","true","051","Evanston","1500026","CORONA","(42.064723777681, -87.708251732147)"
"2015","06-06-200-049-0000","2004","2013","440","true","060","Hanover","1500062","SCHRADER","(42.066922979283, -88.246186474539)"
"2015","06-19-100-001-0000","2007","2013","440","true","060","Hanover","1500180","AAA FUNDING","(42.029526936139, -88.262748737102)"
"2015","06-22-108-028-0000","2002","2013","440","true","060","Hanover","1500169","ALRERNATIVE ACQUISITIONS","(42.02913062438, -88.199671529513)"
"2015","06-23-106-125-0000","2010","2013","440","true","060","Hanover","1500169","ALRERNATIVE ACQUISITIONS","(42.025686272997, -88.179611608255)"
"2015","06-24-407-023-0000","2011","2013","8190","true","061","Hanover","1500188","PRACTICORP","(42.018259799728, -88.145979577016)"
"2015","06-25-411-023-0000","2006","2013","440","true","061","Hanover","1500025","OHR","(42.007854463159, -88.149017415176)"
"2015","06-25-411-024-0000","2008","2013","440","true","061","Hanover","1500025","OHR","(42.007677189244, -88.149016947172)"
"2015","06-27-404-002-0000","1995","2013","440","true","061","Hanover","1500069","KOTHARI","(42.003083923723, -88.18543697021)"
"2015","07-08-300-020-1268","2008","2012","440","true","423","Schaumburg","1500161","WHEELER","(42.052612399776, -88.124890525444)"
"2015","07-17-104-018-0000","2011","2013","22190","true","187","Schaumburg","1500034","PHOENIX BOND","(42.043111421567, -88.124353429771)"
"2015","07-24-300-012-0000","2003","2013","440","true","187","Schaumburg","1500100","FAIR DEAL OF ILLINOIS","(42.027244805486, -88.046139799431)"
"2015","07-33-204-018-0000","2007","2013","1790","true","187","Schaumburg","1500086","ASHWIN","(41.999054268135, -88.090999801911)"
"2015","08-11-221-001-0000","2010","2013","61190","true","049","Elk Grove","1500100","FAIR DEAL OF ILLINOIS","(42.061747636724, -87.94918368082)"
"2015","08-22-200-166-0000","2007","2010","440","true","050","Elk Grove","1500062","SCHRADER","(42.030880681937, -87.965116906444)"
"2015","08-24-109-013-0000","2009","2013","36190","true","050","Elk Grove","1500069","KOTHARI","(42.034351991109, -87.933207016536)"
"2015","08-26-301-045-0000","1995","2013","440","true","050","Elk Grove","1500025","OHR","(42.014341460353, -87.952094773577)"
"2015","08-28-213-024-0000","2006","2010","2290","true","050","Elk Grove","1500235","KURZAC","(42.017195399515, -87.987567586427)"
"2015","09-15-307-179-1049","2005","2013","440","true","088","Maine","1500264","SABRE","(42.040825164191, -87.859588894483)"
"2015","09-17-100-066-0000","2009","2012","790","true","089","Maine","1500100","FAIR DEAL OF ILLINOIS","(42.051708668426, -87.901981500387)"
