"year","initiation_result","offense_type","gender","defendant_count"
"2016","Approved","Aggravated Assault Police Officer","Female","1"
"2016","Approved","Aggravated Assault Police Officer","Male","41"
"2016","Continued Investigation","Aggravated Assault Police Officer","Male","4"
"2016","Rejected","Aggravated Assault Police Officer","Male","4"
"2016","True Bill","Aggravated Assault Police Officer","Male","4"
"2016","Approved","Aggravated Assault Police Officer",,"1"
"2016","Continued Investigation","Aggravated Assault Police Officer",,"1"
"2016","Rejected","Aggravated Assault Police Officer",,"1"
"2016","Approved","Aggravated Assault Police Officer Firearm","Male","12"
"2016","Continued Investigation","Aggravated Assault Police Officer Firearm","Male","5"
"2016","True Bill","Aggravated Assault Police Officer Firearm","Male","1"
"2016","Approved","Aggravated Battery","Female","110"
"2016","Continued Investigation","Aggravated Battery","Female","18"
"2016","Rejected","Aggravated Battery","Female","17"
"2016","True Bill","Aggravated Battery","Female","20"
"2016","VICTIM SENSITIVE INT","Aggravated Battery","Female","1"
"2016","Approved","Aggravated Battery","Male","293"
"2016","Continued Investigation","Aggravated Battery","Male","45"
"2016","Disregard","Aggravated Battery","Male","1"
"2016","Rejected","Aggravated Battery","Male","42"
"2016","True Bill","Aggravated Battery","Male","53"
"2016","Advice","Aggravated Battery",,"2"
"2016","Approved","Aggravated Battery",,"2"
"2016","Continued Investigation","Aggravated Battery",,"9"
"2016","Rejected","Aggravated Battery",,"11"
"2016","Advice","Aggravated Battery Police Officer","Female","2"
"2016","Approved","Aggravated Battery Police Officer","Female","124"
"2016","Continued Investigation","Aggravated Battery Police Officer","Female","2"
"2016","Rejected","Aggravated Battery Police Officer","Female","3"
"2016","True Bill","Aggravated Battery Police Officer","Female","12"
"2016","Approved","Aggravated Battery Police Officer","Male","406"
"2016","Continued Investigation","Aggravated Battery Police Officer","Male","10"
"2016","Disregard","Aggravated Battery Police Officer","Male","1"
"2016","Rejected","Aggravated Battery Police Officer","Male","16"
"2016","True Bill","Aggravated Battery Police Officer","Male","46"
"2016","Approved","Aggravated Battery Police Officer",,"3"
"2016","Continued Investigation","Aggravated Battery Police Officer",,"2"
"2016","Rejected","Aggravated Battery Police Officer",,"3"
"2016","Approved","Aggravated Battery Police Officer Firearm","Male","2"
"2016","Approved","Aggravated Battery With A Firearm","Female","7"
"2016","Rejected","Aggravated Battery With A Firearm","Female","2"
"2016","True Bill","Aggravated Battery With A Firearm","Female","2"
"2016","Approved","Aggravated Battery With A Firearm","Male","110"
"2016","Continued Investigation","Aggravated Battery With A Firearm","Male","36"
"2016","Rejected","Aggravated Battery With A Firearm","Male","10"
"2016","True Bill","Aggravated Battery With A Firearm","Male","17"
"2016","Approved","Aggravated Battery With A Firearm",,"1"
"2016","Continued Investigation","Aggravated Battery With A Firearm",,"1"
"2016","Rejected","Aggravated Battery With A Firearm",,"2"
"2016","Approved","Aggravated Discharge Firearm","Female","4"
"2016","Disregard","Aggravated Discharge Firearm","Female","1"
"2016","Approved","Aggravated Discharge Firearm","Male","94"
"2016","BOND SET","Aggravated Discharge Firearm","Male","1"
"2016","Continued Investigation","Aggravated Discharge Firearm","Male","9"
"2016","Rejected","Aggravated Discharge Firearm","Male","7"
"2016","True Bill","Aggravated Discharge Firearm","Male","24"
"2016","Continued Investigation","Aggravated Discharge Firearm",,"1"
"2016","Approved","Aggravated DUI","Female","150"
"2016","Continued Investigation","Aggravated DUI","Female","4"
"2016","Rejected","Aggravated DUI","Female","3"
"2016","True Bill","Aggravated DUI","Female","24"
"2016","Advice","Aggravated DUI","Male","1"
"2016","Approved","Aggravated DUI","Male","932"
"2016","Continued Investigation","Aggravated DUI","Male","33"
"2016","Rejected","Aggravated DUI","Male","17"
"2016","True Bill","Aggravated DUI","Male","116"
"2016","Advice","Aggravated DUI",,"1"
"2016","Approved","Aggravated DUI",,"21"
"2016","Continued Investigation","Aggravated DUI",,"2"
"2016","Rejected","Aggravated DUI",,"4"
"2016","Approved","Aggravated Fleeing and Eluding","Female","17"
"2016","True Bill","Aggravated Fleeing and Eluding","Female","1"
"2016","Approved","Aggravated Fleeing and Eluding","Male","199"
"2016","Continued Investigation","Aggravated Fleeing and Eluding","Male","3"
"2016","Rejected","Aggravated Fleeing and Eluding","Male","11"
"2016","True Bill","Aggravated Fleeing and Eluding","Male","25"
"2016","Approved","Aggravated Fleeing and Eluding",,"2"
"2016","Continued Investigation","Aggravated Fleeing and Eluding",,"2"
"2016","Rejected","Aggravated Fleeing and Eluding",,"2"
"2016","Advice","Aggravated Identity Theft","Female","1"
"2016","Approved","Aggravated Identity Theft","Female","9"
"2016","Approved","Aggravated Identity Theft","Male","7"
"2016","True Bill","Aggravated Identity Theft","Male","3"
"2016","Approved","Aggravated Robbery","Female","6"
"2016","True Bill","Aggravated Robbery","Female","1"
"2016","Approved","Aggravated Robbery","Male","105"
"2016","Continued Investigation","Aggravated Robbery","Male","3"
"2016","Rejected","Aggravated Robbery","Male","3"
"2016","True Bill","Aggravated Robbery","Male","15"
"2016","Approved","Aggravated Robbery BB Gun","Male","14"
"2016","True Bill","Aggravated Robbery BB Gun","Male","3"
"2016","Approved","Armed Robbery","Female","34"
"2016","Continued Investigation","Armed Robbery","Female","3"
"2016","Rejected","Armed Robbery","Female","3"
"2016","True Bill","Armed Robbery","Female","7"
"2016","Approved","Armed Robbery","Male","388"
"2016","BOND SET","Armed Robbery","Male","2"
"2016","Continued Investigation","Armed Robbery","Male","32"
"2016","Rejected","Armed Robbery","Male","25"
"2016","True Bill","Armed Robbery","Male","107"
"2016","Approved","Armed Robbery",,"4"
"2016","Continued Investigation","Armed Robbery",,"2"
"2016","Rejected","Armed Robbery",,"2"
"2016","Approved","Armed Violence","Female","4"
"2016","True Bill","Armed Violence","Female","1"
"2016","Approved","Armed Violence","Male","39"
"2016","Continued Investigation","Armed Violence","Male","2"
"2016","Rejected","Armed Violence","Male","2"
"2016","True Bill","Armed Violence","Male","17"
"2016","Rejected","Armed Violence",,"2"
"2016","True Bill","Armed Violence",,"1"
"2016","Approved","Arson","Female","11"
"2016","Continued Investigation","Arson","Female","2"
"2016","Rejected","Arson","Female","3"
"2016","Approved","Arson","Male","30"
"2016","Continued Investigation","Arson","Male","4"
"2016","Rejected","Arson","Male","6"
"2016","True Bill","Arson","Male","7"
"2016","Approved","Arson and Attempt Arson","Female","1"
"2016","Approved","Arson and Attempt Arson","Male","2"
"2016","Continued Investigation","Arson and Attempt Arson","Male","1"
"2016","Approved","Attempt Armed Robbery","Female","2"
"2016","Advice","Attempt Armed Robbery","Male","1"
"2016","Approved","Attempt Armed Robbery","Male","17"
"2016","Continued Investigation","Attempt Armed Robbery","Male","3"
"2016","Rejected","Attempt Armed Robbery","Male","3"
"2016","True Bill","Attempt Armed Robbery","Male","12"
"2016","Continued Investigation","Attempt Arson","Female","2"
"2016","Advice","Attempt Arson","Male","1"
"2016","Approved","Attempt Arson","Male","4"
"2016","Continued Investigation","Attempt Arson","Male","2"
"2016","Approved","Attempt Homicide","Female","6"
"2016","Continued Investigation","Attempt Homicide","Female","3"
"2016","Rejected","Attempt Homicide","Female","1"
"2016","True Bill","Attempt Homicide","Female","4"
"2016","Advice","Attempt Homicide","Male","2"
"2016","Approved","Attempt Homicide","Male","54"
"2016","Continued Investigation","Attempt Homicide","Male","10"
"2016","True Bill","Attempt Homicide","Male","34"
"2016","Continued Investigation","Attempt Homicide",,"1"
"2016","Approved","Attempt Sex Crimes","Male","3"
"2016","Approved","Attempt Vehicular Hijacking","Male","4"
"2016","Rejected","Attempt Vehicular Hijacking","Male","2"
"2016","True Bill","Attempt Vehicular Hijacking","Male","2"
"2016","Approved","Bomb Threat","Male","3"
"2016","True Bill","Bomb Threat","Male","2"
"2016","Approved","Bribery","Female","1"
"2016","Approved","Bribery","Male","4"
"2016","Rejected","Bribery","Male","1"
"2016","Rejected","Bribery",,"1"
"2016","Approved","Burglary","Female","44"
"2016","Rejected","Burglary","Female","3"
"2016","True Bill","Burglary","Female","8"
"2016","Advice","Burglary","Male","2"
"2016","Approved","Burglary","Male","807"
"2016","Continued Investigation","Burglary","Male","21"
"2016","Rejected","Burglary","Male","51"
"2016","True Bill","Burglary","Male","117"
"2016","Approved","Burglary",,"8"
"2016","Continued Investigation","Burglary",,"2"
"2016","Rejected","Burglary",,"8"
"2016","Approved","Child Abduction","Female","3"
"2016","Rejected","Child Abduction","Female","2"
"2016","True Bill","Child Abduction","Female","1"
"2016","Approved","Child Abduction","Male","2"
"2016","Continued Investigation","Child Abduction","Male","1"
"2016","Approved","Child Pornography","Male","14"
"2016","Continued Investigation","Child Pornography","Male","2"
"2016","Rejected","Child Pornography","Male","1"
"2016","True Bill","Child Pornography","Male","6"
"2016","Approved","Communicating With Witness","Female","2"
"2016","Approved","Communicating With Witness","Male","3"
"2016","True Bill","Communicating With Witness","Male","2"
"2016","Approved","Credit Card Cases","Female","41"
"2016","Continued Investigation","Credit Card Cases","Female","3"
"2016","Rejected","Credit Card Cases","Female","2"
"2016","True Bill","Credit Card Cases","Female","9"
"2016","Advice","Credit Card Cases","Male","2"
"2016","Approved","Credit Card Cases","Male","89"
"2016","Continued Investigation","Credit Card Cases","Male","5"
"2016","Disregard","Credit Card Cases","Male","1"
"2016","Rejected","Credit Card Cases","Male","9"
"2016","True Bill","Credit Card Cases","Male","21"
"2016","Continued Investigation","Credit Card Cases",,"1"
"2016","Rejected","Credit Card Cases",,"2"
"2016","Approved","Criminal Damage to Property","Female","26"
"2016","Continued Investigation","Criminal Damage to Property","Female","3"
"2016","Rejected","Criminal Damage to Property","Female","1"
"2016","True Bill","Criminal Damage to Property","Female","3"
"2016","Approved","Criminal Damage to Property","Male","183"
"2016","Continued Investigation","Criminal Damage to Property","Male","17"
"2016","Rejected","Criminal Damage to Property","Male","16"
"2016","True Bill","Criminal Damage to Property","Male","16"
"2016","Approved","Criminal Damage to Property",,"8"
"2016","Continued Investigation","Criminal Damage to Property",,"3"
"2016","Rejected","Criminal Damage to Property",,"9"
"2016","True Bill","Criminal Trespass To Residence","Female","1"
"2016","Approved","Criminal Trespass To Residence","Male","12"
"2016","True Bill","Criminal Trespass To Residence","Male","2"
"2016","Approved","Deceptive Practice","Female","8"
"2016","Continued Investigation","Deceptive Practice","Female","1"
"2016","Rejected","Deceptive Practice","Female","2"
"2016","True Bill","Deceptive Practice","Female","2"
"2016","Approved","Deceptive Practice","Male","13"
"2016","Continued Investigation","Deceptive Practice","Male","1"
"2016","Rejected","Deceptive Practice","Male","1"
"2016","True Bill","Deceptive Practice","Male","3"
"2016","Approved","Deceptive Practice",,"1"
"2016","Approved","Disarming Police Officer","Male","5"
"2016","Continued Investigation","Disarming Police Officer","Male","2"
"2016","True Bill","Disarming Police Officer","Male","2"
"2016","Approved","Dog Fighting","Male","2"
"2016","Approved","Domestic Battery","Female","17"
"2016","Continued Investigation","Domestic Battery","Female","1"
"2016","Rejected","Domestic Battery","Female","2"
"2016","True Bill","Domestic Battery","Female","1"
"2016","Advice","Domestic Battery","Male","1"
"2016","Approved","Domestic Battery","Male","201"
"2016","Continued Investigation","Domestic Battery","Male","19"
"2016","Disregard","Domestic Battery","Male","1"
"2016","Rejected","Domestic Battery","Male","30"
"2016","True Bill","Domestic Battery","Male","31"
"2016","Continued Investigation","Domestic Battery",,"4"
"2016","Rejected","Domestic Battery",,"4"
"2016","Approved","Driving With Suspended Or Revoked License","Female","71"
"2016","Rejected","Driving With Suspended Or Revoked License","Female","2"
"2016","True Bill","Driving With Suspended Or Revoked License","Female","2"
"2016","Advice","Driving With Suspended Or Revoked License","Male","3"
"2016","Approved","Driving With Suspended Or Revoked License","Male","1192"
"2016","Continued Investigation","Driving With Suspended Or Revoked License","Male","18"
"2016","Disregard","Driving With Suspended Or Revoked License","Male","1"
"2016","Rejected","Driving With Suspended Or Revoked License","Male","15"
"2016","True Bill","Driving With Suspended Or Revoked License","Male","17"
"2016","Approved","Driving With Suspended Or Revoked License",,"23"
"2016","Continued Investigation","Driving With Suspended Or Revoked License",,"3"
"2016","Rejected","Driving With Suspended Or Revoked License",,"2"
"2016","Approved","DUI","Female","36"
"2016","Continued Investigation","DUI","Female","1"
"2016","Rejected","DUI","Female","2"
"2016","True Bill","DUI","Female","1"
"2016","Advice","DUI","Male","1"
"2016","Approved","DUI","Male","308"
"2016","Continued Investigation","DUI","Male","7"
"2016","Rejected","DUI","Male","13"
"2016","True Bill","DUI","Male","4"
"2016","Approved","DUI",,"14"
"2016","Continued Investigation","DUI",,"1"
"2016","Rejected","DUI",,"2"
"2016","Approved","Escape - Failure to Return","Female","3"
"2016","True Bill","Escape - Failure to Return","Female","1"
"2016","Approved","Escape - Failure to Return","Male","285"
"2016","Continued Investigation","Escape - Failure to Return","Male","3"
"2016","Disregard","Escape - Failure to Return","Male","2"
"2016","Rejected","Escape - Failure to Return","Male","6"
"2016","True Bill","Escape - Failure to Return","Male","86"
"2016","Approved","Escape - Failure to Return",,"2"
